construct_id	u2os_cas9b_t21_S3_trimmed53_len_filtered_counts	u2os_trex2b_t21_S5_trimmed53_len_filtered_counts	u2os_trex2a_t21_S4_trimmed53_len_filtered_counts	u2os_parent_t21_S1_trimmed53_len_filtered_counts	u2os_cas9a_t21_S2_trimmed53_len_filtered_counts
PIK3CA_chr3_178919167__MAP3K1_chr5_56111382	24	39	249	288	450
PIK3CA_chr3_178919167__MAP3K1_chr5_56152466	289	12	887	621	142
PIK3CA_chr3_178919167__MET_chr7_116340207	558	27	4	153	26
PIK3CA_chr3_178919167__MLH1_chr3_37038179	1410	2090	3178	408	631
PIK3CA_chr3_178919167__MSH6_chr2_48018154	347	134	86	522	409
PIK3CA_chr3_178919167__MTOR_chr1_11317010	421	276	45	610	84
PIK3CA_chr3_178919167__NF1_chr17_29422308	670	170	1385	889	756
PIK3CA_chr3_178919167__NF1_chr17_29483038	200	1085	48	498	1079
PIK3CA_chr3_178919167__NF1_chr17_29483039	173	58	3	399	453
PIK3CA_chr3_178919167__NonTargetingControlGuideForHuman0362	319	740	294	1109	591
PIK3CA_chr3_178919167__NonTargetingControlGuideForHuman0412	215	11	1414	704	362
PIK3CA_chr3_178919167__PARP1_chr1_226578301	576	64	255	1685	324
PIK3CA_chr3_178919167__PARP1_chr1_226595581	361	18	1309	416	299
PIK3CA_chr3_178919167__PBRM1_chr3_52696257	89	18	0	803	202
PIK3CA_chr3_178919167__PBRM1_chr3_52713723	868	2	343	91	2
PIK3CA_chr3_178919167__PDGFRA_chr4_55124932	782	108	189	393	728
PIK3CA_chr3_178919167__PDGFRA_chr4_55124963	1035	322	633	396	662
PIK3CA_chr3_178919167__PDGFRA_chr4_55129914	662	2435	282	368	790
PIK3CA_chr3_178919167__PRKDC_chr8_48686398	143	1	1048	334	531
PIK3CA_chr3_178919167__PTEN_chr10_89653786	501	2	247	166	144
PIK3CA_chr3_178919167__PTEN_chr10_89685297	299	44	177	198	631
PIK3CA_chr3_178919167__PTEN_chr10_89711868	481	15	381	313	302
PIK3CA_chr3_178919167__RB1_chr13_48878054	90	0	219	52	0
PIK3CA_chr3_178919167__RB1_chr13_48934148	658	111	203	667	643
PIK3CA_chr3_178919167__ROR1_chr1_64240072	498	734	12	186	87
PIK3CA_chr3_178919167__RPS6KB1_chr17_57970538	436	171	192	664	508
PIK3CA_chr3_178919167__RPS6KB1_chr17_57987922	379	154	0	235	169
PIK3CA_chr3_178919167__RPS6KB1_chr17_57987949	1561	5	1001	1015	490
PIK3CA_chr3_178919167__RRM2_chr2_10262940	209	656	6498	859	427
PIK3CA_chr3_178919167__RUNX1_chr21_36252860	412	21	311	83	13
PIK3CA_chr3_178919167__RUNX1_chr21_36252902	48	4	47	93	21
PIK3CA_chr3_178919167__RUNX1_chr21_36421144	841	558	644	567	385
PIK3CA_chr3_178919167__SETD2_chr3_47205411	1293	390	2	662	154
PIK3CA_chr3_178919167__SMAD4_chr18_48575673	252	413	1762	591	309
PIK3CA_chr3_178919167__SMARCB1_chr22_24133949	379	94	32	921	611
PIK3CA_chr3_178919167__SMO_chr7_128845117	697	11	715	338	333
PIK3CA_chr3_178919167__SRC_chr20_36022600	882	227	198	1219	823
PIK3CA_chr3_178919167__TOP1_chr20_39657693	402	1	22	977	320
PIK3CA_chr3_178919167__TOP1_chr20_39690055	3	1	151	3	217
PIK3CA_chr3_178919167__TOP1_chr20_39690109	622	1	39	103	72
PIK3CA_chr3_178919167__TP53_chr17_7577537	1347	326	485	643	1694
PIK3CA_chr3_178919167__TSC1_chr9_135796748	663	62	4	1870	1294
PIK3CA_chr3_178919167__TSC1_chr9_135804256	338	1	0	119	126
PIK3CA_chr3_178919167__TYMS_chr18_657730	1350	157	664	1019	442
PIK3CA_chr3_178919167__TYMS_chr18_659665	147	1	387	573	300
PIK3CA_chr3_178919167__VEGFA_chr6_43738425	3	14	12	130	146
PIK3CA_chr3_178919167__VEGFA_chr6_43742077	1609	1034	1020	389	1234
PIK3CA_chr3_178919167__WEE1_chr11_9595462	92	497	324	254	759
PIK3R1_chr5_67522521__ABL1_chr9_133589790	288	2	244	345	48
PIK3R1_chr5_67522521__ABL1_chr9_133738356	500	15	110	121	503
PIK3R1_chr5_67522521__ADA_chr20_43257696	975	77	1016	1056	401
PIK3R1_chr5_67522521__AKT1_chr14_105239686	372	517	511	216	913
PIK3R1_chr5_67522521__AKT1_chr14_105258968	602	31	133	156	217
PIK3R1_chr5_67522521__ALK_chr2_29541171	527	1	0	571	451
PIK3R1_chr5_67522521__ALK_chr2_29541172	439	70	5977	239	545
PIK3R1_chr5_67522521__ALK_chr2_30143522	623	1	1395	719	610
PIK3R1_chr5_67522521__APC_chr5_112102023	98	0	0	60	52
PIK3R1_chr5_67522521__ARID1A_chr1_27022876	36	82	452	347	151
PIK3R1_chr5_67522521__ARID1A_chr1_27056286	1093	236	444	611	1431
PIK3R1_chr5_67522521__ARID1A_chr1_27056288	280	5	41	292	580
PIK3R1_chr5_67522521__ARID2_chr12_46123614	116	0	0	74	0
PIK3R1_chr5_67522521__ARID2_chr12_46205318	1160	1	303	593	768
PIK3R1_chr5_67522521__ARID2_chr12_46254608	159	2	286	1056	407
PIK3R1_chr5_67522521__BCL2_chr18_60795945	233	1	3	474	263
PIK3R1_chr5_67522521__BRAF_chr7_140508787	547	561	697	599	1149
PIK3R1_chr5_67522521__BRAF_chr7_140624501	63	3	47	565	124
PIK3R1_chr5_67522521__BRCA1_chr17_41276018	182	129	0	416	296
PIK3R1_chr5_67522521__BRCA2_chr13_32890586	190	24	3	270	95
PIK3R1_chr5_67522521__BRCA2_chr13_32912006	909	678	177	361	136
PIK3R1_chr5_67522521__BRD4_chr19_15376361	1	428	0	338	112
PIK3R1_chr5_67522521__BRD4_chr19_15383894	422	129	1479	299	242
PIK3R1_chr5_67522521__BTK_chrX_100626613	131	1	2	829	66
PIK3R1_chr5_67522521__BTK_chrX_100645534	6	1	154	121	382
PIK3R1_chr5_67522521__CASP8_chr2_202123033	357	41	388	104	187
PIK3R1_chr5_67522521__CASP8_chr2_202131404	245	154	119	655	55
PIK3R1_chr5_67522521__CDH1_chr16_68771300	542	226	140	1390	1460
PIK3R1_chr5_67522521__CDH1_chr16_68772250	26	0	37	901	99
PIK3R1_chr5_67522521__CDH1_chr16_68772255	188	76	64	23	280
PIK3R1_chr5_67522521__CDK4_chr12_58143253	630	252	1093	252	103
PIK3R1_chr5_67522521__CDK4_chr12_58144705	1245	1477	195	1455	346
PIK3R1_chr5_67522521__CDK6_chr7_92252365	176	1298	2927	549	1062
PIK3R1_chr5_67522521__CDK9_chr9_130548998	888	0	2	240	133
PIK3R1_chr5_67522521__CDK9_chr9_130550235	428	21	116	13	66
PIK3R1_chr5_67522521__CDKN1B_chr12_12870777	222	1	3	664	550
PIK3R1_chr5_67522521__CDKN2A_chr9_21968726	577	715	128	169	76
PIK3R1_chr5_67522521__CHEK1_chr11_125496644	1	748	147	130	521
PIK3R1_chr5_67522521__CHEK1_chr11_125496687	215	523	0	127	0
PIK3R1_chr5_67522521__CHEK1_chr11_125499147	45	1320	3	158	332
PIK3R1_chr5_67522521__CHEK2_chr22_29085137	32	2386	196	33	198
PIK3R1_chr5_67522521__CHEK2_chr22_29090029	93	0	809	375	399
PIK3R1_chr5_67522521__DHFR_chr5_79949819	240	1	1	404	89
PIK3R1_chr5_67522521__DHFR_chr5_79950216	158	247	2340	688	1583
PIK3R1_chr5_67522521__DHFR_chr5_79950217	959	4	1429	145	225
PIK3R1_chr5_67522521__EGFR_chr7_55209986	201	10	893	197	607
PIK3R1_chr5_67522521__EGFR_chr7_55209992	778	661	2	329	146
PIK3R1_chr5_67522521__ERBB2_chr17_37868221	256	3	262	168	406
PIK3R1_chr5_67522521__FGFR2_chr10_123353328	251	0	1	624	150
PIK3R1_chr5_67522521__FGFR3_chr4_1795655	108	0	15	355	220
PIK3R1_chr5_67522521__FGFR3_chr4_1795735	675	233	398	872	1020
PIK3R1_chr5_67522521__FLT3_chr13_28636131	353	439	925	1185	317
PIK3R1_chr5_67522521__FNTA_chr8_42911471	254	115	15	187	464
PIK3R1_chr5_67522521__FNTA_chr8_42914260	100	48	78	224	204
PIK3R1_chr5_67522521__FNTA_chr8_42924781	930	13	519	88	320
PIK3R1_chr5_67522521__GATA3_chr10_8097722	965	22	455	555	547
PIK3R1_chr5_67522521__HDAC1_chr1_32757816	173	43	1412	80	281
PIK3R1_chr5_67522521__HDAC1_chr1_32792601	862	1424	2259	1129	608
PIK3R1_chr5_67522521__HDAC1_chr1_32792637	167	3019	2	18	183
PIK3R1_chr5_67522521__HDAC2_chr6_114267214	725	1	54	606	251
PIK3R1_chr5_67522521__HDAC6_chrX_48661089	170	5	1912	255	102
PIK3R1_chr5_67522521__HDAC6_chrX_48661385	353	1248	114	455	141
PIK3R1_chr5_67522521__JAK2_chr9_5050721	271	1343	3	440	458
PIK3R1_chr5_67522521__JAK2_chr9_5050816	495	67	312	336	1
PIK3R1_chr5_67522521__KDM5C_chrX_53241021	605	0	48	97	0
PIK3R1_chr5_67522521__KDM5C_chrX_53254068	1294	152	181	624	863
PIK3R1_chr5_67522521__KDM6A_chrX_44820615	154	0	41	435	196
PIK3R1_chr5_67522521__KDM6A_chrX_44820616	14	0	56	404	119
PIK3R1_chr5_67522521__KMT2D_chr12_49448168	1061	219	3210	556	491
PIK3R1_chr5_67522521__KMT2D_chr12_49448468	575	402	826	1189	92
PIK3R1_chr5_67522521__MAP2K1_chr15_66679756	679	1	4	55	529
PIK3R1_chr5_67522521__MAP3K1_chr5_56111382	171	578	396	300	30
PIK3R1_chr5_67522521__MET_chr7_116340188	1844	935	1036	227	464
PIK3R1_chr5_67522521__MET_chr7_116340207	967	103	117	18	464
PIK3R1_chr5_67522521__MLH1_chr3_37045912	143	200	117	611	102
PIK3R1_chr5_67522521__MSH6_chr2_48010356	103	119	129	145	90
PIK3R1_chr5_67522521__MSH6_chr2_48018154	211	179	291	298	211
PIK3R1_chr5_67522521__NF1_chr17_29422308	1066	215	865	493	288
PIK3R1_chr5_67522521__NonTargetingControlGuideForHuman0352	907	14	963	590	305
PIK3R1_chr5_67522521__PARP1_chr1_226578301	129	0	111	380	211
PIK3R1_chr5_67522521__PBRM1_chr3_52702516	391	317	5017	383	923
PIK3R1_chr5_67522521__PDGFRA_chr4_55124963	293	5095	2	721	17
PIK3R1_chr5_67522521__PIK3CA_chr3_178916614	443	75	0	482	192
PIK3R1_chr5_67522521__PIK3CA_chr3_178919167	490	8	1	643	2
PIK3R1_chr5_67522521__PRKDC_chr8_48686398	557	0	133	273	208
PIK3R1_chr5_67522521__PRKDC_chr8_48872683	45	588	360	485	237
PIK3R1_chr5_67522521__PTEN_chr10_89653786	43	1	2	464	63
PIK3R1_chr5_67522521__PTEN_chr10_89685297	294	37	3251	1192	361
PIK3R1_chr5_67522521__PTEN_chr10_89711868	506	2	6	746	736
PIK3R1_chr5_67522521__ROR1_chr1_64240072	582	302	10	1386	90
PIK3R1_chr5_67522521__ROR1_chr1_64240089	286	1	3	478	776
PIK3R1_chr5_67522521__ROR1_chr1_64240143	855	296	255	646	406
PIK3R1_chr5_67522521__RPS6KB1_chr17_57970538	399	1	3	461	396
PIK3R1_chr5_67522521__RPS6KB1_chr17_57987949	455	39	587	282	334
PIK3R1_chr5_67522521__RRM2_chr2_10262940	675	3	157	1390	352
PIK3R1_chr5_67522521__RUNX1_chr21_36252902	540	2	539	314	388
PIK3R1_chr5_67522521__RUNX1_chr21_36421144	1941	1	21	535	590
PIK3R1_chr5_67522521__SETD2_chr3_47205411	422	47	130	375	135
PIK3R1_chr5_67522521__SMAD4_chr18_48575673	386	913	211	459	506
PIK3R1_chr5_67522521__SMAD4_chr18_48586241	160	0	66	66	0
PIK3R1_chr5_67522521__SMARCA4_chr19_11094819	680	149	684	298	565
PIK3R1_chr5_67522521__SMARCB1_chr22_24129339	255	0	0	130	471
PIK3R1_chr5_67522521__SMO_chr7_128845081	416	55	465	230	248
PIK3R1_chr5_67522521__SRC_chr20_36012562	1335	472	141	524	272
PIK3R1_chr5_67522521__SRC_chr20_36014563	561	37	0	150	97
PIK3R1_chr5_67522521__TOP1_chr20_39657693	427	100	265	461	148
PIK3R1_chr5_67522521__TOP1_chr20_39690109	24	1	0	4	432
PIK3R1_chr5_67522521__TP53_chr17_7577537	2235	2208	114	719	247
PIK3R1_chr5_67522521__TSC1_chr9_135796748	23	1	6	410	64
PIK3R1_chr5_67522521__TSC1_chr9_135804256	256	4401	20	518	294
PIK3R1_chr5_67522521__TYMS_chr18_659656	169	1	457	448	510
PIK3R1_chr5_67522521__VEGFA_chr6_43738425	2	203	32	456	327
PIK3R1_chr5_67522521__VEGFA_chr6_43742108	230	326	2	16	60
PIK3R1_chr5_67522521__VHL_chr3_10183773	552	3	41	649	225
PIK3R1_chr5_67522521__WEE1_chr11_9595462	40	1540	1242	384	960
PIK3R1_chr5_67522521__WEE1_chr11_9595542	45	328	30	461	493
PIK3R1_chr5_67576410__ABL1_chr9_133738283	256	3	2	909	12
PIK3R1_chr5_67576410__ADA_chr20_43257769	15	2	356	501	197
PIK3R1_chr5_67576410__ADA_chr20_43280245	125	1	93	109	576
PIK3R1_chr5_67576410__AKT1_chr14_105239609	607	891	107	1236	940
PIK3R1_chr5_67576410__AKT1_chr14_105258968	119	13	29	620	377
PIK3R1_chr5_67576410__ALK_chr2_29541171	2	1	64	179	43
PIK3R1_chr5_67576410__ALK_chr2_29541172	18	27	3	203	0
PIK3R1_chr5_67576410__APC_chr5_112043408	2835	1347	984	1652	693
PIK3R1_chr5_67576410__APC_chr5_112102023	3	3	3	3	26
PIK3R1_chr5_67576410__APC_chr5_112102933	793	819	1851	363	212
PIK3R1_chr5_67576410__ARID1A_chr1_27022876	14	167	1284	317	154
PIK3R1_chr5_67576410__ARID2_chr12_46123614	352	786	3816	135	6
PIK3R1_chr5_67576410__ARID2_chr12_46205318	1113	46	223	390	396
PIK3R1_chr5_67576410__ATM_chr11_108098350	291	0	0	788	192
PIK3R1_chr5_67576410__ATM_chr11_108098390	414	2	4	297	15
PIK3R1_chr5_67576410__BCL2_chr18_60795945	39	56	1	76	324
PIK3R1_chr5_67576410__BRAF_chr7_140508787	342	1651	954	1366	151
PIK3R1_chr5_67576410__BRCA1_chr17_41256141	923	18	254	685	59
PIK3R1_chr5_67576410__BRCA2_chr13_32912006	238	1	2361	16	0
PIK3R1_chr5_67576410__BRCA2_chr13_32914228	771	0	2	129	176
PIK3R1_chr5_67576410__BRD4_chr19_15376403	1214	635	502	963	1025
PIK3R1_chr5_67576410__BRD4_chr19_15383894	565	0	1	0	11
PIK3R1_chr5_67576410__BTK_chrX_100629565	88	107	288	316	221
PIK3R1_chr5_67576410__CASP8_chr2_202123033	926	2009	3490	649	1009
PIK3R1_chr5_67576410__CDH1_chr16_68772250	122	2	3	152	16
PIK3R1_chr5_67576410__CDH1_chr16_68772255	173	212	77	307	858
PIK3R1_chr5_67576410__CDK4_chr12_58144705	353	1	256	292	176
PIK3R1_chr5_67576410__CDK4_chr12_58145497	165	44	129	354	56
PIK3R1_chr5_67576410__CDK6_chr7_92462628	116	1	0	236	23
PIK3R1_chr5_67576410__CDK9_chr9_130548998	90	0	168	78	0
PIK3R1_chr5_67576410__CDK9_chr9_130550235	1377	2	48	881	169
PIK3R1_chr5_67576410__CDKN1B_chr12_12870777	249	21	284	537	440
PIK3R1_chr5_67576410__CDKN1B_chr12_12871196	470	3	179	314	311
PIK3R1_chr5_67576410__CDKN2A_chr9_21968726	1109	50	192	404	1189
PIK3R1_chr5_67576410__CDKN2A_chr9_21971100	219	194	2135	576	64
PIK3R1_chr5_67576410__CHEK1_chr11_125496687	100	1	0	322	845
PIK3R1_chr5_67576410__DHFR_chr5_79949819	538	155	274	33	493
PIK3R1_chr5_67576410__DHFR_chr5_79950216	1007	5095	3	881	455
PIK3R1_chr5_67576410__EGFR_chr7_55086962	971	204	1514	490	232
PIK3R1_chr5_67576410__EGFR_chr7_55209986	225	4	536	457	992
PIK3R1_chr5_67576410__EGFR_chr7_55209992	3	3	1	96	112
PIK3R1_chr5_67576410__ERBB2_chr17_37868221	270	4	1180	381	506
PIK3R1_chr5_67576410__ERBB2_chr17_37868292	171	271	1268	909	122
PIK3R1_chr5_67576410__FGFR2_chr10_123298118	741	1	23	570	106
PIK3R1_chr5_67576410__FGFR2_chr10_123353328	317	0	448	104	0
PIK3R1_chr5_67576410__FGFR3_chr4_1795736	73	382	137	603	253
PIK3R1_chr5_67576410__FLT3_chr13_28636131	545	5	450	970	403
PIK3R1_chr5_67576410__FLT3_chr13_28674643	799	215	4339	1137	323
PIK3R1_chr5_67576410__GATA3_chr10_8097612	364	160	4	256	113
PIK3R1_chr5_67576410__GATA3_chr10_8097722	62	12	107	430	159
PIK3R1_chr5_67576410__HDAC1_chr1_32792601	261	183	2	109	96
PIK3R1_chr5_67576410__HDAC2_chr6_114266539	197	92	2	418	246
PIK3R1_chr5_67576410__HDAC2_chr6_114292056	351	34	283	296	87
PIK3R1_chr5_67576410__HDAC6_chrX_48674389	129	1900	245	75	20
PIK3R1_chr5_67576410__HSP90AA1_chr14_102551760	177	2	132	332	299
PIK3R1_chr5_67576410__HSP90AA1_chr14_102552141	136	1	260	27	38
PIK3R1_chr5_67576410__IGF1R_chr15_99434664	154	131	18	362	210
PIK3R1_chr5_67576410__IGF1R_chr15_99434807	87	1	8	247	377
PIK3R1_chr5_67576410__KDM5C_chrX_53241021	92	91	279	736	247
PIK3R1_chr5_67576410__KDM5C_chrX_53254068	758	4	1	606	468
PIK3R1_chr5_67576410__KDM6A_chrX_44732838	148	2	2455	108	58
PIK3R1_chr5_67576410__KDM6A_chrX_44820615	232	1	581	567	74
PIK3R1_chr5_67576410__KIT_chr4_55524176	48	1270	16	334	368
PIK3R1_chr5_67576410__KIT_chr4_55524229	525	2	0	135	179
PIK3R1_chr5_67576410__MAP2K1_chr15_66679721	725	60	248	678	1288
PIK3R1_chr5_67576410__MAP3K1_chr5_56111382	6	0	0	283	39
PIK3R1_chr5_67576410__MET_chr7_116339123	558	1	0	189	120
PIK3R1_chr5_67576410__MLH1_chr3_37035029	14	14	3	286	160
PIK3R1_chr5_67576410__MLH1_chr3_37045912	359	1460	292	230	11
PIK3R1_chr5_67576410__MSH6_chr2_48018154	32	26	1717	567	205
PIK3R1_chr5_67576410__MTOR_chr1_11317149	693	233	2	322	182
PIK3R1_chr5_67576410__MTOR_chr1_11319459	710	56	1347	891	1004
PIK3R1_chr5_67576410__NF1_chr17_29422308	352	1344	1202	439	338
PIK3R1_chr5_67576410__NonTargetingControlGuideForHuman0352	290	1673	6	159	345
PIK3R1_chr5_67576410__PARP1_chr1_226578301	169	130	4148	102	343
PIK3R1_chr5_67576410__PBRM1_chr3_52696257	2	0	0	261	136
PIK3R1_chr5_67576410__PBRM1_chr3_52702516	195	2	120	89	709
PIK3R1_chr5_67576410__PDGFRA_chr4_55124932	426	3719	4453	1198	1179
PIK3R1_chr5_67576410__PIK3CA_chr3_178916614	373	246	4	717	116
PIK3R1_chr5_67576410__PIK3CA_chr3_178919167	349	24	1288	1142	588
PIK3R1_chr5_67576410__PRKDC_chr8_48686781	329	84	1092	763	850
PIK3R1_chr5_67576410__PTEN_chr10_89685297	164	1	2	208	60
PIK3R1_chr5_67576410__PTEN_chr10_89711868	634	3735	212	1151	1228
PIK3R1_chr5_67576410__RB1_chr13_48934148	243	7	36	435	44
PIK3R1_chr5_67576410__ROR1_chr1_64240072	280	39	107	76	371
PIK3R1_chr5_67576410__ROR1_chr1_64240089	406	1	69	201	508
PIK3R1_chr5_67576410__ROR1_chr1_64240143	498	7566	370	423	155
PIK3R1_chr5_67576410__RPS6KB1_chr17_57970538	10	36	2	369	63
PIK3R1_chr5_67576410__RPS6KB1_chr17_57987949	1123	7	9	291	475
PIK3R1_chr5_67576410__RUNX1_chr21_36252860	680	277	155	768	615
PIK3R1_chr5_67576410__SETD2_chr3_47142951	1	35	52	68	302
PIK3R1_chr5_67576410__SETD2_chr3_47142972	406	1788	4	399	472
PIK3R1_chr5_67576410__SMAD4_chr18_48573460	2	0	554	239	52
PIK3R1_chr5_67576410__SMAD4_chr18_48586241	1520	3	1	69	0
PIK3R1_chr5_67576410__SMARCA4_chr19_11095011	613	827	3517	191	1091
PIK3R1_chr5_67576410__SMARCB1_chr22_24129339	675	51	2	78	589
PIK3R1_chr5_67576410__SMARCB1_chr22_24133993	312	1	0	61	16
PIK3R1_chr5_67576410__SMO_chr7_128828974	384	4	745	588	309
PIK3R1_chr5_67576410__SMO_chr7_128845081	18	4	53	335	1
PIK3R1_chr5_67576410__SRC_chr20_36012562	71	177	0	63	15
PIK3R1_chr5_67576410__SRC_chr20_36022600	769	1718	524	764	866
PIK3R1_chr5_67576410__TOP1_chr20_39690055	23	1	0	70	2
PIK3R1_chr5_67576410__TP53_chr17_7578373	160	4	2407	520	229
PIK3R1_chr5_67576410__TP53_chr17_7579881	942	485	5312	545	1482
PIK3R1_chr5_67576410__TSC1_chr9_135796748	466	4907	493	798	285
PIK3R1_chr5_67576410__TYMS_chr18_657730	1096	157	803	1935	188
PIK3R1_chr5_67576410__TYMS_chr18_659656	189	1	186	383	49
PIK3R1_chr5_67576410__TYMS_chr18_659665	233	57	1	1373	478
PIK3R1_chr5_67576410__VEGFA_chr6_43742108	576	227	447	252	83
PIK3R1_chr5_67576410__VHL_chr3_10183518	43	1	94	355	270
PIK3R1_chr5_67576410__VHL_chr3_10183791	125	0	1	96	33
PIK3R1_chr5_67576410__WEE1_chr11_9595542	81	3	101	478	346
PIK3R1_chr5_67576410__WEE1_chr11_9595845	201	2	77	179	390
PIK3R1_chr5_67576421__ABL1_chr9_133738356	125	79	697	782	1707
PIK3R1_chr5_67576421__ADA_chr20_43257696	679	0	85	244	82
PIK3R1_chr5_67576421__ADA_chr20_43280245	503	3	723	426	417
PIK3R1_chr5_67576421__AKT1_chr14_105239686	184	2	1491	768	286
PIK3R1_chr5_67576421__AKT1_chr14_105258968	36	2	17	379	110
PIK3R1_chr5_67576421__ALK_chr2_29541171	1	0	0	27	0
PIK3R1_chr5_67576421__ALK_chr2_30143522	675	46	1	244	241
PIK3R1_chr5_67576421__APC_chr5_112102023	314	12	115	336	345
PIK3R1_chr5_67576421__APC_chr5_112102933	102	303	1	79	0
PIK3R1_chr5_67576421__ARID1A_chr1_27056286	18	0	2363	97	614
PIK3R1_chr5_67576421__ARID1A_chr1_27056288	20	1	212	384	92
PIK3R1_chr5_67576421__ATM_chr11_108098390	228	4	0	230	490
PIK3R1_chr5_67576421__ATM_chr11_108098402	1	56	2	148	1
PIK3R1_chr5_67576421__BCL2_chr18_60795945	106	343	0	582	23
PIK3R1_chr5_67576421__BCL2_chr18_60985877	385	1	23	181	456
PIK3R1_chr5_67576421__BRAF_chr7_140508787	193	507	196	457	138
PIK3R1_chr5_67576421__BRAF_chr7_140624501	61	0	2	42	2
PIK3R1_chr5_67576421__BRCA1_chr17_41256141	433	0	3	524	81
PIK3R1_chr5_67576421__BRCA1_chr17_41267735	0	1	2	55	73
PIK3R1_chr5_67576421__BRCA2_chr13_32890586	97	79	97	353	198
PIK3R1_chr5_67576421__BRCA2_chr13_32912006	21	35	406	335	19
PIK3R1_chr5_67576421__BRCA2_chr13_32914228	8	1	0	210	24
PIK3R1_chr5_67576421__BRD4_chr19_15376361	197	240	100	241	154
PIK3R1_chr5_67576421__BRD4_chr19_15376403	723	65	301	769	235
PIK3R1_chr5_67576421__BRD4_chr19_15383894	1	1	982	141	1
PIK3R1_chr5_67576421__BTK_chrX_100629565	57	0	2284	334	4
PIK3R1_chr5_67576421__BTK_chrX_100645534	794	387	1	884	299
PIK3R1_chr5_67576421__CASP8_chr2_202123033	9	247	67	197	79
PIK3R1_chr5_67576421__CASP8_chr2_202134297	1249	368	28	511	72
PIK3R1_chr5_67576421__CDK6_chr7_92244474	112	2	13	72	430
PIK3R1_chr5_67576421__CDK6_chr7_92252365	756	0	2	283	427
PIK3R1_chr5_67576421__CDK9_chr9_130548998	416	0	0	339	122
PIK3R1_chr5_67576421__CDKN2A_chr9_21968726	73	298	118	216	693
PIK3R1_chr5_67576421__CDKN2A_chr9_21971100	186	67	190	278	108
PIK3R1_chr5_67576421__CDKN2A_chr9_21994327	674	404	2	312	662
PIK3R1_chr5_67576421__DHFR_chr5_79950216	4	1	66	576	9
PIK3R1_chr5_67576421__DHFR_chr5_79950217	477	0	19	151	152
PIK3R1_chr5_67576421__EGFR_chr7_55086962	221	5	234	223	61
PIK3R1_chr5_67576421__EGFR_chr7_55209992	35	3	140	162	0
PIK3R1_chr5_67576421__FGFR2_chr10_123353328	3	6	3	111	127
PIK3R1_chr5_67576421__FGFR3_chr4_1795735	140	67	637	198	162
PIK3R1_chr5_67576421__FGFR3_chr4_1795736	232	2	0	1	0
PIK3R1_chr5_67576421__FLT3_chr13_28636131	320	152	12302	291	337
PIK3R1_chr5_67576421__FNTA_chr8_42914260	707	562	1	361	36
PIK3R1_chr5_67576421__FNTA_chr8_42924781	57	0	2	313	656
PIK3R1_chr5_67576421__GATA3_chr10_8097722	419	335	0	49	44
PIK3R1_chr5_67576421__GATA3_chr10_8097790	101	222	1184	692	69
PIK3R1_chr5_67576421__HDAC1_chr1_32792601	54	1	626	256	36
PIK3R1_chr5_67576421__HDAC1_chr1_32792637	54	0	0	335	398
PIK3R1_chr5_67576421__HDAC2_chr6_114267214	14	2	1	196	70
PIK3R1_chr5_67576421__HDAC2_chr6_114292056	602	0	3	422	1
PIK3R1_chr5_67576421__HSP90AA1_chr14_102552141	69	678	1	144	181
PIK3R1_chr5_67576421__HSP90AA1_chr14_102605736	361	45	637	738	154
PIK3R1_chr5_67576421__IGF1R_chr15_99192824	420	3	1929	322	106
PIK3R1_chr5_67576421__JAK2_chr9_5021970	222	1241	153	433	151
PIK3R1_chr5_67576421__JAK2_chr9_5050816	3	40	1815	14	312
PIK3R1_chr5_67576421__KDM5C_chrX_53254068	508	23	359	161	110
PIK3R1_chr5_67576421__KDM6A_chrX_44732838	84	0	0	68	121
PIK3R1_chr5_67576421__KDM6A_chrX_44820615	216	1	1	154	122
PIK3R1_chr5_67576421__KMT2D_chr12_49448468	1040	31	526	456	1114
PIK3R1_chr5_67576421__MAP2K1_chr15_66679721	831	548	331	491	165
PIK3R1_chr5_67576421__MAP2K1_chr15_66679728	101	31	0	304	327
PIK3R1_chr5_67576421__MLH1_chr3_37035029	301	546	2	90	42
PIK3R1_chr5_67576421__MLH1_chr3_37038179	193	550	6	416	236
PIK3R1_chr5_67576421__MSH6_chr2_48018111	536	1332	227	993	373
PIK3R1_chr5_67576421__MTOR_chr1_11317010	305	2	6039	336	711
PIK3R1_chr5_67576421__MTOR_chr1_11317149	186	223	22	319	24
PIK3R1_chr5_67576421__NF1_chr17_29422308	482	18	292	292	149
PIK3R1_chr5_67576421__NF1_chr17_29483038	278	3	33	166	2
PIK3R1_chr5_67576421__NonTargetingControlGuideForHuman0352	449	272	532	805	785
PIK3R1_chr5_67576421__PARP1_chr1_226578249	3	5046	4	264	238
PIK3R1_chr5_67576421__PBRM1_chr3_52696257	312	0	2	267	199
PIK3R1_chr5_67576421__PBRM1_chr3_52702516	96	88	357	582	459
PIK3R1_chr5_67576421__PDGFRA_chr4_55124932	261	5	60	586	143
PIK3R1_chr5_67576421__PDGFRA_chr4_55124963	717	528	91	373	64
PIK3R1_chr5_67576421__PIK3CA_chr3_178919167	219	0	2539	98	1216
PIK3R1_chr5_67576421__PRKDC_chr8_48686398	466	2	4	917	53
PIK3R1_chr5_67576421__PRKDC_chr8_48872683	202	2	573	521	26
PIK3R1_chr5_67576421__PTEN_chr10_89653786	1206	0	5	459	231
