construct_id	ln229cas9At28_S2_trimmed53_len_filtered_counts	ln229parentt28_S1_trimmed53_len_filtered_counts	ln229cas9trex2Bt28_S5_trimmed53_len_filtered_counts	Undetermined_S0_trimmed53_len_filtered_counts	ln229cas9trex2At28_S4_trimmed53_len_filtered_counts	ln229cas9Bt28_S3_trimmed53_len_filtered_counts
RPS6KB1_chr17_57987922__KIT_chr4_55524176	113	56	98	16	3	565
RPS6KB1_chr17_57987922__KIT_chr4_55524229	646	151	216	34	5	104
RPS6KB1_chr17_57987922__MAP2K1_chr15_66679721	248	149	286	47	736	396
RPS6KB1_chr17_57987922__MAP2K1_chr15_66679728	1182	268	867	78	96	654
RPS6KB1_chr17_57987922__MAP3K1_chr5_56111382	5	18	590	20	2	4
RPS6KB1_chr17_57987922__MAP3K1_chr5_56152485	115	534	173	47	447	878
RPS6KB1_chr17_57987922__MET_chr7_116339123	209	79	720	20	3	10
RPS6KB1_chr17_57987922__MET_chr7_116340188	151	90	260	16	91	230
RPS6KB1_chr17_57987922__MET_chr7_116340207	9	83	283	12	3	18
RPS6KB1_chr17_57987922__MLH1_chr3_37038179	647	277	190	31	37	49
RPS6KB1_chr17_57987922__MTOR_chr1_11317149	29	48	70	20	102	700
RPS6KB1_chr17_57987922__NF1_chr17_29422308	1962	325	1262	125	984	828
RPS6KB1_chr17_57987922__NF1_chr17_29483039	345	88	139	16	2	143
RPS6KB1_chr17_57987922__NonTargetingControlGuideForHuman0362	1456	447	66	88	241	960
RPS6KB1_chr17_57987922__NonTargetingControlGuideForHuman0412	118	155	90	35	499	659
RPS6KB1_chr17_57987922__PARP1_chr1_226578301	531	172	4	19	119	4
RPS6KB1_chr17_57987922__PBRM1_chr3_52696257	387	66	140	26	33	75
RPS6KB1_chr17_57987922__PDGFRA_chr4_55129914	463	162	897	49	3	273
RPS6KB1_chr17_57987922__PIK3CA_chr3_178919070	6	63	7	13	345	28
RPS6KB1_chr17_57987922__PIK3R1_chr5_67522521	120	307	1377	62	255	142
RPS6KB1_chr17_57987922__PIK3R1_chr5_67576410	11	79	79	11	3	186
RPS6KB1_chr17_57987922__PIK3R1_chr5_67576421	182	675	161	48	109	68
RPS6KB1_chr17_57987922__PRKDC_chr8_48686781	1751	337	699	98	1025	214
RPS6KB1_chr17_57987922__PTEN_chr10_89653786	330	147	31	13	148	115
RPS6KB1_chr17_57987922__PTEN_chr10_89685297	719	392	101	51	392	249
RPS6KB1_chr17_57987922__RB1_chr13_48936969	144	122	518	47	1012	12
RPS6KB1_chr17_57987922__ROR1_chr1_64240143	734	130	257	117	2347	1057
RPS6KB1_chr17_57987922__RRM2_chr2_10262957	700	39	137	20	6	160
RPS6KB1_chr17_57987922__RUNX1_chr21_36252860	1051	141	143	37	65	88
RPS6KB1_chr17_57987922__SETD2_chr3_47142972	195	313	213	24	14	18
RPS6KB1_chr17_57987922__SMAD4_chr18_48575673	40	42	8	1	2	70
RPS6KB1_chr17_57987922__SMARCA4_chr19_11094819	554	297	346	36	108	194
RPS6KB1_chr17_57987922__SMARCA4_chr19_11095011	951	250	293	102	1698	1188
RPS6KB1_chr17_57987922__SMARCB1_chr22_24129339	332	186	76	27	257	539
RPS6KB1_chr17_57987922__SMARCB1_chr22_24133993	3	27	1	9	1	550
RPS6KB1_chr17_57987922__SMO_chr7_128828974	170	130	890	25	3	14
RPS6KB1_chr17_57987922__SMO_chr7_128845117	94	77	88	8	3	44
RPS6KB1_chr17_57987922__SRC_chr20_36014563	175	84	734	41	139	761
RPS6KB1_chr17_57987922__SRC_chr20_36022600	462	179	83	36	102	597
RPS6KB1_chr17_57987922__TP53_chr17_7577537	546	946	819	104	616	1199
RPS6KB1_chr17_57987922__TSC1_chr9_135796796	618	146	829	46	84	860
RPS6KB1_chr17_57987922__TSC1_chr9_135804256	312	167	101	16	0	24
RPS6KB1_chr17_57987922__TYMS_chr18_659665	264	198	433	37	178	201
RPS6KB1_chr17_57987922__VEGFA_chr6_43738425	119	68	63	24	617	288
RPS6KB1_chr17_57987922__VEGFA_chr6_43742077	534	190	1330	52	120	123
RPS6KB1_chr17_57987922__VEGFA_chr6_43742108	1084	1172	609	121	45	587
RPS6KB1_chr17_57987922__VHL_chr3_10183791	92	191	156	11	31	101
RPS6KB1_chr17_57987922__WEE1_chr11_9595462	5	105	287	16	191	50
RPS6KB1_chr17_57987922__WEE1_chr11_9595542	307	76	390	34	224	365
RPS6KB1_chr17_57987949__ABL1_chr9_133589790	187	345	734	41	83	833
RPS6KB1_chr17_57987949__ABL1_chr9_133738283	3423	1088	1292	145	1526	667
RPS6KB1_chr17_57987949__ABL1_chr9_133738356	1534	1041	1024	105	1264	784
RPS6KB1_chr17_57987949__ADA_chr20_43257696	225	253	244	27	5	236
RPS6KB1_chr17_57987949__ADA_chr20_43257769	937	344	683	83	625	591
RPS6KB1_chr17_57987949__AKT1_chr14_105258968	2718	504	1343	130	1341	171
RPS6KB1_chr17_57987949__ALK_chr2_30143522	484	142	1201	86	1360	1253
RPS6KB1_chr17_57987949__APC_chr5_112043408	2152	1490	1920	174	1019	1710
RPS6KB1_chr17_57987949__ARID1A_chr1_27022876	625	458	420	42	3	7
RPS6KB1_chr17_57987949__ARID1A_chr1_27056286	631	248	313	42	391	571
RPS6KB1_chr17_57987949__ARID2_chr12_46205318	2157	330	2473	91	588	259
RPS6KB1_chr17_57987949__ATM_chr11_108098390	182	382	11	44	456	712
RPS6KB1_chr17_57987949__BCL2_chr18_60985877	801	167	338	33	433	106
RPS6KB1_chr17_57987949__BRAF_chr7_140508787	2519	710	584	130	2132	587
RPS6KB1_chr17_57987949__BRCA1_chr17_41256141	634	382	1211	63	753	376
RPS6KB1_chr17_57987949__BRCA1_chr17_41267735	529	530	195	54	929	464
RPS6KB1_chr17_57987949__BRD4_chr19_15376361	578	177	324	36	525	274
RPS6KB1_chr17_57987949__BTK_chrX_100626613	73	225	285	15	70	490
RPS6KB1_chr17_57987949__BTK_chrX_100629565	530	148	375	29	6	49
RPS6KB1_chr17_57987949__BTK_chrX_100645534	600	202	1259	88	610	1108
RPS6KB1_chr17_57987949__CASP8_chr2_202123033	391	293	1176	72	523	322
RPS6KB1_chr17_57987949__CASP8_chr2_202131404	16	100	166	10	6	8
RPS6KB1_chr17_57987949__CASP8_chr2_202134297	872	400	429	63	645	1157
RPS6KB1_chr17_57987949__CDH1_chr16_68771300	1690	665	1866	114	1039	1335
RPS6KB1_chr17_57987949__CDH1_chr16_68772250	2141	287	451	98	1674	1369
RPS6KB1_chr17_57987949__CDK4_chr12_58144705	409	597	479	46	299	704
RPS6KB1_chr17_57987949__CDK4_chr12_58145497	383	471	1324	53	394	389
RPS6KB1_chr17_57987949__CDK6_chr7_92244474	242	533	554	48	482	454
RPS6KB1_chr17_57987949__CDK6_chr7_92252365	1636	612	482	49	263	296
RPS6KB1_chr17_57987949__CDK6_chr7_92462628	308	64	1784	64	185	693
RPS6KB1_chr17_57987949__CDKN1B_chr12_12870777	303	269	699	27	9	45
RPS6KB1_chr17_57987949__CDKN1B_chr12_12870931	1223	117	303	36	532	96
RPS6KB1_chr17_57987949__CDKN1B_chr12_12871196	568	611	1759	105	1288	824
RPS6KB1_chr17_57987949__CDKN2A_chr9_21968726	703	547	1906	107	1761	569
RPS6KB1_chr17_57987949__CHEK1_chr11_125496687	8	126	352	13	179	124
RPS6KB1_chr17_57987949__CHEK1_chr11_125499147	707	467	195	34	188	538
RPS6KB1_chr17_57987949__DHFR_chr5_79950216	1263	814	2191	93	492	234
RPS6KB1_chr17_57987949__ERBB2_chr17_37868292	868	327	290	58	142	838
RPS6KB1_chr17_57987949__FGFR2_chr10_123353328	724	118	99	38	681	141
RPS6KB1_chr17_57987949__FGFR3_chr4_1795655	1696	155	1907	74	19	92
RPS6KB1_chr17_57987949__FGFR3_chr4_1795735	927	427	1432	121	1832	1400
RPS6KB1_chr17_57987949__FGFR3_chr4_1795736	1257	221	852	97	1157	1988
RPS6KB1_chr17_57987949__FLT3_chr13_28636131	784	593	180	71	526	813
RPS6KB1_chr17_57987949__FLT3_chr13_28674643	1082	216	622	53	146	877
RPS6KB1_chr17_57987949__GATA3_chr10_8097612	1463	116	1988	87	1281	870
RPS6KB1_chr17_57987949__HDAC2_chr6_114266539	316	120	1055	56	677	579
RPS6KB1_chr17_57987949__HDAC2_chr6_114292056	340	413	1345	82	776	829
RPS6KB1_chr17_57987949__HDAC6_chrX_48661089	350	234	691	48	621	189
RPS6KB1_chr17_57987949__HDAC6_chrX_48661385	2096	1794	365	137	517	1427
RPS6KB1_chr17_57987949__HSP90AA1_chr14_102551760	1052	588	486	59	161	606
RPS6KB1_chr17_57987949__HSP90AA1_chr14_102605736	1654	459	1333	94	957	791
RPS6KB1_chr17_57987949__IGF1R_chr15_99434664	616	273	1707	65	1009	585
RPS6KB1_chr17_57987949__KDM5C_chrX_53241021	294	35	252	11	35	55
RPS6KB1_chr17_57987949__KDM6A_chrX_44820615	228	263	1179	92	2293	1240
RPS6KB1_chr17_57987949__KDM6A_chrX_44820616	108	147	554	25	101	552
RPS6KB1_chr17_57987949__KIT_chr4_55524164	408	300	720	40	56	114
RPS6KB1_chr17_57987949__KMT2D_chr12_49448161	126	272	1602	43	30	121
RPS6KB1_chr17_57987949__KMT2D_chr12_49448168	1855	546	1617	125	1229	1833
RPS6KB1_chr17_57987949__KMT2D_chr12_49448468	1989	476	737	107	1474	1348
RPS6KB1_chr17_57987949__MAP3K1_chr5_56152466	300	103	1445	35	20	146
RPS6KB1_chr17_57987949__MET_chr7_116340207	1137	338	853	60	164	681
RPS6KB1_chr17_57987949__MLH1_chr3_37035029	1120	198	246	42	675	66
RPS6KB1_chr17_57987949__MLH1_chr3_37045912	1319	222	754	64	366	320
RPS6KB1_chr17_57987949__MSH6_chr2_48010356	922	334	1034	66	860	5
RPS6KB1_chr17_57987949__MSH6_chr2_48018111	1221	329	591	61	395	575
RPS6KB1_chr17_57987949__MTOR_chr1_11317010	721	331	1190	58	285	522
RPS6KB1_chr17_57987949__MTOR_chr1_11319459	23	84	129	11	3	48
RPS6KB1_chr17_57987949__NF1_chr17_29483038	796	273	190	59	222	1691
RPS6KB1_chr17_57987949__NF1_chr17_29483039	2297	794	1163	120	1437	840
RPS6KB1_chr17_57987949__NonTargetingControlGuideForHuman0352	1778	716	1146	149	2638	1378
RPS6KB1_chr17_57987949__PARP1_chr1_226578249	1762	808	1491	131	753	1949
RPS6KB1_chr17_57987949__PARP1_chr1_226595581	71	144	27	24	781	180
RPS6KB1_chr17_57987949__PBRM1_chr3_52696257	494	90	14	39	863	304
RPS6KB1_chr17_57987949__PDGFRA_chr4_55124932	694	635	1038	102	1345	936
RPS6KB1_chr17_57987949__PDGFRA_chr4_55124963	2393	883	2037	128	1666	554
RPS6KB1_chr17_57987949__PIK3R1_chr5_67576421	434	161	356	37	376	536
RPS6KB1_chr17_57987949__PRKDC_chr8_48872683	215	77	252	46	848	162
RPS6KB1_chr17_57987949__PTEN_chr10_89653786	1099	469	953	98	1371	724
RPS6KB1_chr17_57987949__PTEN_chr10_89711868	318	300	857	37	71	129
RPS6KB1_chr17_57987949__RB1_chr13_48878054	369	238	450	38	298	539
RPS6KB1_chr17_57987949__RB1_chr13_48934148	96	124	10	20	531	10
RPS6KB1_chr17_57987949__RB1_chr13_48936969	388	408	351	49	925	15
RPS6KB1_chr17_57987949__ROR1_chr1_64240072	1359	799	532	103	2489	400
RPS6KB1_chr17_57987949__ROR1_chr1_64240143	841	232	385	39	531	198
RPS6KB1_chr17_57987949__RRM2_chr2_10262957	74	82	85	18	263	76
RPS6KB1_chr17_57987949__RUNX1_chr21_36252902	396	625	1167	53	413	204
RPS6KB1_chr17_57987949__RUNX1_chr21_36421144	403	260	725	45	190	429
RPS6KB1_chr17_57987949__SETD2_chr3_47142951	74	242	463	27	449	392
RPS6KB1_chr17_57987949__SETD2_chr3_47205411	179	230	123	17	589	15
RPS6KB1_chr17_57987949__SMAD4_chr18_48575673	1417	251	111	66	1272	364
RPS6KB1_chr17_57987949__SMARCA4_chr19_11094851	22	671	301	69	1464	716
RPS6KB1_chr17_57987949__SMARCA4_chr19_11095011	780	471	941	74	786	670
RPS6KB1_chr17_57987949__SMARCB1_chr22_24129339	655	354	419	73	1224	358
RPS6KB1_chr17_57987949__SMARCB1_chr22_24133949	478	366	108	61	671	754
RPS6KB1_chr17_57987949__SMARCB1_chr22_24133993	590	79	243	17	3	482
RPS6KB1_chr17_57987949__SMO_chr7_128828974	984	423	2961	143	835	1416
RPS6KB1_chr17_57987949__SRC_chr20_36014563	1513	566	2449	137	1319	1075
RPS6KB1_chr17_57987949__SRC_chr20_36022600	724	263	596	63	861	165
RPS6KB1_chr17_57987949__TOP1_chr20_39657693	281	218	407	36	779	624
RPS6KB1_chr17_57987949__TOP1_chr20_39690055	109	104	2	7	12	87
RPS6KB1_chr17_57987949__TOP1_chr20_39690109	165	154	618	14	52	37
RPS6KB1_chr17_57987949__TP53_chr17_7577537	932	617	100	41	20	355
RPS6KB1_chr17_57987949__TP53_chr17_7578373	396	217	477	46	890	360
RPS6KB1_chr17_57987949__TSC1_chr9_135796748	71	543	476	42	345	355
RPS6KB1_chr17_57987949__TSC1_chr9_135796796	607	214	434	53	688	834
RPS6KB1_chr17_57987949__TYMS_chr18_657730	3125	1106	3104	196	1722	949
RPS6KB1_chr17_57987949__TYMS_chr18_659656	352	218	842	39	484	34
RPS6KB1_chr17_57987949__VEGFA_chr6_43738425	854	295	262	46	917	535
RPS6KB1_chr17_57987949__VHL_chr3_10183518	550	510	883	68	563	666
RPS6KB1_chr17_57987949__VHL_chr3_10183791	30	149	37	12	104	217
RPS6KB1_chr17_57987949__WEE1_chr11_9595462	609	212	683	39	267	343
RPS6KB1_chr17_57987949__WEE1_chr11_9595542	629	132	28	23	302	231
RRM2_chr2_10262728__ADA_chr20_43257769	1145	532	832	112	887	464
RRM2_chr2_10262728__ADA_chr20_43280245	309	735	4	71	1118	438
RRM2_chr2_10262728__AKT1_chr14_105239609	352	455	790	54	126	228
RRM2_chr2_10262728__AKT1_chr14_105239686	1043	473	481	70	343	286
RRM2_chr2_10262728__ALK_chr2_29541171	4	61	6	6	5	53
RRM2_chr2_10262728__ALK_chr2_29541172	236	113	352	25	3	370
RRM2_chr2_10262728__APC_chr5_112043408	1219	756	619	150	1378	1889
RRM2_chr2_10262728__APC_chr5_112102023	373	357	186	51	682	52
RRM2_chr2_10262728__APC_chr5_112102933	224	179	779	93	2116	504
RRM2_chr2_10262728__ARID1A_chr1_27056288	1111	1087	91	113	316	540
RRM2_chr2_10262728__ARID2_chr12_46123614	84	53	175	5	0	7
RRM2_chr2_10262728__ARID2_chr12_46254608	247	498	759	69	628	511
RRM2_chr2_10262728__BCL2_chr18_60795945	162	509	120	29	2	85
RRM2_chr2_10262728__BCL2_chr18_60795960	260	296	671	53	101	384
RRM2_chr2_10262728__BCL2_chr18_60985877	220	144	9	13	89	181
RRM2_chr2_10262728__BRAF_chr7_140534469	739	337	530	67	205	296
RRM2_chr2_10262728__BRAF_chr7_140624501	535	335	196	34	96	270
RRM2_chr2_10262728__BRCA1_chr17_41256141	864	224	564	65	584	948
RRM2_chr2_10262728__BRCA1_chr17_41267735	212	33	230	15	31	81
RRM2_chr2_10262728__BRCA1_chr17_41276018	5	48	3	5	153	60
RRM2_chr2_10262728__BRCA2_chr13_32912006	6	94	80	8	78	322
RRM2_chr2_10262728__BRCA2_chr13_32914228	255	103	4	13	7	54
RRM2_chr2_10262728__BRD4_chr19_15376403	380	507	8	45	291	251
RRM2_chr2_10262728__BRD4_chr19_15383894	26	94	7	11	63	136
RRM2_chr2_10262728__BTK_chrX_100629565	46	664	285	39	136	201
RRM2_chr2_10262728__CDH1_chr16_68771300	628	194	343	36	228	328
RRM2_chr2_10262728__CDK4_chr12_58145497	395	156	25	27	313	22
RRM2_chr2_10262728__CDK9_chr9_130548409	405	383	322	62	536	326
RRM2_chr2_10262728__CDK9_chr9_130548998	39	61	725	28	15	182
RRM2_chr2_10262728__CDK9_chr9_130550235	561	376	586	49	301	65
RRM2_chr2_10262728__CDKN2A_chr9_21971100	1454	398	152	60	453	518
RRM2_chr2_10262728__CDKN2A_chr9_21994327	146	118	31	14	388	9
RRM2_chr2_10262728__CHEK2_chr22_29090029	354	134	50	35	35	1038
RRM2_chr2_10262728__CHEK2_chr22_29130694	1458	518	626	108	657	1150
RRM2_chr2_10262728__DHFR_chr5_79949819	237	99	611	36	304	212
RRM2_chr2_10262728__EGFR_chr7_55086962	501	292	1065	87	129	1438
RRM2_chr2_10262728__EGFR_chr7_55209986	260	351	692	55	161	525
RRM2_chr2_10262728__ERBB2_chr17_37855800	85	150	135	14	437	105
RRM2_chr2_10262728__FGFR2_chr10_123298118	744	125	297	41	49	336
RRM2_chr2_10262728__FGFR2_chr10_123298215	420	424	355	48	304	175
RRM2_chr2_10262728__FLT3_chr13_28636172	616	306	592	111	2673	462
RRM2_chr2_10262728__GATA3_chr10_8097722	154	263	158	89	2562	525
RRM2_chr2_10262728__GATA3_chr10_8097790	718	328	320	85	1731	575
RRM2_chr2_10262728__HDAC1_chr1_32792601	1008	212	79	62	1146	533
RRM2_chr2_10262728__HDAC2_chr6_114267214	587	130	293	76	1616	882
RRM2_chr2_10262728__HDAC2_chr6_114292056	1040	530	23	75	885	596
RRM2_chr2_10262728__HDAC6_chrX_48674389	382	115	86	18	186	84
RRM2_chr2_10262728__HSP90AA1_chr14_102551760	506	184	142	57	842	554
RRM2_chr2_10262728__HSP90AA1_chr14_102552141	4	114	156	27	26	907
RRM2_chr2_10262728__HSP90AA1_chr14_102605736	753	192	20	45	381	794
RRM2_chr2_10262728__IGF1R_chr15_99192824	805	406	265	66	262	620
RRM2_chr2_10262728__IGF1R_chr15_99434664	65	161	566	17	72	236
RRM2_chr2_10262728__JAK2_chr9_5050721	735	170	321	42	355	287
RRM2_chr2_10262728__JAK2_chr9_5050816	507	180	87	31	353	155
RRM2_chr2_10262728__KDM5C_chrX_53241021	5	174	18	38	161	795
RRM2_chr2_10262728__KDM5C_chrX_53254068	465	314	1413	101	1071	470
RRM2_chr2_10262728__KDM6A_chrX_44732838	438	103	48	21	60	9
RRM2_chr2_10262728__KIT_chr4_55524176	92	103	318	40	1035	17
RRM2_chr2_10262728__KIT_chr4_55524229	17	116	114	12	36	45
RRM2_chr2_10262728__KMT2D_chr12_49448161	8	188	283	32	904	107
RRM2_chr2_10262728__MAP2K1_chr15_66679721	454	907	882	80	245	631
RRM2_chr2_10262728__MAP2K1_chr15_66679728	3058	757	671	160	890	1445
RRM2_chr2_10262728__MAP2K1_chr15_66679756	1549	193	92	47	45	368
RRM2_chr2_10262728__MAP3K1_chr5_56111382	255	58	196	18	51	1
RRM2_chr2_10262728__MAP3K1_chr5_56152485	658	701	497	85	562	382
RRM2_chr2_10262728__MET_chr7_116339123	146	298	41	27	317	60
RRM2_chr2_10262728__MLH1_chr3_37038179	640	609	483	129	2254	838
RRM2_chr2_10262728__MTOR_chr1_11317010	411	256	1484	97	522	245
RRM2_chr2_10262728__MTOR_chr1_11317149	36	272	14	25	225	118
RRM2_chr2_10262728__MTOR_chr1_11319459	68	179	677	24	166	14
RRM2_chr2_10262728__NonTargetingControlGuideForHuman0352	1266	878	986	136	1294	997
RRM2_chr2_10262728__PARP1_chr1_226578249	1714	389	786	143	2362	994
RRM2_chr2_10262728__PBRM1_chr3_52696257	30	66	171	12	9	128
RRM2_chr2_10262728__PBRM1_chr3_52702516	128	170	579	31	28	420
RRM2_chr2_10262728__PBRM1_chr3_52713723	163	325	30	35	150	236
RRM2_chr2_10262728__PDGFRA_chr4_55124932	374	168	658	30	381	132
RRM2_chr2_10262728__PDGFRA_chr4_55129914	508	283	98	40	377	142
RRM2_chr2_10262728__PIK3CA_chr3_178919070	382	83	151	20	140	261
RRM2_chr2_10262728__PIK3CA_chr3_178919167	379	239	218	38	370	193
RRM2_chr2_10262728__PIK3R1_chr5_67522521	1887	146	327	106	914	1468
RRM2_chr2_10262728__PIK3R1_chr5_67576410	354	208	605	53	36	1183
RRM2_chr2_10262728__PRKDC_chr8_48686398	273	342	65	35	53	460
RRM2_chr2_10262728__PRKDC_chr8_48686781	973	401	614	90	1488	921
RRM2_chr2_10262728__PRKDC_chr8_48872683	527	240	526	46	209	303
RRM2_chr2_10262728__RB1_chr13_48878054	367	198	588	44	203	464
RRM2_chr2_10262728__ROR1_chr1_64240072	380	207	1402	57	177	697
RRM2_chr2_10262728__ROR1_chr1_64240089	1580	191	208	71	562	99
RRM2_chr2_10262728__RPS6KB1_chr17_57987922	6	205	145	51	765	771
RRM2_chr2_10262728__RPS6KB1_chr17_57987949	568	255	84	46	377	869
RRM2_chr2_10262728__RUNX1_chr21_36252860	7	185	129	31	726	378
RRM2_chr2_10262728__RUNX1_chr21_36421144	933	71	465	58	1	789
RRM2_chr2_10262728__SETD2_chr3_47142951	214	132	2371	106	875	503
RRM2_chr2_10262728__SETD2_chr3_47142972	896	226	357	41	262	118
RRM2_chr2_10262728__SMARCA4_chr19_11094819	127	436	328	36	13	126
RRM2_chr2_10262728__SMARCB1_chr22_24133949	439	318	957	60	272	950
RRM2_chr2_10262728__SMARCB1_chr22_24133993	8	318	7	26	1	410
RRM2_chr2_10262728__SMO_chr7_128845081	242	228	143	28	407	210
RRM2_chr2_10262728__SMO_chr7_128845117	9	53	25	15	4	601
RRM2_chr2_10262728__SRC_chr20_36012562	636	323	242	100	1704	398
RRM2_chr2_10262728__SRC_chr20_36014563	504	492	905	76	180	732
RRM2_chr2_10262728__TOP1_chr20_39657693	323	391	430	48	225	21
RRM2_chr2_10262728__TP53_chr17_7579881	939	528	56	68	1064	103
RRM2_chr2_10262728__TSC1_chr9_135804256	188	298	516	106	1760	551
RRM2_chr2_10262728__TYMS_chr18_659665	481	274	329	40	18	194
RRM2_chr2_10262728__VHL_chr3_10183518	237	86	308	27	7	227
RRM2_chr2_10262728__WEE1_chr11_9595845	720	84	304	29	124	93
RRM2_chr2_10262940__ABL1_chr9_133738283	244	957	702	60	350	419
RRM2_chr2_10262940__ABL1_chr9_133738356	126	653	480	46	993	699
RRM2_chr2_10262940__ADA_chr20_43257696	631	413	377	38	890	131
RRM2_chr2_10262940__AKT1_chr14_105239686	209	390	232	26	156	760
RRM2_chr2_10262940__AKT1_chr14_105258968	132	138	587	36	675	387
RRM2_chr2_10262940__ALK_chr2_29541172	529	319	78	22	73	513
RRM2_chr2_10262940__APC_chr5_112102023	550	317	4	48	1721	215
RRM2_chr2_10262940__APC_chr5_112102933	1139	398	204	29	112	150
RRM2_chr2_10262940__ARID1A_chr1_27056286	204	560	187	29	233	557
RRM2_chr2_10262940__ARID2_chr12_46123614	706	148	85	17	217	41
RRM2_chr2_10262940__ARID2_chr12_46205318	54	324	962	47	1248	886
RRM2_chr2_10262940__ARID2_chr12_46254608	128	366	102	13	130	389
RRM2_chr2_10262940__ATM_chr11_108098390	771	578	301	39	0	55
RRM2_chr2_10262940__BCL2_chr18_60795945	7	218	138	18	202	194
RRM2_chr2_10262940__BCL2_chr18_60985877	9	147	203	23	58	725
RRM2_chr2_10262940__BRAF_chr7_140534469	582	213	855	37	259	409
RRM2_chr2_10262940__BRAF_chr7_140624501	8	173	200	6	2	119
RRM2_chr2_10262940__BRCA1_chr17_41267735	5	44	5	13	116	1132
RRM2_chr2_10262940__BRCA2_chr13_32912006	105	96	563	12	68	646
RRM2_chr2_10262940__BRD4_chr19_15376403	546	374	1666	74	910	665
RRM2_chr2_10262940__BRD4_chr19_15383894	91	77	671	15	560	50
RRM2_chr2_10262940__BTK_chrX_100626613	312	141	290	34	577	398
RRM2_chr2_10262940__CASP8_chr2_202131404	330	130	45	23	513	291
RRM2_chr2_10262940__CASP8_chr2_202134297	538	379	2940	71	73	452
RRM2_chr2_10262940__CDH1_chr16_68772250	810	109	120	36	109	1281
RRM2_chr2_10262940__CDK9_chr9_130548998	709	73	2	17	0	227
RRM2_chr2_10262940__CDKN1B_chr12_12870777	328	255	21	18	232	285
RRM2_chr2_10262940__CDKN2A_chr9_21968726	735	298	1067	45	566	567
RRM2_chr2_10262940__CDKN2A_chr9_21994327	353	199	22	19	68	410
RRM2_chr2_10262940__CHEK1_chr11_125499147	478	281	227	27	169	62
RRM2_chr2_10262940__CHEK2_chr22_29090029	150	59	106	11	107	105
RRM2_chr2_10262940__CHEK2_chr22_29130694	555	609	684	32	620	626
RRM2_chr2_10262940__DHFR_chr5_79949819	639	103	6	16	98	154
RRM2_chr2_10262940__DHFR_chr5_79950217	1475	332	448	52	510	211
RRM2_chr2_10262940__EGFR_chr7_55209992	298	64	135	19	43	712
RRM2_chr2_10262940__ERBB2_chr17_37855800	8	355	91	24	9	824
RRM2_chr2_10262940__FGFR2_chr10_123298118	345	468	300	34	443	280
RRM2_chr2_10262940__FGFR2_chr10_123298215	40	181	437	32	294	513
RRM2_chr2_10262940__FGFR2_chr10_123353328	334	119	110	40	1183	724
RRM2_chr2_10262940__FGFR3_chr4_1795655	95	258	426	26	188	490
RRM2_chr2_10262940__FLT3_chr13_28636131	433	118	178	14	2	264
RRM2_chr2_10262940__FLT3_chr13_28674643	1393	388	682	43	115	641
RRM2_chr2_10262940__FNTA_chr8_42911471	208	364	1278	48	365	446
RRM2_chr2_10262940__FNTA_chr8_42914260	173	127	108	16	315	57
RRM2_chr2_10262940__FNTA_chr8_42924781	232	140	160	15	109	293
RRM2_chr2_10262940__GATA3_chr10_8097790	433	422	470	30	102	638
RRM2_chr2_10262940__HDAC1_chr1_32757816	65	431	78	26	268	454
RRM2_chr2_10262940__HDAC1_chr1_32792637	67	105	557	13	138	283
RRM2_chr2_10262940__HDAC2_chr6_114292056	8	57	358	13	88	83
RRM2_chr2_10262940__HDAC6_chrX_48661089	237	294	35	30	786	423
RRM2_chr2_10262940__JAK2_chr9_5050721	10	182	1105	31	499	625
RRM2_chr2_10262940__KDM5C_chrX_53241021	370	94	3	12	56	91
RRM2_chr2_10262940__KDM5C_chrX_53241022	141	758	177	29	135	465
RRM2_chr2_10262940__KDM6A_chrX_44732838	792	183	182	30	776	7
RRM2_chr2_10262940__KDM6A_chrX_44820615	886	434	88	53	904	410
RRM2_chr2_10262940__KIT_chr4_55524164	560	85	665	26	244	171
RRM2_chr2_10262940__KIT_chr4_55524229	784	321	1776	61	231	1147
RRM2_chr2_10262940__KMT2D_chr12_49448161	149	235	81	17	146	401
RRM2_chr2_10262940__KMT2D_chr12_49448468	2164	452	648	89	652	2099
RRM2_chr2_10262940__MET_chr7_116340188	712	326	56	28	396	778
RRM2_chr2_10262940__MLH1_chr3_37035029	219	326	190	15	87	594
RRM2_chr2_10262940__MSH6_chr2_48010356	57	60	55	9	1	315
RRM2_chr2_10262940__MSH6_chr2_48018111	677	293	338	58	679	1343
RRM2_chr2_10262940__MSH6_chr2_48018154	864	208	215	19	124	237
RRM2_chr2_10262940__MTOR_chr1_11319459	839	56	260	24	0	457
RRM2_chr2_10262940__NF1_chr17_29422308	1291	677	621	62	205	782
RRM2_chr2_10262940__NonTargetingControlGuideForHuman0352	41	1217	208	63	832	707
RRM2_chr2_10262940__PARP1_chr1_226578249	707	273	573	44	284	902
RRM2_chr2_10262940__PBRM1_chr3_52696257	193	220	241	14	19	1040
RRM2_chr2_10262940__PBRM1_chr3_52702516	821	470	514	42	623	475
RRM2_chr2_10262940__PBRM1_chr3_52713723	53	67	156	7	89	173
RRM2_chr2_10262940__PDGFRA_chr4_55124932	1040	234	393	24	278	516
RRM2_chr2_10262940__PDGFRA_chr4_55124963	863	433	1147	73	1002	1308
RRM2_chr2_10262940__PIK3CA_chr3_178919070	910	274	39	21	387	229
