construct_id	UPt28_S3_trimmed53_len_filtered_counts
PDGFRA_chr4_55129914__FNTA_chr8_42911471	371
PDGFRA_chr4_55129914__FNTA_chr8_42914260	27
PDGFRA_chr4_55129914__FNTA_chr8_42924781	214
PDGFRA_chr4_55129914__GATA3_chr10_8097790	1161
PDGFRA_chr4_55129914__HDAC1_chr1_32757816	726
PDGFRA_chr4_55129914__HDAC1_chr1_32792601	350
PDGFRA_chr4_55129914__HDAC2_chr6_114267214	389
PDGFRA_chr4_55129914__HDAC6_chrX_48661089	51
PDGFRA_chr4_55129914__HSP90AA1_chr14_102551760	635
PDGFRA_chr4_55129914__HSP90AA1_chr14_102552141	939
PDGFRA_chr4_55129914__HSP90AA1_chr14_102605736	200
PDGFRA_chr4_55129914__IGF1R_chr15_99192824	213
PDGFRA_chr4_55129914__IGF1R_chr15_99434664	445
PDGFRA_chr4_55129914__JAK2_chr9_5021970	62
PDGFRA_chr4_55129914__JAK2_chr9_5050721	366
PDGFRA_chr4_55129914__KDM5C_chrX_53241021	18
PDGFRA_chr4_55129914__KDM5C_chrX_53254068	124
PDGFRA_chr4_55129914__KDM6A_chrX_44732838	175
PDGFRA_chr4_55129914__KIT_chr4_55524164	368
PDGFRA_chr4_55129914__MAP2K1_chr15_66679721	746
PDGFRA_chr4_55129914__MAP2K1_chr15_66679728	714
PDGFRA_chr4_55129914__MAP3K1_chr5_56152466	67
PDGFRA_chr4_55129914__MET_chr7_116339123	473
PDGFRA_chr4_55129914__MET_chr7_116340188	193
PDGFRA_chr4_55129914__MLH1_chr3_37038179	852
PDGFRA_chr4_55129914__MLH1_chr3_37045912	50
PDGFRA_chr4_55129914__MTOR_chr1_11317010	113
PDGFRA_chr4_55129914__MTOR_chr1_11319459	478
PDGFRA_chr4_55129914__NF1_chr17_29422308	1199
PDGFRA_chr4_55129914__NF1_chr17_29483038	258
PDGFRA_chr4_55129914__NonTargetingControlGuideForHuman0362	174
PDGFRA_chr4_55129914__NonTargetingControlGuideForHuman0412	1011
PDGFRA_chr4_55129914__PARP1_chr1_226595581	1010
PDGFRA_chr4_55129914__PBRM1_chr3_52696257	215
PDGFRA_chr4_55129914__PBRM1_chr3_52713723	125
PDGFRA_chr4_55129914__PIK3CA_chr3_178916614	202
PDGFRA_chr4_55129914__PIK3R1_chr5_67522521	43
PDGFRA_chr4_55129914__PIK3R1_chr5_67576410	537
PDGFRA_chr4_55129914__PIK3R1_chr5_67576421	861
PDGFRA_chr4_55129914__PRKDC_chr8_48872683	181
PDGFRA_chr4_55129914__PTEN_chr10_89685297	262
PDGFRA_chr4_55129914__PTEN_chr10_89711868	221
PDGFRA_chr4_55129914__RB1_chr13_48878054	797
PDGFRA_chr4_55129914__RB1_chr13_48936969	88
PDGFRA_chr4_55129914__ROR1_chr1_64240089	625
PDGFRA_chr4_55129914__RPS6KB1_chr17_57987949	385
PDGFRA_chr4_55129914__RRM2_chr2_10262940	202
PDGFRA_chr4_55129914__RUNX1_chr21_36421144	31
PDGFRA_chr4_55129914__SETD2_chr3_47142972	666
PDGFRA_chr4_55129914__SMAD4_chr18_48573460	382
PDGFRA_chr4_55129914__SMAD4_chr18_48586241	351
PDGFRA_chr4_55129914__SMARCB1_chr22_24133949	413
PDGFRA_chr4_55129914__SMO_chr7_128845117	144
PDGFRA_chr4_55129914__SRC_chr20_36012562	218
PDGFRA_chr4_55129914__TOP1_chr20_39690055	83
PDGFRA_chr4_55129914__TSC1_chr9_135796748	2094
PDGFRA_chr4_55129914__TSC1_chr9_135796796	279
PDGFRA_chr4_55129914__TYMS_chr18_657730	208
PDGFRA_chr4_55129914__TYMS_chr18_659656	424
PDGFRA_chr4_55129914__TYMS_chr18_659665	248
PDGFRA_chr4_55129914__VHL_chr3_10183791	38
PDGFRA_chr4_55129914__WEE1_chr11_9595542	802
PDGFRA_chr4_55129914__WEE1_chr11_9595845	195
PIK3CA_chr3_178916614__ABL1_chr9_133589790	47
PIK3CA_chr3_178916614__ABL1_chr9_133738356	964
PIK3CA_chr3_178916614__AKT1_chr14_105258968	764
PIK3CA_chr3_178916614__ALK_chr2_29541171	795
PIK3CA_chr3_178916614__APC_chr5_112102933	395
PIK3CA_chr3_178916614__ARID1A_chr1_27022876	1306
PIK3CA_chr3_178916614__ARID1A_chr1_27056286	850
PIK3CA_chr3_178916614__ARID2_chr12_46254608	1375
PIK3CA_chr3_178916614__ATM_chr11_108098390	341
PIK3CA_chr3_178916614__ATM_chr11_108098402	464
PIK3CA_chr3_178916614__BCL2_chr18_60795960	436
PIK3CA_chr3_178916614__BCL2_chr18_60985877	86
PIK3CA_chr3_178916614__BRAF_chr7_140534469	438
PIK3CA_chr3_178916614__BRCA2_chr13_32890586	130
PIK3CA_chr3_178916614__BRCA2_chr13_32912006	460
PIK3CA_chr3_178916614__BTK_chrX_100626613	678
PIK3CA_chr3_178916614__BTK_chrX_100645534	1308
PIK3CA_chr3_178916614__CASP8_chr2_202131404	291
PIK3CA_chr3_178916614__CASP8_chr2_202134297	269
PIK3CA_chr3_178916614__CDH1_chr16_68772250	370
PIK3CA_chr3_178916614__CDH1_chr16_68772255	43
PIK3CA_chr3_178916614__CDK4_chr12_58143253	654
PIK3CA_chr3_178916614__CDK6_chr7_92244474	430
PIK3CA_chr3_178916614__CDK6_chr7_92252365	471
PIK3CA_chr3_178916614__CDK6_chr7_92462628	369
PIK3CA_chr3_178916614__CDK9_chr9_130548409	486
PIK3CA_chr3_178916614__CDKN1B_chr12_12870931	44
PIK3CA_chr3_178916614__CHEK1_chr11_125496644	1921
PIK3CA_chr3_178916614__CHEK2_chr22_29085137	1347
PIK3CA_chr3_178916614__CHEK2_chr22_29090029	279
PIK3CA_chr3_178916614__DHFR_chr5_79949819	179
PIK3CA_chr3_178916614__DHFR_chr5_79950217	172
PIK3CA_chr3_178916614__ERBB2_chr17_37855800	154
PIK3CA_chr3_178916614__FGFR3_chr4_1795655	203
PIK3CA_chr3_178916614__FGFR3_chr4_1795735	917
PIK3CA_chr3_178916614__FLT3_chr13_28636131	923
PIK3CA_chr3_178916614__FNTA_chr8_42911471	317
PIK3CA_chr3_178916614__FNTA_chr8_42914260	30
PIK3CA_chr3_178916614__FNTA_chr8_42924781	187
PIK3CA_chr3_178916614__GATA3_chr10_8097722	544
PIK3CA_chr3_178916614__GATA3_chr10_8097790	468
PIK3CA_chr3_178916614__HDAC1_chr1_32757816	833
PIK3CA_chr3_178916614__HDAC1_chr1_32792637	264
PIK3CA_chr3_178916614__HDAC2_chr6_114266539	337
PIK3CA_chr3_178916614__HDAC6_chrX_48661089	150
PIK3CA_chr3_178916614__HSP90AA1_chr14_102552141	1067
PIK3CA_chr3_178916614__HSP90AA1_chr14_102605736	1345
PIK3CA_chr3_178916614__IGF1R_chr15_99192824	1220
PIK3CA_chr3_178916614__JAK2_chr9_5021970	678
PIK3CA_chr3_178916614__JAK2_chr9_5050721	969
PIK3CA_chr3_178916614__JAK2_chr9_5050816	425
PIK3CA_chr3_178916614__KDM5C_chrX_53241022	778
PIK3CA_chr3_178916614__KIT_chr4_55524229	687
PIK3CA_chr3_178916614__KMT2D_chr12_49448168	1204
PIK3CA_chr3_178916614__KMT2D_chr12_49448468	667
PIK3CA_chr3_178916614__MAP2K1_chr15_66679721	720
PIK3CA_chr3_178916614__MAP3K1_chr5_56152466	148
PIK3CA_chr3_178916614__MAP3K1_chr5_56152485	2115
PIK3CA_chr3_178916614__MET_chr7_116339123	169
PIK3CA_chr3_178916614__MET_chr7_116340188	1821
PIK3CA_chr3_178916614__MET_chr7_116340207	1465
PIK3CA_chr3_178916614__MLH1_chr3_37038179	621
PIK3CA_chr3_178916614__MSH6_chr2_48010356	280
PIK3CA_chr3_178916614__MSH6_chr2_48018111	869
PIK3CA_chr3_178916614__MTOR_chr1_11317010	79
PIK3CA_chr3_178916614__MTOR_chr1_11317149	485
PIK3CA_chr3_178916614__NF1_chr17_29483038	169
PIK3CA_chr3_178916614__NF1_chr17_29483039	895
PIK3CA_chr3_178916614__NonTargetingControlGuideForHuman0362	546
PIK3CA_chr3_178916614__NonTargetingControlGuideForHuman0412	1524
PIK3CA_chr3_178916614__PARP1_chr1_226578249	681
PIK3CA_chr3_178916614__PDGFRA_chr4_55124932	65
PIK3CA_chr3_178916614__PDGFRA_chr4_55124963	895
PIK3CA_chr3_178916614__PIK3R1_chr5_67576421	354
PIK3CA_chr3_178916614__PRKDC_chr8_48872683	586
PIK3CA_chr3_178916614__PTEN_chr10_89653786	58
PIK3CA_chr3_178916614__PTEN_chr10_89685297	311
PIK3CA_chr3_178916614__PTEN_chr10_89711868	633
PIK3CA_chr3_178916614__RB1_chr13_48936969	1174
PIK3CA_chr3_178916614__RPS6KB1_chr17_57970538	82
PIK3CA_chr3_178916614__RPS6KB1_chr17_57987922	992
PIK3CA_chr3_178916614__RPS6KB1_chr17_57987949	742
PIK3CA_chr3_178916614__RRM2_chr2_10262728	1681
PIK3CA_chr3_178916614__RRM2_chr2_10262940	371
PIK3CA_chr3_178916614__RRM2_chr2_10262957	521
PIK3CA_chr3_178916614__RUNX1_chr21_36252902	2277
PIK3CA_chr3_178916614__RUNX1_chr21_36421144	489
PIK3CA_chr3_178916614__SETD2_chr3_47205411	173
PIK3CA_chr3_178916614__SMAD4_chr18_48575673	673
PIK3CA_chr3_178916614__SMARCA4_chr19_11094819	285
PIK3CA_chr3_178916614__SMARCA4_chr19_11094851	259
PIK3CA_chr3_178916614__SMARCA4_chr19_11095011	1678
PIK3CA_chr3_178916614__SMARCB1_chr22_24129339	51
PIK3CA_chr3_178916614__SMARCB1_chr22_24133949	659
PIK3CA_chr3_178916614__SRC_chr20_36014563	422
PIK3CA_chr3_178916614__SRC_chr20_36022600	1170
PIK3CA_chr3_178916614__TOP1_chr20_39657693	94
PIK3CA_chr3_178916614__TOP1_chr20_39690109	30
PIK3CA_chr3_178916614__TP53_chr17_7577537	632
PIK3CA_chr3_178916614__TSC1_chr9_135796796	99
PIK3CA_chr3_178916614__TSC1_chr9_135804256	51
PIK3CA_chr3_178916614__TYMS_chr18_659656	1548
PIK3CA_chr3_178916614__VEGFA_chr6_43738425	746
PIK3CA_chr3_178916614__VEGFA_chr6_43742077	141
PIK3CA_chr3_178916614__VHL_chr3_10183518	1159
PIK3CA_chr3_178916614__VHL_chr3_10183791	232
PIK3CA_chr3_178916614__WEE1_chr11_9595462	203
PIK3CA_chr3_178916614__WEE1_chr11_9595542	341
PIK3CA_chr3_178916614__WEE1_chr11_9595845	253
PIK3CA_chr3_178919070__ABL1_chr9_133738283	71
PIK3CA_chr3_178919070__ABL1_chr9_133738356	1381
PIK3CA_chr3_178919070__ADA_chr20_43257696	168
PIK3CA_chr3_178919070__ADA_chr20_43257769	601
PIK3CA_chr3_178919070__ADA_chr20_43280245	1670
PIK3CA_chr3_178919070__AKT1_chr14_105239686	668
PIK3CA_chr3_178919070__ALK_chr2_29541171	237
PIK3CA_chr3_178919070__ALK_chr2_29541172	25
PIK3CA_chr3_178919070__ALK_chr2_30143522	105
PIK3CA_chr3_178919070__APC_chr5_112043408	772
PIK3CA_chr3_178919070__APC_chr5_112102023	44
PIK3CA_chr3_178919070__ARID1A_chr1_27056288	117
PIK3CA_chr3_178919070__ARID2_chr12_46254608	157
PIK3CA_chr3_178919070__ATM_chr11_108098390	29
PIK3CA_chr3_178919070__BCL2_chr18_60795945	43
PIK3CA_chr3_178919070__BRAF_chr7_140534469	139
PIK3CA_chr3_178919070__BRCA1_chr17_41256141	286
PIK3CA_chr3_178919070__BRCA1_chr17_41267735	98
PIK3CA_chr3_178919070__BRCA2_chr13_32890586	287
PIK3CA_chr3_178919070__BRCA2_chr13_32914228	274
PIK3CA_chr3_178919070__BRD4_chr19_15376361	276
PIK3CA_chr3_178919070__BRD4_chr19_15383894	149
PIK3CA_chr3_178919070__CASP8_chr2_202123033	243
PIK3CA_chr3_178919070__CASP8_chr2_202131404	32
PIK3CA_chr3_178919070__CASP8_chr2_202134297	147
PIK3CA_chr3_178919070__CDH1_chr16_68771300	53
PIK3CA_chr3_178919070__CDK4_chr12_58143253	20
PIK3CA_chr3_178919070__CDK4_chr12_58145497	419
PIK3CA_chr3_178919070__CDK6_chr7_92244474	211
PIK3CA_chr3_178919070__CDK6_chr7_92462628	52
PIK3CA_chr3_178919070__CDK9_chr9_130548409	132
PIK3CA_chr3_178919070__CDKN1B_chr12_12871196	164
PIK3CA_chr3_178919070__CDKN2A_chr9_21971100	415
PIK3CA_chr3_178919070__CHEK1_chr11_125496644	41
PIK3CA_chr3_178919070__CHEK1_chr11_125499147	40
PIK3CA_chr3_178919070__CHEK2_chr22_29085137	31
PIK3CA_chr3_178919070__CHEK2_chr22_29090029	24
PIK3CA_chr3_178919070__CHEK2_chr22_29130694	214
PIK3CA_chr3_178919070__DHFR_chr5_79949819	215
PIK3CA_chr3_178919070__EGFR_chr7_55209986	61
PIK3CA_chr3_178919070__EGFR_chr7_55209992	44
PIK3CA_chr3_178919070__ERBB2_chr17_37855800	80
PIK3CA_chr3_178919070__ERBB2_chr17_37868292	65
PIK3CA_chr3_178919070__FGFR2_chr10_123353328	140
PIK3CA_chr3_178919070__FLT3_chr13_28636131	23
PIK3CA_chr3_178919070__GATA3_chr10_8097612	26
PIK3CA_chr3_178919070__GATA3_chr10_8097722	66
PIK3CA_chr3_178919070__HDAC1_chr1_32792601	333
PIK3CA_chr3_178919070__HDAC2_chr6_114266539	739
PIK3CA_chr3_178919070__HDAC2_chr6_114267214	35
PIK3CA_chr3_178919070__HDAC2_chr6_114292056	364
PIK3CA_chr3_178919070__HSP90AA1_chr14_102551760	240
PIK3CA_chr3_178919070__IGF1R_chr15_99434664	232
PIK3CA_chr3_178919070__JAK2_chr9_5050816	205
PIK3CA_chr3_178919070__KDM5C_chrX_53241021	45
PIK3CA_chr3_178919070__KDM5C_chrX_53254068	83
PIK3CA_chr3_178919070__KDM6A_chrX_44732838	143
PIK3CA_chr3_178919070__KDM6A_chrX_44820615	158
PIK3CA_chr3_178919070__KDM6A_chrX_44820616	111
PIK3CA_chr3_178919070__KIT_chr4_55524176	64
PIK3CA_chr3_178919070__KIT_chr4_55524229	43
PIK3CA_chr3_178919070__MAP2K1_chr15_66679721	114
PIK3CA_chr3_178919070__MAP2K1_chr15_66679728	365
PIK3CA_chr3_178919070__MAP3K1_chr5_56111382	354
PIK3CA_chr3_178919070__MAP3K1_chr5_56152466	56
PIK3CA_chr3_178919070__MET_chr7_116340207	870
PIK3CA_chr3_178919070__MLH1_chr3_37035029	1256
PIK3CA_chr3_178919070__MLH1_chr3_37038179	602
PIK3CA_chr3_178919070__MSH6_chr2_48010356	179
PIK3CA_chr3_178919070__MSH6_chr2_48018154	178
PIK3CA_chr3_178919070__MTOR_chr1_11317010	44
PIK3CA_chr3_178919070__MTOR_chr1_11317149	94
PIK3CA_chr3_178919070__MTOR_chr1_11319459	738
PIK3CA_chr3_178919070__NF1_chr17_29483038	403
PIK3CA_chr3_178919070__NF1_chr17_29483039	34
PIK3CA_chr3_178919070__NonTargetingControlGuideForHuman0362	270
PIK3CA_chr3_178919070__NonTargetingControlGuideForHuman0412	1044
PIK3CA_chr3_178919070__PARP1_chr1_226578301	442
PIK3CA_chr3_178919070__PBRM1_chr3_52702516	195
PIK3CA_chr3_178919070__PDGFRA_chr4_55124932	32
PIK3CA_chr3_178919070__PDGFRA_chr4_55129914	34
PIK3CA_chr3_178919070__PIK3R1_chr5_67522521	69
PIK3CA_chr3_178919070__PIK3R1_chr5_67576410	53
PIK3CA_chr3_178919070__PIK3R1_chr5_67576421	104
PIK3CA_chr3_178919070__PTEN_chr10_89653786	144
PIK3CA_chr3_178919070__PTEN_chr10_89685297	29
PIK3CA_chr3_178919070__RB1_chr13_48936969	152
PIK3CA_chr3_178919070__ROR1_chr1_64240072	617
PIK3CA_chr3_178919070__ROR1_chr1_64240089	1395
PIK3CA_chr3_178919070__ROR1_chr1_64240143	142
PIK3CA_chr3_178919070__RPS6KB1_chr17_57987949	479
PIK3CA_chr3_178919070__RUNX1_chr21_36252902	20
PIK3CA_chr3_178919070__RUNX1_chr21_36421144	409
PIK3CA_chr3_178919070__SETD2_chr3_47142951	277
PIK3CA_chr3_178919070__SETD2_chr3_47142972	124
PIK3CA_chr3_178919070__SMAD4_chr18_48573460	416
PIK3CA_chr3_178919070__SMAD4_chr18_48575673	21
PIK3CA_chr3_178919070__SMAD4_chr18_48586241	732
PIK3CA_chr3_178919070__SMARCB1_chr22_24129339	358
PIK3CA_chr3_178919070__SMARCB1_chr22_24133993	14
PIK3CA_chr3_178919070__SMO_chr7_128845081	32
PIK3CA_chr3_178919070__SRC_chr20_36014563	192
PIK3CA_chr3_178919070__TP53_chr17_7577537	577
PIK3CA_chr3_178919070__TSC1_chr9_135796748	1224
PIK3CA_chr3_178919070__TSC1_chr9_135796796	188
PIK3CA_chr3_178919070__TYMS_chr18_659665	105
PIK3CA_chr3_178919070__VEGFA_chr6_43738425	329
PIK3CA_chr3_178919070__VHL_chr3_10183518	230
PIK3CA_chr3_178919070__VHL_chr3_10183773	84
PIK3CA_chr3_178919070__VHL_chr3_10183791	15
PIK3CA_chr3_178919070__WEE1_chr11_9595845	21
PIK3CA_chr3_178919167__ABL1_chr9_133738283	444
PIK3CA_chr3_178919167__ADA_chr20_43257696	628
PIK3CA_chr3_178919167__ADA_chr20_43257769	1639
PIK3CA_chr3_178919167__AKT1_chr14_105258968	294
PIK3CA_chr3_178919167__ALK_chr2_30143522	234
PIK3CA_chr3_178919167__ARID1A_chr1_27056288	669
PIK3CA_chr3_178919167__ATM_chr11_108098390	318
PIK3CA_chr3_178919167__BCL2_chr18_60795960	1168
PIK3CA_chr3_178919167__BRAF_chr7_140508787	274
PIK3CA_chr3_178919167__BRCA2_chr13_32890586	648
PIK3CA_chr3_178919167__BRD4_chr19_15376361	574
PIK3CA_chr3_178919167__BTK_chrX_100626613	29
PIK3CA_chr3_178919167__BTK_chrX_100645534	660
PIK3CA_chr3_178919167__CASP8_chr2_202123033	704
PIK3CA_chr3_178919167__CASP8_chr2_202134297	792
PIK3CA_chr3_178919167__CDH1_chr16_68772255	131
PIK3CA_chr3_178919167__CDK4_chr12_58143253	26
PIK3CA_chr3_178919167__CDK4_chr12_58144705	297
PIK3CA_chr3_178919167__CDK6_chr7_92252365	598
PIK3CA_chr3_178919167__CDK9_chr9_130550235	1147
PIK3CA_chr3_178919167__CDKN1B_chr12_12870931	30
PIK3CA_chr3_178919167__CDKN2A_chr9_21994327	339
PIK3CA_chr3_178919167__CHEK1_chr11_125499147	350
PIK3CA_chr3_178919167__CHEK2_chr22_29085137	733
PIK3CA_chr3_178919167__CHEK2_chr22_29090029	118
PIK3CA_chr3_178919167__CHEK2_chr22_29130694	259
PIK3CA_chr3_178919167__DHFR_chr5_79950216	546
PIK3CA_chr3_178919167__DHFR_chr5_79950217	129
PIK3CA_chr3_178919167__EGFR_chr7_55209986	272
PIK3CA_chr3_178919167__EGFR_chr7_55209992	233
PIK3CA_chr3_178919167__ERBB2_chr17_37868221	535
PIK3CA_chr3_178919167__ERBB2_chr17_37868292	619
PIK3CA_chr3_178919167__FGFR2_chr10_123298118	922
PIK3CA_chr3_178919167__FGFR2_chr10_123353328	432
PIK3CA_chr3_178919167__FGFR3_chr4_1795655	120
PIK3CA_chr3_178919167__FGFR3_chr4_1795735	183
PIK3CA_chr3_178919167__FGFR3_chr4_1795736	182
PIK3CA_chr3_178919167__FLT3_chr13_28636131	485
PIK3CA_chr3_178919167__FNTA_chr8_42911471	372
PIK3CA_chr3_178919167__FNTA_chr8_42914260	568
PIK3CA_chr3_178919167__FNTA_chr8_42924781	54
PIK3CA_chr3_178919167__GATA3_chr10_8097612	411
PIK3CA_chr3_178919167__GATA3_chr10_8097722	547
PIK3CA_chr3_178919167__HDAC1_chr1_32757816	139
PIK3CA_chr3_178919167__HDAC1_chr1_32792637	194
PIK3CA_chr3_178919167__HDAC2_chr6_114266539	430
PIK3CA_chr3_178919167__HDAC2_chr6_114267214	62
PIK3CA_chr3_178919167__HDAC6_chrX_48661089	141
PIK3CA_chr3_178919167__HDAC6_chrX_48661385	563
PIK3CA_chr3_178919167__HDAC6_chrX_48674389	347
PIK3CA_chr3_178919167__IGF1R_chr15_99434664	243
PIK3CA_chr3_178919167__IGF1R_chr15_99434807	1085
PIK3CA_chr3_178919167__JAK2_chr9_5050816	518
PIK3CA_chr3_178919167__KDM5C_chrX_53241021	155
PIK3CA_chr3_178919167__KDM5C_chrX_53254068	125
PIK3CA_chr3_178919167__KDM6A_chrX_44820615	328
PIK3CA_chr3_178919167__KDM6A_chrX_44820616	342
PIK3CA_chr3_178919167__KIT_chr4_55524164	293
PIK3CA_chr3_178919167__KMT2D_chr12_49448168	766
PIK3CA_chr3_178919167__KMT2D_chr12_49448468	840
PIK3CA_chr3_178919167__MAP2K1_chr15_66679728	1238
PIK3CA_chr3_178919167__MAP3K1_chr5_56111382	482
PIK3CA_chr3_178919167__MAP3K1_chr5_56152466	27
PIK3CA_chr3_178919167__MET_chr7_116340207	142
PIK3CA_chr3_178919167__MLH1_chr3_37038179	558
PIK3CA_chr3_178919167__MSH6_chr2_48018154	187
PIK3CA_chr3_178919167__MTOR_chr1_11317010	62
PIK3CA_chr3_178919167__NF1_chr17_29422308	450
PIK3CA_chr3_178919167__NF1_chr17_29483038	765
PIK3CA_chr3_178919167__NF1_chr17_29483039	364
PIK3CA_chr3_178919167__NonTargetingControlGuideForHuman0362	299
PIK3CA_chr3_178919167__NonTargetingControlGuideForHuman0412	949
PIK3CA_chr3_178919167__PARP1_chr1_226578301	319
PIK3CA_chr3_178919167__PARP1_chr1_226595581	410
PIK3CA_chr3_178919167__PBRM1_chr3_52696257	111
PIK3CA_chr3_178919167__PBRM1_chr3_52713723	42
PIK3CA_chr3_178919167__PDGFRA_chr4_55124932	677
PIK3CA_chr3_178919167__PDGFRA_chr4_55124963	795
PIK3CA_chr3_178919167__PDGFRA_chr4_55129914	885
PIK3CA_chr3_178919167__PRKDC_chr8_48686398	511
PIK3CA_chr3_178919167__PTEN_chr10_89653786	120
PIK3CA_chr3_178919167__PTEN_chr10_89685297	197
PIK3CA_chr3_178919167__PTEN_chr10_89711868	396
PIK3CA_chr3_178919167__RB1_chr13_48878054	46
PIK3CA_chr3_178919167__RB1_chr13_48934148	176
PIK3CA_chr3_178919167__ROR1_chr1_64240072	171
PIK3CA_chr3_178919167__RPS6KB1_chr17_57970538	400
PIK3CA_chr3_178919167__RPS6KB1_chr17_57987922	254
PIK3CA_chr3_178919167__RPS6KB1_chr17_57987949	271
PIK3CA_chr3_178919167__RRM2_chr2_10262940	664
PIK3CA_chr3_178919167__RUNX1_chr21_36252860	33
PIK3CA_chr3_178919167__RUNX1_chr21_36252902	98
PIK3CA_chr3_178919167__RUNX1_chr21_36421144	254
PIK3CA_chr3_178919167__SETD2_chr3_47205411	89
PIK3CA_chr3_178919167__SMAD4_chr18_48575673	532
PIK3CA_chr3_178919167__SMARCB1_chr22_24133949	531
PIK3CA_chr3_178919167__SMO_chr7_128845117	100
PIK3CA_chr3_178919167__SRC_chr20_36022600	831
PIK3CA_chr3_178919167__TOP1_chr20_39657693	483
PIK3CA_chr3_178919167__TOP1_chr20_39690055	449
PIK3CA_chr3_178919167__TOP1_chr20_39690109	129
PIK3CA_chr3_178919167__TP53_chr17_7577537	1469
PIK3CA_chr3_178919167__TSC1_chr9_135796748	1080
PIK3CA_chr3_178919167__TSC1_chr9_135804256	49
PIK3CA_chr3_178919167__TYMS_chr18_657730	300
PIK3CA_chr3_178919167__TYMS_chr18_659665	178
PIK3CA_chr3_178919167__VEGFA_chr6_43738425	41
PIK3CA_chr3_178919167__VEGFA_chr6_43742077	565
PIK3CA_chr3_178919167__WEE1_chr11_9595462	294
PIK3R1_chr5_67522521__ABL1_chr9_133589790	172
PIK3R1_chr5_67522521__ABL1_chr9_133738356	532
PIK3R1_chr5_67522521__ADA_chr20_43257696	283
PIK3R1_chr5_67522521__AKT1_chr14_105239686	974
PIK3R1_chr5_67522521__AKT1_chr14_105258968	67
PIK3R1_chr5_67522521__ALK_chr2_29541171	194
PIK3R1_chr5_67522521__ALK_chr2_29541172	733
PIK3R1_chr5_67522521__ALK_chr2_30143522	903
PIK3R1_chr5_67522521__APC_chr5_112102023	28
PIK3R1_chr5_67522521__ARID1A_chr1_27022876	274
PIK3R1_chr5_67522521__ARID1A_chr1_27056286	1059
PIK3R1_chr5_67522521__ARID1A_chr1_27056288	534
PIK3R1_chr5_67522521__ARID2_chr12_46123614	24
PIK3R1_chr5_67522521__ARID2_chr12_46205318	600
PIK3R1_chr5_67522521__ARID2_chr12_46254608	495
PIK3R1_chr5_67522521__BCL2_chr18_60795945	362
PIK3R1_chr5_67522521__BRAF_chr7_140508787	1566
PIK3R1_chr5_67522521__BRAF_chr7_140624501	131
PIK3R1_chr5_67522521__BRCA1_chr17_41276018	280
PIK3R1_chr5_67522521__BRCA2_chr13_32890586	73
PIK3R1_chr5_67522521__BRCA2_chr13_32912006	83
PIK3R1_chr5_67522521__BRD4_chr19_15376361	152
PIK3R1_chr5_67522521__BRD4_chr19_15383894	42
PIK3R1_chr5_67522521__BTK_chrX_100626613	203
PIK3R1_chr5_67522521__BTK_chrX_100645534	332
PIK3R1_chr5_67522521__CASP8_chr2_202123033	53
PIK3R1_chr5_67522521__CASP8_chr2_202131404	41
PIK3R1_chr5_67522521__CDH1_chr16_68771300	1135
PIK3R1_chr5_67522521__CDH1_chr16_68772250	112
PIK3R1_chr5_67522521__CDH1_chr16_68772255	381
PIK3R1_chr5_67522521__CDK4_chr12_58143253	171
PIK3R1_chr5_67522521__CDK4_chr12_58144705	308
PIK3R1_chr5_67522521__CDK6_chr7_92252365	798
PIK3R1_chr5_67522521__CDK9_chr9_130548998	112
PIK3R1_chr5_67522521__CDK9_chr9_130550235	60
PIK3R1_chr5_67522521__CDKN1B_chr12_12870777	994
PIK3R1_chr5_67522521__CDKN2A_chr9_21968726	83
PIK3R1_chr5_67522521__CHEK1_chr11_125496644	728
PIK3R1_chr5_67522521__CHEK1_chr11_125496687	19
PIK3R1_chr5_67522521__CHEK1_chr11_125499147	109
PIK3R1_chr5_67522521__CHEK2_chr22_29085137	315
PIK3R1_chr5_67522521__CHEK2_chr22_29090029	776
PIK3R1_chr5_67522521__DHFR_chr5_79949819	23
PIK3R1_chr5_67522521__DHFR_chr5_79950216	2235
PIK3R1_chr5_67522521__DHFR_chr5_79950217	241
PIK3R1_chr5_67522521__EGFR_chr7_55209986	870
PIK3R1_chr5_67522521__EGFR_chr7_55209992	535
PIK3R1_chr5_67522521__ERBB2_chr17_37868221	706
PIK3R1_chr5_67522521__FGFR2_chr10_123353328	242
PIK3R1_chr5_67522521__FGFR3_chr4_1795655	211
PIK3R1_chr5_67522521__FGFR3_chr4_1795735	961
PIK3R1_chr5_67522521__FLT3_chr13_28636131	368
PIK3R1_chr5_67522521__FNTA_chr8_42911471	440
PIK3R1_chr5_67522521__FNTA_chr8_42914260	327
PIK3R1_chr5_67522521__FNTA_chr8_42924781	400
PIK3R1_chr5_67522521__GATA3_chr10_8097722	116
PIK3R1_chr5_67522521__HDAC1_chr1_32757816	127
PIK3R1_chr5_67522521__HDAC1_chr1_32792601	529
PIK3R1_chr5_67522521__HDAC1_chr1_32792637	408
PIK3R1_chr5_67522521__HDAC2_chr6_114267214	616
PIK3R1_chr5_67522521__HDAC6_chrX_48661089	152
PIK3R1_chr5_67522521__HDAC6_chrX_48661385	329
PIK3R1_chr5_67522521__JAK2_chr9_5050721	957
PIK3R1_chr5_67522521__JAK2_chr9_5050816	84
PIK3R1_chr5_67522521__KDM5C_chrX_53241021	24
