construct_id	UCTAt1-2_S4_trimmed53_len_filtered_counts	UCAt1-2_S2_trimmed53_len_filtered_counts	UCBt1-2_S3_trimmed53_len_filtered_counts	UCTBt1-2_S5_trimmed53_len_filtered_counts	UPt1-2_S1_trimmed53_len_filtered_counts
SMARCB1_chr22_24133949__KMT2D_chr12_49448468	1	1	171	3	154
SMARCB1_chr22_24133949__MAP2K1_chr15_66679721	163	828	384	1369	241
SMARCB1_chr22_24133949__MAP3K1_chr5_56111382	0	3	302	81	0
SMARCB1_chr22_24133949__MAP3K1_chr5_56152466	1	68	312	398	145
SMARCB1_chr22_24133949__MAP3K1_chr5_56152485	599	997	710	2	3
SMARCB1_chr22_24133949__MET_chr7_116339123	4	3	161	3	14
SMARCB1_chr22_24133949__MET_chr7_116340207	3	2	349	1	956
SMARCB1_chr22_24133949__MLH1_chr3_37035029	227	390	734	537	214
SMARCB1_chr22_24133949__MLH1_chr3_37038179	339	1009	170	768	634
SMARCB1_chr22_24133949__MSH6_chr2_48010356	0	10	213	2	1
SMARCB1_chr22_24133949__MSH6_chr2_48018154	4	4	535	1	757
SMARCB1_chr22_24133949__MTOR_chr1_11317010	3	36	179	2	136
SMARCB1_chr22_24133949__MTOR_chr1_11317149	1	8	342	2	1024
SMARCB1_chr22_24133949__NF1_chr17_29483039	2	49	48	3	1
SMARCB1_chr22_24133949__NonTargetingControlGuideForHuman0352	3	721	1061	4	593
SMARCB1_chr22_24133949__PARP1_chr1_226595581	1855	12	357	0	336
SMARCB1_chr22_24133949__PBRM1_chr3_52696257	0	33	266	683	0
SMARCB1_chr22_24133949__PDGFRA_chr4_55124932	2544	114	665	3	3
SMARCB1_chr22_24133949__PIK3CA_chr3_178919070	790	188	509	1	20
SMARCB1_chr22_24133949__PIK3R1_chr5_67522521	98	3	54	403	340
SMARCB1_chr22_24133949__PIK3R1_chr5_67576410	0	2	58	2	273
SMARCB1_chr22_24133949__PIK3R1_chr5_67576421	1268	1757	629	1956	2
SMARCB1_chr22_24133949__PRKDC_chr8_48686398	0	306	447	1	264
SMARCB1_chr22_24133949__PRKDC_chr8_48686781	769	169	386	1	300
SMARCB1_chr22_24133949__PTEN_chr10_89653786	208	193	239	1	165
SMARCB1_chr22_24133949__PTEN_chr10_89711868	1	267	206	1	44
SMARCB1_chr22_24133949__ROR1_chr1_64240072	1189	138	599	1605	1677
SMARCB1_chr22_24133949__RPS6KB1_chr17_57970538	1	794	203	0	285
SMARCB1_chr22_24133949__RPS6KB1_chr17_57987922	579	292	345	383	47
SMARCB1_chr22_24133949__RRM2_chr2_10262940	19	7	188	192	945
SMARCB1_chr22_24133949__RRM2_chr2_10262957	21	413	89	0	146
SMARCB1_chr22_24133949__RUNX1_chr21_36252860	0	18	130	1462	10
SMARCB1_chr22_24133949__RUNX1_chr21_36252902	2	675	79	2	163
SMARCB1_chr22_24133949__SETD2_chr3_47142951	0	1	10	142	1
SMARCB1_chr22_24133949__SETD2_chr3_47142972	514	13	229	0	535
SMARCB1_chr22_24133949__SETD2_chr3_47205411	168	345	374	278	47
SMARCB1_chr22_24133949__SMAD4_chr18_48573460	0	10	94	668	168
SMARCB1_chr22_24133949__SMAD4_chr18_48575673	2	111	378	1230	97
SMARCB1_chr22_24133949__SMARCA4_chr19_11094851	316	129	886	437	991
SMARCB1_chr22_24133949__SMARCA4_chr19_11095011	1461	152	741	469	219
SMARCB1_chr22_24133949__TOP1_chr20_39657693	2	2649	578	8	2513
SMARCB1_chr22_24133949__TP53_chr17_7577537	265	642	818	1087	790
SMARCB1_chr22_24133949__TP53_chr17_7579881	103	199	202	6	369
SMARCB1_chr22_24133949__TSC1_chr9_135796748	1	33	191	258	1017
SMARCB1_chr22_24133949__TSC1_chr9_135804256	1	2049	107	3	314
SMARCB1_chr22_24133949__TYMS_chr18_657730	6578	42	110	507	522
SMARCB1_chr22_24133949__TYMS_chr18_659656	1	314	95	3	0
SMARCB1_chr22_24133949__VEGFA_chr6_43738425	209	127	150	2	2
SMARCB1_chr22_24133949__VEGFA_chr6_43742077	31	199	330	356	249
SMARCB1_chr22_24133949__VEGFA_chr6_43742108	1050	468	203	1	2
SMARCB1_chr22_24133949__VHL_chr3_10183518	425	380	109	446	250
SMARCB1_chr22_24133949__WEE1_chr11_9595845	1	122	157	134	634
SMARCB1_chr22_24133993__ABL1_chr9_133738283	914	45	271	3	181
SMARCB1_chr22_24133993__ADA_chr20_43257769	114	658	499	1	230
SMARCB1_chr22_24133993__ADA_chr20_43280245	1221	226	379	173	167
SMARCB1_chr22_24133993__AKT1_chr14_105239609	5	362	184	834	635
SMARCB1_chr22_24133993__AKT1_chr14_105258968	5	371	75	0	15
SMARCB1_chr22_24133993__APC_chr5_112043408	175	487	474	437	562
SMARCB1_chr22_24133993__ARID1A_chr1_27056286	1	169	241	564	2357
SMARCB1_chr22_24133993__ARID1A_chr1_27056288	2	111	335	145	651
SMARCB1_chr22_24133993__ARID2_chr12_46123614	6865	1	612	4	808
SMARCB1_chr22_24133993__ATM_chr11_108098350	1	0	137	1	292
SMARCB1_chr22_24133993__BCL2_chr18_60795960	1	2	290	3	290
SMARCB1_chr22_24133993__BCL2_chr18_60985877	5185	378	177	1	1
SMARCB1_chr22_24133993__BRAF_chr7_140508787	935	326	341	301	384
SMARCB1_chr22_24133993__BRAF_chr7_140534469	583	70	322	879	594
SMARCB1_chr22_24133993__BRCA1_chr17_41267735	3	0	119	4	302
SMARCB1_chr22_24133993__BRCA1_chr17_41276018	0	86	364	530	62
SMARCB1_chr22_24133993__BRCA2_chr13_32912006	476	87	273	268	1341
SMARCB1_chr22_24133993__BTK_chrX_100626613	0	3	20	234	189
SMARCB1_chr22_24133993__BTK_chrX_100629565	2339	2	275	254	346
SMARCB1_chr22_24133993__CASP8_chr2_202123033	1	7	62	0	734
SMARCB1_chr22_24133993__CASP8_chr2_202134297	3	31	530	474	33
SMARCB1_chr22_24133993__CDH1_chr16_68771300	17	400	204	477	29
SMARCB1_chr22_24133993__CDH1_chr16_68772250	5504	27	187	73	96
SMARCB1_chr22_24133993__CDK4_chr12_58144705	3	18	142	3	1203
SMARCB1_chr22_24133993__CDK4_chr12_58145497	74	354	499	1286	371
SMARCB1_chr22_24133993__CDK6_chr7_92244474	122	136	421	1267	136
SMARCB1_chr22_24133993__CDK6_chr7_92252365	1803	2	209	371	1248
SMARCB1_chr22_24133993__CDK9_chr9_130548409	276	36	266	46	308
SMARCB1_chr22_24133993__CDK9_chr9_130548998	62	40	76	2	1
SMARCB1_chr22_24133993__CDKN1B_chr12_12870931	0	1	139	3	50
SMARCB1_chr22_24133993__CDKN1B_chr12_12871196	0	7	31	2	1
SMARCB1_chr22_24133993__CHEK1_chr11_125499147	573	247	131	2	4
SMARCB1_chr22_24133993__DHFR_chr5_79949819	0	1	8	0	0
SMARCB1_chr22_24133993__DHFR_chr5_79950216	0	172	71	1730	592
SMARCB1_chr22_24133993__ERBB2_chr17_37868221	0	13	182	1	42
SMARCB1_chr22_24133993__ERBB2_chr17_37868292	17	210	409	0	323
SMARCB1_chr22_24133993__FGFR2_chr10_123298215	2	26	121	1	1
SMARCB1_chr22_24133993__FGFR3_chr4_1795655	121	8	247	1133	377
SMARCB1_chr22_24133993__FGFR3_chr4_1795735	5	17	222	1119	48
SMARCB1_chr22_24133993__FGFR3_chr4_1795736	1	19	144	28	350
SMARCB1_chr22_24133993__FLT3_chr13_28636131	2	183	192	331	4
SMARCB1_chr22_24133993__FLT3_chr13_28636172	501	41	214	168	109
SMARCB1_chr22_24133993__FNTA_chr8_42911471	1211	3	60	634	1
SMARCB1_chr22_24133993__FNTA_chr8_42924781	48	6	172	1	639
SMARCB1_chr22_24133993__GATA3_chr10_8097612	5	17	7	1	385
SMARCB1_chr22_24133993__GATA3_chr10_8097790	33	84	80	140	752
SMARCB1_chr22_24133993__HDAC1_chr1_32757816	1	29	539	230	1
SMARCB1_chr22_24133993__HDAC1_chr1_32792637	933	17	382	1216	190
SMARCB1_chr22_24133993__HDAC2_chr6_114266539	1	2	54	185	224
SMARCB1_chr22_24133993__HDAC2_chr6_114292056	652	19	66	3	207
SMARCB1_chr22_24133993__HDAC6_chrX_48661089	0	113	121	286	50
SMARCB1_chr22_24133993__HDAC6_chrX_48661385	188	426	261	703	1633
SMARCB1_chr22_24133993__HSP90AA1_chr14_102551760	195	119	379	473	418
SMARCB1_chr22_24133993__IGF1R_chr15_99434664	1158	145	185	907	1
SMARCB1_chr22_24133993__JAK2_chr9_5050721	1243	26	72	162	35
SMARCB1_chr22_24133993__KDM5C_chrX_53241021	0	99	48	1	160
SMARCB1_chr22_24133993__KDM5C_chrX_53254068	1846	875	380	0	67
SMARCB1_chr22_24133993__KDM6A_chrX_44820616	0	0	36	1	1
SMARCB1_chr22_24133993__KIT_chr4_55524164	92	50	74	182	183
SMARCB1_chr22_24133993__KIT_chr4_55524229	0	178	147	1331	3
SMARCB1_chr22_24133993__KMT2D_chr12_49448161	0	7	55	1	0
SMARCB1_chr22_24133993__KMT2D_chr12_49448168	114	573	177	229	1370
SMARCB1_chr22_24133993__MAP2K1_chr15_66679728	2	12	130	0	441
SMARCB1_chr22_24133993__MAP2K1_chr15_66679756	414	94	222	5	1689
SMARCB1_chr22_24133993__MAP3K1_chr5_56111382	0	1	19	0	86
SMARCB1_chr22_24133993__MAP3K1_chr5_56152466	19	0	156	569	503
SMARCB1_chr22_24133993__MET_chr7_116339123	2	4	25	0	758
SMARCB1_chr22_24133993__MET_chr7_116340207	207	1	138	733	2
SMARCB1_chr22_24133993__MLH1_chr3_37035029	52	3	231	4	299
SMARCB1_chr22_24133993__MLH1_chr3_37038179	215	421	159	184	32
SMARCB1_chr22_24133993__MLH1_chr3_37045912	0	0	80	199	1
SMARCB1_chr22_24133993__MSH6_chr2_48018111	75	721	496	1911	65
SMARCB1_chr22_24133993__MSH6_chr2_48018154	1	4	562	1530	136
SMARCB1_chr22_24133993__MTOR_chr1_11317010	1691	4	31	348	520
SMARCB1_chr22_24133993__NF1_chr17_29422308	566	418	710	1095	562
SMARCB1_chr22_24133993__NF1_chr17_29483038	0	380	171	705	323
SMARCB1_chr22_24133993__NF1_chr17_29483039	1	365	108	93	488
SMARCB1_chr22_24133993__NonTargetingControlGuideForHuman0352	54	666	391	1098	205
SMARCB1_chr22_24133993__PARP1_chr1_226595581	330	3	468	505	203
SMARCB1_chr22_24133993__PDGFRA_chr4_55124963	40	351	410	121	1085
SMARCB1_chr22_24133993__PDGFRA_chr4_55129914	0	48	160	859	0
SMARCB1_chr22_24133993__PIK3CA_chr3_178916614	118	23	218	2	81
SMARCB1_chr22_24133993__PIK3CA_chr3_178919167	33	57	208	446	381
SMARCB1_chr22_24133993__PIK3R1_chr5_67522521	2	210	254	695	1232
SMARCB1_chr22_24133993__PRKDC_chr8_48686398	2	91	295	5	434
SMARCB1_chr22_24133993__PRKDC_chr8_48872683	1	8	124	1	97
SMARCB1_chr22_24133993__PTEN_chr10_89685297	39	36	278	500	1073
SMARCB1_chr22_24133993__RB1_chr13_48934148	0	115	15	230	444
SMARCB1_chr22_24133993__RB1_chr13_48936969	1	125	413	1020	227
SMARCB1_chr22_24133993__ROR1_chr1_64240072	946	30	292	99	495
SMARCB1_chr22_24133993__ROR1_chr1_64240143	463	54	122	146	557
SMARCB1_chr22_24133993__RRM2_chr2_10262957	322	87	154	2	453
SMARCB1_chr22_24133993__RUNX1_chr21_36421144	1	2	15	2	735
SMARCB1_chr22_24133993__SETD2_chr3_47142951	561	487	233	344	386
SMARCB1_chr22_24133993__SETD2_chr3_47142972	35	1	195	3	1
SMARCB1_chr22_24133993__SETD2_chr3_47205411	652	68	19	2	3
SMARCB1_chr22_24133993__SMAD4_chr18_48573460	1	0	33	0	1
SMARCB1_chr22_24133993__SMAD4_chr18_48575673	5	335	101	0	56
SMARCB1_chr22_24133993__SMAD4_chr18_48586241	0	4	48	2	4
SMARCB1_chr22_24133993__SMARCA4_chr19_11095011	4	1689	1266	1254	3
SMARCB1_chr22_24133993__TOP1_chr20_39690055	42	117	17	466	138
SMARCB1_chr22_24133993__TSC1_chr9_135796748	0	1577	585	1	441
SMARCB1_chr22_24133993__TSC1_chr9_135796796	842	3	348	1	781
SMARCB1_chr22_24133993__TYMS_chr18_657730	396	16	544	199	598
SMARCB1_chr22_24133993__TYMS_chr18_659665	2	108	142	7	330
SMARCB1_chr22_24133993__VEGFA_chr6_43738425	233	1378	632	3	214
SMARCB1_chr22_24133993__VEGFA_chr6_43742077	220	1497	621	829	741
SMARCB1_chr22_24133993__VEGFA_chr6_43742108	5	12	268	1482	306
SMARCB1_chr22_24133993__WEE1_chr11_9595462	525	161	451	2	680
SMO_chr7_128828974__ABL1_chr9_133589790	0	6	200	4	24
SMO_chr7_128828974__ABL1_chr9_133738283	1887	568	1450	1808	1799
SMO_chr7_128828974__ABL1_chr9_133738356	105	641	1013	445	910
SMO_chr7_128828974__AKT1_chr14_105239609	0	163	301	422	94
SMO_chr7_128828974__AKT1_chr14_105258968	78	265	694	466	720
SMO_chr7_128828974__ALK_chr2_29541172	296	332	318	768	699
SMO_chr7_128828974__APC_chr5_112043408	1263	800	2254	1320	2446
SMO_chr7_128828974__APC_chr5_112102023	3	287	51	66	123
SMO_chr7_128828974__ARID1A_chr1_27022876	306	335	342	2	925
SMO_chr7_128828974__ARID2_chr12_46123614	215	720	455	350	408
SMO_chr7_128828974__ARID2_chr12_46205318	2088	336	440	148	66
SMO_chr7_128828974__ARID2_chr12_46254608	2798	1078	361	883	1161
SMO_chr7_128828974__BRAF_chr7_140508787	3411	36	703	281	439
SMO_chr7_128828974__BRCA1_chr17_41276018	637	292	412	509	1962
SMO_chr7_128828974__BRD4_chr19_15376361	2	270	253	230	169
SMO_chr7_128828974__BRD4_chr19_15383894	2	164	101	31	44
SMO_chr7_128828974__BTK_chrX_100626613	2	1288	184	935	29
SMO_chr7_128828974__CASP8_chr2_202123033	6	17	180	83	223
SMO_chr7_128828974__CASP8_chr2_202131404	18	325	404	1092	29
SMO_chr7_128828974__CDH1_chr16_68772255	0	0	196	0	295
SMO_chr7_128828974__CDK4_chr12_58143253	172	167	527	1	1
SMO_chr7_128828974__CDK4_chr12_58144705	3183	255	420	30	244
SMO_chr7_128828974__CDK6_chr7_92244474	1539	406	223	572	204
SMO_chr7_128828974__CDK6_chr7_92252365	5092	1557	526	1	612
SMO_chr7_128828974__CDK6_chr7_92462628	1	1	158	2	166
SMO_chr7_128828974__CDK9_chr9_130548998	865	3	24	336	812
SMO_chr7_128828974__CDK9_chr9_130550235	516	619	494	559	972
SMO_chr7_128828974__CDKN1B_chr12_12870777	1539	8	200	126	333
SMO_chr7_128828974__CDKN1B_chr12_12870931	3	43	448	3	35
SMO_chr7_128828974__CDKN1B_chr12_12871196	615	151	263	231	106
SMO_chr7_128828974__CHEK1_chr11_125496687	28	67	400	1639	630
SMO_chr7_128828974__CHEK2_chr22_29130694	5	114	715	43	328
SMO_chr7_128828974__DHFR_chr5_79950216	710	431	536	295	1076
SMO_chr7_128828974__DHFR_chr5_79950217	8	306	224	4	406
SMO_chr7_128828974__EGFR_chr7_55086962	7488	450	635	965	2322
SMO_chr7_128828974__EGFR_chr7_55209986	5770	425	1032	826	2128
SMO_chr7_128828974__EGFR_chr7_55209992	3	865	393	3	787
SMO_chr7_128828974__ERBB2_chr17_37868221	702	292	529	403	155
SMO_chr7_128828974__ERBB2_chr17_37868292	1	3	427	51	1666
SMO_chr7_128828974__FLT3_chr13_28636172	186	6	486	243	612
SMO_chr7_128828974__FLT3_chr13_28674643	292	1330	708	278	138
SMO_chr7_128828974__FNTA_chr8_42911471	31	184	332	71	770
SMO_chr7_128828974__GATA3_chr10_8097612	1676	422	405	706	1823
SMO_chr7_128828974__GATA3_chr10_8097790	10	527	917	1732	229
SMO_chr7_128828974__HDAC2_chr6_114267214	1544	3	353	64	0
SMO_chr7_128828974__HDAC2_chr6_114292056	686	195	420	411	398
SMO_chr7_128828974__HDAC6_chrX_48661089	711	649	1148	1739	361
SMO_chr7_128828974__HDAC6_chrX_48661385	129	1333	574	738	1254
SMO_chr7_128828974__HSP90AA1_chr14_102552141	7	29	262	159	176
SMO_chr7_128828974__IGF1R_chr15_99434664	5	149	296	166	204
SMO_chr7_128828974__JAK2_chr9_5021970	7496	453	654	99	1210
SMO_chr7_128828974__JAK2_chr9_5050721	2	285	535	204	1553
SMO_chr7_128828974__JAK2_chr9_5050816	457	271	306	41	409
SMO_chr7_128828974__KDM5C_chrX_53241021	2952	507	93	2	1167
SMO_chr7_128828974__KDM6A_chrX_44820615	5	500	280	73	58
SMO_chr7_128828974__KMT2D_chr12_49448168	47	1534	723	2266	407
SMO_chr7_128828974__KMT2D_chr12_49448468	914	388	557	129	1438
SMO_chr7_128828974__MAP2K1_chr15_66679756	401	345	284	806	736
SMO_chr7_128828974__MAP3K1_chr5_56152466	907	0	433	488	3
SMO_chr7_128828974__MET_chr7_116340207	3799	432	1324	1917	208
SMO_chr7_128828974__MLH1_chr3_37035029	41	764	482	402	226
SMO_chr7_128828974__MLH1_chr3_37045912	985	775	608	686	905
SMO_chr7_128828974__MSH6_chr2_48018111	750	1632	1521	398	952
SMO_chr7_128828974__MSH6_chr2_48018154	396	2	257	147	547
SMO_chr7_128828974__MTOR_chr1_11317010	95	25	425	457	803
SMO_chr7_128828974__MTOR_chr1_11317149	1	20	156	136	750
SMO_chr7_128828974__MTOR_chr1_11319459	6129	310	228	4	494
SMO_chr7_128828974__NonTargetingControlGuideForHuman0352	106	1193	2618	1034	1073
SMO_chr7_128828974__PARP1_chr1_226595581	2	33	213	273	416
SMO_chr7_128828974__PBRM1_chr3_52696257	437	124	428	455	1059
SMO_chr7_128828974__PDGFRA_chr4_55124932	3	490	707	1150	780
SMO_chr7_128828974__PDGFRA_chr4_55124963	23	1107	1409	2397	265
SMO_chr7_128828974__PDGFRA_chr4_55129914	446	375	663	192	219
SMO_chr7_128828974__PIK3CA_chr3_178916614	1646	716	281	4	13
SMO_chr7_128828974__PIK3CA_chr3_178919070	2	770	470	1	154
SMO_chr7_128828974__PIK3CA_chr3_178919167	245	1745	611	1009	356
SMO_chr7_128828974__PIK3R1_chr5_67522521	535	15	329	129	245
SMO_chr7_128828974__PIK3R1_chr5_67576421	211	1010	390	2	1275
SMO_chr7_128828974__PRKDC_chr8_48872683	273	44	352	1020	235
SMO_chr7_128828974__PTEN_chr10_89685297	822	1428	665	1142	131
SMO_chr7_128828974__PTEN_chr10_89711868	1562	1478	747	520	1910
SMO_chr7_128828974__RB1_chr13_48878054	719	112	321	8	231
SMO_chr7_128828974__RB1_chr13_48934148	5	471	395	156	238
SMO_chr7_128828974__ROR1_chr1_64240072	1389	851	823	1375	491
SMO_chr7_128828974__ROR1_chr1_64240089	257	5	259	7	311
SMO_chr7_128828974__ROR1_chr1_64240143	1076	135	779	609	972
SMO_chr7_128828974__RPS6KB1_chr17_57970538	342	1	460	251	2
SMO_chr7_128828974__RRM2_chr2_10262728	1062	121	327	568	70
SMO_chr7_128828974__RUNX1_chr21_36421144	3673	407	212	228	363
SMO_chr7_128828974__SETD2_chr3_47205411	281	664	591	1	976
SMO_chr7_128828974__SMAD4_chr18_48573460	1	393	159	7	838
SMO_chr7_128828974__SMARCA4_chr19_11094819	10	838	716	4	62
SMO_chr7_128828974__SMARCA4_chr19_11094851	435	194	390	353	847
SMO_chr7_128828974__SMARCB1_chr22_24133949	3	135	318	163	725
SMO_chr7_128828974__SMARCB1_chr22_24133993	312	3	260	756	86
SMO_chr7_128828974__SRC_chr20_36012562	3	5	122	2	2
SMO_chr7_128828974__SRC_chr20_36014563	450	93	88	211	610
SMO_chr7_128828974__SRC_chr20_36022600	62	259	812	1	196
SMO_chr7_128828974__TOP1_chr20_39657693	1068	59	796	5	1214
SMO_chr7_128828974__TOP1_chr20_39690055	544	1	210	2	3
SMO_chr7_128828974__TOP1_chr20_39690109	144	506	369	52	384
SMO_chr7_128828974__TP53_chr17_7578373	455	180	302	896	2
SMO_chr7_128828974__TP53_chr17_7579881	1495	246	483	544	2467
SMO_chr7_128828974__TSC1_chr9_135796748	5	517	942	179	1027
SMO_chr7_128828974__TYMS_chr18_659656	1804	307	686	621	1266
SMO_chr7_128828974__TYMS_chr18_659665	1216	182	1430	612	471
SMO_chr7_128828974__VEGFA_chr6_43742077	401	613	877	2319	2081
SMO_chr7_128828974__VHL_chr3_10183518	77	18	592	385	1210
SMO_chr7_128828974__VHL_chr3_10183791	772	185	125	663	629
SMO_chr7_128828974__WEE1_chr11_9595845	5	20	556	119	3
SMO_chr7_128845081__ABL1_chr9_133589790	277	14	372	1177	245
SMO_chr7_128845081__ABL1_chr9_133738356	226	723	1632	3380	274
SMO_chr7_128845081__ADA_chr20_43257696	9	9	120	2	169
SMO_chr7_128845081__ADA_chr20_43257769	19	122	172	489	205
SMO_chr7_128845081__AKT1_chr14_105239609	2	267	313	122	609
SMO_chr7_128845081__ALK_chr2_29541171	32	0	718	390	136
SMO_chr7_128845081__ALK_chr2_29541172	10	5	271	2	381
SMO_chr7_128845081__APC_chr5_112043408	1155	610	1113	1130	213
SMO_chr7_128845081__APC_chr5_112102023	3692	2965	2164	369	465
SMO_chr7_128845081__APC_chr5_112102933	222	5	353	3	3
SMO_chr7_128845081__ARID1A_chr1_27056286	6	2237	858	4292	394
SMO_chr7_128845081__ARID2_chr12_46123614	0	64	107	3	505
SMO_chr7_128845081__ATM_chr11_108098390	2	5	223	167	1
SMO_chr7_128845081__BCL2_chr18_60795960	540	750	637	9	209
SMO_chr7_128845081__BRAF_chr7_140508787	489	858	1005	1640	478
SMO_chr7_128845081__BRAF_chr7_140534469	1318	28	1328	591	1009
SMO_chr7_128845081__BRAF_chr7_140624501	1	355	317	158	99
SMO_chr7_128845081__BRCA1_chr17_41256141	2	926	808	6	622
SMO_chr7_128845081__BRCA1_chr17_41267735	9	25	64	471	1
SMO_chr7_128845081__BRCA1_chr17_41276018	1	426	692	488	755
SMO_chr7_128845081__BRCA2_chr13_32890586	1406	86	399	525	16
SMO_chr7_128845081__BRD4_chr19_15376361	1534	12	467	4	346
SMO_chr7_128845081__BRD4_chr19_15376403	2	3007	859	288	49
SMO_chr7_128845081__BRD4_chr19_15383894	1121	317	579	2377	223
SMO_chr7_128845081__BTK_chrX_100626613	814	334	29	2	146
SMO_chr7_128845081__CDH1_chr16_68771300	716	448	1405	482	292
SMO_chr7_128845081__CDH1_chr16_68772250	2175	253	436	848	619
SMO_chr7_128845081__CDK4_chr12_58143253	2	715	159	5	78
SMO_chr7_128845081__CDK6_chr7_92244474	40	343	397	261	185
SMO_chr7_128845081__CDK6_chr7_92462628	669	551	589	612	128
SMO_chr7_128845081__CDK9_chr9_130548409	1022	280	352	203	3
SMO_chr7_128845081__CDK9_chr9_130550235	4	203	818	1923	103
SMO_chr7_128845081__CDKN1B_chr12_12871196	3	10	764	7	2286
SMO_chr7_128845081__CHEK1_chr11_125496644	792	151	69	256	519
SMO_chr7_128845081__CHEK2_chr22_29085137	20	1458	548	942	234
SMO_chr7_128845081__CHEK2_chr22_29090029	2	610	237	3	710
SMO_chr7_128845081__DHFR_chr5_79949819	27	33	352	454	1200
SMO_chr7_128845081__DHFR_chr5_79950216	6	25	414	1179	1365
SMO_chr7_128845081__DHFR_chr5_79950217	3	470	248	470	1417
SMO_chr7_128845081__EGFR_chr7_55086962	0	63	272	1229	114
SMO_chr7_128845081__ERBB2_chr17_37868221	51	7	274	638	677
SMO_chr7_128845081__FGFR3_chr4_1795736	3	1038	211	894	158
SMO_chr7_128845081__FLT3_chr13_28636131	7	519	516	449	1162
SMO_chr7_128845081__FLT3_chr13_28636172	336	124	750	1879	403
SMO_chr7_128845081__FLT3_chr13_28674643	1431	291	664	158	601
SMO_chr7_128845081__FNTA_chr8_42911471	2	11	203	5	433
SMO_chr7_128845081__FNTA_chr8_42924781	89	1022	591	2	46
SMO_chr7_128845081__GATA3_chr10_8097612	1	282	572	248	402
SMO_chr7_128845081__GATA3_chr10_8097722	1756	2554	1358	1534	364
SMO_chr7_128845081__HDAC1_chr1_32757816	4	228	280	804	795
SMO_chr7_128845081__HDAC1_chr1_32792601	301	644	244	901	418
SMO_chr7_128845081__HDAC2_chr6_114266539	44	648	928	5	2
SMO_chr7_128845081__HDAC6_chrX_48661089	16	154	458	853	293
SMO_chr7_128845081__HDAC6_chrX_48674389	5188	986	1203	835	0
SMO_chr7_128845081__HSP90AA1_chr14_102551760	254	25	275	161	263
SMO_chr7_128845081__HSP90AA1_chr14_102552141	1	0	638	1003	549
SMO_chr7_128845081__HSP90AA1_chr14_102605736	2294	636	850	7	663
SMO_chr7_128845081__IGF1R_chr15_99192824	752	54	316	5	684
SMO_chr7_128845081__JAK2_chr9_5050721	13	1354	435	102	156
SMO_chr7_128845081__KDM5C_chrX_53241022	1379	335	1319	64	339
SMO_chr7_128845081__KDM5C_chrX_53254068	283	1907	1089	7	446
SMO_chr7_128845081__KDM6A_chrX_44732838	67	168	439	439	931
SMO_chr7_128845081__KDM6A_chrX_44820615	45	55	587	3	133
SMO_chr7_128845081__KDM6A_chrX_44820616	112	728	313	887	4
SMO_chr7_128845081__KIT_chr4_55524164	0	810	129	3	2
SMO_chr7_128845081__KIT_chr4_55524229	177	354	39	2049	258
SMO_chr7_128845081__MAP2K1_chr15_66679728	1026	1104	1479	573	555
SMO_chr7_128845081__MAP2K1_chr15_66679756	289	655	444	4	695
SMO_chr7_128845081__MLH1_chr3_37038179	49	216	772	875	3
SMO_chr7_128845081__MLH1_chr3_37045912	1851	1309	427	0	80
SMO_chr7_128845081__MSH6_chr2_48018111	1195	2641	1779	1637	1170
SMO_chr7_128845081__MTOR_chr1_11317010	26	514	519	1159	447
SMO_chr7_128845081__MTOR_chr1_11319459	400	4	291	1511	904
SMO_chr7_128845081__NF1_chr17_29483038	1	795	505	93	4
SMO_chr7_128845081__NonTargetingControlGuideForHuman0352	2046	3318	1536	1035	509
SMO_chr7_128845081__PARP1_chr1_226578249	679	2535	1280	1840	892
SMO_chr7_128845081__PARP1_chr1_226578301	3	792	229	4	2
SMO_chr7_128845081__PBRM1_chr3_52702516	304	314	205	2	7
SMO_chr7_128845081__PBRM1_chr3_52713723	100	1	344	232	2
SMO_chr7_128845081__PDGFRA_chr4_55124963	25	668	819	1594	648
SMO_chr7_128845081__PDGFRA_chr4_55129914	272	113	45	83	12
SMO_chr7_128845081__PIK3CA_chr3_178916614	36	2436	651	6	917
SMO_chr7_128845081__PIK3CA_chr3_178919167	856	324	1418	2450	433
SMO_chr7_128845081__PIK3R1_chr5_67576421	1	32	67	3	231
SMO_chr7_128845081__PRKDC_chr8_48872683	1868	549	471	2	48
SMO_chr7_128845081__PTEN_chr10_89685297	3	170	443	447	1
SMO_chr7_128845081__RB1_chr13_48878054	0	187	765	6	4
SMO_chr7_128845081__RB1_chr13_48934148	220	799	362	291	373
SMO_chr7_128845081__RB1_chr13_48936969	270	143	32	4	1
SMO_chr7_128845081__ROR1_chr1_64240089	3	704	242	358	870
SMO_chr7_128845081__ROR1_chr1_64240143	93	285	1165	19	684
SMO_chr7_128845081__RPS6KB1_chr17_57987922	1	502	231	3	553
SMO_chr7_128845081__RPS6KB1_chr17_57987949	1187	1276	1252	1575	1128
SMO_chr7_128845081__RUNX1_chr21_36252860	1	67	186	264	388
SMO_chr7_128845081__RUNX1_chr21_36421144	634	504	1127	413	231
SMO_chr7_128845081__SETD2_chr3_47142951	1331	298	219	2	319
SMO_chr7_128845081__SMARCB1_chr22_24133949	1847	524	629	700	100
SMO_chr7_128845081__SMARCB1_chr22_24133993	3	123	96	2	272
SMO_chr7_128845081__SRC_chr20_36012562	1344	259	420	3	1506
