construct_id	Hela_Trex2_CV4_d14_2_S4_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d3_1_S1_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d28_2_S6_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d14_1_S3_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d3_2_S2_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d28_1_S5_trimmed53_len_filtered_counts
SMARCB1_chr22_24133993__HSP90AA1_chr14_102551760	53	870	10	526	293	21
SMARCB1_chr22_24133993__IGF1R_chr15_99434664	99	249	0	70	324	15
SMARCB1_chr22_24133993__JAK2_chr9_5050721	87	113	0	198	143	0
SMARCB1_chr22_24133993__KDM5C_chrX_53241021	59	96	0	231	131	0
SMARCB1_chr22_24133993__KDM5C_chrX_53254068	187	997	16	418	279	98
SMARCB1_chr22_24133993__KDM6A_chrX_44820616	187	181	0	64	143	33
SMARCB1_chr22_24133993__KIT_chr4_55524164	263	279	64	309	711	5
SMARCB1_chr22_24133993__KIT_chr4_55524229	357	624	125	309	394	0
SMARCB1_chr22_24133993__KMT2D_chr12_49448161	6	100	0	103	402	0
SMARCB1_chr22_24133993__KMT2D_chr12_49448168	415	834	28	230	1425	20
SMARCB1_chr22_24133993__MAP2K1_chr15_66679728	119	465	0	265	240	0
SMARCB1_chr22_24133993__MAP2K1_chr15_66679756	210	855	197	452	505	11
SMARCB1_chr22_24133993__MAP3K1_chr5_56111382	133	56	20	20	187	0
SMARCB1_chr22_24133993__MAP3K1_chr5_56152466	407	491	13	292	784	0
SMARCB1_chr22_24133993__MET_chr7_116339123	237	164	147	405	193	0
SMARCB1_chr22_24133993__MET_chr7_116340207	97	449	0	91	253	0
SMARCB1_chr22_24133993__MLH1_chr3_37035029	25	0	0	93	21	0
SMARCB1_chr22_24133993__MLH1_chr3_37038179	528	235	291	60	349	2
SMARCB1_chr22_24133993__MLH1_chr3_37045912	1	231	39	188	529	0
SMARCB1_chr22_24133993__MSH6_chr2_48018111	267	984	212	626	766	606
SMARCB1_chr22_24133993__MSH6_chr2_48018154	574	599	0	530	806	250
SMARCB1_chr22_24133993__MTOR_chr1_11317010	174	430	32	73	438	0
SMARCB1_chr22_24133993__NF1_chr17_29422308	372	1291	97	931	1040	96
SMARCB1_chr22_24133993__NF1_chr17_29483038	379	404	0	82	342	0
SMARCB1_chr22_24133993__NF1_chr17_29483039	102	57	18	299	0	4
SMARCB1_chr22_24133993__NonTargetingControlGuideForHuman0352	555	791	59	423	730	0
SMARCB1_chr22_24133993__PARP1_chr1_226595581	227	1108	110	476	62	1
SMARCB1_chr22_24133993__PDGFRA_chr4_55124963	67	564	0	653	310	138
SMARCB1_chr22_24133993__PDGFRA_chr4_55129914	105	320	0	205	392	0
SMARCB1_chr22_24133993__PIK3CA_chr3_178916614	105	716	0	252	354	16
SMARCB1_chr22_24133993__PIK3CA_chr3_178919167	196	792	117	371	445	38
SMARCB1_chr22_24133993__PIK3R1_chr5_67522521	105	334	3	174	826	0
SMARCB1_chr22_24133993__PRKDC_chr8_48686398	419	324	1	237	171	0
SMARCB1_chr22_24133993__PRKDC_chr8_48872683	402	368	492	232	368	25
SMARCB1_chr22_24133993__PTEN_chr10_89685297	344	473	528	545	747	33
SMARCB1_chr22_24133993__RB1_chr13_48934148	0	571	11	108	158	0
SMARCB1_chr22_24133993__RB1_chr13_48936969	383	252	3	203	640	0
SMARCB1_chr22_24133993__ROR1_chr1_64240072	161	1083	233	463	1163	87
SMARCB1_chr22_24133993__ROR1_chr1_64240143	362	1223	240	430	787	1
SMARCB1_chr22_24133993__RRM2_chr2_10262957	101	108	0	83	346	0
SMARCB1_chr22_24133993__RUNX1_chr21_36421144	322	125	15	477	405	0
SMARCB1_chr22_24133993__SETD2_chr3_47142951	120	139	0	329	348	350
SMARCB1_chr22_24133993__SETD2_chr3_47142972	146	526	0	391	307	0
SMARCB1_chr22_24133993__SETD2_chr3_47205411	98	531	0	158	99	71
SMARCB1_chr22_24133993__SMAD4_chr18_48573460	25	694	0	37	227	0
SMARCB1_chr22_24133993__SMAD4_chr18_48575673	1	295	0	90	364	0
SMARCB1_chr22_24133993__SMAD4_chr18_48586241	277	370	1	96	313	0
SMARCB1_chr22_24133993__SMARCA4_chr19_11095011	559	781	170	992	961	57
SMARCB1_chr22_24133993__TOP1_chr20_39690055	0	180	0	51	232	0
SMARCB1_chr22_24133993__TSC1_chr9_135796748	216	673	0	247	259	1
SMARCB1_chr22_24133993__TSC1_chr9_135796796	397	823	0	619	99	444
SMARCB1_chr22_24133993__TYMS_chr18_657730	793	981	152	905	912	79
SMARCB1_chr22_24133993__TYMS_chr18_659665	177	485	0	544	291	300
SMARCB1_chr22_24133993__VEGFA_chr6_43738425	323	556	115	224	429	12
SMARCB1_chr22_24133993__VEGFA_chr6_43742077	201	1080	73	242	1223	70
SMARCB1_chr22_24133993__VEGFA_chr6_43742108	410	540	26	364	422	0
SMARCB1_chr22_24133993__WEE1_chr11_9595462	335	745	29	471	884	274
SMO_chr7_128828974__ABL1_chr9_133589790	1	391	0	0	0	1
SMO_chr7_128828974__ABL1_chr9_133738283	1236	522	407	871	1050	880
SMO_chr7_128828974__ABL1_chr9_133738356	1097	1321	575	807	2186	789
SMO_chr7_128828974__AKT1_chr14_105239609	527	456	221	144	752	238
SMO_chr7_128828974__AKT1_chr14_105258968	224	828	188	233	697	161
SMO_chr7_128828974__ALK_chr2_29541172	29	546	0	308	740	332
SMO_chr7_128828974__APC_chr5_112043408	2445	1754	1431	1692	1957	1557
SMO_chr7_128828974__APC_chr5_112102023	401	848	52	208	178	150
SMO_chr7_128828974__ARID1A_chr1_27022876	406	547	349	465	492	464
SMO_chr7_128828974__ARID2_chr12_46123614	568	1653	271	385	412	116
SMO_chr7_128828974__ARID2_chr12_46205318	333	576	91	578	715	212
SMO_chr7_128828974__ARID2_chr12_46254608	992	430	707	1078	902	735
SMO_chr7_128828974__BRAF_chr7_140508787	915	1097	147	446	782	268
SMO_chr7_128828974__BRCA1_chr17_41276018	133	1256	0	95	1383	2
SMO_chr7_128828974__BRD4_chr19_15376361	0	318	0	56	122	0
SMO_chr7_128828974__BRD4_chr19_15383894	0	191	0	192	286	9
SMO_chr7_128828974__BTK_chrX_100626613	357	272	126	75	203	31
SMO_chr7_128828974__CASP8_chr2_202123033	336	254	140	124	87	69
SMO_chr7_128828974__CASP8_chr2_202131404	686	529	770	584	450	1051
SMO_chr7_128828974__CDH1_chr16_68772255	19	158	1	19	107	0
SMO_chr7_128828974__CDK4_chr12_58143253	362	166	94	180	333	618
SMO_chr7_128828974__CDK4_chr12_58144705	1070	875	1201	521	1365	522
SMO_chr7_128828974__CDK6_chr7_92244474	485	345	411	167	480	201
SMO_chr7_128828974__CDK6_chr7_92252365	78	834	44	574	422	607
SMO_chr7_128828974__CDK6_chr7_92462628	104	108	7	335	263	295
SMO_chr7_128828974__CDK9_chr9_130548998	0	245	3	50	192	0
SMO_chr7_128828974__CDK9_chr9_130550235	436	621	158	157	300	17
SMO_chr7_128828974__CDKN1B_chr12_12870777	535	216	508	70	288	0
SMO_chr7_128828974__CDKN1B_chr12_12870931	451	683	338	163	540	1
SMO_chr7_128828974__CDKN1B_chr12_12871196	356	129	575	226	611	71
SMO_chr7_128828974__CHEK1_chr11_125496687	0	666	3	200	713	0
SMO_chr7_128828974__CHEK2_chr22_29130694	313	1163	0	326	751	378
SMO_chr7_128828974__DHFR_chr5_79950216	1183	1027	1742	857	1409	942
SMO_chr7_128828974__DHFR_chr5_79950217	512	669	134	139	647	209
SMO_chr7_128828974__EGFR_chr7_55086962	705	1268	319	436	1140	61
SMO_chr7_128828974__EGFR_chr7_55209986	1364	1110	897	1608	1340	1070
SMO_chr7_128828974__EGFR_chr7_55209992	442	283	44	245	78	515
SMO_chr7_128828974__ERBB2_chr17_37868221	516	423	574	618	614	850
SMO_chr7_128828974__ERBB2_chr17_37868292	343	593	80	132	573	0
SMO_chr7_128828974__FLT3_chr13_28636172	579	1290	91	1026	842	643
SMO_chr7_128828974__FLT3_chr13_28674643	862	844	522	505	591	255
SMO_chr7_128828974__FNTA_chr8_42911471	523	915	196	274	960	67
SMO_chr7_128828974__GATA3_chr10_8097612	803	1398	495	269	1586	51
SMO_chr7_128828974__GATA3_chr10_8097790	739	929	409	549	2028	586
SMO_chr7_128828974__HDAC2_chr6_114267214	355	233	222	227	506	25
SMO_chr7_128828974__HDAC2_chr6_114292056	638	658	149	302	1029	366
SMO_chr7_128828974__HDAC6_chrX_48661089	539	470	281	312	560	537
SMO_chr7_128828974__HDAC6_chrX_48661385	1114	1841	335	1168	1134	860
SMO_chr7_128828974__HSP90AA1_chr14_102552141	568	345	374	337	332	114
SMO_chr7_128828974__IGF1R_chr15_99434664	216	992	0	9	970	0
SMO_chr7_128828974__JAK2_chr9_5021970	360	405	135	296	188	411
SMO_chr7_128828974__JAK2_chr9_5050721	914	851	325	291	664	99
SMO_chr7_128828974__JAK2_chr9_5050816	1041	1278	794	206	899	350
SMO_chr7_128828974__KDM5C_chrX_53241021	172	4	0	0	161	0
SMO_chr7_128828974__KDM6A_chrX_44820615	724	235	203	459	547	675
SMO_chr7_128828974__KMT2D_chr12_49448168	1131	735	1419	963	1049	1122
SMO_chr7_128828974__KMT2D_chr12_49448468	1563	1083	1225	510	1220	335
SMO_chr7_128828974__MAP2K1_chr15_66679756	656	589	472	418	794	798
SMO_chr7_128828974__MAP3K1_chr5_56152466	465	587	575	57	305	70
SMO_chr7_128828974__MET_chr7_116340207	1058	1110	284	945	1132	388
SMO_chr7_128828974__MLH1_chr3_37035029	1002	887	1179	419	1820	667
SMO_chr7_128828974__MLH1_chr3_37045912	903	683	891	320	1026	689
SMO_chr7_128828974__MSH6_chr2_48018111	1128	723	510	481	1386	23
SMO_chr7_128828974__MSH6_chr2_48018154	496	748	175	285	806	237
SMO_chr7_128828974__MTOR_chr1_11317010	325	774	7	693	1263	100
SMO_chr7_128828974__MTOR_chr1_11317149	796	260	194	249	436	414
SMO_chr7_128828974__MTOR_chr1_11319459	140	146	249	91	507	178
SMO_chr7_128828974__NonTargetingControlGuideForHuman0352	2259	1530	2045	940	2555	926
SMO_chr7_128828974__PARP1_chr1_226595581	181	180	218	264	504	111
SMO_chr7_128828974__PBRM1_chr3_52696257	940	470	108	411	870	595
SMO_chr7_128828974__PDGFRA_chr4_55124932	926	1354	199	433	1338	274
SMO_chr7_128828974__PDGFRA_chr4_55124963	1456	1022	1166	427	1769	178
SMO_chr7_128828974__PDGFRA_chr4_55129914	408	459	411	441	1037	113
SMO_chr7_128828974__PIK3CA_chr3_178916614	299	227	0	108	752	1
SMO_chr7_128828974__PIK3CA_chr3_178919070	373	788	86	56	848	1
SMO_chr7_128828974__PIK3CA_chr3_178919167	231	869	36	307	840	422
SMO_chr7_128828974__PIK3R1_chr5_67522521	704	549	707	94	1323	52
SMO_chr7_128828974__PIK3R1_chr5_67576421	463	1388	15	465	669	106
SMO_chr7_128828974__PRKDC_chr8_48872683	1027	557	1636	624	754	175
SMO_chr7_128828974__PTEN_chr10_89685297	482	621	949	318	172	376
SMO_chr7_128828974__PTEN_chr10_89711868	1856	1009	2834	826	811	336
SMO_chr7_128828974__RB1_chr13_48878054	109	202	0	250	333	168
SMO_chr7_128828974__RB1_chr13_48934148	575	703	656	110	160	99
SMO_chr7_128828974__ROR1_chr1_64240072	1364	1455	1117	1220	1147	1813
SMO_chr7_128828974__ROR1_chr1_64240089	137	125	36	162	1	0
SMO_chr7_128828974__ROR1_chr1_64240143	633	667	581	327	1098	300
SMO_chr7_128828974__RPS6KB1_chr17_57970538	177	292	297	131	331	0
SMO_chr7_128828974__RRM2_chr2_10262728	807	713	313	569	645	520
SMO_chr7_128828974__RUNX1_chr21_36421144	258	638	15	168	403	225
SMO_chr7_128828974__SETD2_chr3_47205411	456	645	183	298	1072	95
SMO_chr7_128828974__SMAD4_chr18_48573460	354	524	360	141	442	15
SMO_chr7_128828974__SMARCA4_chr19_11094819	1003	663	652	157	876	387
SMO_chr7_128828974__SMARCA4_chr19_11094851	183	763	68	246	840	89
SMO_chr7_128828974__SMARCB1_chr22_24133949	420	919	63	393	1203	136
SMO_chr7_128828974__SMARCB1_chr22_24133993	272	571	154	130	155	0
SMO_chr7_128828974__SRC_chr20_36012562	16	320	0	67	325	241
SMO_chr7_128828974__SRC_chr20_36014563	142	131	91	523	553	693
SMO_chr7_128828974__SRC_chr20_36022600	860	1547	165	601	1041	256
SMO_chr7_128828974__TOP1_chr20_39657693	1	691	2	108	1208	0
SMO_chr7_128828974__TOP1_chr20_39690055	224	280	0	76	387	120
SMO_chr7_128828974__TOP1_chr20_39690109	436	402	189	256	544	0
SMO_chr7_128828974__TP53_chr17_7578373	396	967	686	291	937	164
SMO_chr7_128828974__TP53_chr17_7579881	232	670	242	108	594	64
SMO_chr7_128828974__TSC1_chr9_135796748	1195	922	872	230	765	51
SMO_chr7_128828974__TYMS_chr18_659656	936	900	375	571	1057	684
SMO_chr7_128828974__TYMS_chr18_659665	922	1423	822	733	1391	588
SMO_chr7_128828974__VEGFA_chr6_43742077	521	1298	13	757	1009	106
SMO_chr7_128828974__VHL_chr3_10183518	583	866	284	1252	929	1120
SMO_chr7_128828974__VHL_chr3_10183791	132	541	2	143	1312	0
SMO_chr7_128828974__WEE1_chr11_9595845	195	568	95	9	560	0
SMO_chr7_128845081__ABL1_chr9_133589790	249	338	87	143	195	614
SMO_chr7_128845081__ABL1_chr9_133738356	2036	2459	2481	558	1390	320
SMO_chr7_128845081__ADA_chr20_43257696	361	271	99	50	103	0
SMO_chr7_128845081__ADA_chr20_43257769	349	870	396	100	345	20
SMO_chr7_128845081__AKT1_chr14_105239609	370	768	0	571	416	398
SMO_chr7_128845081__ALK_chr2_29541171	84	591	33	196	646	125
SMO_chr7_128845081__ALK_chr2_29541172	379	380	93	33	733	0
SMO_chr7_128845081__APC_chr5_112043408	761	1421	144	691	1949	772
SMO_chr7_128845081__APC_chr5_112102023	438	747	265	301	582	146
SMO_chr7_128845081__APC_chr5_112102933	246	283	18	189	56	43
SMO_chr7_128845081__ARID1A_chr1_27056286	44	907	290	338	806	520
SMO_chr7_128845081__ARID2_chr12_46123614	167	105	127	118	220	362
SMO_chr7_128845081__ATM_chr11_108098390	387	162	200	51	1009	81
SMO_chr7_128845081__BCL2_chr18_60795960	204	924	63	97	497	0
SMO_chr7_128845081__BRAF_chr7_140508787	520	872	222	586	1635	1154
SMO_chr7_128845081__BRAF_chr7_140534469	412	955	742	216	706	188
SMO_chr7_128845081__BRAF_chr7_140624501	23	431	84	243	777	148
SMO_chr7_128845081__BRCA1_chr17_41256141	195	433	112	522	532	808
SMO_chr7_128845081__BRCA1_chr17_41267735	0	63	0	13	97	0
SMO_chr7_128845081__BRCA1_chr17_41276018	205	1523	0	108	421	0
SMO_chr7_128845081__BRCA2_chr13_32890586	473	442	104	324	367	52
SMO_chr7_128845081__BRD4_chr19_15376361	123	312	133	45	389	0
SMO_chr7_128845081__BRD4_chr19_15376403	195	400	239	91	84	87
SMO_chr7_128845081__BRD4_chr19_15383894	39	337	0	0	288	1
SMO_chr7_128845081__BTK_chrX_100626613	174	477	281	494	355	116
SMO_chr7_128845081__CDH1_chr16_68771300	563	1243	366	672	930	388
SMO_chr7_128845081__CDH1_chr16_68772250	514	245	1515	249	876	107
SMO_chr7_128845081__CDK4_chr12_58143253	84	445	30	131	87	0
SMO_chr7_128845081__CDK6_chr7_92244474	85	211	1	57	540	1
SMO_chr7_128845081__CDK6_chr7_92462628	814	484	1042	514	559	1676
SMO_chr7_128845081__CDK9_chr9_130548409	357	1060	245	284	1052	77
SMO_chr7_128845081__CDK9_chr9_130550235	920	586	303	215	509	359
SMO_chr7_128845081__CDKN1B_chr12_12871196	185	736	116	165	497	212
SMO_chr7_128845081__CHEK1_chr11_125496644	266	546	18	35	221	0
SMO_chr7_128845081__CHEK2_chr22_29085137	301	832	79	599	90	407
SMO_chr7_128845081__CHEK2_chr22_29090029	155	319	404	159	557	76
SMO_chr7_128845081__DHFR_chr5_79949819	441	1065	2	131	1183	465
SMO_chr7_128845081__DHFR_chr5_79950216	332	561	312	155	548	256
SMO_chr7_128845081__DHFR_chr5_79950217	339	519	336	158	463	70
SMO_chr7_128845081__EGFR_chr7_55086962	307	184	155	206	488	263
SMO_chr7_128845081__ERBB2_chr17_37868221	82	304	46	92	305	0
SMO_chr7_128845081__FGFR3_chr4_1795736	273	942	112	650	640	1212
SMO_chr7_128845081__FLT3_chr13_28636131	441	1324	257	421	728	532
SMO_chr7_128845081__FLT3_chr13_28636172	532	306	945	552	461	540
SMO_chr7_128845081__FLT3_chr13_28674643	514	807	1237	329	629	516
SMO_chr7_128845081__FNTA_chr8_42911471	0	98	0	43	99	36
SMO_chr7_128845081__FNTA_chr8_42924781	76	188	44	175	270	206
SMO_chr7_128845081__GATA3_chr10_8097612	114	555	94	186	503	126
SMO_chr7_128845081__GATA3_chr10_8097722	1227	496	490	303	1047	129
SMO_chr7_128845081__HDAC1_chr1_32757816	0	247	0	17	91	0
SMO_chr7_128845081__HDAC1_chr1_32792601	120	495	18	152	146	461
SMO_chr7_128845081__HDAC2_chr6_114266539	402	868	69	437	821	273
SMO_chr7_128845081__HDAC6_chrX_48661089	641	503	523	128	253	68
SMO_chr7_128845081__HDAC6_chrX_48674389	166	836	49	179	913	163
SMO_chr7_128845081__HSP90AA1_chr14_102551760	519	604	746	441	314	342
SMO_chr7_128845081__HSP90AA1_chr14_102552141	100	157	78	211	293	101
SMO_chr7_128845081__HSP90AA1_chr14_102605736	1129	711	914	465	848	299
SMO_chr7_128845081__IGF1R_chr15_99192824	172	466	63	49	287	0
SMO_chr7_128845081__JAK2_chr9_5050721	200	376	26	467	260	442
SMO_chr7_128845081__KDM5C_chrX_53241022	473	210	99	108	358	31
SMO_chr7_128845081__KDM5C_chrX_53254068	161	162	188	138	414	77
SMO_chr7_128845081__KDM6A_chrX_44732838	516	838	16	168	1020	137
SMO_chr7_128845081__KDM6A_chrX_44820615	130	506	709	260	390	182
SMO_chr7_128845081__KDM6A_chrX_44820616	15	352	1	35	632	44
SMO_chr7_128845081__KIT_chr4_55524164	131	152	1	0	609	0
SMO_chr7_128845081__KIT_chr4_55524229	368	281	581	212	301	17
SMO_chr7_128845081__MAP2K1_chr15_66679728	721	363	506	126	651	200
SMO_chr7_128845081__MAP2K1_chr15_66679756	100	187	34	75	385	1
SMO_chr7_128845081__MLH1_chr3_37038179	861	223	1054	25	174	1
SMO_chr7_128845081__MLH1_chr3_37045912	2	21	0	28	347	115
SMO_chr7_128845081__MSH6_chr2_48018111	545	1024	122	385	647	893
SMO_chr7_128845081__MTOR_chr1_11317010	525	616	126	142	1096	240
SMO_chr7_128845081__MTOR_chr1_11319459	735	410	166	141	305	55
SMO_chr7_128845081__NF1_chr17_29483038	42	170	165	459	243	2944
SMO_chr7_128845081__NonTargetingControlGuideForHuman0352	673	541	687	418	1097	622
SMO_chr7_128845081__PARP1_chr1_226578249	365	985	233	264	921	106
SMO_chr7_128845081__PARP1_chr1_226578301	40	34	0	42	269	0
SMO_chr7_128845081__PBRM1_chr3_52702516	143	392	185	0	264	19
SMO_chr7_128845081__PBRM1_chr3_52713723	647	466	279	160	504	175
SMO_chr7_128845081__PDGFRA_chr4_55124963	849	337	715	508	939	340
SMO_chr7_128845081__PDGFRA_chr4_55129914	93	336	55	85	223	60
SMO_chr7_128845081__PIK3CA_chr3_178916614	113	427	320	396	576	121
SMO_chr7_128845081__PIK3CA_chr3_178919167	244	766	0	376	192	264
SMO_chr7_128845081__PIK3R1_chr5_67576421	87	172	53	220	213	16
SMO_chr7_128845081__PRKDC_chr8_48872683	94	265	2	202	120	318
SMO_chr7_128845081__PTEN_chr10_89685297	385	317	273	105	446	129
SMO_chr7_128845081__RB1_chr13_48878054	466	352	872	81	224	79
SMO_chr7_128845081__RB1_chr13_48934148	162	333	1	154	753	125
SMO_chr7_128845081__RB1_chr13_48936969	734	118	194	52	108	76
SMO_chr7_128845081__ROR1_chr1_64240089	499	865	729	408	864	307
SMO_chr7_128845081__ROR1_chr1_64240143	717	595	474	197	808	53
SMO_chr7_128845081__RPS6KB1_chr17_57987922	223	794	28	56	266	35
SMO_chr7_128845081__RPS6KB1_chr17_57987949	191	783	176	535	663	88
SMO_chr7_128845081__RUNX1_chr21_36252860	393	54	319	160	359	1
SMO_chr7_128845081__RUNX1_chr21_36421144	379	158	309	413	823	245
SMO_chr7_128845081__SETD2_chr3_47142951	238	160	1	156	1168	67
SMO_chr7_128845081__SMARCB1_chr22_24133949	437	578	69	146	1072	48
SMO_chr7_128845081__SMARCB1_chr22_24133993	147	543	87	223	467	1
SMO_chr7_128845081__SRC_chr20_36012562	570	791	974	109	495	36
SMO_chr7_128845081__SRC_chr20_36014563	347	794	123	456	1058	496
SMO_chr7_128845081__TOP1_chr20_39657693	14	769	0	205	746	23
SMO_chr7_128845081__TOP1_chr20_39690055	370	135	80	306	230	222
SMO_chr7_128845081__TOP1_chr20_39690109	0	62	0	28	0	0
SMO_chr7_128845081__TP53_chr17_7578373	262	285	108	26	561	0
SMO_chr7_128845081__TSC1_chr9_135796748	1269	898	683	355	1239	349
SMO_chr7_128845081__TSC1_chr9_135796796	93	306	107	276	193	301
SMO_chr7_128845081__TYMS_chr18_657730	163	695	0	400	812	678
SMO_chr7_128845081__TYMS_chr18_659656	254	453	295	526	583	724
SMO_chr7_128845081__TYMS_chr18_659665	82	308	357	93	876	37
SMO_chr7_128845081__VHL_chr3_10183773	42	1446	1	171	958	0
SMO_chr7_128845081__VHL_chr3_10183791	117	387	0	0	732	40
SMO_chr7_128845081__WEE1_chr11_9595462	89	353	0	238	156	362
SMO_chr7_128845081__WEE1_chr11_9595542	71	9	44	0	34	0
SMO_chr7_128845117__ABL1_chr9_133738356	720	650	219	589	618	190
SMO_chr7_128845117__ADA_chr20_43257696	712	894	383	413	448	45
SMO_chr7_128845117__ADA_chr20_43257769	660	403	751	488	695	213
SMO_chr7_128845117__ADA_chr20_43280245	85	438	8	141	589	116
SMO_chr7_128845117__AKT1_chr14_105258968	261	72	1	159	0	0
SMO_chr7_128845117__ALK_chr2_29541172	22	141	0	0	75	58
SMO_chr7_128845117__ALK_chr2_30143522	235	1302	166	186	362	5
SMO_chr7_128845117__ARID1A_chr1_27056286	1	634	1	34	225	1
SMO_chr7_128845117__ARID1A_chr1_27056288	116	355	2	351	319	412
SMO_chr7_128845117__ARID2_chr12_46205318	758	166	1450	103	301	69
SMO_chr7_128845117__ARID2_chr12_46254608	758	225	2482	69	66	89
SMO_chr7_128845117__ATM_chr11_108098402	61	713	0	37	194	0
SMO_chr7_128845117__BCL2_chr18_60985877	106	321	49	281	144	96
SMO_chr7_128845117__BRAF_chr7_140624501	1	104	114	36	232	0
SMO_chr7_128845117__BRCA1_chr17_41267735	134	287	61	81	126	0
SMO_chr7_128845117__BRCA2_chr13_32914228	108	152	18	0	143	1
SMO_chr7_128845117__BRD4_chr19_15383894	0	60	1	0	73	0
SMO_chr7_128845117__BTK_chrX_100645534	302	531	305	149	847	219
SMO_chr7_128845117__CASP8_chr2_202123033	550	238	318	123	597	598
SMO_chr7_128845117__CDH1_chr16_68772250	92	268	377	301	415	65
SMO_chr7_128845117__CDK4_chr12_58143253	63	328	130	0	358	0
SMO_chr7_128845117__CDK4_chr12_58144705	37	597	0	59	178	300
SMO_chr7_128845117__CDK4_chr12_58145497	306	176	154	93	220	505
SMO_chr7_128845117__CDK6_chr7_92244474	702	994	619	797	1083	1756
SMO_chr7_128845117__CDK9_chr9_130548998	172	590	160	64	399	0
SMO_chr7_128845117__CDKN1B_chr12_12870777	665	821	345	174	96	221
SMO_chr7_128845117__CDKN1B_chr12_12870931	438	263	719	379	468	115
SMO_chr7_128845117__CDKN2A_chr9_21968726	25	435	1	306	461	78
SMO_chr7_128845117__CHEK1_chr11_125499147	7	477	0	4	428	6
SMO_chr7_128845117__CHEK2_chr22_29090029	213	497	102	155	80	125
SMO_chr7_128845117__CHEK2_chr22_29130694	838	1050	1425	404	904	578
SMO_chr7_128845117__EGFR_chr7_55086962	117	194	1	9	227	12
SMO_chr7_128845117__ERBB2_chr17_37855800	411	63	833	307	853	410
SMO_chr7_128845117__ERBB2_chr17_37868292	465	507	386	136	1018	176
SMO_chr7_128845117__FGFR2_chr10_123353328	540	570	197	240	653	267
SMO_chr7_128845117__FNTA_chr8_42911471	251	381	0	92	335	0
SMO_chr7_128845117__FNTA_chr8_42914260	18	631	1	29	683	0
SMO_chr7_128845117__FNTA_chr8_42924781	59	121	0	239	0	373
SMO_chr7_128845117__GATA3_chr10_8097612	1048	686	582	191	586	200
SMO_chr7_128845117__GATA3_chr10_8097790	693	1440	957	315	325	305
SMO_chr7_128845117__HDAC1_chr1_32792601	97	151	40	83	0	73
SMO_chr7_128845117__HDAC2_chr6_114266539	246	178	25	220	436	469
SMO_chr7_128845117__HDAC6_chrX_48661089	507	454	600	199	177	33
SMO_chr7_128845117__HDAC6_chrX_48661385	1155	1020	412	353	1549	1336
SMO_chr7_128845117__HSP90AA1_chr14_102551760	32	120	63	128	430	73
SMO_chr7_128845117__IGF1R_chr15_99434664	200	556	125	218	692	167
SMO_chr7_128845117__JAK2_chr9_5021970	1281	793	177	362	1097	142
SMO_chr7_128845117__JAK2_chr9_5050721	226	126	51	46	144	147
SMO_chr7_128845117__JAK2_chr9_5050816	61	338	258	305	182	68
SMO_chr7_128845117__KDM5C_chrX_53241021	21	10	2	68	19	44
SMO_chr7_128845117__KDM6A_chrX_44820615	285	729	255	292	190	104
SMO_chr7_128845117__KDM6A_chrX_44820616	3	587	58	256	255	661
SMO_chr7_128845117__KIT_chr4_55524164	183	1192	99	137	717	154
SMO_chr7_128845117__KIT_chr4_55524176	1210	815	559	415	1014	593
SMO_chr7_128845117__KMT2D_chr12_49448161	295	637	769	0	101	1
SMO_chr7_128845117__MAP2K1_chr15_66679721	135	400	1	395	568	90
SMO_chr7_128845117__MAP3K1_chr5_56152466	595	460	201	120	737	293
SMO_chr7_128845117__MAP3K1_chr5_56152485	1009	1028	1444	303	1085	405
SMO_chr7_128845117__MET_chr7_116339123	160	1284	47	638	517	850
SMO_chr7_128845117__MLH1_chr3_37038179	468	984	865	181	407	32
SMO_chr7_128845117__MSH6_chr2_48010356	212	295	113	25	0	0
SMO_chr7_128845117__MSH6_chr2_48018111	428	964	265	123	377	220
SMO_chr7_128845117__MTOR_chr1_11317010	0	739	0	128	856	0
SMO_chr7_128845117__MTOR_chr1_11319459	432	672	51	112	1051	37
SMO_chr7_128845117__NF1_chr17_29422308	373	637	165	627	787	986
SMO_chr7_128845117__NonTargetingControlGuideForHuman0362	70	291	555	9	687	4
SMO_chr7_128845117__NonTargetingControlGuideForHuman0412	495	488	995	122	615	0
SMO_chr7_128845117__PARP1_chr1_226578249	1262	577	603	419	806	367
SMO_chr7_128845117__PARP1_chr1_226595581	41	304	204	110	375	0
SMO_chr7_128845117__PBRM1_chr3_52696257	412	276	90	296	299	261
SMO_chr7_128845117__PBRM1_chr3_52713723	103	97	226	23	161	0
SMO_chr7_128845117__PIK3CA_chr3_178916614	159	140	296	170	508	198
SMO_chr7_128845117__PIK3CA_chr3_178919070	370	503	144	283	672	340
SMO_chr7_128845117__PIK3R1_chr5_67522521	903	269	1861	235	314	137
SMO_chr7_128845117__PIK3R1_chr5_67576410	185	333	219	57	275	29
SMO_chr7_128845117__PIK3R1_chr5_67576421	0	354	0	0	332	0
SMO_chr7_128845117__PRKDC_chr8_48686398	188	418	0	355	1005	891
SMO_chr7_128845117__PRKDC_chr8_48686781	733	1218	1090	403	1906	68
