construct_id	ln229_cas9trex2B_t0_S5_trimmed53_len_filtered_counts	ln229_cas9B_t0_S3_trimmed53_len_filtered_counts	ln229_cas9trex2A_t0_S4_trimmed53_len_filtered_counts	ln229_cas9A_t0_S2_trimmed53_len_filtered_counts	ln229_parent_t0_S1_trimmed53_len_filtered_counts
TSC1_chr9_135796748__ATM_chr11_108098390	696	2	962	1595	0
TSC1_chr9_135796748__BCL2_chr18_60795960	775	3	1	566	3
TSC1_chr9_135796748__BCL2_chr18_60985877	498	575	0	2	2
TSC1_chr9_135796748__BRAF_chr7_140508787	301	1577	39	144	3
TSC1_chr9_135796748__BRCA1_chr17_41276018	172	5	230	0	2
TSC1_chr9_135796748__BRCA2_chr13_32912006	3	2	297	2	1
TSC1_chr9_135796748__BRCA2_chr13_32914228	427	15	0	1	1
TSC1_chr9_135796748__BRD4_chr19_15383894	745	741	360	2	985
TSC1_chr9_135796748__BTK_chrX_100645534	262	1025	514	352	6
TSC1_chr9_135796748__CASP8_chr2_202123033	43	0	293	0	0
TSC1_chr9_135796748__CASP8_chr2_202131404	0	4	199	4	5
TSC1_chr9_135796748__CASP8_chr2_202134297	31	952	1	746	5
TSC1_chr9_135796748__CDH1_chr16_68772250	2133	9481	383	3052	1
TSC1_chr9_135796748__CDH1_chr16_68772255	0	0	0	68	1605
TSC1_chr9_135796748__CDK4_chr12_58144705	946	1	1581	46	4187
TSC1_chr9_135796748__CDK4_chr12_58145497	1225	5331	62	1272	141
TSC1_chr9_135796748__CDKN1B_chr12_12870777	599	2262	1328	5662	926
TSC1_chr9_135796748__CDKN1B_chr12_12870931	151	2	0	171	1
TSC1_chr9_135796748__CDKN1B_chr12_12871196	312	3	367	100	2
TSC1_chr9_135796748__CDKN2A_chr9_21968726	87	1396	485	1	2
TSC1_chr9_135796748__CDKN2A_chr9_21971100	628	3	244	502	2
TSC1_chr9_135796748__CHEK1_chr11_125496687	213	241	119	894	363
TSC1_chr9_135796748__CHEK2_chr22_29090029	310	1	0	2	0
TSC1_chr9_135796748__CHEK2_chr22_29130694	3	3	0	728	6
TSC1_chr9_135796748__DHFR_chr5_79950216	463	2826	1018	607	4
TSC1_chr9_135796748__EGFR_chr7_55209986	1427	5	2	606	3
TSC1_chr9_135796748__EGFR_chr7_55209992	0	3	1	0	363
TSC1_chr9_135796748__ERBB2_chr17_37868292	28	6	0	116	3
TSC1_chr9_135796748__FGFR2_chr10_123353328	0	3	2	1	0
TSC1_chr9_135796748__FGFR3_chr4_1795655	31	2	2	0	4
TSC1_chr9_135796748__FLT3_chr13_28636131	28	2	1	0	2
TSC1_chr9_135796748__FLT3_chr13_28674643	548	447	61	1	3
TSC1_chr9_135796748__FNTA_chr8_42911471	103	733	574	3	0
TSC1_chr9_135796748__FNTA_chr8_42914260	908	4194	0	1362	2
TSC1_chr9_135796748__FNTA_chr8_42924781	287	4	0	3	3
TSC1_chr9_135796748__GATA3_chr10_8097722	348	4413	757	184	4
TSC1_chr9_135796748__HDAC1_chr1_32757816	534	1445	459	3212	4
TSC1_chr9_135796748__HDAC1_chr1_32792637	80	2975	424	999	4
TSC1_chr9_135796748__HDAC2_chr6_114266539	134	849	420	1058	1
TSC1_chr9_135796748__HDAC2_chr6_114267214	929	5	0	1555	0
TSC1_chr9_135796748__HDAC6_chrX_48661385	172	1490	1	468	1
TSC1_chr9_135796748__HSP90AA1_chr14_102605736	637	1	481	2	2
TSC1_chr9_135796748__IGF1R_chr15_99434807	2	1406	0	2	0
TSC1_chr9_135796748__JAK2_chr9_5050721	865	5	172	1077	1935
TSC1_chr9_135796748__JAK2_chr9_5050816	315	1	311	3842	1
TSC1_chr9_135796748__KDM5C_chrX_53241021	925	10706	28	708	916
TSC1_chr9_135796748__KDM5C_chrX_53241022	1139	1922	299	3	1
TSC1_chr9_135796748__KDM6A_chrX_44820615	0	1419	0	3	2
TSC1_chr9_135796748__KDM6A_chrX_44820616	325	0	98	36	1
TSC1_chr9_135796748__KIT_chr4_55524176	1059	0	88	3426	3
TSC1_chr9_135796748__KIT_chr4_55524229	913	2	642	2266	344
TSC1_chr9_135796748__KMT2D_chr12_49448161	0	4	1	1	0
TSC1_chr9_135796748__MAP2K1_chr15_66679721	2	4	13	0	1
TSC1_chr9_135796748__MAP2K1_chr15_66679756	566	818	390	1009	1
TSC1_chr9_135796748__MAP3K1_chr5_56111382	8	1	112	4017	2769
TSC1_chr9_135796748__MAP3K1_chr5_56152466	359	1105	0	2	3
TSC1_chr9_135796748__MAP3K1_chr5_56152485	16	6	0	2	1095
TSC1_chr9_135796748__MET_chr7_116340188	2	2	0	0	6
TSC1_chr9_135796748__MET_chr7_116340207	317	2	0	0	0
TSC1_chr9_135796748__MLH1_chr3_37045912	165	459	0	1	0
TSC1_chr9_135796748__MSH6_chr2_48010356	287	0	0	0	4
TSC1_chr9_135796748__MSH6_chr2_48018154	45	2	0	1	0
TSC1_chr9_135796748__NF1_chr17_29422308	312	1	939	99	4620
TSC1_chr9_135796748__NF1_chr17_29483038	1416	1387	0	2	2
TSC1_chr9_135796748__NonTargetingControlGuideForHuman0362	102	6651	54	6	4
TSC1_chr9_135796748__NonTargetingControlGuideForHuman0412	191	1	406	3703	6
TSC1_chr9_135796748__PARP1_chr1_226578301	606	2012	732	1	2
TSC1_chr9_135796748__PARP1_chr1_226595581	426	52	274	0	1
TSC1_chr9_135796748__PBRM1_chr3_52696257	614	2	385	2	1
TSC1_chr9_135796748__PBRM1_chr3_52702516	727	3	1	0	3
TSC1_chr9_135796748__PDGFRA_chr4_55124932	55	2	95	1347	2
TSC1_chr9_135796748__PIK3CA_chr3_178916614	258	4893	90	4454	4374
TSC1_chr9_135796748__PRKDC_chr8_48872683	387	1125	121	2187	6
TSC1_chr9_135796748__RB1_chr13_48878054	3	1	38	98	1
TSC1_chr9_135796748__ROR1_chr1_64240072	1495	2377	710	245	3423
TSC1_chr9_135796748__ROR1_chr1_64240089	227	9303	0	3	6
TSC1_chr9_135796748__RPS6KB1_chr17_57987922	1	657	180	1	4
TSC1_chr9_135796748__RRM2_chr2_10262728	0	0	0	0	5
TSC1_chr9_135796748__RRM2_chr2_10262957	535	1389	110	0	2
TSC1_chr9_135796748__RUNX1_chr21_36252902	1037	5147	509	865	1686
TSC1_chr9_135796748__SETD2_chr3_47142972	252	1	976	1	846
TSC1_chr9_135796748__SETD2_chr3_47205411	85	3	380	0	13
TSC1_chr9_135796748__SMAD4_chr18_48573460	462	0	0	1	1
TSC1_chr9_135796748__SMARCA4_chr19_11094819	61	1660	197	1596	1616
TSC1_chr9_135796748__SMARCA4_chr19_11094851	453	2	0	509	2096
TSC1_chr9_135796748__SMARCA4_chr19_11095011	0	10	299	1150	11
TSC1_chr9_135796748__SMARCB1_chr22_24129339	1004	0	0	0	1
TSC1_chr9_135796748__SMO_chr7_128845117	373	1	276	46	0
TSC1_chr9_135796748__SRC_chr20_36012562	495	1	1	1	1
TSC1_chr9_135796748__TOP1_chr20_39657693	1	6	0	1939	6890
TSC1_chr9_135796748__TP53_chr17_7578373	310	2	0	0	1
TSC1_chr9_135796748__TP53_chr17_7579881	63	78	816	4	466
TSC1_chr9_135796748__TYMS_chr18_659656	1	2	0	274	1
TSC1_chr9_135796748__TYMS_chr18_659665	824	5	1	2	4186
TSC1_chr9_135796748__VHL_chr3_10183518	336	6234	426	9	3
TSC1_chr9_135796748__WEE1_chr11_9595845	241	1	1	3	5
TSC1_chr9_135796796__ABL1_chr9_133589790	870	0	0	0	708
TSC1_chr9_135796796__ABL1_chr9_133738283	430	250	408	1	1
TSC1_chr9_135796796__ADA_chr20_43257696	8	1	2	0	1
TSC1_chr9_135796796__ADA_chr20_43257769	1205	479	0	0	2
TSC1_chr9_135796796__AKT1_chr14_105239609	1	4	1	2	2055
TSC1_chr9_135796796__AKT1_chr14_105239686	814	137	2	1	2
TSC1_chr9_135796796__AKT1_chr14_105258968	0	1	0	3	83
TSC1_chr9_135796796__ALK_chr2_29541171	531	0	387	1	0
TSC1_chr9_135796796__ALK_chr2_29541172	2	0	0	2	0
TSC1_chr9_135796796__ALK_chr2_30143522	303	4	0	0	0
TSC1_chr9_135796796__APC_chr5_112102023	265	1	0	490	1
TSC1_chr9_135796796__ARID2_chr12_46123614	0	0	0	1	0
TSC1_chr9_135796796__ARID2_chr12_46205318	685	3379	29	2	3
TSC1_chr9_135796796__ATM_chr11_108098350	299	0	0	1	2
TSC1_chr9_135796796__ATM_chr11_108098402	2	0	0	0	1042
TSC1_chr9_135796796__BCL2_chr18_60795945	1307	2	3	99	222
TSC1_chr9_135796796__BCL2_chr18_60985877	114	1	0	0	3
TSC1_chr9_135796796__BRCA2_chr13_32912006	659	2	2	1112	0
TSC1_chr9_135796796__BRD4_chr19_15376361	276	6402	1	1717	5
TSC1_chr9_135796796__BRD4_chr19_15376403	712	887	346	0	4
TSC1_chr9_135796796__BRD4_chr19_15383894	1216	39	513	1219	4
TSC1_chr9_135796796__BTK_chrX_100645534	114	3	963	1461	4
TSC1_chr9_135796796__CASP8_chr2_202134297	155	0	505	2	1
TSC1_chr9_135796796__CDH1_chr16_68771300	1604	10221	63	9	5930
TSC1_chr9_135796796__CDH1_chr16_68772250	582	5	0	1956	1
TSC1_chr9_135796796__CDH1_chr16_68772255	90	1	0	1	0
TSC1_chr9_135796796__CDK4_chr12_58143253	1	1	80	2	1179
TSC1_chr9_135796796__CDK4_chr12_58144705	570	230	1	1	0
TSC1_chr9_135796796__CDK6_chr7_92252365	792	1	328	9	1864
TSC1_chr9_135796796__CDK6_chr7_92462628	885	1	0	1	2
TSC1_chr9_135796796__CDK9_chr9_130548998	738	0	0	352	4
TSC1_chr9_135796796__CDK9_chr9_130550235	870	0	2	0	3
TSC1_chr9_135796796__CDKN1B_chr12_12870777	211	1	0	0	3
TSC1_chr9_135796796__CDKN2A_chr9_21968726	3	0	15	0	2
TSC1_chr9_135796796__CHEK1_chr11_125496687	1	0	1178	1	3
TSC1_chr9_135796796__CHEK1_chr11_125499147	0	1	0	0	1
TSC1_chr9_135796796__CHEK2_chr22_29090029	0	2	0	0	0
TSC1_chr9_135796796__DHFR_chr5_79950216	641	1	322	3996	2729
TSC1_chr9_135796796__EGFR_chr7_55209986	597	0	411	1	3
TSC1_chr9_135796796__ERBB2_chr17_37868292	70	2	104	245	0
TSC1_chr9_135796796__FGFR2_chr10_123298118	652	65	94	0	1
TSC1_chr9_135796796__FGFR2_chr10_123298215	10	0	52	2	1
TSC1_chr9_135796796__FGFR2_chr10_123353328	341	7	903	2	2
TSC1_chr9_135796796__FGFR3_chr4_1795655	0	1	785	5	2835
TSC1_chr9_135796796__FGFR3_chr4_1795735	1494	5	623	105	2
TSC1_chr9_135796796__FLT3_chr13_28636131	32	0	0	0	0
TSC1_chr9_135796796__FNTA_chr8_42911471	143	3	638	0	1
TSC1_chr9_135796796__FNTA_chr8_42914260	0	2	0	0	2
TSC1_chr9_135796796__FNTA_chr8_42924781	2	1223	630	2	1
TSC1_chr9_135796796__HDAC1_chr1_32757816	568	0	0	6	4
TSC1_chr9_135796796__HDAC1_chr1_32792601	1	1	0	1067	1
TSC1_chr9_135796796__HDAC1_chr1_32792637	473	2	11	2775	0
TSC1_chr9_135796796__HDAC2_chr6_114266539	123	155	197	2	0
TSC1_chr9_135796796__HDAC2_chr6_114267214	205	0	2	0	0
TSC1_chr9_135796796__HDAC2_chr6_114292056	81	0	0	338	1
TSC1_chr9_135796796__HSP90AA1_chr14_102605736	375	2	0	1256	3
TSC1_chr9_135796796__IGF1R_chr15_99434807	984	1	0	1	1
TSC1_chr9_135796796__JAK2_chr9_5021970	20	1	0	186	1
TSC1_chr9_135796796__JAK2_chr9_5050816	18	4	2	17	4981
TSC1_chr9_135796796__KDM5C_chrX_53241021	445	2	156	671	897
TSC1_chr9_135796796__KDM5C_chrX_53241022	1640	2	1179	2	0
TSC1_chr9_135796796__KDM6A_chrX_44820615	1	0	5	0	2
TSC1_chr9_135796796__KDM6A_chrX_44820616	1310	3	732	296	58
TSC1_chr9_135796796__KIT_chr4_55524176	322	0	2	2	3
TSC1_chr9_135796796__KMT2D_chr12_49448161	601	591	260	2	0
TSC1_chr9_135796796__KMT2D_chr12_49448168	797	1710	582	6	2
TSC1_chr9_135796796__KMT2D_chr12_49448468	486	7	1	2054	4
TSC1_chr9_135796796__MAP2K1_chr15_66679756	100	0	55	0	2
TSC1_chr9_135796796__MAP3K1_chr5_56111382	0	0	234	0	0
TSC1_chr9_135796796__MAP3K1_chr5_56152466	340	1	0	1689	3
TSC1_chr9_135796796__MAP3K1_chr5_56152485	1704	3347	1163	700	3
TSC1_chr9_135796796__MET_chr7_116340188	1071	4	535	3398	5
TSC1_chr9_135796796__MET_chr7_116340207	1	1	225	750	1
TSC1_chr9_135796796__MLH1_chr3_37035029	68	3304	12	3058	5
TSC1_chr9_135796796__MLH1_chr3_37045912	354	4	227	1	2642
TSC1_chr9_135796796__MSH6_chr2_48010356	0	1	540	0	2
TSC1_chr9_135796796__NF1_chr17_29422308	1869	2656	490	1627	2063
TSC1_chr9_135796796__NF1_chr17_29483038	2467	3	715	1	0
TSC1_chr9_135796796__NonTargetingControlGuideForHuman0352	468	0	994	1	1
TSC1_chr9_135796796__PARP1_chr1_226578301	139	1	374	2298	0
TSC1_chr9_135796796__PBRM1_chr3_52696257	734	1	524	0	1
TSC1_chr9_135796796__PDGFRA_chr4_55124963	42	292	1100	616	2
TSC1_chr9_135796796__PIK3CA_chr3_178919167	102	3	0	286	1
TSC1_chr9_135796796__PIK3R1_chr5_67522521	376	4	360	1	0
TSC1_chr9_135796796__PIK3R1_chr5_67576410	25	6371	0	4	0
TSC1_chr9_135796796__PRKDC_chr8_48686398	238	1	0	3	2008
TSC1_chr9_135796796__PTEN_chr10_89653786	168	0	2	3	4
TSC1_chr9_135796796__PTEN_chr10_89711868	6	0	0	1	4
TSC1_chr9_135796796__RB1_chr13_48934148	0	1239	0	3	0
TSC1_chr9_135796796__RB1_chr13_48936969	579	2	62	1935	0
TSC1_chr9_135796796__ROR1_chr1_64240072	1	2073	0	3	981
TSC1_chr9_135796796__ROR1_chr1_64240089	1130	478	1158	1130	0
TSC1_chr9_135796796__RPS6KB1_chr17_57970538	461	1062	3	2	1
TSC1_chr9_135796796__RRM2_chr2_10262728	923	1	262	2	108
TSC1_chr9_135796796__RUNX1_chr21_36252860	334	119	345	0	1278
TSC1_chr9_135796796__RUNX1_chr21_36252902	199	3	594	6	6766
TSC1_chr9_135796796__RUNX1_chr21_36421144	1188	2924	324	6	4
TSC1_chr9_135796796__SETD2_chr3_47142972	5	0	0	4050	4
TSC1_chr9_135796796__SETD2_chr3_47205411	447	1275	219	0	0
TSC1_chr9_135796796__SMAD4_chr18_48575673	0	1	10	0	2
TSC1_chr9_135796796__SMAD4_chr18_48586241	0	3	1	2	1
TSC1_chr9_135796796__SMARCB1_chr22_24129339	2	1	0	0	0
TSC1_chr9_135796796__SMARCB1_chr22_24133949	194	0	1264	2085	5
TSC1_chr9_135796796__SMO_chr7_128828974	38	1	335	1152	286
TSC1_chr9_135796796__TOP1_chr20_39657693	203	2069	0	80	4
TSC1_chr9_135796796__TOP1_chr20_39690109	248	2	230	1015	0
TSC1_chr9_135796796__TYMS_chr18_657730	334	447	570	159	3
TSC1_chr9_135796796__VEGFA_chr6_43738425	357	7258	1179	10	2
TSC1_chr9_135796796__VEGFA_chr6_43742108	804	1	0	1	2739
TSC1_chr9_135796796__VHL_chr3_10183791	213	1	0	0	3
TSC1_chr9_135796796__WEE1_chr11_9595845	710	1	1684	5	1
TSC1_chr9_135804256__ABL1_chr9_133738283	65	1	55	255	1
TSC1_chr9_135804256__ABL1_chr9_133738356	143	2080	124	1143	25
TSC1_chr9_135804256__ADA_chr20_43257696	1136	2	0	2196	1477
TSC1_chr9_135804256__AKT1_chr14_105239686	1	1	443	1704	3
TSC1_chr9_135804256__AKT1_chr14_105258968	836	1	339	10	4374
TSC1_chr9_135804256__ALK_chr2_30143522	642	3	950	25	1060
TSC1_chr9_135804256__APC_chr5_112043408	530	3	573	595	399
TSC1_chr9_135804256__ARID1A_chr1_27022876	536	2	420	1360	4
TSC1_chr9_135804256__ARID1A_chr1_27056286	375	1	1	1131	1
TSC1_chr9_135804256__ARID2_chr12_46254608	114	1191	3	1	2
TSC1_chr9_135804256__ATM_chr11_108098350	7	1	0	19	3
TSC1_chr9_135804256__ATM_chr11_108098390	132	970	7	164	1
TSC1_chr9_135804256__ATM_chr11_108098402	0	1	510	3	0
TSC1_chr9_135804256__BRAF_chr7_140534469	705	1087	0	1	0
TSC1_chr9_135804256__BRCA1_chr17_41256141	320	3811	0	977	3
TSC1_chr9_135804256__BRCA1_chr17_41276018	16	878	0	0	1
TSC1_chr9_135804256__BRCA2_chr13_32890586	194	1	0	0	462
TSC1_chr9_135804256__BRD4_chr19_15376361	0	2	880	0	1
TSC1_chr9_135804256__BTK_chrX_100626613	734	1366	487	2	2
TSC1_chr9_135804256__BTK_chrX_100629565	0	491	46	1	0
TSC1_chr9_135804256__BTK_chrX_100645534	572	5033	280	2	4
TSC1_chr9_135804256__CASP8_chr2_202123033	4	89	0	3	3
TSC1_chr9_135804256__CASP8_chr2_202134297	81	36	160	571	1
TSC1_chr9_135804256__CDH1_chr16_68771300	818	2	192	1	4
TSC1_chr9_135804256__CDH1_chr16_68772250	420	2057	1	1650	3
TSC1_chr9_135804256__CDH1_chr16_68772255	322	0	0	583	1
TSC1_chr9_135804256__CDK4_chr12_58144705	1211	4	121	1246	2138
TSC1_chr9_135804256__CDK4_chr12_58145497	0	0	0	0	1
TSC1_chr9_135804256__CDK6_chr7_92244474	123	4	1	1695	3
TSC1_chr9_135804256__CDK6_chr7_92252365	298	0	1156	1	1
TSC1_chr9_135804256__CDK6_chr7_92462628	83	6	456	5	2734
TSC1_chr9_135804256__CDK9_chr9_130548409	292	4	121	1	390
TSC1_chr9_135804256__CDK9_chr9_130548998	10	4203	2	3	2
TSC1_chr9_135804256__CDK9_chr9_130550235	190	2	0	1	1
TSC1_chr9_135804256__CDKN1B_chr12_12870777	230	0	0	1	0
TSC1_chr9_135804256__CDKN1B_chr12_12870931	3	2	3	2327	1
TSC1_chr9_135804256__CDKN1B_chr12_12871196	374	2	538	2	963
TSC1_chr9_135804256__CHEK1_chr11_125496644	32	0	7	1	4
TSC1_chr9_135804256__CHEK1_chr11_125496687	386	3	1	1	5
TSC1_chr9_135804256__CHEK1_chr11_125499147	670	0	73	3	4
TSC1_chr9_135804256__CHEK2_chr22_29085137	952	0	180	1	3
TSC1_chr9_135804256__DHFR_chr5_79950217	917	466	834	3	1115
TSC1_chr9_135804256__ERBB2_chr17_37855800	680	1932	408	3	7
TSC1_chr9_135804256__ERBB2_chr17_37868221	534	1	2	413	983
TSC1_chr9_135804256__FGFR2_chr10_123298215	204	1	56	3068	1
TSC1_chr9_135804256__FGFR3_chr4_1795655	366	368	1	2	2233
TSC1_chr9_135804256__FGFR3_chr4_1795735	441	1503	1	3	427
TSC1_chr9_135804256__FLT3_chr13_28636172	7	1	200	0	2
TSC1_chr9_135804256__FLT3_chr13_28674643	859	3	0	2291	130
TSC1_chr9_135804256__GATA3_chr10_8097790	235	0	301	82	915
TSC1_chr9_135804256__HDAC2_chr6_114292056	3	2	1213	296	4
TSC1_chr9_135804256__HDAC6_chrX_48661089	478	1	285	1	3
TSC1_chr9_135804256__HDAC6_chrX_48661385	1367	5160	0	150	3
TSC1_chr9_135804256__HDAC6_chrX_48674389	158	1	773	1	1043
TSC1_chr9_135804256__HSP90AA1_chr14_102551760	4	0	0	1	1
TSC1_chr9_135804256__IGF1R_chr15_99192824	783	1	0	1043	0
TSC1_chr9_135804256__IGF1R_chr15_99434664	339	0	2	419	6
TSC1_chr9_135804256__JAK2_chr9_5021970	691	2	1	5	4770
TSC1_chr9_135804256__KDM6A_chrX_44732838	1093	1	2	3	1
TSC1_chr9_135804256__KDM6A_chrX_44820616	33	3	1	0	1
TSC1_chr9_135804256__KIT_chr4_55524164	1118	82	1	2	569
TSC1_chr9_135804256__KMT2D_chr12_49448168	1	9	964	126	4
TSC1_chr9_135804256__KMT2D_chr12_49448468	132	543	787	941	5
TSC1_chr9_135804256__MAP2K1_chr15_66679756	525	394	0	3	3969
TSC1_chr9_135804256__MAP3K1_chr5_56152466	17	3	470	71	2431
TSC1_chr9_135804256__MET_chr7_116340188	1	0	994	247	2
TSC1_chr9_135804256__MET_chr7_116340207	49	35	0	0	2
TSC1_chr9_135804256__MLH1_chr3_37035029	290	1	102	2	7
TSC1_chr9_135804256__MLH1_chr3_37038179	298	10126	57	176	1822
TSC1_chr9_135804256__MLH1_chr3_37045912	368	1	478	6	166
TSC1_chr9_135804256__MSH6_chr2_48010356	86	0	0	1	1
TSC1_chr9_135804256__MSH6_chr2_48018111	206	1654	95	2382	2
TSC1_chr9_135804256__MTOR_chr1_11317010	244	2	1	0	1
TSC1_chr9_135804256__MTOR_chr1_11319459	1	3	0	129	2
TSC1_chr9_135804256__NF1_chr17_29483039	852	0	1	3	0
TSC1_chr9_135804256__NonTargetingControlGuideForHuman0362	244	4	0	1220	187
TSC1_chr9_135804256__NonTargetingControlGuideForHuman0412	47	1	467	2	4053
TSC1_chr9_135804256__PARP1_chr1_226578249	82	0	204	1022	360
TSC1_chr9_135804256__PARP1_chr1_226595581	46	0	412	1503	596
TSC1_chr9_135804256__PDGFRA_chr4_55124963	323	435	0	1332	2059
TSC1_chr9_135804256__PDGFRA_chr4_55129914	1074	1	356	13	5
TSC1_chr9_135804256__PIK3CA_chr3_178919070	44	1	0	1	3
TSC1_chr9_135804256__PIK3R1_chr5_67576410	260	0	3	1	1
TSC1_chr9_135804256__PIK3R1_chr5_67576421	483	2	0	1	94
TSC1_chr9_135804256__PTEN_chr10_89653786	73	1	1	1	620
TSC1_chr9_135804256__PTEN_chr10_89685297	843	1	618	2	541
TSC1_chr9_135804256__ROR1_chr1_64240143	485	3	68	3857	5
TSC1_chr9_135804256__RPS6KB1_chr17_57987949	840	6	849	1	5
TSC1_chr9_135804256__RUNX1_chr21_36252860	92	0	512	1	13
TSC1_chr9_135804256__RUNX1_chr21_36252902	155	1	0	0	0
TSC1_chr9_135804256__RUNX1_chr21_36421144	1	5562	0	8	1
TSC1_chr9_135804256__SETD2_chr3_47142951	3	103	329	1	0
TSC1_chr9_135804256__SETD2_chr3_47205411	574	634	94	1	0
TSC1_chr9_135804256__SMAD4_chr18_48573460	482	2	1	0	1
TSC1_chr9_135804256__SMAD4_chr18_48575673	3	627	261	1	1
TSC1_chr9_135804256__SMAD4_chr18_48586241	462	0	182	0	0
TSC1_chr9_135804256__SMARCA4_chr19_11095011	1115	872	0	2379	8
TSC1_chr9_135804256__SMARCB1_chr22_24129339	1295	319	706	2137	2
TSC1_chr9_135804256__SMARCB1_chr22_24133993	115	0	447	3	238
TSC1_chr9_135804256__SMO_chr7_128828974	375	760	0	2	2
TSC1_chr9_135804256__SMO_chr7_128845081	537	1	0	0	1
TSC1_chr9_135804256__SRC_chr20_36014563	156	848	126	2	3
TSC1_chr9_135804256__SRC_chr20_36022600	296	499	3	1	1
TSC1_chr9_135804256__TOP1_chr20_39690109	311	69	1	1	1
TSC1_chr9_135804256__TP53_chr17_7577537	799	2	30	206	954
TSC1_chr9_135804256__TP53_chr17_7579881	647	2	235	2	1
TSC1_chr9_135804256__TYMS_chr18_657730	1820	1	562	201	556
TSC1_chr9_135804256__TYMS_chr18_659656	10	643	0	0	3
TSC1_chr9_135804256__VEGFA_chr6_43738425	45	2	150	1	1
TSC1_chr9_135804256__VHL_chr3_10183773	1659	456	1312	2914	3
TSC1_chr9_135804256__VHL_chr3_10183791	366	3355	276	5	1
TSC1_chr9_135804256__WEE1_chr11_9595462	1444	2	418	2	2
TSC1_chr9_135804256__WEE1_chr11_9595542	750	1	26	66	2
TYMS_chr18_657730__ABL1_chr9_133589790	19	5	8	2	1
TYMS_chr18_657730__ADA_chr20_43280245	469	2	358	252	7
TYMS_chr18_657730__AKT1_chr14_105258968	703	6	1	5	1578
TYMS_chr18_657730__ALK_chr2_29541172	177	0	0	0	2
TYMS_chr18_657730__APC_chr5_112102933	27	2	113	394	1
TYMS_chr18_657730__ARID2_chr12_46205318	422	1	1	5	56
TYMS_chr18_657730__ATM_chr11_108098350	549	4	2365	4	2599
TYMS_chr18_657730__ATM_chr11_108098390	375	2906	249	2	3
TYMS_chr18_657730__BCL2_chr18_60795945	354	0	0	2	1
TYMS_chr18_657730__BCL2_chr18_60795960	726	7	488	300	3515
TYMS_chr18_657730__BCL2_chr18_60985877	3	95	746	220	5341
TYMS_chr18_657730__BRAF_chr7_140508787	1685	1769	904	2220	8
TYMS_chr18_657730__BRAF_chr7_140534469	864	7877	1357	22	6
TYMS_chr18_657730__BRAF_chr7_140624501	18	2	347	481	1
TYMS_chr18_657730__BRCA2_chr13_32912006	253	4	1	2	3
TYMS_chr18_657730__BRCA2_chr13_32914228	32	0	0	2676	1
TYMS_chr18_657730__BTK_chrX_100629565	875	263	310	1142	4507
TYMS_chr18_657730__BTK_chrX_100645534	142	2340	413	2	3
TYMS_chr18_657730__CASP8_chr2_202123033	577	8305	1	6	4
TYMS_chr18_657730__CASP8_chr2_202131404	417	1381	264	4	5
TYMS_chr18_657730__CDH1_chr16_68772255	5	1138	0	1	1
TYMS_chr18_657730__CDK4_chr12_58144705	236	2	1	4216	3
TYMS_chr18_657730__CDK4_chr12_58145497	176	66	451	1203	898
TYMS_chr18_657730__CDK6_chr7_92244474	202	5927	64	274	1
TYMS_chr18_657730__CDK6_chr7_92462628	168	4	21	9	916
TYMS_chr18_657730__CDK9_chr9_130550235	522	0	1042	86	2003
TYMS_chr18_657730__CDKN1B_chr12_12870777	1006	504	231	189	1924
TYMS_chr18_657730__CDKN1B_chr12_12871196	1057	3	549	3715	1
TYMS_chr18_657730__CDKN2A_chr9_21968726	372	4	0	561	1
TYMS_chr18_657730__CDKN2A_chr9_21971100	388	3	50	1350	3648
TYMS_chr18_657730__CDKN2A_chr9_21994327	299	8	316	4	1
TYMS_chr18_657730__CHEK1_chr11_125496687	2049	3	33	19	1
TYMS_chr18_657730__DHFR_chr5_79949819	688	1	0	160	4
TYMS_chr18_657730__EGFR_chr7_55086962	33	37	153	4921	4
TYMS_chr18_657730__EGFR_chr7_55209986	533	1309	226	7	62
TYMS_chr18_657730__EGFR_chr7_55209992	6	307	1	1	5
TYMS_chr18_657730__ERBB2_chr17_37868292	1039	0	0	1	3
TYMS_chr18_657730__FGFR2_chr10_123353328	514	613	690	24	0
TYMS_chr18_657730__FGFR3_chr4_1795736	555	805	1	155	1
TYMS_chr18_657730__FLT3_chr13_28636131	1363	3	29	2	2
TYMS_chr18_657730__FLT3_chr13_28636172	371	4	45	5	4
TYMS_chr18_657730__FLT3_chr13_28674643	680	2221	196	15	3511
TYMS_chr18_657730__FNTA_chr8_42911471	219	3	44	2941	1
TYMS_chr18_657730__FNTA_chr8_42914260	198	922	81	3	1152
TYMS_chr18_657730__FNTA_chr8_42924781	253	5	0	1	3841
TYMS_chr18_657730__GATA3_chr10_8097612	728	6150	0	932	5
TYMS_chr18_657730__GATA3_chr10_8097722	673	2464	94	5	3703
TYMS_chr18_657730__GATA3_chr10_8097790	246	3	1	2038	203
TYMS_chr18_657730__HDAC1_chr1_32757816	0	8	0	3	4
TYMS_chr18_657730__HDAC1_chr1_32792637	1705	161	73	1	3
TYMS_chr18_657730__HDAC2_chr6_114292056	74	194	618	1	955
TYMS_chr18_657730__HSP90AA1_chr14_102552141	1245	33	25	6	5
TYMS_chr18_657730__HSP90AA1_chr14_102605736	1480	1047	138	5	4790
TYMS_chr18_657730__IGF1R_chr15_99434807	1270	4	226	203	2830
