construct_id	RuCTAt14_S6_trimmed53_len_filtered_counts	RuCTBt14_S7_trimmed53_len_filtered_counts
PIK3CA_chr3_178919167__FGFR3_chr4_1795655	300	22
PIK3CA_chr3_178919167__FGFR3_chr4_1795735	66	58
PIK3CA_chr3_178919167__FGFR3_chr4_1795736	9	42
PIK3CA_chr3_178919167__FLT3_chr13_28636131	110	18
PIK3CA_chr3_178919167__FNTA_chr8_42911471	41	39
PIK3CA_chr3_178919167__FNTA_chr8_42914260	39	85
PIK3CA_chr3_178919167__FNTA_chr8_42924781	4	25
PIK3CA_chr3_178919167__GATA3_chr10_8097612	52	234
PIK3CA_chr3_178919167__GATA3_chr10_8097722	701	391
PIK3CA_chr3_178919167__HDAC1_chr1_32757816	19	439
PIK3CA_chr3_178919167__HDAC1_chr1_32792637	1489	263
PIK3CA_chr3_178919167__HDAC2_chr6_114266539	535	119
PIK3CA_chr3_178919167__HDAC2_chr6_114267214	82	435
PIK3CA_chr3_178919167__HDAC6_chrX_48661089	17	25
PIK3CA_chr3_178919167__HDAC6_chrX_48661385	1114	642
PIK3CA_chr3_178919167__HDAC6_chrX_48674389	431	76
PIK3CA_chr3_178919167__IGF1R_chr15_99434664	26	185
PIK3CA_chr3_178919167__IGF1R_chr15_99434807	330	73
PIK3CA_chr3_178919167__JAK2_chr9_5050816	337	24
PIK3CA_chr3_178919167__KDM5C_chrX_53241021	102	6
PIK3CA_chr3_178919167__KDM5C_chrX_53254068	20	968
PIK3CA_chr3_178919167__KDM6A_chrX_44820615	18	282
PIK3CA_chr3_178919167__KDM6A_chrX_44820616	208	94
PIK3CA_chr3_178919167__KIT_chr4_55524164	587	316
PIK3CA_chr3_178919167__KMT2D_chr12_49448168	74	204
PIK3CA_chr3_178919167__KMT2D_chr12_49448468	562	89
PIK3CA_chr3_178919167__MAP2K1_chr15_66679728	327	706
PIK3CA_chr3_178919167__MAP3K1_chr5_56111382	187	116
PIK3CA_chr3_178919167__MAP3K1_chr5_56152466	188	31
PIK3CA_chr3_178919167__MET_chr7_116340207	14	71
PIK3CA_chr3_178919167__MLH1_chr3_37038179	1115	1503
PIK3CA_chr3_178919167__MSH6_chr2_48018154	40	153
PIK3CA_chr3_178919167__MTOR_chr1_11317010	10	260
PIK3CA_chr3_178919167__NF1_chr17_29422308	879	177
PIK3CA_chr3_178919167__NF1_chr17_29483038	30	459
PIK3CA_chr3_178919167__NF1_chr17_29483039	122	113
PIK3CA_chr3_178919167__NonTargetingControlGuideForHuman0362	256	560
PIK3CA_chr3_178919167__NonTargetingControlGuideForHuman0412	410	43
PIK3CA_chr3_178919167__PARP1_chr1_226578301	479	323
PIK3CA_chr3_178919167__PARP1_chr1_226595581	424	25
PIK3CA_chr3_178919167__PBRM1_chr3_52696257	4	168
PIK3CA_chr3_178919167__PBRM1_chr3_52713723	150	17
PIK3CA_chr3_178919167__PDGFRA_chr4_55124932	270	199
PIK3CA_chr3_178919167__PDGFRA_chr4_55124963	103	383
PIK3CA_chr3_178919167__PDGFRA_chr4_55129914	370	1181
PIK3CA_chr3_178919167__PRKDC_chr8_48686398	359	31
PIK3CA_chr3_178919167__PTEN_chr10_89653786	49	34
PIK3CA_chr3_178919167__PTEN_chr10_89685297	98	107
PIK3CA_chr3_178919167__PTEN_chr10_89711868	201	83
PIK3CA_chr3_178919167__RB1_chr13_48878054	56	29
PIK3CA_chr3_178919167__RB1_chr13_48934148	255	94
PIK3CA_chr3_178919167__ROR1_chr1_64240072	76	437
PIK3CA_chr3_178919167__RPS6KB1_chr17_57970538	47	237
PIK3CA_chr3_178919167__RPS6KB1_chr17_57987922	6	98
PIK3CA_chr3_178919167__RPS6KB1_chr17_57987949	544	82
PIK3CA_chr3_178919167__RRM2_chr2_10262940	728	356
PIK3CA_chr3_178919167__RUNX1_chr21_36252860	18	141
PIK3CA_chr3_178919167__RUNX1_chr21_36252902	385	18
PIK3CA_chr3_178919167__RUNX1_chr21_36421144	33	383
PIK3CA_chr3_178919167__SETD2_chr3_47205411	12	28
PIK3CA_chr3_178919167__SMAD4_chr18_48575673	15	415
PIK3CA_chr3_178919167__SMARCB1_chr22_24133949	15	190
PIK3CA_chr3_178919167__SMO_chr7_128845117	46	17
PIK3CA_chr3_178919167__SRC_chr20_36022600	146	299
PIK3CA_chr3_178919167__TOP1_chr20_39657693	16	35
PIK3CA_chr3_178919167__TOP1_chr20_39690055	2	10
PIK3CA_chr3_178919167__TOP1_chr20_39690109	184	13
PIK3CA_chr3_178919167__TP53_chr17_7577537	461	536
PIK3CA_chr3_178919167__TSC1_chr9_135796748	52	95
PIK3CA_chr3_178919167__TSC1_chr9_135804256	288	32
PIK3CA_chr3_178919167__TYMS_chr18_657730	567	189
PIK3CA_chr3_178919167__TYMS_chr18_659665	539	139
PIK3CA_chr3_178919167__VEGFA_chr6_43738425	16	18
PIK3CA_chr3_178919167__VEGFA_chr6_43742077	428	332
PIK3CA_chr3_178919167__WEE1_chr11_9595462	60	169
PIK3R1_chr5_67522521__ABL1_chr9_133589790	231	22
PIK3R1_chr5_67522521__ABL1_chr9_133738356	83	227
PIK3R1_chr5_67522521__ADA_chr20_43257696	958	242
PIK3R1_chr5_67522521__AKT1_chr14_105239686	31	662
PIK3R1_chr5_67522521__AKT1_chr14_105258968	117	87
PIK3R1_chr5_67522521__ALK_chr2_29541171	141	84
PIK3R1_chr5_67522521__ALK_chr2_29541172	1133	53
PIK3R1_chr5_67522521__ALK_chr2_30143522	415	30
PIK3R1_chr5_67522521__APC_chr5_112102023	4	13
PIK3R1_chr5_67522521__ARID1A_chr1_27022876	90	61
PIK3R1_chr5_67522521__ARID1A_chr1_27056286	223	184
PIK3R1_chr5_67522521__ARID1A_chr1_27056288	486	80
PIK3R1_chr5_67522521__ARID2_chr12_46123614	3	22
PIK3R1_chr5_67522521__ARID2_chr12_46205318	95	28
PIK3R1_chr5_67522521__ARID2_chr12_46254608	297	21
PIK3R1_chr5_67522521__BCL2_chr18_60795945	8	20
PIK3R1_chr5_67522521__BRAF_chr7_140508787	26	526
PIK3R1_chr5_67522521__BRAF_chr7_140624501	85	18
PIK3R1_chr5_67522521__BRCA1_chr17_41276018	52	125
PIK3R1_chr5_67522521__BRCA2_chr13_32890586	7	61
PIK3R1_chr5_67522521__BRCA2_chr13_32912006	156	812
PIK3R1_chr5_67522521__BRD4_chr19_15376361	6	158
PIK3R1_chr5_67522521__BRD4_chr19_15383894	559	122
PIK3R1_chr5_67522521__BTK_chrX_100626613	14	21
PIK3R1_chr5_67522521__BTK_chrX_100645534	11	33
PIK3R1_chr5_67522521__CASP8_chr2_202123033	96	146
PIK3R1_chr5_67522521__CASP8_chr2_202131404	109	131
PIK3R1_chr5_67522521__CDH1_chr16_68771300	391	120
PIK3R1_chr5_67522521__CDH1_chr16_68772250	174	15
PIK3R1_chr5_67522521__CDH1_chr16_68772255	61	6
PIK3R1_chr5_67522521__CDK4_chr12_58143253	1005	101
PIK3R1_chr5_67522521__CDK4_chr12_58144705	313	576
PIK3R1_chr5_67522521__CDK6_chr7_92252365	367	448
PIK3R1_chr5_67522521__CDK9_chr9_130548998	3	110
PIK3R1_chr5_67522521__CDK9_chr9_130550235	44	31
PIK3R1_chr5_67522521__CDKN1B_chr12_12870777	183	37
PIK3R1_chr5_67522521__CDKN2A_chr9_21968726	103	237
PIK3R1_chr5_67522521__CHEK1_chr11_125496644	81	332
PIK3R1_chr5_67522521__CHEK1_chr11_125496687	2	140
PIK3R1_chr5_67522521__CHEK1_chr11_125499147	11	410
PIK3R1_chr5_67522521__CHEK2_chr22_29085137	209	602
PIK3R1_chr5_67522521__CHEK2_chr22_29090029	323	32
PIK3R1_chr5_67522521__DHFR_chr5_79949819	95	28
PIK3R1_chr5_67522521__DHFR_chr5_79950216	575	190
PIK3R1_chr5_67522521__DHFR_chr5_79950217	1098	25
PIK3R1_chr5_67522521__EGFR_chr7_55209986	439	89
PIK3R1_chr5_67522521__EGFR_chr7_55209992	24	196
PIK3R1_chr5_67522521__ERBB2_chr17_37868221	13	50
PIK3R1_chr5_67522521__FGFR2_chr10_123353328	10	162
PIK3R1_chr5_67522521__FGFR3_chr4_1795655	21	98
PIK3R1_chr5_67522521__FGFR3_chr4_1795735	456	47
PIK3R1_chr5_67522521__FLT3_chr13_28636131	269	289
PIK3R1_chr5_67522521__FNTA_chr8_42911471	4	21
PIK3R1_chr5_67522521__FNTA_chr8_42914260	2	6
PIK3R1_chr5_67522521__FNTA_chr8_42924781	107	146
PIK3R1_chr5_67522521__GATA3_chr10_8097722	392	134
PIK3R1_chr5_67522521__HDAC1_chr1_32757816	75	106
PIK3R1_chr5_67522521__HDAC1_chr1_32792601	458	544
PIK3R1_chr5_67522521__HDAC1_chr1_32792637	14	506
PIK3R1_chr5_67522521__HDAC2_chr6_114267214	159	241
PIK3R1_chr5_67522521__HDAC6_chrX_48661089	578	75
PIK3R1_chr5_67522521__HDAC6_chrX_48661385	26	1787
PIK3R1_chr5_67522521__JAK2_chr9_5050721	146	564
PIK3R1_chr5_67522521__JAK2_chr9_5050816	133	45
PIK3R1_chr5_67522521__KDM5C_chrX_53241021	41	3
PIK3R1_chr5_67522521__KDM5C_chrX_53254068	408	271
PIK3R1_chr5_67522521__KDM6A_chrX_44820615	324	22
PIK3R1_chr5_67522521__KDM6A_chrX_44820616	96	18
PIK3R1_chr5_67522521__KMT2D_chr12_49448168	832	259
PIK3R1_chr5_67522521__KMT2D_chr12_49448468	153	128
PIK3R1_chr5_67522521__MAP2K1_chr15_66679756	180	20
PIK3R1_chr5_67522521__MAP3K1_chr5_56111382	212	190
PIK3R1_chr5_67522521__MET_chr7_116340188	171	370
PIK3R1_chr5_67522521__MET_chr7_116340207	401	81
PIK3R1_chr5_67522521__MLH1_chr3_37045912	31	249
PIK3R1_chr5_67522521__MSH6_chr2_48010356	74	198
PIK3R1_chr5_67522521__MSH6_chr2_48018154	11	46
PIK3R1_chr5_67522521__NF1_chr17_29422308	255	262
PIK3R1_chr5_67522521__NonTargetingControlGuideForHuman0352	701	47
PIK3R1_chr5_67522521__PARP1_chr1_226578301	72	55
PIK3R1_chr5_67522521__PBRM1_chr3_52702516	1449	359
PIK3R1_chr5_67522521__PDGFRA_chr4_55124963	24	1882
PIK3R1_chr5_67522521__PIK3CA_chr3_178916614	22	170
PIK3R1_chr5_67522521__PIK3CA_chr3_178919167	10	70
PIK3R1_chr5_67522521__PRKDC_chr8_48686398	226	17
PIK3R1_chr5_67522521__PRKDC_chr8_48872683	44	257
PIK3R1_chr5_67522521__PTEN_chr10_89653786	80	25
PIK3R1_chr5_67522521__PTEN_chr10_89685297	700	227
PIK3R1_chr5_67522521__PTEN_chr10_89711868	57	25
PIK3R1_chr5_67522521__ROR1_chr1_64240072	161	472
PIK3R1_chr5_67522521__ROR1_chr1_64240089	14	27
PIK3R1_chr5_67522521__ROR1_chr1_64240143	22	215
PIK3R1_chr5_67522521__RPS6KB1_chr17_57970538	7	19
PIK3R1_chr5_67522521__RPS6KB1_chr17_57987949	318	198
PIK3R1_chr5_67522521__RRM2_chr2_10262940	12	37
PIK3R1_chr5_67522521__RUNX1_chr21_36252902	227	16
PIK3R1_chr5_67522521__RUNX1_chr21_36421144	12	12
PIK3R1_chr5_67522521__SETD2_chr3_47205411	56	101
PIK3R1_chr5_67522521__SMAD4_chr18_48575673	142	250
PIK3R1_chr5_67522521__SMAD4_chr18_48586241	11	17
PIK3R1_chr5_67522521__SMARCA4_chr19_11094819	101	296
PIK3R1_chr5_67522521__SMARCB1_chr22_24129339	9	38
PIK3R1_chr5_67522521__SMO_chr7_128845081	108	174
PIK3R1_chr5_67522521__SRC_chr20_36012562	118	404
PIK3R1_chr5_67522521__SRC_chr20_36014563	584	71
PIK3R1_chr5_67522521__TOP1_chr20_39657693	37	17
PIK3R1_chr5_67522521__TOP1_chr20_39690109	2	5
PIK3R1_chr5_67522521__TP53_chr17_7577537	20	678
PIK3R1_chr5_67522521__TSC1_chr9_135796748	18	32
PIK3R1_chr5_67522521__TSC1_chr9_135804256	105	1462
PIK3R1_chr5_67522521__TYMS_chr18_659656	614	22
PIK3R1_chr5_67522521__VEGFA_chr6_43738425	7	103
PIK3R1_chr5_67522521__VEGFA_chr6_43742108	229	477
PIK3R1_chr5_67522521__VHL_chr3_10183773	30	14
PIK3R1_chr5_67522521__WEE1_chr11_9595462	364	1061
PIK3R1_chr5_67522521__WEE1_chr11_9595542	82	310
PIK3R1_chr5_67576410__ABL1_chr9_133738283	11	36
PIK3R1_chr5_67576410__ADA_chr20_43257769	678	28
PIK3R1_chr5_67576410__ADA_chr20_43280245	13	29
PIK3R1_chr5_67576410__AKT1_chr14_105239609	72	422
PIK3R1_chr5_67576410__AKT1_chr14_105258968	10	379
PIK3R1_chr5_67576410__ALK_chr2_29541171	59	15
PIK3R1_chr5_67576410__ALK_chr2_29541172	13	32
PIK3R1_chr5_67576410__APC_chr5_112043408	363	781
PIK3R1_chr5_67576410__APC_chr5_112102023	7	20
PIK3R1_chr5_67576410__APC_chr5_112102933	600	550
PIK3R1_chr5_67576410__ARID1A_chr1_27022876	180	86
PIK3R1_chr5_67576410__ARID2_chr12_46123614	1399	126
PIK3R1_chr5_67576410__ARID2_chr12_46205318	154	181
PIK3R1_chr5_67576410__ATM_chr11_108098350	6	28
PIK3R1_chr5_67576410__ATM_chr11_108098390	6	24
PIK3R1_chr5_67576410__BCL2_chr18_60795945	95	123
PIK3R1_chr5_67576410__BRAF_chr7_140508787	301	840
PIK3R1_chr5_67576410__BRCA1_chr17_41256141	29	166
PIK3R1_chr5_67576410__BRCA2_chr13_32912006	377	47
PIK3R1_chr5_67576410__BRCA2_chr13_32914228	12	18
PIK3R1_chr5_67576410__BRD4_chr19_15376403	432	116
PIK3R1_chr5_67576410__BRD4_chr19_15383894	8	14
PIK3R1_chr5_67576410__BTK_chrX_100629565	62	12
PIK3R1_chr5_67576410__CASP8_chr2_202123033	778	612
PIK3R1_chr5_67576410__CDH1_chr16_68772250	12	23
PIK3R1_chr5_67576410__CDH1_chr16_68772255	10	130
PIK3R1_chr5_67576410__CDK4_chr12_58144705	70	24
PIK3R1_chr5_67576410__CDK4_chr12_58145497	12	353
PIK3R1_chr5_67576410__CDK6_chr7_92462628	96	29
PIK3R1_chr5_67576410__CDK9_chr9_130548998	96	11
PIK3R1_chr5_67576410__CDK9_chr9_130550235	707	80
PIK3R1_chr5_67576410__CDKN1B_chr12_12870777	234	201
PIK3R1_chr5_67576410__CDKN1B_chr12_12871196	147	25
PIK3R1_chr5_67576410__CDKN2A_chr9_21968726	97	56
PIK3R1_chr5_67576410__CDKN2A_chr9_21971100	507	398
PIK3R1_chr5_67576410__CHEK1_chr11_125496687	4	6
PIK3R1_chr5_67576410__DHFR_chr5_79949819	331	253
PIK3R1_chr5_67576410__DHFR_chr5_79950216	13	1627
PIK3R1_chr5_67576410__EGFR_chr7_55086962	552	94
PIK3R1_chr5_67576410__EGFR_chr7_55209986	168	37
PIK3R1_chr5_67576410__EGFR_chr7_55209992	5	19
PIK3R1_chr5_67576410__ERBB2_chr17_37868221	722	78
PIK3R1_chr5_67576410__ERBB2_chr17_37868292	479	181
PIK3R1_chr5_67576410__FGFR2_chr10_123298118	287	91
PIK3R1_chr5_67576410__FGFR2_chr10_123353328	150	15
PIK3R1_chr5_67576410__FGFR3_chr4_1795736	27	116
PIK3R1_chr5_67576410__FLT3_chr13_28636131	104	27
PIK3R1_chr5_67576410__FLT3_chr13_28674643	1654	130
PIK3R1_chr5_67576410__GATA3_chr10_8097612	15	152
PIK3R1_chr5_67576410__GATA3_chr10_8097722	28	66
PIK3R1_chr5_67576410__HDAC1_chr1_32792601	6	166
PIK3R1_chr5_67576410__HDAC2_chr6_114266539	15	239
PIK3R1_chr5_67576410__HDAC2_chr6_114292056	71	63
PIK3R1_chr5_67576410__HDAC6_chrX_48674389	31	1262
PIK3R1_chr5_67576410__HSP90AA1_chr14_102551760	12	26
PIK3R1_chr5_67576410__HSP90AA1_chr14_102552141	117	24
PIK3R1_chr5_67576410__IGF1R_chr15_99434664	10	101
PIK3R1_chr5_67576410__IGF1R_chr15_99434807	15	26
PIK3R1_chr5_67576410__KDM5C_chrX_53241021	114	145
PIK3R1_chr5_67576410__KDM5C_chrX_53254068	24	21
PIK3R1_chr5_67576410__KDM6A_chrX_44732838	520	38
PIK3R1_chr5_67576410__KDM6A_chrX_44820615	471	21
PIK3R1_chr5_67576410__KIT_chr4_55524176	4	385
PIK3R1_chr5_67576410__KIT_chr4_55524229	7	75
PIK3R1_chr5_67576410__MAP2K1_chr15_66679721	58	95
PIK3R1_chr5_67576410__MAP3K1_chr5_56111382	4	7
PIK3R1_chr5_67576410__MET_chr7_116339123	8	14
PIK3R1_chr5_67576410__MLH1_chr3_37035029	41	27
PIK3R1_chr5_67576410__MLH1_chr3_37045912	293	435
PIK3R1_chr5_67576410__MSH6_chr2_48018154	729	11
PIK3R1_chr5_67576410__MTOR_chr1_11317149	221	213
PIK3R1_chr5_67576410__MTOR_chr1_11319459	240	41
PIK3R1_chr5_67576410__NF1_chr17_29422308	683	172
PIK3R1_chr5_67576410__NonTargetingControlGuideForHuman0352	148	807
PIK3R1_chr5_67576410__PARP1_chr1_226578301	860	186
PIK3R1_chr5_67576410__PBRM1_chr3_52696257	10	18
PIK3R1_chr5_67576410__PBRM1_chr3_52702516	73	25
PIK3R1_chr5_67576410__PDGFRA_chr4_55124932	1248	1520
PIK3R1_chr5_67576410__PIK3CA_chr3_178916614	141	163
PIK3R1_chr5_67576410__PIK3CA_chr3_178919167	322	174
PIK3R1_chr5_67576410__PRKDC_chr8_48686781	1022	198
PIK3R1_chr5_67576410__PTEN_chr10_89685297	6	15
PIK3R1_chr5_67576410__PTEN_chr10_89711868	288	1491
PIK3R1_chr5_67576410__RB1_chr13_48934148	9	20
PIK3R1_chr5_67576410__ROR1_chr1_64240072	75	288
PIK3R1_chr5_67576410__ROR1_chr1_64240089	106	26
PIK3R1_chr5_67576410__ROR1_chr1_64240143	151	1976
PIK3R1_chr5_67576410__RPS6KB1_chr17_57970538	8	115
PIK3R1_chr5_67576410__RPS6KB1_chr17_57987949	15	54
PIK3R1_chr5_67576410__RUNX1_chr21_36252860	290	174
PIK3R1_chr5_67576410__SETD2_chr3_47142951	5	10
PIK3R1_chr5_67576410__SETD2_chr3_47142972	5	237
PIK3R1_chr5_67576410__SMAD4_chr18_48573460	167	30
PIK3R1_chr5_67576410__SMAD4_chr18_48586241	17	11
PIK3R1_chr5_67576410__SMARCA4_chr19_11095011	800	431
PIK3R1_chr5_67576410__SMARCB1_chr22_24129339	14	30
PIK3R1_chr5_67576410__SMARCB1_chr22_24133993	153	13
PIK3R1_chr5_67576410__SMO_chr7_128828974	522	73
PIK3R1_chr5_67576410__SMO_chr7_128845081	103	19
PIK3R1_chr5_67576410__SRC_chr20_36012562	4	33
PIK3R1_chr5_67576410__SRC_chr20_36022600	214	800
PIK3R1_chr5_67576410__TOP1_chr20_39690055	5	11
PIK3R1_chr5_67576410__TP53_chr17_7578373	849	31
PIK3R1_chr5_67576410__TP53_chr17_7579881	726	232
PIK3R1_chr5_67576410__TSC1_chr9_135796748	552	1183
PIK3R1_chr5_67576410__TYMS_chr18_657730	762	287
PIK3R1_chr5_67576410__TYMS_chr18_659656	159	45
PIK3R1_chr5_67576410__TYMS_chr18_659665	247	132
PIK3R1_chr5_67576410__VEGFA_chr6_43742108	7	28
PIK3R1_chr5_67576410__VHL_chr3_10183518	114	33
PIK3R1_chr5_67576410__VHL_chr3_10183791	65	9
PIK3R1_chr5_67576410__WEE1_chr11_9595542	6	153
PIK3R1_chr5_67576410__WEE1_chr11_9595845	38	9
PIK3R1_chr5_67576421__ABL1_chr9_133738356	210	29
PIK3R1_chr5_67576421__ADA_chr20_43257696	43	36
PIK3R1_chr5_67576421__ADA_chr20_43280245	203	22
PIK3R1_chr5_67576421__AKT1_chr14_105239686	449	42
PIK3R1_chr5_67576421__AKT1_chr14_105258968	38	56
PIK3R1_chr5_67576421__ALK_chr2_29541171	3	13
PIK3R1_chr5_67576421__ALK_chr2_30143522	11	74
PIK3R1_chr5_67576421__APC_chr5_112102023	52	12
PIK3R1_chr5_67576421__APC_chr5_112102933	8	172
PIK3R1_chr5_67576421__ARID1A_chr1_27056286	471	21
PIK3R1_chr5_67576421__ARID1A_chr1_27056288	150	19
PIK3R1_chr5_67576421__ATM_chr11_108098390	5	18
PIK3R1_chr5_67576421__ATM_chr11_108098402	4	150
PIK3R1_chr5_67576421__BCL2_chr18_60795945	8	137
PIK3R1_chr5_67576421__BCL2_chr18_60985877	6	9
PIK3R1_chr5_67576421__BRAF_chr7_140508787	99	410
PIK3R1_chr5_67576421__BRAF_chr7_140624501	1	15
PIK3R1_chr5_67576421__BRCA1_chr17_41256141	5	15
PIK3R1_chr5_67576421__BRCA1_chr17_41267735	2	53
PIK3R1_chr5_67576421__BRCA2_chr13_32890586	218	65
PIK3R1_chr5_67576421__BRCA2_chr13_32912006	289	140
PIK3R1_chr5_67576421__BRCA2_chr13_32914228	73	2
PIK3R1_chr5_67576421__BRD4_chr19_15376361	1	98
PIK3R1_chr5_67576421__BRD4_chr19_15376403	11	54
PIK3R1_chr5_67576421__BRD4_chr19_15383894	143	49
PIK3R1_chr5_67576421__BTK_chrX_100629565	251	22
PIK3R1_chr5_67576421__BTK_chrX_100645534	9	186
PIK3R1_chr5_67576421__CASP8_chr2_202123033	40	98
PIK3R1_chr5_67576421__CASP8_chr2_202134297	48	305
PIK3R1_chr5_67576421__CDK6_chr7_92244474	12	31
PIK3R1_chr5_67576421__CDK6_chr7_92252365	13	18
PIK3R1_chr5_67576421__CDK9_chr9_130548998	4	0
PIK3R1_chr5_67576421__CDKN2A_chr9_21968726	15	344
PIK3R1_chr5_67576421__CDKN2A_chr9_21971100	104	148
PIK3R1_chr5_67576421__CDKN2A_chr9_21994327	5	396
PIK3R1_chr5_67576421__DHFR_chr5_79950216	10	60
PIK3R1_chr5_67576421__DHFR_chr5_79950217	146	18
PIK3R1_chr5_67576421__EGFR_chr7_55086962	283	13
PIK3R1_chr5_67576421__EGFR_chr7_55209992	105	9
PIK3R1_chr5_67576421__FGFR2_chr10_123353328	7	16
PIK3R1_chr5_67576421__FGFR3_chr4_1795735	201	209
PIK3R1_chr5_67576421__FGFR3_chr4_1795736	5	20
PIK3R1_chr5_67576421__FLT3_chr13_28636131	1364	87
PIK3R1_chr5_67576421__FNTA_chr8_42914260	1	357
PIK3R1_chr5_67576421__FNTA_chr8_42924781	58	14
PIK3R1_chr5_67576421__GATA3_chr10_8097722	2	43
PIK3R1_chr5_67576421__GATA3_chr10_8097790	413	210
PIK3R1_chr5_67576421__HDAC1_chr1_32792601	197	56
PIK3R1_chr5_67576421__HDAC1_chr1_32792637	7	22
PIK3R1_chr5_67576421__HDAC2_chr6_114267214	5	19
PIK3R1_chr5_67576421__HDAC2_chr6_114292056	8	15
PIK3R1_chr5_67576421__HSP90AA1_chr14_102552141	7	338
PIK3R1_chr5_67576421__HSP90AA1_chr14_102605736	19	167
PIK3R1_chr5_67576421__IGF1R_chr15_99192824	617	11
PIK3R1_chr5_67576421__JAK2_chr9_5021970	39	417
PIK3R1_chr5_67576421__JAK2_chr9_5050816	386	15
PIK3R1_chr5_67576421__KDM5C_chrX_53254068	34	48
PIK3R1_chr5_67576421__KDM6A_chrX_44732838	26	15
PIK3R1_chr5_67576421__KDM6A_chrX_44820615	6	20
PIK3R1_chr5_67576421__KMT2D_chr12_49448468	407	136
PIK3R1_chr5_67576421__MAP2K1_chr15_66679721	659	348
PIK3R1_chr5_67576421__MAP2K1_chr15_66679728	0	85
PIK3R1_chr5_67576421__MLH1_chr3_37035029	133	251
PIK3R1_chr5_67576421__MLH1_chr3_37038179	38	368
PIK3R1_chr5_67576421__MSH6_chr2_48018111	95	390
PIK3R1_chr5_67576421__MTOR_chr1_11317010	680	17
PIK3R1_chr5_67576421__MTOR_chr1_11317149	36	246
PIK3R1_chr5_67576421__NF1_chr17_29422308	284	100
PIK3R1_chr5_67576421__NF1_chr17_29483038	67	10
PIK3R1_chr5_67576421__NonTargetingControlGuideForHuman0352	107	114
PIK3R1_chr5_67576421__PARP1_chr1_226578249	110	1624
PIK3R1_chr5_67576421__PBRM1_chr3_52696257	10	86
PIK3R1_chr5_67576421__PBRM1_chr3_52702516	75	125
PIK3R1_chr5_67576421__PDGFRA_chr4_55124932	8	25
PIK3R1_chr5_67576421__PDGFRA_chr4_55124963	8	548
PIK3R1_chr5_67576421__PIK3CA_chr3_178919167	269	36
PIK3R1_chr5_67576421__PRKDC_chr8_48686398	8	18
PIK3R1_chr5_67576421__PRKDC_chr8_48872683	334	28
PIK3R1_chr5_67576421__PTEN_chr10_89653786	5	48
PIK3R1_chr5_67576421__PTEN_chr10_89711868	70	216
PIK3R1_chr5_67576421__RB1_chr13_48936969	12	22
PIK3R1_chr5_67576421__ROR1_chr1_64240089	302	136
PIK3R1_chr5_67576421__ROR1_chr1_64240143	100	41
PIK3R1_chr5_67576421__RPS6KB1_chr17_57970538	30	276
PIK3R1_chr5_67576421__RRM2_chr2_10262728	4	9
PIK3R1_chr5_67576421__RRM2_chr2_10262957	4	7
PIK3R1_chr5_67576421__RUNX1_chr21_36252902	233	30
PIK3R1_chr5_67576421__SETD2_chr3_47142951	18	47
PIK3R1_chr5_67576421__SMAD4_chr18_48575673	13	12
PIK3R1_chr5_67576421__SMAD4_chr18_48586241	9	11
PIK3R1_chr5_67576421__SMARCA4_chr19_11094851	427	25
PIK3R1_chr5_67576421__SMARCA4_chr19_11095011	18	231
PIK3R1_chr5_67576421__SMARCB1_chr22_24129339	183	11
PIK3R1_chr5_67576421__SMARCB1_chr22_24133993	0	9
PIK3R1_chr5_67576421__SRC_chr20_36012562	173	125
PIK3R1_chr5_67576421__SRC_chr20_36022600	589	329
PIK3R1_chr5_67576421__TOP1_chr20_39690055	4	8
PIK3R1_chr5_67576421__TOP1_chr20_39690109	0	8
PIK3R1_chr5_67576421__TP53_chr17_7577537	9	362
PIK3R1_chr5_67576421__TSC1_chr9_135796748	161	121
PIK3R1_chr5_67576421__TSC1_chr9_135796796	8	18
PIK3R1_chr5_67576421__TYMS_chr18_657730	134	94
PIK3R1_chr5_67576421__TYMS_chr18_659656	6	15
PIK3R1_chr5_67576421__TYMS_chr18_659665	8	652
PIK3R1_chr5_67576421__VEGFA_chr6_43738425	15	192
PIK3R1_chr5_67576421__VEGFA_chr6_43742077	14	26
PIK3R1_chr5_67576421__VHL_chr3_10183518	204	1074
PIK3R1_chr5_67576421__WEE1_chr11_9595462	16	230
PIK3R1_chr5_67576421__WEE1_chr11_9595845	9	13
PRKDC_chr8_48686398__ABL1_chr9_133738283	153	29
PRKDC_chr8_48686398__AKT1_chr14_105239686	991	410
PRKDC_chr8_48686398__AKT1_chr14_105258968	16	993
PRKDC_chr8_48686398__APC_chr5_112102933	2	15
PRKDC_chr8_48686398__ARID1A_chr1_27022876	85	39
PRKDC_chr8_48686398__ARID2_chr12_46254608	30	52
PRKDC_chr8_48686398__ATM_chr11_108098390	5	24
PRKDC_chr8_48686398__BCL2_chr18_60795945	4	18
PRKDC_chr8_48686398__BRAF_chr7_140534469	558	146
PRKDC_chr8_48686398__BRAF_chr7_140624501	9	18
PRKDC_chr8_48686398__BRCA1_chr17_41267735	168	7
PRKDC_chr8_48686398__BRCA1_chr17_41276018	21	14
PRKDC_chr8_48686398__BRCA2_chr13_32890586	219	30
PRKDC_chr8_48686398__BRD4_chr19_15376403	10	459
PRKDC_chr8_48686398__BTK_chrX_100626613	29	110
PRKDC_chr8_48686398__BTK_chrX_100629565	4	1361
