construct_id	Hela_par_CRV4_d21_2_S6_trimmed53_len_filtered_counts	Hela_par_CRV4_d3_1_S1_trimmed53_len_filtered_counts	Hela_par_CRV4_d3_2_S2_trimmed53_len_filtered_counts	Hela_par_CRV4_d21_1_S5_trimmed53_len_filtered_counts	Hela_par_CRV4_d28_2_S8_trimmed53_len_filtered_counts	Hela_par_CRV4_d14_2_S4_trimmed53_len_filtered_counts	Hela_par_CRV4_d14_1_S3_trimmed53_len_filtered_counts	Hela_par_CRV4_d28_1_S7_trimmed53_len_filtered_counts
RRM2_chr2_10262728__HDAC2_chr6_114292056	334	304	354	210	118	197	247	95
RRM2_chr2_10262728__HDAC6_chrX_48674389	99	287	320	81	98	227	107	63
RRM2_chr2_10262728__HSP90AA1_chr14_102551760	528	285	275	494	507	482	658	1194
RRM2_chr2_10262728__HSP90AA1_chr14_102552141	667	297	342	639	619	542	166	380
RRM2_chr2_10262728__HSP90AA1_chr14_102605736	983	22	14	135	1701	599	66	187
RRM2_chr2_10262728__IGF1R_chr15_99192824	359	334	367	268	95	266	219	148
RRM2_chr2_10262728__IGF1R_chr15_99434664	238	266	298	36	160	373	239	106
RRM2_chr2_10262728__JAK2_chr9_5050721	412	528	638	372	98	470	441	114
RRM2_chr2_10262728__JAK2_chr9_5050816	352	385	430	187	639	327	398	103
RRM2_chr2_10262728__KIT_chr4_55524176	252	239	285	0	603	195	106	0
RRM2_chr2_10262728__KIT_chr4_55524229	642	677	689	182	818	425	391	208
RRM2_chr2_10262728__MAP2K1_chr15_66679721	527	551	578	909	496	428	816	963
RRM2_chr2_10262728__MAP2K1_chr15_66679728	1269	1515	1758	597	1181	1160	838	616
RRM2_chr2_10262728__MAP2K1_chr15_66679756	240	698	838	825	130	459	937	333
RRM2_chr2_10262728__MET_chr7_116339123	44	307	310	154	0	142	68	183
RRM2_chr2_10262728__MTOR_chr1_11317010	1254	694	778	922	1098	1181	1050	1458
RRM2_chr2_10262728__MTOR_chr1_11317149	170	230	289	167	105	161	184	36
RRM2_chr2_10262728__MTOR_chr1_11319459	173	231	280	201	244	359	203	280
RRM2_chr2_10262728__NonTargetingControlGuideForHuman0352	678	1012	1072	665	699	933	653	792
RRM2_chr2_10262728__PARP1_chr1_226578249	678	314	365	276	701	504	291	423
RRM2_chr2_10262728__PDGFRA_chr4_55124932	681	642	856	597	1175	498	733	575
RRM2_chr2_10262728__PDGFRA_chr4_55129914	454	835	962	323	330	591	401	258
RRM2_chr2_10262728__PIK3CA_chr3_178919070	32	219	244	0	0	8	0	0
RRM2_chr2_10262728__PIK3CA_chr3_178919167	739	1004	1141	400	296	639	628	166
RRM2_chr2_10262728__PRKDC_chr8_48686398	261	495	573	166	174	271	125	68
RRM2_chr2_10262728__PRKDC_chr8_48686781	170	983	1156	714	352	246	356	1045
RRM2_chr2_10262728__PRKDC_chr8_48872683	3164	747	818	344	2557	1684	236	257
RRM2_chr2_10262728__ROR1_chr1_64240072	126	238	261	137	64	214	306	22
RRM2_chr2_10262728__ROR1_chr1_64240089	281	746	878	438	230	309	627	327
RRM2_chr2_10262728__RPS6KB1_chr17_57987922	1112	429	510	1859	2349	1033	1049	3238
RRM2_chr2_10262728__RPS6KB1_chr17_57987949	384	326	345	44	344	288	113	158
RRM2_chr2_10262728__SMO_chr7_128845081	1314	245	301	123	1534	682	217	46
RRM2_chr2_10262728__SMO_chr7_128845117	804	552	652	806	665	1009	995	284
RRM2_chr2_10262728__SRC_chr20_36012562	370	862	973	350	343	382	603	387
RRM2_chr2_10262728__SRC_chr20_36014563	1082	873	1064	1175	618	1025	1474	788
RRM2_chr2_10262728__TOP1_chr20_39657693	797	565	685	502	909	627	420	112
RRM2_chr2_10262728__TYMS_chr18_659665	496	1317	1464	240	523	882	340	157
RRM2_chr2_10262728__WEE1_chr11_9595845	1078	1098	1295	753	589	892	835	760
RRM2_chr2_10262940__ABL1_chr9_133738283	377	412	492	332	385	381	512	218
RRM2_chr2_10262940__ABL1_chr9_133738356	533	422	491	427	502	270	389	306
RRM2_chr2_10262940__ADA_chr20_43257696	224	383	468	590	215	564	364	243
RRM2_chr2_10262940__AKT1_chr14_105239686	1440	978	1128	1136	818	1337	1092	715
RRM2_chr2_10262940__AKT1_chr14_105258968	1193	643	765	1602	648	1289	2312	928
RRM2_chr2_10262940__ALK_chr2_29541172	319	877	1011	213	136	497	494	40
RRM2_chr2_10262940__ATM_chr11_108098390	1460	737	1008	1124	1015	1508	1280	637
RRM2_chr2_10262940__BCL2_chr18_60795945	1149	752	857	885	1854	784	849	1109
RRM2_chr2_10262940__BCL2_chr18_60985877	440	461	565	229	418	521	146	82
RRM2_chr2_10262940__BRAF_chr7_140534469	435	435	521	813	607	371	904	900
RRM2_chr2_10262940__BRAF_chr7_140624501	645	688	765	681	555	872	520	490
RRM2_chr2_10262940__BRD4_chr19_15376403	1211	282	351	836	893	990	746	265
RRM2_chr2_10262940__BRD4_chr19_15383894	993	1352	1493	328	576	979	510	39
RRM2_chr2_10262940__BTK_chrX_100626613	943	512	502	1194	611	1029	1397	647
RRM2_chr2_10262940__CDK9_chr9_130548998	1319	1346	1521	1544	629	1318	1727	1212
RRM2_chr2_10262940__CHEK1_chr11_125499147	2328	1426	1622	1418	2052	2156	1776	1037
RRM2_chr2_10262940__CHEK2_chr22_29090029	1264	619	718	1033	1217	630	1148	918
RRM2_chr2_10262940__CHEK2_chr22_29130694	222	878	958	610	214	639	1088	380
RRM2_chr2_10262940__DHFR_chr5_79949819	187	458	527	344	128	310	439	319
RRM2_chr2_10262940__DHFR_chr5_79950217	1199	782	930	1649	889	1516	1595	1839
RRM2_chr2_10262940__EGFR_chr7_55209992	834	509	514	262	652	787	241	62
RRM2_chr2_10262940__ERBB2_chr17_37855800	673	712	813	317	714	1083	439	226
RRM2_chr2_10262940__FGFR2_chr10_123298118	624	542	669	524	616	727	783	295
RRM2_chr2_10262940__FGFR2_chr10_123298215	241	159	150	245	243	382	361	284
RRM2_chr2_10262940__FGFR2_chr10_123353328	1037	822	990	1343	888	1019	1529	1378
RRM2_chr2_10262940__FGFR3_chr4_1795655	269	483	596	532	199	421	360	105
RRM2_chr2_10262940__FLT3_chr13_28636131	1194	676	719	863	721	1255	748	331
RRM2_chr2_10262940__FLT3_chr13_28674643	580	647	690	822	472	409	605	480
RRM2_chr2_10262940__FNTA_chr8_42911471	901	1288	1479	562	838	864	708	490
RRM2_chr2_10262940__FNTA_chr8_42914260	1033	353	368	1734	526	1071	1045	1046
RRM2_chr2_10262940__FNTA_chr8_42924781	341	1630	1892	435	219	524	621	273
RRM2_chr2_10262940__HDAC1_chr1_32757816	1064	766	879	571	772	1265	903	432
RRM2_chr2_10262940__HDAC1_chr1_32792637	738	787	1046	1365	785	827	1269	628
RRM2_chr2_10262940__HDAC2_chr6_114292056	500	465	539	511	504	482	617	275
RRM2_chr2_10262940__HDAC6_chrX_48661089	1604	975	1175	506	1465	1267	597	723
RRM2_chr2_10262940__JAK2_chr9_5050721	668	510	630	1217	1081	487	948	2527
RRM2_chr2_10262940__KIT_chr4_55524164	323	658	814	630	454	549	454	446
RRM2_chr2_10262940__KIT_chr4_55524229	865	886	1071	1551	297	847	1774	887
RRM2_chr2_10262940__MET_chr7_116340188	1038	1591	1965	1878	643	1749	2112	1165
RRM2_chr2_10262940__MTOR_chr1_11319459	1556	770	957	1006	1611	1880	1180	563
RRM2_chr2_10262940__NonTargetingControlGuideForHuman0352	578	515	664	654	380	776	720	726
RRM2_chr2_10262940__PARP1_chr1_226578249	428	749	872	596	298	350	293	824
RRM2_chr2_10262940__PDGFRA_chr4_55124932	275	311	402	1260	394	481	928	763
RRM2_chr2_10262940__PDGFRA_chr4_55124963	28	434	488	513	0	184	385	460
RRM2_chr2_10262940__PIK3CA_chr3_178919070	79	109	124	0	69	128	0	0
RRM2_chr2_10262940__PRKDC_chr8_48872683	830	263	337	842	654	569	1030	500
RRM2_chr2_10262940__ROR1_chr1_64240072	2642	951	1262	1275	1808	2515	1496	716
RRM2_chr2_10262940__ROR1_chr1_64240089	545	1061	1316	1155	493	747	969	1077
RRM2_chr2_10262940__ROR1_chr1_64240143	426	625	783	300	287	417	349	297
RRM2_chr2_10262940__RPS6KB1_chr17_57987922	383	942	1079	427	127	522	689	290
RRM2_chr2_10262940__RPS6KB1_chr17_57987949	389	416	421	1091	262	414	893	1071
RRM2_chr2_10262940__SMO_chr7_128828974	1227	1625	1980	464	679	2156	1309	582
RRM2_chr2_10262940__SMO_chr7_128845081	273	691	725	690	355	481	672	361
RRM2_chr2_10262940__SRC_chr20_36014563	1145	1212	1427	606	849	940	610	544
RRM2_chr2_10262940__SRC_chr20_36022600	1416	1315	1559	916	1246	1472	1615	509
RRM2_chr2_10262940__TOP1_chr20_39657693	1461	1337	1592	1127	748	1340	1505	857
RRM2_chr2_10262940__TOP1_chr20_39690109	1113	972	1134	888	973	1225	1087	672
RRM2_chr2_10262940__TYMS_chr18_659656	766	1114	1245	1200	399	976	1056	949
RRM2_chr2_10262940__VEGFA_chr6_43738425	240	88	104	745	93	443	625	563
RRM2_chr2_10262940__WEE1_chr11_9595542	453	256	327	293	122	314	740	254
RRM2_chr2_10262940__WEE1_chr11_9595845	800	807	853	570	1097	783	1207	335
RRM2_chr2_10262957__ABL1_chr9_133589790	1445	317	382	860	1837	844	674	925
RRM2_chr2_10262957__ABL1_chr9_133738283	657	276	347	174	251	431	228	87
RRM2_chr2_10262957__ADA_chr20_43257696	1621	1233	1431	2061	1051	1962	1928	1753
RRM2_chr2_10262957__ADA_chr20_43280245	734	283	284	762	811	527	816	1645
RRM2_chr2_10262957__AKT1_chr14_105239609	530	775	970	1511	236	1106	1040	1257
RRM2_chr2_10262957__AKT1_chr14_105239686	972	1331	1457	833	464	1230	1356	888
RRM2_chr2_10262957__AKT1_chr14_105258968	1208	949	1106	1044	1631	1390	1087	975
RRM2_chr2_10262957__ALK_chr2_29541172	835	524	673	462	309	1065	921	316
RRM2_chr2_10262957__ATM_chr11_108098390	1287	326	376	623	927	940	656	266
RRM2_chr2_10262957__ATM_chr11_108098402	2432	1439	1607	2182	2978	1743	2065	2252
RRM2_chr2_10262957__BCL2_chr18_60795960	821	878	983	552	489	612	1050	246
RRM2_chr2_10262957__BRD4_chr19_15376403	2157	1139	1362	2098	2145	2323	1857	2352
RRM2_chr2_10262957__BTK_chrX_100626613	174	685	776	259	94	337	387	226
RRM2_chr2_10262957__CDK4_chr12_58143253	1492	721	781	567	1267	1504	1257	532
RRM2_chr2_10262957__CDK4_chr12_58145497	501	596	674	536	254	687	755	457
RRM2_chr2_10262957__CDK9_chr9_130548409	549	1030	1133	586	212	707	836	183
RRM2_chr2_10262957__CDK9_chr9_130548998	2405	1013	1112	1944	2078	2068	1262	2198
RRM2_chr2_10262957__CDK9_chr9_130550235	207	375	415	221	85	765	926	236
RRM2_chr2_10262957__CHEK1_chr11_125499147	291	159	188	822	45	201	855	740
RRM2_chr2_10262957__CHEK2_chr22_29090029	2275	890	1016	700	2105	2444	646	469
RRM2_chr2_10262957__CHEK2_chr22_29130694	1659	694	818	475	1171	1148	803	273
RRM2_chr2_10262957__DHFR_chr5_79949819	679	1225	1341	1486	564	420	958	1599
RRM2_chr2_10262957__EGFR_chr7_55209986	382	959	1058	536	343	907	655	321
RRM2_chr2_10262957__ERBB2_chr17_37855800	585	60	78	261	425	574	535	301
RRM2_chr2_10262957__ERBB2_chr17_37868221	597	199	229	758	444	584	611	894
RRM2_chr2_10262957__FGFR2_chr10_123298215	17	78	105	574	0	116	432	253
RRM2_chr2_10262957__FGFR2_chr10_123353328	770	531	644	150	380	793	479	236
RRM2_chr2_10262957__FGFR3_chr4_1795655	887	534	534	948	583	1075	1136	446
RRM2_chr2_10262957__FLT3_chr13_28674643	341	666	731	840	423	642	617	556
RRM2_chr2_10262957__FNTA_chr8_42914260	735	810	913	1841	458	633	748	1996
RRM2_chr2_10262957__FNTA_chr8_42924781	1665	638	694	1849	1480	1163	1797	1932
RRM2_chr2_10262957__HDAC1_chr1_32757816	453	738	884	408	271	866	561	405
RRM2_chr2_10262957__HDAC6_chrX_48661385	1077	878	1025	1342	861	1278	1672	696
RRM2_chr2_10262957__HDAC6_chrX_48674389	2030	761	885	1208	1716	1393	1493	1194
RRM2_chr2_10262957__HSP90AA1_chr14_102551760	1182	1005	1136	1196	1335	1235	1848	1066
RRM2_chr2_10262957__IGF1R_chr15_99192824	433	458	518	382	120	574	406	93
RRM2_chr2_10262957__IGF1R_chr15_99434807	1773	1334	1595	650	1492	1503	1105	491
RRM2_chr2_10262957__JAK2_chr9_5021970	2325	819	907	2167	1558	1892	1863	1469
RRM2_chr2_10262957__KIT_chr4_55524164	1859	900	1002	523	1715	1886	1171	325
RRM2_chr2_10262957__KIT_chr4_55524229	814	958	1150	1018	610	595	1283	889
RRM2_chr2_10262957__MAP2K1_chr15_66679728	645	1285	1570	1697	257	829	2162	766
RRM2_chr2_10262957__MET_chr7_116339123	1447	817	913	742	1846	920	871	860
RRM2_chr2_10262957__MET_chr7_116340188	476	297	363	773	53	685	796	492
RRM2_chr2_10262957__MET_chr7_116340207	1233	1014	1191	836	1050	1637	1315	378
RRM2_chr2_10262957__MTOR_chr1_11317010	1070	1041	1195	539	1167	1180	940	416
RRM2_chr2_10262957__MTOR_chr1_11319459	642	811	916	123	363	729	308	86
RRM2_chr2_10262957__NonTargetingControlGuideForHuman0352	1371	1711	1987	1719	1439	1815	1960	859
RRM2_chr2_10262957__PDGFRA_chr4_55124932	290	88	104	57	131	191	206	0
RRM2_chr2_10262957__PDGFRA_chr4_55124963	1026	566	645	314	825	936	494	147
RRM2_chr2_10262957__PDGFRA_chr4_55129914	240	727	930	158	45	206	465	228
RRM2_chr2_10262957__PIK3CA_chr3_178919070	0	229	240	0	0	0	0	0
RRM2_chr2_10262957__PIK3CA_chr3_178919167	565	382	427	292	1001	649	274	122
RRM2_chr2_10262957__PRKDC_chr8_48686398	1244	1021	1115	604	1056	1134	1083	537
RRM2_chr2_10262957__RPS6KB1_chr17_57970538	765	804	933	746	448	1080	605	235
RRM2_chr2_10262957__SMO_chr7_128828974	829	727	788	304	527	728	545	264
RRM2_chr2_10262957__SMO_chr7_128845081	840	901	1174	543	363	846	1159	462
RRM2_chr2_10262957__SMO_chr7_128845117	1194	1427	1735	1185	628	1062	1205	1070
RRM2_chr2_10262957__SRC_chr20_36022600	587	384	386	668	362	854	699	272
RRM2_chr2_10262957__VEGFA_chr6_43742077	445	505	523	855	288	596	836	1550
RRM2_chr2_10262957__VEGFA_chr6_43742108	965	1373	1557	205	589	608	410	235
RRM2_chr2_10262957__WEE1_chr11_9595462	0	0	0	0	0	0	0	0
SMO_chr7_128828974__ABL1_chr9_133589790	123	283	376	222	109	309	275	183
SMO_chr7_128828974__ABL1_chr9_133738283	447	468	527	150	249	540	346	28
SMO_chr7_128828974__ABL1_chr9_133738356	207	167	218	78	139	473	157	34
SMO_chr7_128828974__AKT1_chr14_105239609	804	652	695	613	411	559	817	322
SMO_chr7_128828974__AKT1_chr14_105258968	340	1409	1670	600	213	441	566	574
SMO_chr7_128828974__ALK_chr2_29541172	121	687	790	171	130	234	197	210
SMO_chr7_128828974__BRAF_chr7_140508787	492	586	644	474	190	478	609	463
SMO_chr7_128828974__BRD4_chr19_15376361	84	437	507	128	52	292	109	94
SMO_chr7_128828974__BRD4_chr19_15383894	815	275	267	424	1632	394	229	693
SMO_chr7_128828974__BTK_chrX_100626613	1370	507	569	1171	1714	647	473	1054
SMO_chr7_128828974__CDK4_chr12_58143253	574	472	547	300	86	328	323	234
SMO_chr7_128828974__CDK4_chr12_58144705	573	497	514	285	909	574	361	360
SMO_chr7_128828974__CDK6_chr7_92244474	669	942	1131	246	806	462	264	179
SMO_chr7_128828974__CDK6_chr7_92252365	877	629	785	515	341	696	602	398
SMO_chr7_128828974__CDK6_chr7_92462628	72	389	490	758	175	54	539	451
SMO_chr7_128828974__CDK9_chr9_130548998	728	983	1099	365	764	927	432	417
SMO_chr7_128828974__CDK9_chr9_130550235	1238	299	334	807	1240	795	644	665
SMO_chr7_128828974__CHEK1_chr11_125496687	240	247	267	148	93	231	171	90
SMO_chr7_128828974__CHEK2_chr22_29130694	119	435	486	144	151	256	320	187
SMO_chr7_128828974__DHFR_chr5_79950216	236	394	443	192	402	168	269	50
SMO_chr7_128828974__DHFR_chr5_79950217	765	928	995	138	685	792	262	92
SMO_chr7_128828974__EGFR_chr7_55086962	1060	1101	1334	499	1049	1000	404	238
SMO_chr7_128828974__EGFR_chr7_55209986	364	492	551	371	246	415	442	67
SMO_chr7_128828974__EGFR_chr7_55209992	502	1187	1336	755	570	361	533	645
SMO_chr7_128828974__ERBB2_chr17_37868221	1305	942	1127	491	2021	723	434	797
SMO_chr7_128828974__ERBB2_chr17_37868292	284	426	484	86	412	244	121	74
SMO_chr7_128828974__FLT3_chr13_28636172	458	771	913	562	249	567	552	367
SMO_chr7_128828974__FLT3_chr13_28674643	850	426	495	486	747	583	451	140
SMO_chr7_128828974__FNTA_chr8_42911471	78	248	304	131	55	51	340	131
SMO_chr7_128828974__HDAC2_chr6_114267214	396	573	586	232	404	240	316	99
SMO_chr7_128828974__HDAC2_chr6_114292056	672	516	589	801	616	420	791	619
SMO_chr7_128828974__HDAC6_chrX_48661089	149	112	108	134	188	241	396	236
SMO_chr7_128828974__HDAC6_chrX_48661385	899	332	347	242	719	1022	384	226
SMO_chr7_128828974__HSP90AA1_chr14_102552141	82	530	637	1381	32	169	611	2593
SMO_chr7_128828974__IGF1R_chr15_99434664	590	440	477	259	495	317	383	259
SMO_chr7_128828974__JAK2_chr9_5021970	345	257	351	57	385	326	270	127
SMO_chr7_128828974__JAK2_chr9_5050721	61	165	210	163	0	37	123	161
SMO_chr7_128828974__JAK2_chr9_5050816	286	227	255	242	277	444	366	106
SMO_chr7_128828974__MAP2K1_chr15_66679756	469	455	517	500	266	773	573	407
SMO_chr7_128828974__MET_chr7_116340207	377	209	222	230	344	548	201	98
SMO_chr7_128828974__MTOR_chr1_11317010	907	840	931	512	903	1124	668	170
SMO_chr7_128828974__MTOR_chr1_11317149	4	306	325	42	18	79	169	28
SMO_chr7_128828974__MTOR_chr1_11319459	192	364	435	94	188	335	174	87
SMO_chr7_128828974__NonTargetingControlGuideForHuman0352	1417	828	912	605	1578	978	699	496
SMO_chr7_128828974__PARP1_chr1_226595581	345	702	876	704	240	219	324	584
SMO_chr7_128828974__PDGFRA_chr4_55124932	343	572	800	211	249	514	342	159
SMO_chr7_128828974__PDGFRA_chr4_55124963	351	1229	1313	493	160	849	378	405
SMO_chr7_128828974__PDGFRA_chr4_55129914	223	209	215	59	295	357	47	47
SMO_chr7_128828974__PIK3CA_chr3_178916614	297	231	303	599	169	600	693	752
SMO_chr7_128828974__PIK3CA_chr3_178919070	0	1	0	36	0	0	10	34
SMO_chr7_128828974__PIK3CA_chr3_178919167	158	198	231	426	71	199	222	277
SMO_chr7_128828974__PRKDC_chr8_48872683	140	451	555	122	170	61	51	0
SMO_chr7_128828974__ROR1_chr1_64240072	431	908	1062	956	349	701	648	919
SMO_chr7_128828974__ROR1_chr1_64240089	636	393	486	650	823	800	517	618
SMO_chr7_128828974__ROR1_chr1_64240143	297	245	297	64	523	104	132	117
SMO_chr7_128828974__RPS6KB1_chr17_57970538	502	349	419	618	457	515	547	419
SMO_chr7_128828974__RRM2_chr2_10262728	678	323	360	392	734	614	339	453
SMO_chr7_128828974__SRC_chr20_36012562	153	188	235	123	167	145	60	59
SMO_chr7_128828974__SRC_chr20_36014563	624	593	682	804	502	600	621	613
SMO_chr7_128828974__SRC_chr20_36022600	384	563	624	382	511	623	468	435
SMO_chr7_128828974__TOP1_chr20_39657693	721	365	447	523	1525	717	615	613
SMO_chr7_128828974__TOP1_chr20_39690055	398	1075	1298	820	58	480	638	1028
SMO_chr7_128828974__TOP1_chr20_39690109	250	539	576	230	366	376	240	158
SMO_chr7_128828974__TYMS_chr18_659656	290	323	368	498	206	364	611	261
SMO_chr7_128828974__TYMS_chr18_659665	391	696	864	487	419	297	419	115
SMO_chr7_128828974__VEGFA_chr6_43742077	228	389	468	138	100	226	265	152
SMO_chr7_128828974__WEE1_chr11_9595845	624	489	582	259	237	294	323	126
SMO_chr7_128845081__ABL1_chr9_133589790	0	432	461	172	0	65	183	71
SMO_chr7_128845081__ABL1_chr9_133738356	332	236	279	92	656	281	159	175
SMO_chr7_128845081__ADA_chr20_43257696	309	819	866	353	140	600	839	196
SMO_chr7_128845081__ADA_chr20_43257769	123	263	300	428	205	272	511	448
SMO_chr7_128845081__AKT1_chr14_105239609	1279	305	333	389	832	1464	999	641
SMO_chr7_128845081__ALK_chr2_29541171	799	1059	1298	346	649	990	524	226
SMO_chr7_128845081__ALK_chr2_29541172	217	168	181	380	77	317	250	382
SMO_chr7_128845081__ATM_chr11_108098390	1105	899	1205	948	594	1091	1089	623
SMO_chr7_128845081__BCL2_chr18_60795960	360	513	584	65	74	390	408	212
SMO_chr7_128845081__BRAF_chr7_140508787	361	460	498	206	253	292	374	74
SMO_chr7_128845081__BRAF_chr7_140534469	371	89	90	129	532	392	186	67
SMO_chr7_128845081__BRAF_chr7_140624501	0	364	400	139	22	201	283	203
SMO_chr7_128845081__BRD4_chr19_15376361	290	808	844	78	137	364	108	25
SMO_chr7_128845081__BRD4_chr19_15376403	1377	543	598	156	2031	1070	498	273
SMO_chr7_128845081__BRD4_chr19_15383894	314	538	577	750	84	232	729	133
SMO_chr7_128845081__BTK_chrX_100626613	1190	645	811	412	758	855	571	447
SMO_chr7_128845081__CDK4_chr12_58143253	882	425	473	1093	960	948	1008	1143
SMO_chr7_128845081__CDK6_chr7_92244474	1030	800	941	1377	1225	878	1164	1603
SMO_chr7_128845081__CDK6_chr7_92462628	1131	254	314	1002	1659	788	749	1398
SMO_chr7_128845081__CDK9_chr9_130548409	674	921	1110	671	362	721	710	637
SMO_chr7_128845081__CDK9_chr9_130550235	662	813	998	811	570	777	629	1465
SMO_chr7_128845081__CHEK1_chr11_125496644	777	173	215	361	518	628	184	370
SMO_chr7_128845081__CHEK2_chr22_29085137	1182	648	759	398	581	486	391	272
SMO_chr7_128845081__CHEK2_chr22_29090029	606	710	689	184	563	373	251	123
SMO_chr7_128845081__DHFR_chr5_79949819	999	279	299	992	1141	589	929	703
SMO_chr7_128845081__DHFR_chr5_79950216	204	501	620	577	37	267	789	584
SMO_chr7_128845081__DHFR_chr5_79950217	720	810	912	408	357	1406	871	275
SMO_chr7_128845081__EGFR_chr7_55086962	353	598	691	285	238	517	538	186
SMO_chr7_128845081__ERBB2_chr17_37868221	123	108	96	81	230	588	345	43
SMO_chr7_128845081__FGFR3_chr4_1795736	1503	1036	1251	1356	1137	1089	1288	1475
SMO_chr7_128845081__FLT3_chr13_28636131	852	687	693	504	791	846	754	274
SMO_chr7_128845081__FLT3_chr13_28636172	697	402	439	432	373	712	639	364
SMO_chr7_128845081__FLT3_chr13_28674643	965	268	344	328	1111	496	291	151
SMO_chr7_128845081__FNTA_chr8_42911471	444	478	591	805	294	202	886	715
SMO_chr7_128845081__FNTA_chr8_42924781	755	708	834	247	583	735	690	528
SMO_chr7_128845081__HDAC1_chr1_32757816	710	362	452	363	589	1084	615	68
SMO_chr7_128845081__HDAC1_chr1_32792601	588	946	1052	367	281	779	698	337
SMO_chr7_128845081__HDAC2_chr6_114266539	519	1125	1264	734	169	596	651	976
SMO_chr7_128845081__HDAC6_chrX_48661089	4631	714	823	1557	6444	2524	1158	2769
SMO_chr7_128845081__HDAC6_chrX_48674389	366	250	268	667	219	465	457	1279
SMO_chr7_128845081__HSP90AA1_chr14_102551760	1310	294	374	359	927	922	651	733
SMO_chr7_128845081__HSP90AA1_chr14_102552141	515	722	819	615	228	314	689	461
SMO_chr7_128845081__HSP90AA1_chr14_102605736	501	681	733	235	180	351	465	178
SMO_chr7_128845081__IGF1R_chr15_99192824	292	291	327	274	266	136	731	508
SMO_chr7_128845081__JAK2_chr9_5050721	1046	623	740	539	734	883	702	288
SMO_chr7_128845081__KIT_chr4_55524164	289	877	980	582	213	679	739	377
SMO_chr7_128845081__KIT_chr4_55524229	626	1377	1570	779	467	741	869	271
SMO_chr7_128845081__MAP2K1_chr15_66679728	1349	488	596	657	1392	1104	605	808
SMO_chr7_128845081__MAP2K1_chr15_66679756	1455	628	789	1363	842	1356	1517	955
SMO_chr7_128845081__MTOR_chr1_11317010	926	793	882	1459	763	1320	972	2652
SMO_chr7_128845081__MTOR_chr1_11319459	673	645	758	701	492	698	907	290
SMO_chr7_128845081__NonTargetingControlGuideForHuman0352	811	891	1044	787	486	783	698	352
SMO_chr7_128845081__PARP1_chr1_226578249	99	215	289	402	2	95	371	199
SMO_chr7_128845081__PARP1_chr1_226578301	357	412	491	144	239	556	147	151
SMO_chr7_128845081__PDGFRA_chr4_55124963	282	617	730	401	243	360	538	329
SMO_chr7_128845081__PDGFRA_chr4_55129914	532	235	278	497	358	927	279	543
SMO_chr7_128845081__PIK3CA_chr3_178916614	366	779	895	303	292	481	445	308
SMO_chr7_128845081__PIK3CA_chr3_178919167	765	718	818	675	613	751	680	507
SMO_chr7_128845081__PRKDC_chr8_48872683	1045	1330	1541	1428	963	1118	855	687
SMO_chr7_128845081__ROR1_chr1_64240089	389	334	393	248	219	548	357	97
SMO_chr7_128845081__ROR1_chr1_64240143	405	598	724	544	467	534	634	464
SMO_chr7_128845081__RPS6KB1_chr17_57987922	493	396	428	59	799	409	78	90
SMO_chr7_128845081__RPS6KB1_chr17_57987949	789	1403	1601	389	529	516	610	356
SMO_chr7_128845081__SRC_chr20_36012562	456	178	175	685	277	474	787	842
SMO_chr7_128845081__SRC_chr20_36014563	1247	912	1076	2171	767	1088	1958	3458
SMO_chr7_128845081__TOP1_chr20_39657693	978	457	540	764	431	1175	751	732
SMO_chr7_128845081__TOP1_chr20_39690055	157	127	148	285	98	296	441	275
SMO_chr7_128845081__TOP1_chr20_39690109	975	625	745	1215	974	879	968	1089
SMO_chr7_128845081__TYMS_chr18_657730	281	778	844	551	174	699	492	372
SMO_chr7_128845081__TYMS_chr18_659656	1138	616	727	690	636	1187	739	771
SMO_chr7_128845081__TYMS_chr18_659665	859	439	517	811	1188	945	756	521
SMO_chr7_128845081__WEE1_chr11_9595462	45	0	0	162	5	60	151	125
SMO_chr7_128845081__WEE1_chr11_9595542	473	555	698	336	288	346	326	249
SMO_chr7_128845117__ABL1_chr9_133738356	435	299	416	589	112	517	574	523
SMO_chr7_128845117__ADA_chr20_43257696	1445	854	982	1786	1596	1733	1296	1903
SMO_chr7_128845117__ADA_chr20_43257769	575	339	413	1675	113	595	1246	2764
SMO_chr7_128845117__ADA_chr20_43280245	193	137	124	526	27	228	755	462
SMO_chr7_128845117__AKT1_chr14_105258968	731	386	444	197	353	780	193	116
SMO_chr7_128845117__ALK_chr2_29541172	196	682	813	748	126	238	294	703
SMO_chr7_128845117__ALK_chr2_30143522	1125	297	318	770	810	983	500	452
SMO_chr7_128845117__ATM_chr11_108098402	1236	621	767	351	1040	637	531	146
SMO_chr7_128845117__BCL2_chr18_60985877	401	606	692	298	420	483	383	164
SMO_chr7_128845117__BRAF_chr7_140624501	366	898	1127	145	205	451	261	54
SMO_chr7_128845117__BRD4_chr19_15383894	297	1001	1179	245	8	371	224	146
SMO_chr7_128845117__BTK_chrX_100645534	1377	1551	1858	1418	708	1363	1085	539
SMO_chr7_128845117__CDK4_chr12_58143253	1157	918	1148	560	1208	949	1123	711
SMO_chr7_128845117__CDK4_chr12_58144705	1111	816	988	1136	721	937	1413	929
SMO_chr7_128845117__CDK4_chr12_58145497	883	1471	1788	1500	379	1849	1710	824
