construct_id	CRV4_plasmid_S8_trimmed53_len_filtered_counts
ROR1_chr1_64240089__HDAC2_chr6_114267214	464
ROR1_chr1_64240089__HDAC6_chrX_48661385	373
ROR1_chr1_64240089__HSP90AA1_chr14_102551760	345
ROR1_chr1_64240089__JAK2_chr9_5021970	1006
ROR1_chr1_64240089__JAK2_chr9_5050721	197
ROR1_chr1_64240089__JAK2_chr9_5050816	534
ROR1_chr1_64240089__KIT_chr4_55524176	466
ROR1_chr1_64240089__MAP2K1_chr15_66679721	488
ROR1_chr1_64240089__MAP2K1_chr15_66679756	896
ROR1_chr1_64240089__MET_chr7_116339123	597
ROR1_chr1_64240089__MET_chr7_116340207	958
ROR1_chr1_64240089__MTOR_chr1_11317010	1214
ROR1_chr1_64240089__MTOR_chr1_11319459	1104
ROR1_chr1_64240089__NonTargetingControlGuideForHuman0352	447
ROR1_chr1_64240089__PARP1_chr1_226578249	826
ROR1_chr1_64240089__PARP1_chr1_226578301	310
ROR1_chr1_64240089__PDGFRA_chr4_55124932	474
ROR1_chr1_64240089__PDGFRA_chr4_55124963	438
ROR1_chr1_64240089__PIK3CA_chr3_178916614	993
ROR1_chr1_64240089__PIK3CA_chr3_178919167	651
ROR1_chr1_64240089__PRKDC_chr8_48686398	184
ROR1_chr1_64240089__RPS6KB1_chr17_57987922	314
ROR1_chr1_64240089__RPS6KB1_chr17_57987949	634
ROR1_chr1_64240089__RRM2_chr2_10262957	854
ROR1_chr1_64240089__SRC_chr20_36014563	1023
ROR1_chr1_64240089__TOP1_chr20_39690055	338
ROR1_chr1_64240089__TOP1_chr20_39690109	870
ROR1_chr1_64240089__TYMS_chr18_657730	429
ROR1_chr1_64240089__VEGFA_chr6_43738425	610
ROR1_chr1_64240089__VEGFA_chr6_43742077	470
ROR1_chr1_64240089__WEE1_chr11_9595845	491
ROR1_chr1_64240143__ABL1_chr9_133738283	273
ROR1_chr1_64240143__ADA_chr20_43280245	261
ROR1_chr1_64240143__AKT1_chr14_105239609	953
ROR1_chr1_64240143__AKT1_chr14_105258968	484
ROR1_chr1_64240143__ALK_chr2_29541172	433
ROR1_chr1_64240143__ATM_chr11_108098390	500
ROR1_chr1_64240143__BRAF_chr7_140508787	632
ROR1_chr1_64240143__BRAF_chr7_140534469	559
ROR1_chr1_64240143__BRAF_chr7_140624501	538
ROR1_chr1_64240143__BTK_chrX_100629565	829
ROR1_chr1_64240143__CDK4_chr12_58144705	412
ROR1_chr1_64240143__CDK4_chr12_58145497	792
ROR1_chr1_64240143__CDK6_chr7_92244474	521
ROR1_chr1_64240143__CDK6_chr7_92252365	391
ROR1_chr1_64240143__CDK9_chr9_130548409	444
ROR1_chr1_64240143__CDK9_chr9_130548998	938
ROR1_chr1_64240143__CHEK1_chr11_125496644	667
ROR1_chr1_64240143__CHEK1_chr11_125499147	330
ROR1_chr1_64240143__CHEK2_chr22_29085137	823
ROR1_chr1_64240143__DHFR_chr5_79949819	339
ROR1_chr1_64240143__DHFR_chr5_79950216	790
ROR1_chr1_64240143__ERBB2_chr17_37868221	399
ROR1_chr1_64240143__FGFR2_chr10_123298215	238
ROR1_chr1_64240143__FGFR3_chr4_1795655	750
ROR1_chr1_64240143__FGFR3_chr4_1795736	639
ROR1_chr1_64240143__FLT3_chr13_28636131	790
ROR1_chr1_64240143__FLT3_chr13_28636172	899
ROR1_chr1_64240143__FNTA_chr8_42911471	316
ROR1_chr1_64240143__HDAC1_chr1_32757816	587
ROR1_chr1_64240143__HDAC1_chr1_32792637	555
ROR1_chr1_64240143__HDAC2_chr6_114266539	850
ROR1_chr1_64240143__HDAC2_chr6_114267214	1000
ROR1_chr1_64240143__HDAC2_chr6_114292056	535
ROR1_chr1_64240143__HDAC6_chrX_48661089	619
ROR1_chr1_64240143__HDAC6_chrX_48661385	836
ROR1_chr1_64240143__JAK2_chr9_5050816	120
ROR1_chr1_64240143__KIT_chr4_55524164	790
ROR1_chr1_64240143__KIT_chr4_55524229	701
ROR1_chr1_64240143__MAP2K1_chr15_66679728	481
ROR1_chr1_64240143__MAP2K1_chr15_66679756	1159
ROR1_chr1_64240143__MET_chr7_116339123	549
ROR1_chr1_64240143__MET_chr7_116340207	810
ROR1_chr1_64240143__MTOR_chr1_11317010	1543
ROR1_chr1_64240143__NonTargetingControlGuideForHuman0352	1297
ROR1_chr1_64240143__PARP1_chr1_226595581	1122
ROR1_chr1_64240143__PDGFRA_chr4_55129914	353
ROR1_chr1_64240143__PIK3CA_chr3_178916614	710
ROR1_chr1_64240143__PIK3CA_chr3_178919167	853
ROR1_chr1_64240143__PRKDC_chr8_48686398	278
ROR1_chr1_64240143__PRKDC_chr8_48686781	322
ROR1_chr1_64240143__PRKDC_chr8_48872683	381
ROR1_chr1_64240143__RRM2_chr2_10262728	487
ROR1_chr1_64240143__RRM2_chr2_10262957	782
ROR1_chr1_64240143__SRC_chr20_36022600	1059
ROR1_chr1_64240143__TOP1_chr20_39690055	852
ROR1_chr1_64240143__TOP1_chr20_39690109	704
ROR1_chr1_64240143__TYMS_chr18_657730	451
ROR1_chr1_64240143__TYMS_chr18_659656	165
ROR1_chr1_64240143__TYMS_chr18_659665	1207
ROR1_chr1_64240143__VEGFA_chr6_43738425	302
ROR1_chr1_64240143__VEGFA_chr6_43742077	575
ROR1_chr1_64240143__VEGFA_chr6_43742108	781
ROR1_chr1_64240143__WEE1_chr11_9595462	190
RPS6KB1_chr17_57970538__ABL1_chr9_133738283	195
RPS6KB1_chr17_57970538__ADA_chr20_43257696	620
RPS6KB1_chr17_57970538__ADA_chr20_43257769	894
RPS6KB1_chr17_57970538__ADA_chr20_43280245	358
RPS6KB1_chr17_57970538__ALK_chr2_29541171	668
RPS6KB1_chr17_57970538__ALK_chr2_30143522	354
RPS6KB1_chr17_57970538__ATM_chr11_108098350	456
RPS6KB1_chr17_57970538__ATM_chr11_108098390	499
RPS6KB1_chr17_57970538__BCL2_chr18_60795960	665
RPS6KB1_chr17_57970538__BRAF_chr7_140508787	505
RPS6KB1_chr17_57970538__BRAF_chr7_140624501	460
RPS6KB1_chr17_57970538__BRD4_chr19_15383894	706
RPS6KB1_chr17_57970538__CDK4_chr12_58143253	510
RPS6KB1_chr17_57970538__CDK4_chr12_58144705	295
RPS6KB1_chr17_57970538__CDK9_chr9_130550235	616
RPS6KB1_chr17_57970538__CHEK1_chr11_125496687	691
RPS6KB1_chr17_57970538__CHEK2_chr22_29130694	118
RPS6KB1_chr17_57970538__DHFR_chr5_79950216	653
RPS6KB1_chr17_57970538__DHFR_chr5_79950217	643
RPS6KB1_chr17_57970538__ERBB2_chr17_37868221	176
RPS6KB1_chr17_57970538__ERBB2_chr17_37868292	583
RPS6KB1_chr17_57970538__FGFR2_chr10_123298215	280
RPS6KB1_chr17_57970538__FGFR3_chr4_1795655	724
RPS6KB1_chr17_57970538__FNTA_chr8_42911471	1029
RPS6KB1_chr17_57970538__FNTA_chr8_42914260	358
RPS6KB1_chr17_57970538__FNTA_chr8_42924781	662
RPS6KB1_chr17_57970538__HDAC1_chr1_32757816	425
RPS6KB1_chr17_57970538__HDAC1_chr1_32792601	327
RPS6KB1_chr17_57970538__HDAC1_chr1_32792637	518
RPS6KB1_chr17_57970538__HDAC2_chr6_114266539	1296
RPS6KB1_chr17_57970538__HDAC6_chrX_48674389	436
RPS6KB1_chr17_57970538__IGF1R_chr15_99434664	652
RPS6KB1_chr17_57970538__IGF1R_chr15_99434807	653
RPS6KB1_chr17_57970538__JAK2_chr9_5050721	682
RPS6KB1_chr17_57970538__KIT_chr4_55524164	344
RPS6KB1_chr17_57970538__KIT_chr4_55524176	217
RPS6KB1_chr17_57970538__KIT_chr4_55524229	729
RPS6KB1_chr17_57970538__MAP2K1_chr15_66679728	454
RPS6KB1_chr17_57970538__MET_chr7_116339123	909
RPS6KB1_chr17_57970538__MTOR_chr1_11319459	503
RPS6KB1_chr17_57970538__NonTargetingControlGuideForHuman0362	896
RPS6KB1_chr17_57970538__NonTargetingControlGuideForHuman0412	472
RPS6KB1_chr17_57970538__PARP1_chr1_226578301	165
RPS6KB1_chr17_57970538__PDGFRA_chr4_55129914	415
RPS6KB1_chr17_57970538__PIK3CA_chr3_178919070	176
RPS6KB1_chr17_57970538__PRKDC_chr8_48686398	769
RPS6KB1_chr17_57970538__PRKDC_chr8_48686781	488
RPS6KB1_chr17_57970538__ROR1_chr1_64240072	625
RPS6KB1_chr17_57970538__ROR1_chr1_64240089	799
RPS6KB1_chr17_57970538__ROR1_chr1_64240143	695
RPS6KB1_chr17_57970538__RRM2_chr2_10262728	345
RPS6KB1_chr17_57970538__RRM2_chr2_10262940	301
RPS6KB1_chr17_57970538__SMO_chr7_128845081	886
RPS6KB1_chr17_57970538__TOP1_chr20_39690055	633
RPS6KB1_chr17_57970538__TYMS_chr18_657730	616
RPS6KB1_chr17_57970538__TYMS_chr18_659656	85
RPS6KB1_chr17_57970538__VEGFA_chr6_43738425	263
RPS6KB1_chr17_57970538__VEGFA_chr6_43742077	239
RPS6KB1_chr17_57970538__WEE1_chr11_9595845	608
RPS6KB1_chr17_57987922__ABL1_chr9_133738356	181
RPS6KB1_chr17_57987922__ADA_chr20_43257696	498
RPS6KB1_chr17_57987922__ADA_chr20_43257769	538
RPS6KB1_chr17_57987922__ADA_chr20_43280245	142
RPS6KB1_chr17_57987922__AKT1_chr14_105239609	451
RPS6KB1_chr17_57987922__AKT1_chr14_105239686	438
RPS6KB1_chr17_57987922__ALK_chr2_29541171	393
RPS6KB1_chr17_57987922__ATM_chr11_108098350	399
RPS6KB1_chr17_57987922__ATM_chr11_108098390	354
RPS6KB1_chr17_57987922__ATM_chr11_108098402	874
RPS6KB1_chr17_57987922__BCL2_chr18_60795945	463
RPS6KB1_chr17_57987922__BCL2_chr18_60795960	544
RPS6KB1_chr17_57987922__BRD4_chr19_15376403	1200
RPS6KB1_chr17_57987922__BTK_chrX_100629565	996
RPS6KB1_chr17_57987922__BTK_chrX_100645534	690
RPS6KB1_chr17_57987922__CDK4_chr12_58145497	664
RPS6KB1_chr17_57987922__CDK6_chr7_92244474	642
RPS6KB1_chr17_57987922__CDK6_chr7_92462628	748
RPS6KB1_chr17_57987922__CDK9_chr9_130548409	1198
RPS6KB1_chr17_57987922__CHEK1_chr11_125499147	544
RPS6KB1_chr17_57987922__CHEK2_chr22_29090029	1307
RPS6KB1_chr17_57987922__DHFR_chr5_79949819	347
RPS6KB1_chr17_57987922__EGFR_chr7_55086962	807
RPS6KB1_chr17_57987922__ERBB2_chr17_37855800	295
RPS6KB1_chr17_57987922__ERBB2_chr17_37868221	562
RPS6KB1_chr17_57987922__FGFR2_chr10_123298118	402
RPS6KB1_chr17_57987922__FGFR2_chr10_123298215	249
RPS6KB1_chr17_57987922__FGFR2_chr10_123353328	378
RPS6KB1_chr17_57987922__FGFR3_chr4_1795735	157
RPS6KB1_chr17_57987922__FLT3_chr13_28636131	357
RPS6KB1_chr17_57987922__FLT3_chr13_28636172	704
RPS6KB1_chr17_57987922__FNTA_chr8_42914260	614
RPS6KB1_chr17_57987922__FNTA_chr8_42924781	437
RPS6KB1_chr17_57987922__HDAC1_chr1_32757816	362
RPS6KB1_chr17_57987922__HDAC1_chr1_32792601	537
RPS6KB1_chr17_57987922__HDAC1_chr1_32792637	840
RPS6KB1_chr17_57987922__HDAC2_chr6_114267214	346
RPS6KB1_chr17_57987922__HDAC6_chrX_48661385	321
RPS6KB1_chr17_57987922__HSP90AA1_chr14_102551760	583
RPS6KB1_chr17_57987922__HSP90AA1_chr14_102605736	351
RPS6KB1_chr17_57987922__IGF1R_chr15_99192824	392
RPS6KB1_chr17_57987922__KIT_chr4_55524176	507
RPS6KB1_chr17_57987922__KIT_chr4_55524229	1094
RPS6KB1_chr17_57987922__MAP2K1_chr15_66679721	697
RPS6KB1_chr17_57987922__MAP2K1_chr15_66679728	658
RPS6KB1_chr17_57987922__MET_chr7_116339123	226
RPS6KB1_chr17_57987922__MET_chr7_116340188	948
RPS6KB1_chr17_57987922__MET_chr7_116340207	755
RPS6KB1_chr17_57987922__MTOR_chr1_11317149	353
RPS6KB1_chr17_57987922__NonTargetingControlGuideForHuman0362	592
RPS6KB1_chr17_57987922__NonTargetingControlGuideForHuman0412	669
RPS6KB1_chr17_57987922__PARP1_chr1_226578301	125
RPS6KB1_chr17_57987922__PDGFRA_chr4_55129914	820
RPS6KB1_chr17_57987922__PIK3CA_chr3_178919070	145
RPS6KB1_chr17_57987922__PRKDC_chr8_48686781	211
RPS6KB1_chr17_57987922__ROR1_chr1_64240143	468
RPS6KB1_chr17_57987922__RRM2_chr2_10262957	239
RPS6KB1_chr17_57987922__SMO_chr7_128828974	629
RPS6KB1_chr17_57987922__SMO_chr7_128845117	536
RPS6KB1_chr17_57987922__SRC_chr20_36014563	582
RPS6KB1_chr17_57987922__SRC_chr20_36022600	489
RPS6KB1_chr17_57987922__TYMS_chr18_659665	814
RPS6KB1_chr17_57987922__VEGFA_chr6_43738425	869
RPS6KB1_chr17_57987922__VEGFA_chr6_43742077	237
RPS6KB1_chr17_57987922__VEGFA_chr6_43742108	433
RPS6KB1_chr17_57987922__WEE1_chr11_9595462	24
RPS6KB1_chr17_57987922__WEE1_chr11_9595542	427
RPS6KB1_chr17_57987949__ABL1_chr9_133589790	330
RPS6KB1_chr17_57987949__ABL1_chr9_133738283	182
RPS6KB1_chr17_57987949__ABL1_chr9_133738356	368
RPS6KB1_chr17_57987949__ADA_chr20_43257696	389
RPS6KB1_chr17_57987949__ADA_chr20_43257769	452
RPS6KB1_chr17_57987949__AKT1_chr14_105258968	330
RPS6KB1_chr17_57987949__ALK_chr2_30143522	212
RPS6KB1_chr17_57987949__ATM_chr11_108098390	686
RPS6KB1_chr17_57987949__BCL2_chr18_60985877	647
RPS6KB1_chr17_57987949__BRAF_chr7_140508787	299
RPS6KB1_chr17_57987949__BRD4_chr19_15376361	544
RPS6KB1_chr17_57987949__BTK_chrX_100626613	309
RPS6KB1_chr17_57987949__BTK_chrX_100629565	294
RPS6KB1_chr17_57987949__BTK_chrX_100645534	430
RPS6KB1_chr17_57987949__CDK4_chr12_58144705	398
RPS6KB1_chr17_57987949__CDK4_chr12_58145497	360
RPS6KB1_chr17_57987949__CDK6_chr7_92244474	919
RPS6KB1_chr17_57987949__CDK6_chr7_92252365	709
RPS6KB1_chr17_57987949__CDK6_chr7_92462628	193
RPS6KB1_chr17_57987949__CHEK1_chr11_125496687	446
RPS6KB1_chr17_57987949__CHEK1_chr11_125499147	274
RPS6KB1_chr17_57987949__DHFR_chr5_79950216	291
RPS6KB1_chr17_57987949__ERBB2_chr17_37868292	702
RPS6KB1_chr17_57987949__FGFR2_chr10_123353328	330
RPS6KB1_chr17_57987949__FGFR3_chr4_1795655	780
RPS6KB1_chr17_57987949__FGFR3_chr4_1795735	430
RPS6KB1_chr17_57987949__FGFR3_chr4_1795736	867
RPS6KB1_chr17_57987949__FLT3_chr13_28636131	319
RPS6KB1_chr17_57987949__FLT3_chr13_28674643	614
RPS6KB1_chr17_57987949__HDAC2_chr6_114266539	257
RPS6KB1_chr17_57987949__HDAC2_chr6_114292056	396
RPS6KB1_chr17_57987949__HDAC6_chrX_48661089	613
RPS6KB1_chr17_57987949__HDAC6_chrX_48661385	542
RPS6KB1_chr17_57987949__HSP90AA1_chr14_102551760	811
RPS6KB1_chr17_57987949__HSP90AA1_chr14_102605736	340
RPS6KB1_chr17_57987949__IGF1R_chr15_99434664	148
RPS6KB1_chr17_57987949__KIT_chr4_55524164	540
RPS6KB1_chr17_57987949__MET_chr7_116340207	467
RPS6KB1_chr17_57987949__MTOR_chr1_11317010	544
RPS6KB1_chr17_57987949__MTOR_chr1_11319459	364
RPS6KB1_chr17_57987949__NonTargetingControlGuideForHuman0352	547
RPS6KB1_chr17_57987949__PARP1_chr1_226578249	249
RPS6KB1_chr17_57987949__PARP1_chr1_226595581	606
RPS6KB1_chr17_57987949__PDGFRA_chr4_55124932	795
RPS6KB1_chr17_57987949__PDGFRA_chr4_55124963	716
RPS6KB1_chr17_57987949__PRKDC_chr8_48872683	396
RPS6KB1_chr17_57987949__ROR1_chr1_64240072	608
RPS6KB1_chr17_57987949__ROR1_chr1_64240143	977
RPS6KB1_chr17_57987949__RRM2_chr2_10262957	490
RPS6KB1_chr17_57987949__SMO_chr7_128828974	679
RPS6KB1_chr17_57987949__SRC_chr20_36014563	601
RPS6KB1_chr17_57987949__SRC_chr20_36022600	516
RPS6KB1_chr17_57987949__TOP1_chr20_39657693	850
RPS6KB1_chr17_57987949__TOP1_chr20_39690055	831
RPS6KB1_chr17_57987949__TOP1_chr20_39690109	608
RPS6KB1_chr17_57987949__TYMS_chr18_657730	573
RPS6KB1_chr17_57987949__TYMS_chr18_659656	353
RPS6KB1_chr17_57987949__VEGFA_chr6_43738425	341
RPS6KB1_chr17_57987949__WEE1_chr11_9595462	62
RPS6KB1_chr17_57987949__WEE1_chr11_9595542	293
RRM2_chr2_10262728__ADA_chr20_43257769	318
RRM2_chr2_10262728__ADA_chr20_43280245	364
RRM2_chr2_10262728__AKT1_chr14_105239609	663
RRM2_chr2_10262728__AKT1_chr14_105239686	469
RRM2_chr2_10262728__ALK_chr2_29541171	614
RRM2_chr2_10262728__ALK_chr2_29541172	295
RRM2_chr2_10262728__BCL2_chr18_60795945	494
RRM2_chr2_10262728__BCL2_chr18_60795960	321
RRM2_chr2_10262728__BCL2_chr18_60985877	343
RRM2_chr2_10262728__BRAF_chr7_140534469	230
RRM2_chr2_10262728__BRAF_chr7_140624501	754
RRM2_chr2_10262728__BRD4_chr19_15376403	898
RRM2_chr2_10262728__BRD4_chr19_15383894	386
RRM2_chr2_10262728__BTK_chrX_100629565	494
RRM2_chr2_10262728__CDK4_chr12_58145497	705
RRM2_chr2_10262728__CDK9_chr9_130548409	232
RRM2_chr2_10262728__CDK9_chr9_130548998	962
RRM2_chr2_10262728__CDK9_chr9_130550235	806
RRM2_chr2_10262728__CHEK2_chr22_29090029	544
RRM2_chr2_10262728__CHEK2_chr22_29130694	380
RRM2_chr2_10262728__DHFR_chr5_79949819	394
RRM2_chr2_10262728__EGFR_chr7_55086962	421
RRM2_chr2_10262728__EGFR_chr7_55209986	324
RRM2_chr2_10262728__ERBB2_chr17_37855800	253
RRM2_chr2_10262728__FGFR2_chr10_123298118	511
RRM2_chr2_10262728__FGFR2_chr10_123298215	103
RRM2_chr2_10262728__FLT3_chr13_28636172	516
RRM2_chr2_10262728__HDAC1_chr1_32792601	546
RRM2_chr2_10262728__HDAC2_chr6_114267214	435
RRM2_chr2_10262728__HDAC2_chr6_114292056	172
RRM2_chr2_10262728__HDAC6_chrX_48674389	380
RRM2_chr2_10262728__HSP90AA1_chr14_102551760	295
RRM2_chr2_10262728__HSP90AA1_chr14_102552141	419
RRM2_chr2_10262728__HSP90AA1_chr14_102605736	500
RRM2_chr2_10262728__IGF1R_chr15_99192824	453
RRM2_chr2_10262728__IGF1R_chr15_99434664	427
RRM2_chr2_10262728__JAK2_chr9_5050721	571
RRM2_chr2_10262728__JAK2_chr9_5050816	302
RRM2_chr2_10262728__KIT_chr4_55524176	167
RRM2_chr2_10262728__KIT_chr4_55524229	364
RRM2_chr2_10262728__MAP2K1_chr15_66679721	515
RRM2_chr2_10262728__MAP2K1_chr15_66679728	903
RRM2_chr2_10262728__MAP2K1_chr15_66679756	708
RRM2_chr2_10262728__MET_chr7_116339123	279
RRM2_chr2_10262728__MTOR_chr1_11317010	809
RRM2_chr2_10262728__MTOR_chr1_11317149	235
RRM2_chr2_10262728__MTOR_chr1_11319459	360
RRM2_chr2_10262728__NonTargetingControlGuideForHuman0352	719
RRM2_chr2_10262728__PARP1_chr1_226578249	264
RRM2_chr2_10262728__PDGFRA_chr4_55124932	676
RRM2_chr2_10262728__PDGFRA_chr4_55129914	700
RRM2_chr2_10262728__PIK3CA_chr3_178919070	84
RRM2_chr2_10262728__PIK3CA_chr3_178919167	738
RRM2_chr2_10262728__PRKDC_chr8_48686398	438
RRM2_chr2_10262728__PRKDC_chr8_48686781	379
RRM2_chr2_10262728__PRKDC_chr8_48872683	501
RRM2_chr2_10262728__ROR1_chr1_64240072	359
RRM2_chr2_10262728__ROR1_chr1_64240089	543
RRM2_chr2_10262728__RPS6KB1_chr17_57987922	451
RRM2_chr2_10262728__RPS6KB1_chr17_57987949	340
RRM2_chr2_10262728__SMO_chr7_128845081	527
RRM2_chr2_10262728__SMO_chr7_128845117	505
RRM2_chr2_10262728__SRC_chr20_36012562	600
RRM2_chr2_10262728__SRC_chr20_36014563	555
RRM2_chr2_10262728__TOP1_chr20_39657693	408
RRM2_chr2_10262728__TYMS_chr18_659665	558
RRM2_chr2_10262728__WEE1_chr11_9595845	988
RRM2_chr2_10262940__ABL1_chr9_133738283	431
RRM2_chr2_10262940__ABL1_chr9_133738356	393
RRM2_chr2_10262940__ADA_chr20_43257696	578
RRM2_chr2_10262940__AKT1_chr14_105239686	711
RRM2_chr2_10262940__AKT1_chr14_105258968	734
RRM2_chr2_10262940__ALK_chr2_29541172	861
RRM2_chr2_10262940__ATM_chr11_108098390	712
RRM2_chr2_10262940__BCL2_chr18_60795945	505
RRM2_chr2_10262940__BCL2_chr18_60985877	295
RRM2_chr2_10262940__BRAF_chr7_140534469	389
RRM2_chr2_10262940__BRAF_chr7_140624501	488
RRM2_chr2_10262940__BRD4_chr19_15376403	374
RRM2_chr2_10262940__BRD4_chr19_15383894	483
RRM2_chr2_10262940__BTK_chrX_100626613	710
RRM2_chr2_10262940__CDK9_chr9_130548998	1133
RRM2_chr2_10262940__CHEK1_chr11_125499147	934
RRM2_chr2_10262940__CHEK2_chr22_29090029	565
RRM2_chr2_10262940__CHEK2_chr22_29130694	509
RRM2_chr2_10262940__DHFR_chr5_79949819	356
RRM2_chr2_10262940__DHFR_chr5_79950217	1030
RRM2_chr2_10262940__EGFR_chr7_55209992	449
RRM2_chr2_10262940__ERBB2_chr17_37855800	840
RRM2_chr2_10262940__FGFR2_chr10_123298118	684
RRM2_chr2_10262940__FGFR2_chr10_123298215	241
RRM2_chr2_10262940__FGFR2_chr10_123353328	682
RRM2_chr2_10262940__FGFR3_chr4_1795655	201
RRM2_chr2_10262940__FLT3_chr13_28636131	524
RRM2_chr2_10262940__FLT3_chr13_28674643	399
RRM2_chr2_10262940__FNTA_chr8_42911471	523
RRM2_chr2_10262940__FNTA_chr8_42914260	616
RRM2_chr2_10262940__FNTA_chr8_42924781	662
RRM2_chr2_10262940__HDAC1_chr1_32757816	731
RRM2_chr2_10262940__HDAC1_chr1_32792637	795
RRM2_chr2_10262940__HDAC2_chr6_114292056	622
RRM2_chr2_10262940__HDAC6_chrX_48661089	595
RRM2_chr2_10262940__JAK2_chr9_5050721	606
RRM2_chr2_10262940__KIT_chr4_55524164	351
RRM2_chr2_10262940__KIT_chr4_55524229	788
RRM2_chr2_10262940__MET_chr7_116340188	1000
RRM2_chr2_10262940__MTOR_chr1_11319459	1101
RRM2_chr2_10262940__NonTargetingControlGuideForHuman0352	657
RRM2_chr2_10262940__PARP1_chr1_226578249	403
RRM2_chr2_10262940__PDGFRA_chr4_55124932	387
RRM2_chr2_10262940__PDGFRA_chr4_55124963	313
RRM2_chr2_10262940__PIK3CA_chr3_178919070	108
RRM2_chr2_10262940__PRKDC_chr8_48872683	547
RRM2_chr2_10262940__ROR1_chr1_64240072	1009
RRM2_chr2_10262940__ROR1_chr1_64240089	427
RRM2_chr2_10262940__ROR1_chr1_64240143	471
RRM2_chr2_10262940__RPS6KB1_chr17_57987922	241
RRM2_chr2_10262940__RPS6KB1_chr17_57987949	354
RRM2_chr2_10262940__SMO_chr7_128828974	1126
RRM2_chr2_10262940__SMO_chr7_128845081	659
RRM2_chr2_10262940__SRC_chr20_36014563	455
RRM2_chr2_10262940__SRC_chr20_36022600	654
RRM2_chr2_10262940__TOP1_chr20_39657693	616
RRM2_chr2_10262940__TOP1_chr20_39690109	914
RRM2_chr2_10262940__TYMS_chr18_659656	729
RRM2_chr2_10262940__VEGFA_chr6_43738425	398
RRM2_chr2_10262940__WEE1_chr11_9595542	347
RRM2_chr2_10262940__WEE1_chr11_9595845	776
RRM2_chr2_10262957__ABL1_chr9_133589790	292
RRM2_chr2_10262957__ABL1_chr9_133738283	117
RRM2_chr2_10262957__ADA_chr20_43257696	1450
RRM2_chr2_10262957__ADA_chr20_43280245	248
RRM2_chr2_10262957__AKT1_chr14_105239609	798
RRM2_chr2_10262957__AKT1_chr14_105239686	905
RRM2_chr2_10262957__AKT1_chr14_105258968	833
RRM2_chr2_10262957__ALK_chr2_29541172	911
RRM2_chr2_10262957__ATM_chr11_108098390	563
RRM2_chr2_10262957__ATM_chr11_108098402	1314
RRM2_chr2_10262957__BCL2_chr18_60795960	407
RRM2_chr2_10262957__BRD4_chr19_15376403	1313
RRM2_chr2_10262957__BTK_chrX_100626613	335
RRM2_chr2_10262957__CDK4_chr12_58143253	592
RRM2_chr2_10262957__CDK4_chr12_58145497	448
RRM2_chr2_10262957__CDK9_chr9_130548409	712
RRM2_chr2_10262957__CDK9_chr9_130548998	759
RRM2_chr2_10262957__CDK9_chr9_130550235	420
RRM2_chr2_10262957__CHEK1_chr11_125499147	425
RRM2_chr2_10262957__CHEK2_chr22_29090029	659
RRM2_chr2_10262957__CHEK2_chr22_29130694	677
RRM2_chr2_10262957__DHFR_chr5_79949819	607
RRM2_chr2_10262957__EGFR_chr7_55209986	766
RRM2_chr2_10262957__ERBB2_chr17_37855800	375
RRM2_chr2_10262957__ERBB2_chr17_37868221	371
RRM2_chr2_10262957__FGFR2_chr10_123298215	133
RRM2_chr2_10262957__FGFR2_chr10_123353328	366
RRM2_chr2_10262957__FGFR3_chr4_1795655	896
RRM2_chr2_10262957__FLT3_chr13_28674643	545
RRM2_chr2_10262957__FNTA_chr8_42914260	480
RRM2_chr2_10262957__FNTA_chr8_42924781	702
RRM2_chr2_10262957__HDAC1_chr1_32757816	437
RRM2_chr2_10262957__HDAC6_chrX_48661385	953
RRM2_chr2_10262957__HDAC6_chrX_48674389	1099
RRM2_chr2_10262957__HSP90AA1_chr14_102551760	821
RRM2_chr2_10262957__IGF1R_chr15_99192824	530
RRM2_chr2_10262957__IGF1R_chr15_99434807	764
RRM2_chr2_10262957__JAK2_chr9_5021970	1394
RRM2_chr2_10262957__KIT_chr4_55524164	772
RRM2_chr2_10262957__KIT_chr4_55524229	786
RRM2_chr2_10262957__MAP2K1_chr15_66679728	602
RRM2_chr2_10262957__MET_chr7_116339123	674
RRM2_chr2_10262957__MET_chr7_116340188	695
RRM2_chr2_10262957__MET_chr7_116340207	904
RRM2_chr2_10262957__MTOR_chr1_11317010	776
RRM2_chr2_10262957__MTOR_chr1_11319459	314
RRM2_chr2_10262957__NonTargetingControlGuideForHuman0352	598
RRM2_chr2_10262957__PDGFRA_chr4_55124932	93
RRM2_chr2_10262957__PDGFRA_chr4_55124963	375
RRM2_chr2_10262957__PDGFRA_chr4_55129914	223
RRM2_chr2_10262957__PIK3CA_chr3_178919070	161
RRM2_chr2_10262957__PIK3CA_chr3_178919167	135
RRM2_chr2_10262957__PRKDC_chr8_48686398	718
RRM2_chr2_10262957__RPS6KB1_chr17_57970538	704
RRM2_chr2_10262957__SMO_chr7_128828974	711
RRM2_chr2_10262957__SMO_chr7_128845081	1230
RRM2_chr2_10262957__SMO_chr7_128845117	782
RRM2_chr2_10262957__SRC_chr20_36022600	665
RRM2_chr2_10262957__VEGFA_chr6_43742077	209
RRM2_chr2_10262957__VEGFA_chr6_43742108	290
RRM2_chr2_10262957__WEE1_chr11_9595462	0
SMO_chr7_128828974__ABL1_chr9_133589790	256
SMO_chr7_128828974__ABL1_chr9_133738283	713
