construct_id	Hela_KRAB_CRV4_d14_2_S4_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d21_2_S6_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d21_1_S5_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d28_1_S7_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d3_1_S1_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d28_2_S8_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d3_2_S2_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d14_1_S3_trimmed53_len_filtered_counts
SRC_chr20_36012562__BRD4_chr19_15376361	1151	1428	466	338	400	890	940	552
SRC_chr20_36012562__BRD4_chr19_15376403	392	483	1073	650	417	130	410	859
SRC_chr20_36012562__BRD4_chr19_15383894	241	1018	576	826	227	855	809	399
SRC_chr20_36012562__BTK_chrX_100645534	913	506	311	203	352	676	1062	347
SRC_chr20_36012562__CDK4_chr12_58143253	1055	2289	2058	2679	951	1773	985	1581
SRC_chr20_36012562__CDK4_chr12_58144705	889	1237	775	1329	738	768	144	585
SRC_chr20_36012562__CDK4_chr12_58145497	3044	2071	529	606	1101	1367	1038	709
SRC_chr20_36012562__CDK6_chr7_92244474	497	990	996	596	634	538	440	929
SRC_chr20_36012562__CDK9_chr9_130548409	533	898	1567	1050	866	867	616	622
SRC_chr20_36012562__CDK9_chr9_130548998	1753	1044	971	1521	897	1601	1256	1142
SRC_chr20_36012562__CHEK1_chr11_125499147	1599	1469	1119	1095	776	1379	838	743
SRC_chr20_36012562__CHEK2_chr22_29130694	522	308	200	362	825	186	203	463
SRC_chr20_36012562__DHFR_chr5_79950217	822	679	1090	1295	992	284	1042	765
SRC_chr20_36012562__ERBB2_chr17_37855800	745	1268	639	610	305	1777	424	364
SRC_chr20_36012562__FGFR2_chr10_123298215	447	779	372	273	1	389	0	430
SRC_chr20_36012562__FGFR3_chr4_1795655	279	442	183	270	1254	74	1593	197
SRC_chr20_36012562__FLT3_chr13_28636131	878	1164	1254	661	520	767	1157	900
SRC_chr20_36012562__FLT3_chr13_28636172	992	985	1002	582	857	845	600	1078
SRC_chr20_36012562__FNTA_chr8_42911471	1476	1464	1072	443	1070	1057	1300	778
SRC_chr20_36012562__FNTA_chr8_42914260	1473	1667	1016	636	512	1466	1188	676
SRC_chr20_36012562__FNTA_chr8_42924781	935	596	593	472	523	415	1060	454
SRC_chr20_36012562__HDAC1_chr1_32792601	633	792	548	1089	433	988	804	288
SRC_chr20_36012562__HDAC6_chrX_48661089	760	1005	565	935	876	708	796	591
SRC_chr20_36012562__HDAC6_chrX_48674389	829	1345	829	768	847	511	245	709
SRC_chr20_36012562__HSP90AA1_chr14_102551760	1360	1366	1011	1714	1658	1318	1852	961
SRC_chr20_36012562__IGF1R_chr15_99192824	1001	681	360	601	866	620	2161	515
SRC_chr20_36012562__IGF1R_chr15_99434807	1307	1742	837	720	973	1072	1289	640
SRC_chr20_36012562__JAK2_chr9_5021970	669	776	673	558	1164	356	595	456
SRC_chr20_36012562__JAK2_chr9_5050721	580	744	1299	542	1034	505	933	1031
SRC_chr20_36012562__JAK2_chr9_5050816	435	805	451	369	1105	991	257	532
SRC_chr20_36012562__KIT_chr4_55524164	1147	1305	1056	1315	1328	798	875	604
SRC_chr20_36012562__KIT_chr4_55524176	1210	1107	565	538	1171	1133	628	470
SRC_chr20_36012562__KIT_chr4_55524229	1372	937	2057	2249	941	1086	1733	1062
SRC_chr20_36012562__MAP2K1_chr15_66679721	900	565	712	651	1303	653	858	509
SRC_chr20_36012562__MAP2K1_chr15_66679728	947	1556	1335	1463	1982	878	2655	1004
SRC_chr20_36012562__MAP2K1_chr15_66679756	1010	1039	425	203	1081	721	1581	347
SRC_chr20_36012562__MET_chr7_116339123	816	1729	2251	2080	248	823	1404	1128
SRC_chr20_36012562__NonTargetingControlGuideForHuman0362	1429	1841	2342	3888	1304	1434	1306	1384
SRC_chr20_36012562__NonTargetingControlGuideForHuman0412	1627	863	939	521	1017	463	611	678
SRC_chr20_36012562__PARP1_chr1_226578249	1331	1080	563	622	584	914	140	398
SRC_chr20_36012562__PDGFRA_chr4_55124932	543	456	271	14	569	469	921	308
SRC_chr20_36012562__PDGFRA_chr4_55124963	1548	1535	993	1207	1854	1130	2305	1237
SRC_chr20_36012562__PIK3CA_chr3_178916614	540	565	293	87	422	530	831	114
SRC_chr20_36012562__PIK3CA_chr3_178919070	59	0	262	1	0	0	0	35
SRC_chr20_36012562__PIK3CA_chr3_178919167	881	978	588	542	709	791	1189	571
SRC_chr20_36012562__PRKDC_chr8_48686398	555	280	552	383	510	4	335	302
SRC_chr20_36012562__ROR1_chr1_64240089	610	811	759	784	309	644	75	403
SRC_chr20_36012562__ROR1_chr1_64240143	653	1407	193	296	326	886	921	419
SRC_chr20_36012562__RPS6KB1_chr17_57970538	774	992	245	353	1135	1415	1355	253
SRC_chr20_36012562__RPS6KB1_chr17_57987922	1369	1058	1222	833	831	3245	670	595
SRC_chr20_36012562__RPS6KB1_chr17_57987949	1612	2750	1193	1671	1046	2471	1109	1045
SRC_chr20_36012562__RRM2_chr2_10262940	531	225	559	307	826	743	2048	581
SRC_chr20_36012562__RRM2_chr2_10262957	285	227	168	398	577	176	590	537
SRC_chr20_36012562__TOP1_chr20_39657693	1513	1045	2533	3212	697	828	1973	1509
SRC_chr20_36012562__TOP1_chr20_39690109	1976	2779	1528	1653	754	2849	2751	1023
SRC_chr20_36012562__TYMS_chr18_659656	1151	990	1227	1412	847	686	2741	853
SRC_chr20_36012562__TYMS_chr18_659665	802	721	989	916	763	580	688	757
SRC_chr20_36012562__VEGFA_chr6_43738425	914	2070	818	531	505	2458	893	591
SRC_chr20_36012562__VEGFA_chr6_43742077	215	15	24	103	253	69	377	36
SRC_chr20_36012562__WEE1_chr11_9595845	1168	479	511	195	1145	36	1006	706
SRC_chr20_36014563__ABL1_chr9_133738283	717	32	863	478	212	118	1307	605
SRC_chr20_36014563__ABL1_chr9_133738356	133	107	76	0	1	77	170	210
SRC_chr20_36014563__ADA_chr20_43280245	1104	905	984	1109	403	1910	2005	435
SRC_chr20_36014563__AKT1_chr14_105239686	1720	2550	1072	705	594	1874	1262	531
SRC_chr20_36014563__AKT1_chr14_105258968	1032	1569	1830	1945	1556	1668	1394	1178
SRC_chr20_36014563__ALK_chr2_29541172	1285	1664	1267	889	1722	945	1568	1296
SRC_chr20_36014563__ATM_chr11_108098350	669	584	626	600	704	447	2263	687
SRC_chr20_36014563__ATM_chr11_108098390	1229	2614	849	692	1292	2220	1756	914
SRC_chr20_36014563__ATM_chr11_108098402	1665	2387	642	806	728	2578	1036	621
SRC_chr20_36014563__BCL2_chr18_60795945	1521	1645	1022	754	997	1287	840	1161
SRC_chr20_36014563__BRAF_chr7_140508787	1335	2295	558	840	1372	1473	1169	708
SRC_chr20_36014563__BRAF_chr7_140624501	954	571	1142	928	212	155	1142	1176
SRC_chr20_36014563__BRD4_chr19_15383894	601	408	1309	790	661	59	569	828
SRC_chr20_36014563__BTK_chrX_100629565	2035	1690	1351	1286	1701	1675	2223	1327
SRC_chr20_36014563__BTK_chrX_100645534	1812	1784	475	914	1707	2963	1124	675
SRC_chr20_36014563__CDK4_chr12_58144705	500	874	823	1176	394	686	503	659
SRC_chr20_36014563__CDK4_chr12_58145497	883	2343	735	844	404	2316	1108	494
SRC_chr20_36014563__CDK6_chr7_92244474	1689	2282	1082	2208	976	2614	2846	885
SRC_chr20_36014563__CDK6_chr7_92252365	436	867	1382	1143	513	305	777	1001
SRC_chr20_36014563__CDK9_chr9_130548998	1320	2754	1824	1774	602	2482	825	1231
SRC_chr20_36014563__CHEK1_chr11_125496644	103	129	19	37	298	66	167	85
SRC_chr20_36014563__CHEK1_chr11_125499147	1382	1402	834	598	700	1389	589	879
SRC_chr20_36014563__CHEK2_chr22_29085137	1520	1874	1849	1863	722	564	1057	1008
SRC_chr20_36014563__DHFR_chr5_79949819	828	893	983	1252	624	1042	1375	776
SRC_chr20_36014563__DHFR_chr5_79950216	908	1080	741	914	1129	681	860	947
SRC_chr20_36014563__EGFR_chr7_55086962	1764	3461	2414	1831	1901	3394	1625	2198
SRC_chr20_36014563__EGFR_chr7_55209992	1377	2094	910	1275	544	1364	1084	1202
SRC_chr20_36014563__ERBB2_chr17_37868221	216	655	744	1182	848	388	266	304
SRC_chr20_36014563__FGFR2_chr10_123298215	222	186	333	577	0	69	418	442
SRC_chr20_36014563__FGFR2_chr10_123353328	613	1390	832	828	434	1617	1300	755
SRC_chr20_36014563__FGFR3_chr4_1795655	829	267	382	253	545	124	1858	221
SRC_chr20_36014563__FGFR3_chr4_1795736	1091	571	705	955	678	172	1	549
SRC_chr20_36014563__FLT3_chr13_28636131	1398	1078	773	757	953	568	1624	793
SRC_chr20_36014563__FNTA_chr8_42914260	911	773	501	427	429	521	885	368
SRC_chr20_36014563__FNTA_chr8_42924781	1322	1848	517	696	597	1380	1664	827
SRC_chr20_36014563__HDAC1_chr1_32792637	1132	1695	1635	1621	697	1484	1188	782
SRC_chr20_36014563__HDAC2_chr6_114267214	1393	1747	417	771	557	1868	1067	1087
SRC_chr20_36014563__HDAC2_chr6_114292056	1425	1097	358	268	877	742	1137	393
SRC_chr20_36014563__HDAC6_chrX_48661385	2081	2964	2079	2285	985	2985	779	1586
SRC_chr20_36014563__JAK2_chr9_5021970	1215	2613	433	54	543	3180	2045	364
SRC_chr20_36014563__JAK2_chr9_5050721	1414	1976	806	918	806	1214	1809	1244
SRC_chr20_36014563__JAK2_chr9_5050816	894	978	1419	1613	469	642	320	1855
SRC_chr20_36014563__KIT_chr4_55524164	467	344	617	352	732	266	1711	494
SRC_chr20_36014563__KIT_chr4_55524229	2680	4086	2738	2957	2194	2949	2016	2303
SRC_chr20_36014563__MAP2K1_chr15_66679728	656	740	578	1060	1413	826	1803	905
SRC_chr20_36014563__MET_chr7_116339123	655	535	780	746	0	552	227	711
SRC_chr20_36014563__MET_chr7_116340207	355	1225	529	492	312	1628	244	390
SRC_chr20_36014563__MTOR_chr1_11317010	1388	2954	927	1072	664	3532	1084	1093
SRC_chr20_36014563__NonTargetingControlGuideForHuman0352	1628	1561	1716	2793	1958	1698	1740	1044
SRC_chr20_36014563__PARP1_chr1_226578249	1130	587	270	73	365	557	222	164
SRC_chr20_36014563__PARP1_chr1_226595581	1674	1625	2221	2183	2660	660	1293	1643
SRC_chr20_36014563__PDGFRA_chr4_55124932	1054	862	907	1765	602	713	1145	970
SRC_chr20_36014563__PDGFRA_chr4_55124963	387	264	68	80	360	65	723	19
SRC_chr20_36014563__PDGFRA_chr4_55129914	1706	2768	541	821	1071	2154	2043	1035
SRC_chr20_36014563__PIK3CA_chr3_178919167	912	636	1578	1612	472	851	300	822
SRC_chr20_36014563__PRKDC_chr8_48686398	1067	739	613	491	1349	274	996	979
SRC_chr20_36014563__PRKDC_chr8_48872683	1921	1236	2106	1747	511	602	1517	1034
SRC_chr20_36014563__ROR1_chr1_64240143	1065	1679	1684	2062	312	1181	722	1007
SRC_chr20_36014563__RPS6KB1_chr17_57970538	625	386	1000	1188	678	429	843	1014
SRC_chr20_36014563__RRM2_chr2_10262957	1299	748	931	708	1133	896	576	1028
SRC_chr20_36014563__TOP1_chr20_39657693	763	796	1595	1396	1151	718	796	1197
SRC_chr20_36014563__TOP1_chr20_39690055	1731	1297	1353	1250	1313	1393	840	564
SRC_chr20_36014563__TOP1_chr20_39690109	1035	2091	821	872	706	2407	1192	794
SRC_chr20_36014563__TYMS_chr18_657730	2235	3087	1345	2213	1756	2861	3019	1169
SRC_chr20_36014563__TYMS_chr18_659656	1607	1384	611	526	754	1679	1182	765
SRC_chr20_36014563__TYMS_chr18_659665	1940	2470	2223	2170	772	1833	968	1210
SRC_chr20_36014563__VEGFA_chr6_43738425	404	869	558	231	173	397	182	512
SRC_chr20_36014563__VEGFA_chr6_43742077	803	1171	611	280	578	560	860	592
SRC_chr20_36014563__VEGFA_chr6_43742108	962	1303	633	394	425	898	634	557
SRC_chr20_36014563__WEE1_chr11_9595462	0	0	0	0	0	0	0	0
SRC_chr20_36022600__ADA_chr20_43257696	603	276	980	687	237	93	446	247
SRC_chr20_36022600__ADA_chr20_43257769	1624	1687	2199	2139	1399	1362	1765	1101
SRC_chr20_36022600__ADA_chr20_43280245	723	652	338	393	405	222	162	263
SRC_chr20_36022600__AKT1_chr14_105239609	1071	1817	764	1105	925	1337	219	432
SRC_chr20_36022600__ALK_chr2_30143522	429	246	115	81	39	575	630	43
SRC_chr20_36022600__BCL2_chr18_60795960	1485	1060	472	557	751	1340	1008	165
SRC_chr20_36022600__BCL2_chr18_60985877	618	349	581	458	688	306	378	447
SRC_chr20_36022600__BRAF_chr7_140534469	1421	1696	1660	1577	486	747	607	964
SRC_chr20_36022600__BRD4_chr19_15376403	1275	2052	1736	2240	743	1063	642	1680
SRC_chr20_36022600__BRD4_chr19_15383894	712	1180	1381	1484	548	1622	828	824
SRC_chr20_36022600__BTK_chrX_100629565	872	885	1409	1586	1602	602	643	542
SRC_chr20_36022600__CDK4_chr12_58143253	996	1530	2233	1783	578	750	902	1003
SRC_chr20_36022600__CDK4_chr12_58145497	2179	2089	487	956	972	2059	1063	1249
SRC_chr20_36022600__CDK9_chr9_130548409	1447	2371	653	987	247	2250	954	725
SRC_chr20_36022600__CHEK2_chr22_29090029	1989	3271	2558	3539	1618	2359	933	1390
SRC_chr20_36022600__CHEK2_chr22_29130694	524	438	1291	1236	787	626	820	765
SRC_chr20_36022600__ERBB2_chr17_37855800	557	620	263	525	93	385	249	189
SRC_chr20_36022600__FGFR2_chr10_123298118	984	1602	707	483	1126	617	1067	457
SRC_chr20_36022600__FGFR2_chr10_123298215	415	133	394	471	0	52	173	304
SRC_chr20_36022600__FGFR3_chr4_1795655	1154	1123	490	365	1035	954	2589	801
SRC_chr20_36022600__HDAC1_chr1_32792601	608	1122	1080	1660	986	1285	844	618
SRC_chr20_36022600__HDAC2_chr6_114266539	1129	1169	223	534	650	1092	415	607
SRC_chr20_36022600__HDAC2_chr6_114267214	1969	2388	1117	800	1445	1728	2273	1376
SRC_chr20_36022600__HDAC6_chrX_48674389	596	493	804	873	216	589	1063	636
SRC_chr20_36022600__HSP90AA1_chr14_102551760	1309	2259	800	799	801	3716	706	735
SRC_chr20_36022600__HSP90AA1_chr14_102605736	467	224	635	836	1239	228	627	414
SRC_chr20_36022600__IGF1R_chr15_99192824	846	663	717	576	1105	370	1336	251
SRC_chr20_36022600__IGF1R_chr15_99434664	623	632	552	287	1062	739	910	1168
SRC_chr20_36022600__JAK2_chr9_5021970	2001	1721	1410	803	1107	931	1144	1053
SRC_chr20_36022600__KIT_chr4_55524176	916	1591	1265	1940	718	721	609	631
SRC_chr20_36022600__MAP2K1_chr15_66679721	1204	1548	1587	1641	1379	1525	1241	1158
SRC_chr20_36022600__MAP2K1_chr15_66679728	907	1432	437	447	1613	719	1268	514
SRC_chr20_36022600__MET_chr7_116339123	1083	2081	530	763	1104	1444	738	499
SRC_chr20_36022600__MTOR_chr1_11317010	1009	927	1410	1116	1255	890	1741	1065
SRC_chr20_36022600__MTOR_chr1_11317149	530	550	40	42	320	303	697	304
SRC_chr20_36022600__MTOR_chr1_11319459	3139	3635	2375	3464	1980	2930	2425	1334
SRC_chr20_36022600__NonTargetingControlGuideForHuman0352	2822	2323	1485	1495	2282	2634	2583	1910
SRC_chr20_36022600__PARP1_chr1_226578249	495	651	290	418	956	1009	534	203
SRC_chr20_36022600__PARP1_chr1_226595581	1916	2155	2599	2602	1507	1170	2468	1598
SRC_chr20_36022600__PDGFRA_chr4_55124932	440	356	227	453	465	181	641	376
SRC_chr20_36022600__PDGFRA_chr4_55129914	845	1173	978	1256	700	475	595	421
SRC_chr20_36022600__PIK3CA_chr3_178919070	200	143	34	18	91	3	0	63
SRC_chr20_36022600__PRKDC_chr8_48686781	761	616	927	1294	973	603	1048	625
SRC_chr20_36022600__PRKDC_chr8_48872683	2281	3572	1181	1386	1568	2140	1820	810
SRC_chr20_36022600__ROR1_chr1_64240072	1283	1698	3052	3762	2221	1220	838	1132
SRC_chr20_36022600__ROR1_chr1_64240089	1629	1150	1448	1736	1555	1659	670	1319
SRC_chr20_36022600__RPS6KB1_chr17_57970538	482	1605	487	402	371	1609	991	439
SRC_chr20_36022600__RRM2_chr2_10262728	1248	731	2008	1239	1044	1078	1654	1638
SRC_chr20_36022600__SMO_chr7_128845081	1396	1379	1203	430	944	838	1538	652
SRC_chr20_36022600__SMO_chr7_128845117	1615	1603	1454	2689	1371	1121	1551	2197
SRC_chr20_36022600__TOP1_chr20_39657693	1378	2013	1199	1426	1036	1291	426	613
SRC_chr20_36022600__VEGFA_chr6_43742077	859	286	918	1320	64	232	462	369
SRC_chr20_36022600__WEE1_chr11_9595845	428	240	274	66	704	19	381	356
TOP1_chr20_39657693__ABL1_chr9_133738356	98	123	43	0	658	0	706	31
TOP1_chr20_39657693__ADA_chr20_43257696	333	154	47	24	44	24	722	126
TOP1_chr20_39657693__AKT1_chr14_105239609	432	63	271	159	660	98	1206	339
TOP1_chr20_39657693__AKT1_chr14_105239686	98	0	162	106	1275	0	588	362
TOP1_chr20_39657693__AKT1_chr14_105258968	397	270	75	111	948	106	1557	393
TOP1_chr20_39657693__ATM_chr11_108098350	288	285	207	120	1050	418	619	500
TOP1_chr20_39657693__ATM_chr11_108098390	381	154	89	91	378	54	358	102
TOP1_chr20_39657693__ATM_chr11_108098402	714	255	196	214	581	75	1856	331
TOP1_chr20_39657693__BRAF_chr7_140624501	178	98	279	300	555	0	293	167
TOP1_chr20_39657693__BRD4_chr19_15376361	323	91	123	0	173	1	149	129
TOP1_chr20_39657693__BRD4_chr19_15376403	501	170	157	0	572	66	998	166
TOP1_chr20_39657693__CDK4_chr12_58143253	490	219	116	9	1005	149	1800	236
TOP1_chr20_39657693__CDK4_chr12_58144705	401	192	14	31	431	37	1367	163
TOP1_chr20_39657693__CDK4_chr12_58145497	268	50	151	0	207	25	1041	304
TOP1_chr20_39657693__CDK6_chr7_92252365	506	517	32	0	158	845	862	68
TOP1_chr20_39657693__CDK9_chr9_130548998	527	117	157	164	873	37	1271	312
TOP1_chr20_39657693__CHEK1_chr11_125496644	444	151	23	0	136	49	588	42
TOP1_chr20_39657693__CHEK1_chr11_125496687	284	0	484	166	615	43	757	238
TOP1_chr20_39657693__CHEK2_chr22_29085137	469	28	82	233	1266	12	777	187
TOP1_chr20_39657693__CHEK2_chr22_29130694	673	252	147	0	644	154	1302	268
TOP1_chr20_39657693__DHFR_chr5_79949819	504	133	57	57	724	279	1423	188
TOP1_chr20_39657693__DHFR_chr5_79950216	153	138	45	33	538	29	261	190
TOP1_chr20_39657693__EGFR_chr7_55209986	172	21	0	0	323	1	740	175
TOP1_chr20_39657693__ERBB2_chr17_37855800	0	0	84	64	364	0	877	90
TOP1_chr20_39657693__ERBB2_chr17_37868221	340	68	36	1	759	42	906	70
TOP1_chr20_39657693__ERBB2_chr17_37868292	720	622	79	10	528	110	870	92
TOP1_chr20_39657693__FGFR2_chr10_123298118	574	177	12	1	1033	0	605	253
TOP1_chr20_39657693__FGFR2_chr10_123353328	371	58	57	1	674	43	1116	102
TOP1_chr20_39657693__FGFR3_chr4_1795655	137	48	106	50	540	0	578	71
TOP1_chr20_39657693__FGFR3_chr4_1795735	539	75	272	41	1124	0	572	304
TOP1_chr20_39657693__FLT3_chr13_28636131	491	362	428	366	1036	147	2078	339
TOP1_chr20_39657693__FNTA_chr8_42914260	87	1	228	5	223	76	669	251
TOP1_chr20_39657693__HDAC1_chr1_32757816	381	44	63	160	601	24	300	139
TOP1_chr20_39657693__HDAC1_chr1_32792601	576	185	440	1159	912	1	1475	219
TOP1_chr20_39657693__HDAC1_chr1_32792637	277	163	0	0	295	93	749	40
TOP1_chr20_39657693__HDAC2_chr6_114267214	608	227	304	304	961	2	1054	673
TOP1_chr20_39657693__HDAC6_chrX_48661089	831	325	203	130	438	207	730	477
TOP1_chr20_39657693__HDAC6_chrX_48661385	686	77	231	248	856	2	1207	249
TOP1_chr20_39657693__HSP90AA1_chr14_102552141	194	49	41	0	159	0	1030	160
TOP1_chr20_39657693__IGF1R_chr15_99434807	561	138	260	213	1324	302	901	383
TOP1_chr20_39657693__JAK2_chr9_5021970	527	0	196	12	290	0	538	186
TOP1_chr20_39657693__JAK2_chr9_5050721	189	0	44	37	200	2	413	177
TOP1_chr20_39657693__JAK2_chr9_5050816	261	0	43	1	410	1	1287	100
TOP1_chr20_39657693__KIT_chr4_55524164	538	517	172	245	1011	198	811	307
TOP1_chr20_39657693__KIT_chr4_55524176	242	142	183	49	186	42	749	537
TOP1_chr20_39657693__KIT_chr4_55524229	760	56	168	0	1223	0	1603	267
TOP1_chr20_39657693__MET_chr7_116340188	298	526	0	10	722	955	1406	221
TOP1_chr20_39657693__NonTargetingControlGuideForHuman0362	628	31	216	0	1165	1	869	480
TOP1_chr20_39657693__NonTargetingControlGuideForHuman0412	563	370	1	0	294	939	579	70
TOP1_chr20_39657693__PARP1_chr1_226578249	327	92	0	0	627	0	892	159
TOP1_chr20_39657693__PARP1_chr1_226578301	212	0	0	16	752	0	418	216
TOP1_chr20_39657693__PDGFRA_chr4_55124932	393	147	0	36	274	1	767	69
TOP1_chr20_39657693__PDGFRA_chr4_55129914	334	27	1	0	435	0	419	44
TOP1_chr20_39657693__PIK3CA_chr3_178919070	164	279	0	0	0	589	194	0
TOP1_chr20_39657693__PRKDC_chr8_48686398	297	103	11	39	335	70	555	15
TOP1_chr20_39657693__PRKDC_chr8_48686781	396	128	127	38	732	0	1847	198
TOP1_chr20_39657693__ROR1_chr1_64240072	243	0	13	7	354	0	609	145
TOP1_chr20_39657693__ROR1_chr1_64240089	146	33	198	622	271	0	599	285
TOP1_chr20_39657693__ROR1_chr1_64240143	269	138	53	2	213	325	1155	227
TOP1_chr20_39657693__RPS6KB1_chr17_57970538	327	513	46	0	651	399	1008	75
TOP1_chr20_39657693__RPS6KB1_chr17_57987922	285	246	15	35	843	34	1315	153
TOP1_chr20_39657693__RRM2_chr2_10262957	371	139	0	10	689	37	1157	137
TOP1_chr20_39657693__TYMS_chr18_659656	564	207	76	0	695	65	1100	136
TOP1_chr20_39657693__VEGFA_chr6_43738425	381	54	0	34	761	84	311	235
TOP1_chr20_39657693__VEGFA_chr6_43742077	59	0	40	13	93	0	593	99
TOP1_chr20_39657693__VEGFA_chr6_43742108	92	79	0	0	482	0	43	124
TOP1_chr20_39657693__WEE1_chr11_9595462	134	0	0	0	0	0	0	0
TOP1_chr20_39690055__ABL1_chr9_133589790	314	1	167	25	706	0	2066	209
TOP1_chr20_39690055__AKT1_chr14_105258968	184	58	2	1	2131	25	765	14
TOP1_chr20_39690055__ATM_chr11_108098350	120	115	0	110	299	166	786	125
TOP1_chr20_39690055__ATM_chr11_108098390	539	365	124	55	1284	127	2386	262
TOP1_chr20_39690055__ATM_chr11_108098402	256	163	0	18	142	115	1018	244
TOP1_chr20_39690055__BCL2_chr18_60795945	291	66	89	0	753	0	664	182
TOP1_chr20_39690055__BCL2_chr18_60795960	473	132	287	1	1120	55	1985	586
TOP1_chr20_39690055__BCL2_chr18_60985877	215	253	119	74	475	534	670	203
TOP1_chr20_39690055__BRAF_chr7_140508787	204	1	0	0	528	0	437	86
TOP1_chr20_39690055__BRAF_chr7_140624501	937	482	185	121	607	277	1261	240
TOP1_chr20_39690055__BTK_chrX_100626613	201	0	0	0	701	0	924	33
TOP1_chr20_39690055__BTK_chrX_100629565	703	113	0	0	1002	181	2232	300
TOP1_chr20_39690055__CDK4_chr12_58144705	727	271	421	643	1830	401	898	560
TOP1_chr20_39690055__CDK6_chr7_92252365	511	156	13	1	1309	43	1320	206
TOP1_chr20_39690055__CDK9_chr9_130548998	253	2	285	218	1377	55	1227	480
TOP1_chr20_39690055__CHEK2_chr22_29130694	240	120	196	107	1436	0	1748	103
TOP1_chr20_39690055__DHFR_chr5_79950216	74	59	112	17	592	226	618	263
TOP1_chr20_39690055__DHFR_chr5_79950217	365	34	292	104	850	0	1371	502
TOP1_chr20_39690055__EGFR_chr7_55086962	548	103	69	44	1149	57	2230	168
TOP1_chr20_39690055__ERBB2_chr17_37855800	113	27	31	34	433	29	678	1
TOP1_chr20_39690055__ERBB2_chr17_37868292	309	470	56	120	768	360	319	80
TOP1_chr20_39690055__FGFR2_chr10_123298215	160	24	29	1	148	1	315	49
TOP1_chr20_39690055__FGFR3_chr4_1795736	299	0	0	0	1835	0	1438	251
TOP1_chr20_39690055__FLT3_chr13_28636172	261	175	77	32	354	1	1192	216
TOP1_chr20_39690055__FLT3_chr13_28674643	2	0	0	0	823	0	372	88
TOP1_chr20_39690055__FNTA_chr8_42911471	930	828	0	30	1403	121	741	36
TOP1_chr20_39690055__FNTA_chr8_42914260	230	63	0	0	384	26	1321	12
TOP1_chr20_39690055__FNTA_chr8_42924781	563	305	191	44	611	102	665	324
TOP1_chr20_39690055__HDAC1_chr1_32757816	437	215	56	112	173	0	666	112
TOP1_chr20_39690055__HDAC1_chr1_32792637	137	232	27	151	189	2	699	255
TOP1_chr20_39690055__HDAC2_chr6_114292056	40	0	93	80	993	0	197	285
TOP1_chr20_39690055__HDAC6_chrX_48661089	340	143	46	0	1104	0	814	134
TOP1_chr20_39690055__HDAC6_chrX_48674389	227	104	1	0	399	15	722	78
TOP1_chr20_39690055__HSP90AA1_chr14_102552141	400	150	78	33	802	25	636	355
TOP1_chr20_39690055__HSP90AA1_chr14_102605736	446	181	3	2	806	151	740	0
TOP1_chr20_39690055__IGF1R_chr15_99192824	232	0	68	122	314	1	212	65
TOP1_chr20_39690055__IGF1R_chr15_99434807	676	125	167	15	1276	0	2747	388
TOP1_chr20_39690055__JAK2_chr9_5021970	0	0	51	7	1082	0	220	165
TOP1_chr20_39690055__JAK2_chr9_5050721	598	0	44	98	1780	0	2056	228
TOP1_chr20_39690055__KIT_chr4_55524164	407	146	45	1	2148	82	1530	177
TOP1_chr20_39690055__KIT_chr4_55524229	722	130	207	58	1001	0	1243	142
TOP1_chr20_39690055__MET_chr7_116339123	1049	74	161	226	1262	42	1910	389
TOP1_chr20_39690055__MET_chr7_116340188	265	45	197	0	931	0	757	252
TOP1_chr20_39690055__NonTargetingControlGuideForHuman0362	262	4	2	0	1474	1	947	132
TOP1_chr20_39690055__NonTargetingControlGuideForHuman0412	903	141	148	1	1876	2	1765	482
TOP1_chr20_39690055__PARP1_chr1_226578249	429	320	36	197	908	380	1236	171
TOP1_chr20_39690055__PARP1_chr1_226595581	263	106	1	0	1135	1	2463	217
TOP1_chr20_39690055__PDGFRA_chr4_55124963	297	111	108	140	520	237	1011	364
TOP1_chr20_39690055__PIK3CA_chr3_178916614	113	0	0	1	433	0	1194	29
TOP1_chr20_39690055__PIK3CA_chr3_178919070	32	47	0	0	0	0	699	0
TOP1_chr20_39690055__PRKDC_chr8_48686781	239	0	0	0	860	0	765	12
TOP1_chr20_39690055__PRKDC_chr8_48872683	281	111	732	372	1308	55	1507	238
TOP1_chr20_39690055__RPS6KB1_chr17_57987922	462	28	0	0	715	19	2021	471
TOP1_chr20_39690055__RRM2_chr2_10262728	316	1	0	0	913	0	773	101
TOP1_chr20_39690055__RRM2_chr2_10262940	287	265	52	22	929	326	965	235
TOP1_chr20_39690055__RRM2_chr2_10262957	149	1	0	0	366	66	617	177
TOP1_chr20_39690055__SMO_chr7_128845117	179	65	122	80	320	80	577	82
TOP1_chr20_39690055__SRC_chr20_36012562	443	130	18	3	902	47	1017	158
TOP1_chr20_39690055__SRC_chr20_36022600	383	67	269	288	996	2	738	538
TOP1_chr20_39690055__TYMS_chr18_659656	194	91	269	90	1411	4	1968	183
