construct_id	LCTBt23_S5_trimmed53_len_filtered_counts	LCTAt23_S4_trimmed53_len_filtered_counts	LPt23_S1_trimmed53_len_filtered_counts	LCAt23_S2_trimmed53_len_filtered_counts	LCBt23_S3_trimmed53_len_filtered_counts
SETD2_chr3_47142972__NF1_chr17_29483038	0	0	2	1	2
SETD2_chr3_47142972__NF1_chr17_29483039	2	1	27	1	2
SETD2_chr3_47142972__NonTargetingControlGuideForHuman0362	7	4	881	1	3
SETD2_chr3_47142972__NonTargetingControlGuideForHuman0412	4	0	2	2520	2
SETD2_chr3_47142972__PARP1_chr1_226595581	3	2040	483	3	756
SETD2_chr3_47142972__PBRM1_chr3_52696257	0	2	1	955	176
SETD2_chr3_47142972__PBRM1_chr3_52713723	3	5	0	3	458
SETD2_chr3_47142972__PDGFRA_chr4_55124963	12	3	273	1987	1368
SETD2_chr3_47142972__PIK3CA_chr3_178916614	6	1	536	4	4
SETD2_chr3_47142972__PIK3CA_chr3_178919167	3441	15	2	3	5
SETD2_chr3_47142972__PIK3R1_chr5_67522521	5	64	480	2	337
SETD2_chr3_47142972__PIK3R1_chr5_67576421	5	0	2	0	0
SETD2_chr3_47142972__PRKDC_chr8_48686398	1	4	2	1500	250
SETD2_chr3_47142972__PRKDC_chr8_48872683	5	1152	4	2781	207
SETD2_chr3_47142972__PTEN_chr10_89653786	4	2	1	1	1
SETD2_chr3_47142972__PTEN_chr10_89711868	3	3	124	1	2
SETD2_chr3_47142972__RB1_chr13_48878054	2	795	3	1738	1060
SETD2_chr3_47142972__RB1_chr13_48936969	3	4	776	0	4
SETD2_chr3_47142972__ROR1_chr1_64240072	5	2098	1223	4	4
SETD2_chr3_47142972__RPS6KB1_chr17_57987949	3	4	457	4	6
SETD2_chr3_47142972__RRM2_chr2_10262940	1	22	303	2	0
SETD2_chr3_47142972__RUNX1_chr21_36252860	4769	1	3	5	396
SETD2_chr3_47142972__RUNX1_chr21_36252902	3	0	1	3	318
SETD2_chr3_47142972__SMAD4_chr18_48573460	4	0	0	4	1
SETD2_chr3_47142972__SMAD4_chr18_48575673	957	1	1	2	1813
SETD2_chr3_47142972__SMAD4_chr18_48586241	5	1	0	1	7
SETD2_chr3_47142972__SMARCA4_chr19_11094819	4	4	170	3	1036
SETD2_chr3_47142972__SMARCB1_chr22_24129339	8	2	3	2	1
SETD2_chr3_47142972__SMO_chr7_128828974	6	1	49	3	3
SETD2_chr3_47142972__SMO_chr7_128845081	2	1	326	3	484
SETD2_chr3_47142972__SRC_chr20_36012562	3	1	0	0	3
SETD2_chr3_47142972__TOP1_chr20_39657693	6	644	539	366	1650
SETD2_chr3_47142972__TOP1_chr20_39690055	4	0	453	0	2
SETD2_chr3_47142972__TOP1_chr20_39690109	7	0	0	0	0
SETD2_chr3_47142972__TP53_chr17_7577537	4	438	216	0	88
SETD2_chr3_47142972__TP53_chr17_7578373	3	1791	3	5	0
SETD2_chr3_47142972__TSC1_chr9_135804256	5	1	1	1	794
SETD2_chr3_47142972__TYMS_chr18_659656	7	1	4	1312	4
SETD2_chr3_47142972__TYMS_chr18_659665	4	0	3	2	0
SETD2_chr3_47142972__VEGFA_chr6_43742108	0	3	244	1	390
SETD2_chr3_47142972__WEE1_chr11_9595845	4	2	542	1	1
SETD2_chr3_47205411__ABL1_chr9_133738283	7	306	3	2425	8
SETD2_chr3_47205411__AKT1_chr14_105239609	14	170	481	2660	2514
SETD2_chr3_47205411__AKT1_chr14_105239686	1289	1904	949	7	2877
SETD2_chr3_47205411__AKT1_chr14_105258968	14	2	5	2	782
SETD2_chr3_47205411__ALK_chr2_30143522	18	1938	236	6	1107
SETD2_chr3_47205411__APC_chr5_112102933	6	4	234	3	414
SETD2_chr3_47205411__ARID1A_chr1_27022876	13	8	74	7361	136
SETD2_chr3_47205411__ARID1A_chr1_27056288	2951	177	1725	9	1609
SETD2_chr3_47205411__ATM_chr11_108098390	2194	736	160	9	1640
SETD2_chr3_47205411__ATM_chr11_108098402	4	5	2	3	1183
SETD2_chr3_47205411__BCL2_chr18_60795945	5	0	244	7	1242
SETD2_chr3_47205411__BCL2_chr18_60795960	21	591	1035	3317	664
SETD2_chr3_47205411__BCL2_chr18_60985877	14	5	282	4	663
SETD2_chr3_47205411__BRAF_chr7_140508787	21	3006	712	10	1139
SETD2_chr3_47205411__BRCA1_chr17_41256141	4641	1945	516	6	264
SETD2_chr3_47205411__BRCA1_chr17_41267735	10	1799	1400	546	4
SETD2_chr3_47205411__BRCA2_chr13_32912006	16	4198	8	12	1081
SETD2_chr3_47205411__BRCA2_chr13_32914228	5	1	1151	6	523
SETD2_chr3_47205411__BRD4_chr19_15376403	2788	1379	290	3838	504
SETD2_chr3_47205411__BTK_chrX_100626613	13	2	2	5	486
SETD2_chr3_47205411__CASP8_chr2_202123033	20	5	2241	2172	311
SETD2_chr3_47205411__CASP8_chr2_202134297	178	4407	854	1168	175
SETD2_chr3_47205411__CDH1_chr16_68772250	18	4	2	2	3
SETD2_chr3_47205411__CDH1_chr16_68772255	1	889	496	0	79
SETD2_chr3_47205411__CDK4_chr12_58143253	47	1	592	2639	9
SETD2_chr3_47205411__CDK6_chr7_92244474	20	4	1146	6	402
SETD2_chr3_47205411__CDK6_chr7_92252365	2331	2267	85	10	2733
SETD2_chr3_47205411__CDK9_chr9_130550235	19	1	24	4	1717
SETD2_chr3_47205411__CDKN1B_chr12_12870777	14	2	516	10	884
SETD2_chr3_47205411__CDKN1B_chr12_12870931	7	2	1233	6	1961
SETD2_chr3_47205411__CHEK1_chr11_125496644	3001	1588	213	3	78
SETD2_chr3_47205411__CHEK1_chr11_125496687	16	1835	279	1575	344
SETD2_chr3_47205411__CHEK2_chr22_29085137	14	3376	6	522	957
SETD2_chr3_47205411__CHEK2_chr22_29130694	24	5	1063	5	354
SETD2_chr3_47205411__DHFR_chr5_79950216	4389	1169	168	5589	417
SETD2_chr3_47205411__EGFR_chr7_55086962	17	3534	2	1340	967
SETD2_chr3_47205411__ERBB2_chr17_37868221	20	7	218	5	1333
SETD2_chr3_47205411__ERBB2_chr17_37868292	2135	2783	385	12	595
SETD2_chr3_47205411__FGFR2_chr10_123298118	27	7	357	976	580
SETD2_chr3_47205411__FGFR2_chr10_123353328	1217	13	1621	7	2624
SETD2_chr3_47205411__GATA3_chr10_8097612	1354	6	961	10	3
SETD2_chr3_47205411__HDAC1_chr1_32757816	18	7	1191	1416	529
SETD2_chr3_47205411__HDAC1_chr1_32792637	92	515	130	33	1688
SETD2_chr3_47205411__HDAC2_chr6_114266539	10	4	674	5	821
SETD2_chr3_47205411__HDAC6_chrX_48661385	164	4136	127	1040	1080
SETD2_chr3_47205411__HSP90AA1_chr14_102552141	17	1602	528	4	866
SETD2_chr3_47205411__HSP90AA1_chr14_102605736	5037	12	1412	7	1151
SETD2_chr3_47205411__IGF1R_chr15_99434664	23	2	3	5	670
SETD2_chr3_47205411__KDM5C_chrX_53241021	6	1	85	3	827
SETD2_chr3_47205411__KDM5C_chrX_53254068	16	3	452	6	310
SETD2_chr3_47205411__KDM6A_chrX_44732838	1462	1441	503	8	1311
SETD2_chr3_47205411__KDM6A_chrX_44820615	15	4012	320	4	6
SETD2_chr3_47205411__KDM6A_chrX_44820616	17	2	3	4	1124
SETD2_chr3_47205411__KIT_chr4_55524164	3	5	493	8	12
SETD2_chr3_47205411__KMT2D_chr12_49448468	22	7	75	11	45
SETD2_chr3_47205411__MAP3K1_chr5_56111382	9	0	4	2	950
SETD2_chr3_47205411__MAP3K1_chr5_56152485	26	7	9	8	6
SETD2_chr3_47205411__MET_chr7_116340188	3868	2772	1278	2497	7
SETD2_chr3_47205411__MET_chr7_116340207	9	5	409	5	4
SETD2_chr3_47205411__MLH1_chr3_37035029	21	632	345	414	759
SETD2_chr3_47205411__MLH1_chr3_37038179	24	793	2321	973	436
SETD2_chr3_47205411__MLH1_chr3_37045912	11	1	1017	2	216
SETD2_chr3_47205411__MTOR_chr1_11317010	3542	12	1419	3263	1967
SETD2_chr3_47205411__MTOR_chr1_11319459	7	970	114	3	433
SETD2_chr3_47205411__NF1_chr17_29483039	4104	826	506	2171	101
SETD2_chr3_47205411__NonTargetingControlGuideForHuman0362	12	239	1111	11	400
SETD2_chr3_47205411__NonTargetingControlGuideForHuman0412	13	1155	5	3474	6
SETD2_chr3_47205411__PARP1_chr1_226578301	10	3562	260	4	6
SETD2_chr3_47205411__PARP1_chr1_226595581	9	10	1434	10	3058
SETD2_chr3_47205411__PBRM1_chr3_52713723	7	2	399	8	1632
SETD2_chr3_47205411__PDGFRA_chr4_55129914	3629	8	754	1233	78
SETD2_chr3_47205411__PIK3CA_chr3_178919070	10	1638	1149	4	163
SETD2_chr3_47205411__PIK3R1_chr5_67576410	12	4	0	1	670
SETD2_chr3_47205411__PIK3R1_chr5_67576421	10	4	1101	4	564
SETD2_chr3_47205411__PRKDC_chr8_48686398	13	2	5	7	929
SETD2_chr3_47205411__PRKDC_chr8_48686781	742	4	1039	192	910
SETD2_chr3_47205411__PRKDC_chr8_48872683	7	1303	326	6	901
SETD2_chr3_47205411__PTEN_chr10_89653786	16	3	482	7	1582
SETD2_chr3_47205411__PTEN_chr10_89685297	18	4	474	4	408
SETD2_chr3_47205411__PTEN_chr10_89711868	17	4956	610	3239	1783
SETD2_chr3_47205411__RB1_chr13_48878054	2	3	104	3	356
SETD2_chr3_47205411__RB1_chr13_48934148	12	2	297	5	408
SETD2_chr3_47205411__ROR1_chr1_64240072	20	1185	740	4745	315
SETD2_chr3_47205411__RPS6KB1_chr17_57970538	562	2430	218	5	2460
SETD2_chr3_47205411__RPS6KB1_chr17_57987922	3305	684	4	5	655
SETD2_chr3_47205411__RRM2_chr2_10262728	10	3437	25	4296	1156
SETD2_chr3_47205411__RRM2_chr2_10262940	15	2910	957	2641	1271
SETD2_chr3_47205411__RUNX1_chr21_36252860	14	3139	309	3	754
SETD2_chr3_47205411__SMAD4_chr18_48573460	4	524	709	6	1167
SETD2_chr3_47205411__SMARCA4_chr19_11094819	2167	1711	800	4	1350
SETD2_chr3_47205411__SMO_chr7_128845081	19	3	5	11	95
SETD2_chr3_47205411__SMO_chr7_128845117	12	3	4	4	1
SETD2_chr3_47205411__SRC_chr20_36012562	3319	2500	427	634	496
SETD2_chr3_47205411__SRC_chr20_36014563	813	488	868	7	1
SETD2_chr3_47205411__SRC_chr20_36022600	18	5	26	4685	1287
SETD2_chr3_47205411__TOP1_chr20_39690055	11	3959	2	5635	523
SETD2_chr3_47205411__TP53_chr17_7577537	23	486	7	3432	764
SETD2_chr3_47205411__TP53_chr17_7579881	21	1416	4	2438	1212
SETD2_chr3_47205411__TYMS_chr18_659656	13	442	387	2595	318
SETD2_chr3_47205411__TYMS_chr18_659665	15	4122	1324	8	1650
SETD2_chr3_47205411__VEGFA_chr6_43742077	29	1280	467	1838	1695
SETD2_chr3_47205411__VEGFA_chr6_43742108	4	2	220	8	482
SETD2_chr3_47205411__VHL_chr3_10183518	17	2285	1219	988	942
SETD2_chr3_47205411__WEE1_chr11_9595462	17	4	734	652	4
SMAD4_chr18_48573460__ABL1_chr9_133589790	5	0	1	4	2
SMAD4_chr18_48573460__ABL1_chr9_133738356	2666	1305	366	9	3048
SMAD4_chr18_48573460__ADA_chr20_43257696	4	2	0	1	3
SMAD4_chr18_48573460__AKT1_chr14_105239609	4	5	2	2	3
SMAD4_chr18_48573460__AKT1_chr14_105258968	7	1	271	3	795
SMAD4_chr18_48573460__ALK_chr2_29541171	2	1	238	2	2
SMAD4_chr18_48573460__APC_chr5_112043408	11	1	7	2162	854
SMAD4_chr18_48573460__APC_chr5_112102023	3	1	1	3	1122
SMAD4_chr18_48573460__APC_chr5_112102933	3986	9	1194	5	141
SMAD4_chr18_48573460__ARID1A_chr1_27056286	6	2045	463	5	1526
SMAD4_chr18_48573460__ARID2_chr12_46123614	2	1	2	0	3
SMAD4_chr18_48573460__ARID2_chr12_46205318	5	2	709	7	332
SMAD4_chr18_48573460__ATM_chr11_108098350	2	3	113	2	1
SMAD4_chr18_48573460__BRAF_chr7_140508787	8	5	5	867	4
SMAD4_chr18_48573460__BRAF_chr7_140534469	8	4	1188	1	1478
SMAD4_chr18_48573460__BRCA1_chr17_41276018	11	2811	4	24	1
SMAD4_chr18_48573460__BRCA2_chr13_32890586	1	1	148	3	2
SMAD4_chr18_48573460__BRD4_chr19_15376361	3	1	1	4	247
SMAD4_chr18_48573460__BRD4_chr19_15376403	5	2	5	4	218
SMAD4_chr18_48573460__BRD4_chr19_15383894	3	0	0	4	1085
SMAD4_chr18_48573460__CASP8_chr2_202123033	7	2974	4	3	329
SMAD4_chr18_48573460__CASP8_chr2_202131404	3	0	158	2	645
SMAD4_chr18_48573460__CASP8_chr2_202134297	6	3	2	1	384
SMAD4_chr18_48573460__CDH1_chr16_68771300	3	1199	1068	377	6
SMAD4_chr18_48573460__CDH1_chr16_68772255	4	0	36	4	613
SMAD4_chr18_48573460__CDK4_chr12_58143253	5	1	513	1	2
SMAD4_chr18_48573460__CDK4_chr12_58144705	3	2	4	0	640
SMAD4_chr18_48573460__CDK6_chr7_92244474	11	14	861	9	380
SMAD4_chr18_48573460__CDK6_chr7_92462628	3	1053	1	3	623
SMAD4_chr18_48573460__CDK9_chr9_130548409	6	1	2	1974	4
SMAD4_chr18_48573460__CDK9_chr9_130550235	3	2	0	0	4
SMAD4_chr18_48573460__CDKN1B_chr12_12870777	5	0	0	231	387
SMAD4_chr18_48573460__CDKN1B_chr12_12871196	4	1	4	1	1251
SMAD4_chr18_48573460__CDKN2A_chr9_21968726	2453	2	1028	5	1345
SMAD4_chr18_48573460__CDKN2A_chr9_21994327	2	1	2	4	960
SMAD4_chr18_48573460__CHEK1_chr11_125496644	5	1	527	7	2
SMAD4_chr18_48573460__CHEK2_chr22_29085137	2	2	351	5	1
SMAD4_chr18_48573460__CHEK2_chr22_29090029	3	2	137	1264	2
SMAD4_chr18_48573460__DHFR_chr5_79949819	6	3	2	1288	182
SMAD4_chr18_48573460__DHFR_chr5_79950216	9	4	857	2	351
SMAD4_chr18_48573460__DHFR_chr5_79950217	9	3	2	871	252
SMAD4_chr18_48573460__EGFR_chr7_55086962	7	1	273	4	3
SMAD4_chr18_48573460__ERBB2_chr17_37868221	7	1960	4	3	901
SMAD4_chr18_48573460__ERBB2_chr17_37868292	2	0	467	4	483
SMAD4_chr18_48573460__FGFR3_chr4_1795735	4334	8	3	8	3
SMAD4_chr18_48573460__FGFR3_chr4_1795736	5	1311	1	1132	0
SMAD4_chr18_48573460__FLT3_chr13_28636131	12	1	0	9	647
SMAD4_chr18_48573460__FLT3_chr13_28636172	3	3	2	1	2
SMAD4_chr18_48573460__FLT3_chr13_28674643	6	1682	1576	632	1060
SMAD4_chr18_48573460__FNTA_chr8_42911471	6	3	0	2	801
SMAD4_chr18_48573460__GATA3_chr10_8097612	2501	4	0	866	4
SMAD4_chr18_48573460__GATA3_chr10_8097722	3	1	668	3	1084
SMAD4_chr18_48573460__HDAC1_chr1_32757816	2	2	739	3	1540
SMAD4_chr18_48573460__HDAC1_chr1_32792601	1	3	871	1	1626
SMAD4_chr18_48573460__HDAC2_chr6_114266539	4	2	417	5	3175
SMAD4_chr18_48573460__HDAC2_chr6_114267214	6	1	3	2	491
SMAD4_chr18_48573460__HDAC6_chrX_48661089	2	634	304	1175	4
SMAD4_chr18_48573460__HSP90AA1_chr14_102552141	5	453	296	1	3
SMAD4_chr18_48573460__HSP90AA1_chr14_102605736	7	4136	410	1952	2194
SMAD4_chr18_48573460__IGF1R_chr15_99192824	10	4	3	2	1
SMAD4_chr18_48573460__IGF1R_chr15_99434664	1	412	3	10	913
SMAD4_chr18_48573460__IGF1R_chr15_99434807	4	2	4	0	0
SMAD4_chr18_48573460__JAK2_chr9_5050816	1	874	859	3	485
SMAD4_chr18_48573460__KDM5C_chrX_53241021	1	1	3	1	2
SMAD4_chr18_48573460__KDM6A_chrX_44732838	6	2016	414	2179	159
SMAD4_chr18_48573460__KDM6A_chrX_44820615	3	3	353	1895	1117
SMAD4_chr18_48573460__KDM6A_chrX_44820616	5	0	3	6	3
SMAD4_chr18_48573460__KIT_chr4_55524164	3	3	3	2	1
SMAD4_chr18_48573460__KIT_chr4_55524229	7	2	484	361	5
SMAD4_chr18_48573460__MAP2K1_chr15_66679756	4	3	612	0	3
SMAD4_chr18_48573460__MET_chr7_116340188	4	1285	319	2	3
SMAD4_chr18_48573460__MSH6_chr2_48018111	5	1102	5	1433	583
SMAD4_chr18_48573460__MTOR_chr1_11319459	3	4	259	1	0
SMAD4_chr18_48573460__NF1_chr17_29422308	7	887	52	3	459
SMAD4_chr18_48573460__NF1_chr17_29483038	7	4	2	1	0
SMAD4_chr18_48573460__NonTargetingControlGuideForHuman0362	8	4	887	5	2081
SMAD4_chr18_48573460__NonTargetingControlGuideForHuman0412	4	2	1	1	1
SMAD4_chr18_48573460__PARP1_chr1_226578301	1	3	70	4	858
SMAD4_chr18_48573460__PBRM1_chr3_52702516	5	3	0	2	2
SMAD4_chr18_48573460__PBRM1_chr3_52713723	7	3	0	2	380
SMAD4_chr18_48573460__PIK3CA_chr3_178916614	9	4	0	6	1
SMAD4_chr18_48573460__PIK3CA_chr3_178919167	2	1592	490	6	1107
SMAD4_chr18_48573460__PIK3R1_chr5_67522521	3	3	0	309	1006
SMAD4_chr18_48573460__PIK3R1_chr5_67576421	7	3	2	1	237
SMAD4_chr18_48573460__PRKDC_chr8_48686781	4	5	18	1960	1784
SMAD4_chr18_48573460__PRKDC_chr8_48872683	1118	7	583	3679	576
SMAD4_chr18_48573460__PTEN_chr10_89685297	12	1301	0	3	916
SMAD4_chr18_48573460__RB1_chr13_48878054	4	2	0	0	240
SMAD4_chr18_48573460__RB1_chr13_48934148	0	2	168	3	4
SMAD4_chr18_48573460__RB1_chr13_48936969	0	2	311	2843	1745
SMAD4_chr18_48573460__ROR1_chr1_64240089	2	5	75	831	606
SMAD4_chr18_48573460__ROR1_chr1_64240143	7	3990	932	7	2
SMAD4_chr18_48573460__RPS6KB1_chr17_57987922	6	2	2	2	1
SMAD4_chr18_48573460__RPS6KB1_chr17_57987949	9	1334	693	4	1642
SMAD4_chr18_48573460__RRM2_chr2_10262728	9	1	1057	8	1593
SMAD4_chr18_48573460__RUNX1_chr21_36421144	3	0	194	5	1759
SMAD4_chr18_48573460__SMARCA4_chr19_11094819	6	10	490	2	386
SMAD4_chr18_48573460__SMARCA4_chr19_11094851	5	2	1	7610	733
SMAD4_chr18_48573460__SMARCB1_chr22_24129339	2	1	989	2	450
SMAD4_chr18_48573460__SMO_chr7_128845081	7	2	658	4	5
SMAD4_chr18_48573460__SMO_chr7_128845117	3	3	154	567	471
SMAD4_chr18_48573460__SRC_chr20_36012562	5	1576	110	3	732
SMAD4_chr18_48573460__SRC_chr20_36014563	6	3	1	3	1
SMAD4_chr18_48573460__SRC_chr20_36022600	10	4	9	4	420
SMAD4_chr18_48573460__TOP1_chr20_39690055	6	0	3	0	4
SMAD4_chr18_48573460__TP53_chr17_7577537	10	2	1	3	619
SMAD4_chr18_48573460__TP53_chr17_7578373	4	2	557	4	92
SMAD4_chr18_48573460__TSC1_chr9_135796796	7	2086	283	1569	532
SMAD4_chr18_48573460__TYMS_chr18_659665	2	1	4	1	4
SMAD4_chr18_48573460__VHL_chr3_10183773	9	553	1	1974	657
SMAD4_chr18_48573460__VHL_chr3_10183791	9	4	357	3	1
SMAD4_chr18_48573460__WEE1_chr11_9595462	4	2	4	2	3
SMAD4_chr18_48573460__WEE1_chr11_9595542	3	4	2	1	4
SMAD4_chr18_48575673__ABL1_chr9_133589790	8	2	1	1	2
SMAD4_chr18_48575673__ABL1_chr9_133738283	7	4	172	2	6
SMAD4_chr18_48575673__ADA_chr20_43280245	7	1	645	805	356
SMAD4_chr18_48575673__AKT1_chr14_105239609	5	1321	1686	4	891
SMAD4_chr18_48575673__AKT1_chr14_105239686	5	7	901	1068	1387
SMAD4_chr18_48575673__AKT1_chr14_105258968	2	1	671	4	1
SMAD4_chr18_48575673__ALK_chr2_29541171	3	3	1	2	2
SMAD4_chr18_48575673__APC_chr5_112102023	8	2	1	4	1753
SMAD4_chr18_48575673__APC_chr5_112102933	8	3	909	0	2
SMAD4_chr18_48575673__ARID1A_chr1_27056288	5	2	0	4	0
SMAD4_chr18_48575673__ARID2_chr12_46123614	2	1059	1	0	423
SMAD4_chr18_48575673__ARID2_chr12_46205318	6	1470	357	1847	2322
SMAD4_chr18_48575673__ATM_chr11_108098390	1	1	1	7	671
SMAD4_chr18_48575673__BCL2_chr18_60795945	3	4	823	2	455
SMAD4_chr18_48575673__BCL2_chr18_60795960	4	2903	656	2	1
SMAD4_chr18_48575673__BRAF_chr7_140508787	9	5180	499	4	2935
SMAD4_chr18_48575673__BRAF_chr7_140534469	6	1	1	5	4
SMAD4_chr18_48575673__BRCA1_chr17_41256141	4	9	749	1126	774
SMAD4_chr18_48575673__BRCA1_chr17_41276018	6	1	586	2	1072
SMAD4_chr18_48575673__BRCA2_chr13_32890586	0	2	377	0	2
SMAD4_chr18_48575673__BRCA2_chr13_32912006	6	6	2	4	10
SMAD4_chr18_48575673__BRCA2_chr13_32914228	4	1	137	3090	1
SMAD4_chr18_48575673__BRD4_chr19_15376403	9	184	117	3	491
SMAD4_chr18_48575673__BTK_chrX_100626613	1	2	34	3	459
SMAD4_chr18_48575673__CASP8_chr2_202134297	3	0	1	2	524
SMAD4_chr18_48575673__CDH1_chr16_68771300	7342	2135	1625	3706	10
SMAD4_chr18_48575673__CDH1_chr16_68772255	0	66	0	0	3
SMAD4_chr18_48575673__CDK4_chr12_58143253	4	1798	2	3	2
SMAD4_chr18_48575673__CDK4_chr12_58144705	9	3	1	1	1
SMAD4_chr18_48575673__CDK4_chr12_58145497	7	568	133	1645	4
SMAD4_chr18_48575673__CDK6_chr7_92252365	7	1859	1	2	3
SMAD4_chr18_48575673__CDK9_chr9_130548409	4	3	97	2	4
SMAD4_chr18_48575673__CDK9_chr9_130550235	7	2	4	4	320
SMAD4_chr18_48575673__CDKN1B_chr12_12870777	1	3	21	0	1
SMAD4_chr18_48575673__CDKN1B_chr12_12871196	2	5	1105	3	483
SMAD4_chr18_48575673__CDKN2A_chr9_21968726	0	3	3	1	1
SMAD4_chr18_48575673__CDKN2A_chr9_21971100	8	1	316	1887	5
SMAD4_chr18_48575673__CDKN2A_chr9_21994327	4	3	4	1	2
SMAD4_chr18_48575673__CHEK1_chr11_125496644	4334	2041	1052	8	223
SMAD4_chr18_48575673__CHEK2_chr22_29090029	2	3	986	0	0
SMAD4_chr18_48575673__CHEK2_chr22_29130694	7	5	132	4	7
SMAD4_chr18_48575673__DHFR_chr5_79949819	11	2979	893	5	83
SMAD4_chr18_48575673__DHFR_chr5_79950216	5	1	5	3289	4
SMAD4_chr18_48575673__EGFR_chr7_55209986	4	5	4	4	0
SMAD4_chr18_48575673__FGFR2_chr10_123298118	3937	6	594	3	3
SMAD4_chr18_48575673__FGFR2_chr10_123298215	2	3	988	1	0
SMAD4_chr18_48575673__FGFR3_chr4_1795655	3	664	4	2601	4
SMAD4_chr18_48575673__FGFR3_chr4_1795735	4	4	685	3	2
SMAD4_chr18_48575673__FGFR3_chr4_1795736	12154	5	297	10	1406
SMAD4_chr18_48575673__FLT3_chr13_28636172	4	3	1	3	886
SMAD4_chr18_48575673__HDAC2_chr6_114267214	1	0	1	2	243
SMAD4_chr18_48575673__HSP90AA1_chr14_102551760	2	2	0	0	301
SMAD4_chr18_48575673__HSP90AA1_chr14_102552141	3	1	0	1	3
SMAD4_chr18_48575673__IGF1R_chr15_99192824	5	3	266	1	4
SMAD4_chr18_48575673__JAK2_chr9_5021970	2	2	589	1	1
SMAD4_chr18_48575673__KDM5C_chrX_53241022	4	1313	63	1	430
SMAD4_chr18_48575673__KDM6A_chrX_44732838	3	0	31	4	790
SMAD4_chr18_48575673__KIT_chr4_55524229	5	3	0	1	2
SMAD4_chr18_48575673__KMT2D_chr12_49448168	1	738	2	4	5
SMAD4_chr18_48575673__KMT2D_chr12_49448468	4	2	2	0	1
SMAD4_chr18_48575673__MAP2K1_chr15_66679721	8	1099	1105	1479	423
SMAD4_chr18_48575673__MAP2K1_chr15_66679756	3	2	2	7	255
SMAD4_chr18_48575673__MET_chr7_116340188	2	1	2	3	2
SMAD4_chr18_48575673__MET_chr7_116340207	5	3	0	3	2
SMAD4_chr18_48575673__MLH1_chr3_37035029	5	3	216	2	709
SMAD4_chr18_48575673__MLH1_chr3_37045912	2	2	3	1	0
SMAD4_chr18_48575673__MSH6_chr2_48018111	2	1517	61	394	155
SMAD4_chr18_48575673__MTOR_chr1_11317149	2	3	990	2	624
SMAD4_chr18_48575673__MTOR_chr1_11319459	2	6	5	2977	1032
SMAD4_chr18_48575673__NF1_chr17_29422308	6991	4	1233	1223	4
SMAD4_chr18_48575673__NF1_chr17_29483038	1	2179	387	4	199
SMAD4_chr18_48575673__NF1_chr17_29483039	2	5	938	0	32
SMAD4_chr18_48575673__NonTargetingControlGuideForHuman0362	8	2353	2	8	382
SMAD4_chr18_48575673__NonTargetingControlGuideForHuman0412	1	0	0	4	2
SMAD4_chr18_48575673__PBRM1_chr3_52702516	7	4	633	2374	3341
SMAD4_chr18_48575673__PBRM1_chr3_52713723	4	2	2	4	3
SMAD4_chr18_48575673__PDGFRA_chr4_55124963	9	7	3	6	5
SMAD4_chr18_48575673__PDGFRA_chr4_55129914	1	90	0	1	3
SMAD4_chr18_48575673__PIK3R1_chr5_67576410	3	6	1	1	3
SMAD4_chr18_48575673__PRKDC_chr8_48686398	1	2	2	1	246
SMAD4_chr18_48575673__PRKDC_chr8_48872683	6	0	1	4	1
SMAD4_chr18_48575673__PTEN_chr10_89685297	3	1	138	0	9
SMAD4_chr18_48575673__RB1_chr13_48878054	1	1	263	2	263
SMAD4_chr18_48575673__ROR1_chr1_64240143	4	1451	2	1	1068
SMAD4_chr18_48575673__RRM2_chr2_10262728	2	2399	28	3	1
SMAD4_chr18_48575673__RRM2_chr2_10262940	12	7	952	6	345
SMAD4_chr18_48575673__RRM2_chr2_10262957	263	2503	24	5	5
SMAD4_chr18_48575673__SETD2_chr3_47205411	4	1	526	2	0
SMAD4_chr18_48575673__SMARCA4_chr19_11094851	4	1101	6	4	1057
SMAD4_chr18_48575673__SMO_chr7_128828974	7	3	2	2046	568
SMAD4_chr18_48575673__SMO_chr7_128845081	7	2	1	277	2
SMAD4_chr18_48575673__SMO_chr7_128845117	6	5	1	2	0
SMAD4_chr18_48575673__SRC_chr20_36014563	1	3	291	2	2
SMAD4_chr18_48575673__SRC_chr20_36022600	8	2	415	2101	4
SMAD4_chr18_48575673__TOP1_chr20_39690055	4	4	2	3429	1
SMAD4_chr18_48575673__TP53_chr17_7577537	5	3548	269	2	626
SMAD4_chr18_48575673__TP53_chr17_7578373	0	840	345	6	3
SMAD4_chr18_48575673__TP53_chr17_7579881	6	2	136	1109	843
SMAD4_chr18_48575673__TSC1_chr9_135796748	5	1	707	1240	2005
SMAD4_chr18_48575673__TYMS_chr18_657730	7	3	4	5	1722
SMAD4_chr18_48575673__TYMS_chr18_659665	3	4	1	4	2
SMAD4_chr18_48575673__VEGFA_chr6_43742077	2859	1670	2100	1384	376
SMAD4_chr18_48575673__VHL_chr3_10183773	7	4	2	3	0
SMAD4_chr18_48575673__WEE1_chr11_9595462	4	2	553	3	185
SMAD4_chr18_48575673__WEE1_chr11_9595845	8	3	8	5	1148
SMAD4_chr18_48586241__ABL1_chr9_133589790	11	1	0	2	1
SMAD4_chr18_48586241__ABL1_chr9_133738283	4252	6	640	8183	1975
SMAD4_chr18_48586241__ADA_chr20_43257696	8	6	641	2688	1179
