construct_id	U2OS-CAS9B-t28_S4_trimmed53_len_filtered_counts	U2OS-CAS9TREX2A-t14_S1_trimmed53_len_filtered_counts	U2OS-CAS9TREX2A-t28_S5_trimmed53_len_filtered_counts	U2OS-CAS9TREX2B-t14_S2_trimmed53_len_filtered_counts	U2OS-CAS9TREX2B-t28_S6_trimmed53_len_filtered_counts	U2OS-Parent-t28_S3_trimmed53_len_filtered_counts
TSC1_chr9_135796748__BCL2_chr18_60795960	86	193	428	68	2	30
TSC1_chr9_135796748__BCL2_chr18_60985877	40	81	126	17	6	54
TSC1_chr9_135796748__BRAF_chr7_140508787	29	21	39	68	10	34
TSC1_chr9_135796748__BRCA1_chr17_41276018	153	20	5	6	1	21
TSC1_chr9_135796748__BRCA2_chr13_32912006	134	27	26	26	6	46
TSC1_chr9_135796748__BRCA2_chr13_32914228	173	20	32	62	2	20
TSC1_chr9_135796748__BRD4_chr19_15383894	29	47	44	9	1	45
TSC1_chr9_135796748__BTK_chrX_100645534	41	209	53	13	5	26
TSC1_chr9_135796748__CASP8_chr2_202123033	133	310	135	13	10	26
TSC1_chr9_135796748__CASP8_chr2_202131404	222	228	322	6	8	66
TSC1_chr9_135796748__CASP8_chr2_202134297	46	102	37	144	1141	24
TSC1_chr9_135796748__CDH1_chr16_68772250	90	35	34	6	5	64
TSC1_chr9_135796748__CDH1_chr16_68772255	22	2	11	7	7	9
TSC1_chr9_135796748__CDK4_chr12_58144705	123	53	54	56	207	8
TSC1_chr9_135796748__CDK4_chr12_58145497	251	115	29	289	249	77
TSC1_chr9_135796748__CDKN1B_chr12_12870777	97	8	12	157	11	5
TSC1_chr9_135796748__CDKN1B_chr12_12870931	70	45	16	127	1477	4
TSC1_chr9_135796748__CDKN1B_chr12_12871196	80	11	24	32	9	5
TSC1_chr9_135796748__CDKN2A_chr9_21968726	43	14	17	133	674	34
TSC1_chr9_135796748__CDKN2A_chr9_21971100	242	95	18	69	8	35
TSC1_chr9_135796748__CHEK1_chr11_125496687	180	73	121	2	3	34
TSC1_chr9_135796748__CHEK2_chr22_29090029	104	3	5	2	3	54
TSC1_chr9_135796748__CHEK2_chr22_29130694	197	60	26	12	5	66
TSC1_chr9_135796748__DHFR_chr5_79950216	297	108	62	298	206	99
TSC1_chr9_135796748__EGFR_chr7_55209986	255	127	23	94	44	26
TSC1_chr9_135796748__EGFR_chr7_55209992	35	36	25	12	4	5
TSC1_chr9_135796748__ERBB2_chr17_37868292	141	96	47	230	146	36
TSC1_chr9_135796748__FGFR2_chr10_123353328	13	6	8	11	4	1
TSC1_chr9_135796748__FGFR3_chr4_1795655	262	20	15	36	81	7
TSC1_chr9_135796748__FLT3_chr13_28636131	112	4	13	32	178	22
TSC1_chr9_135796748__FLT3_chr13_28674643	26	12	23	88	60	32
TSC1_chr9_135796748__FNTA_chr8_42911471	75	32	13	66	74	2
TSC1_chr9_135796748__FNTA_chr8_42914260	41	42	33	5	1	26
TSC1_chr9_135796748__FNTA_chr8_42924781	14	7	9	10	3	21
TSC1_chr9_135796748__GATA3_chr10_8097722	244	56	74	51	18	23
TSC1_chr9_135796748__HDAC1_chr1_32757816	213	158	52	33	6	31
TSC1_chr9_135796748__HDAC1_chr1_32792637	106	154	2314	49	19	69
TSC1_chr9_135796748__HDAC2_chr6_114266539	32	25	10	167	167	54
TSC1_chr9_135796748__HDAC2_chr6_114267214	48	80	34	12	6	18
TSC1_chr9_135796748__HDAC6_chrX_48661385	94	5	30	69	35	38
TSC1_chr9_135796748__HSP90AA1_chr14_102605736	37	40	63	106	221	16
TSC1_chr9_135796748__IGF1R_chr15_99434807	305	54	28	34	52	25
TSC1_chr9_135796748__JAK2_chr9_5050721	55	104	122	275	140	28
TSC1_chr9_135796748__JAK2_chr9_5050816	37	3	10	114	19	11
TSC1_chr9_135796748__KDM5C_chrX_53241021	179	11	11	52	15	58
TSC1_chr9_135796748__KDM5C_chrX_53241022	121	43	37	28	35	25
TSC1_chr9_135796748__KDM6A_chrX_44820615	17	31	18	8	4	4
TSC1_chr9_135796748__KDM6A_chrX_44820616	31	43	16	84	146	30
TSC1_chr9_135796748__KIT_chr4_55524176	28	48	9	27	36	15
TSC1_chr9_135796748__KIT_chr4_55524229	100	19	305	11	4	17
TSC1_chr9_135796748__KMT2D_chr12_49448161	39	14	15	3	3	47
TSC1_chr9_135796748__MAP2K1_chr15_66679721	48	55	52	19	10	48
TSC1_chr9_135796748__MAP2K1_chr15_66679756	86	198	484	85	11	45
TSC1_chr9_135796748__MAP3K1_chr5_56111382	20	41	16	71	2	0
TSC1_chr9_135796748__MAP3K1_chr5_56152466	200	6	14	82	53	61
TSC1_chr9_135796748__MAP3K1_chr5_56152485	70	88	375	12	10	58
TSC1_chr9_135796748__MET_chr7_116340188	84	11	20	38	4	15
TSC1_chr9_135796748__MET_chr7_116340207	230	82	26	67	3	28
TSC1_chr9_135796748__MLH1_chr3_37045912	16	4	11	5	5	16
TSC1_chr9_135796748__MSH6_chr2_48010356	41	143	66	10	4	8
TSC1_chr9_135796748__MSH6_chr2_48018154	110	348	72	11	6	26
TSC1_chr9_135796748__NF1_chr17_29422308	197	180	419	189	136	45
TSC1_chr9_135796748__NF1_chr17_29483038	71	2	8	16	8	24
TSC1_chr9_135796748__NonTargetingControlGuideForHuman0362	80	69	79	22	9	15
TSC1_chr9_135796748__NonTargetingControlGuideForHuman0412	40	25	20	136	218	3
TSC1_chr9_135796748__PARP1_chr1_226578301	23	4	9	11	2	13
TSC1_chr9_135796748__PARP1_chr1_226595581	53	34	9	15	2	6
TSC1_chr9_135796748__PBRM1_chr3_52696257	22	5	6	82	139	15
TSC1_chr9_135796748__PBRM1_chr3_52702516	77	74	41	50	3	3
TSC1_chr9_135796748__PDGFRA_chr4_55124932	196	28	30	10	10	25
TSC1_chr9_135796748__PIK3CA_chr3_178916614	192	89	86	73	42	46
TSC1_chr9_135796748__PRKDC_chr8_48872683	38	132	57	87	117	53
TSC1_chr9_135796748__RB1_chr13_48878054	242	99	42	7	4	25
TSC1_chr9_135796748__ROR1_chr1_64240072	90	71	78	59	96	58
TSC1_chr9_135796748__ROR1_chr1_64240089	79	51	50	210	31	12
TSC1_chr9_135796748__RPS6KB1_chr17_57987922	91	14	83	11	2	3
TSC1_chr9_135796748__RRM2_chr2_10262728	32	33	5	36	3	58
TSC1_chr9_135796748__RRM2_chr2_10262957	76	21	37	4	2	69
TSC1_chr9_135796748__RUNX1_chr21_36252902	233	81	14	103	52	20
TSC1_chr9_135796748__SETD2_chr3_47142972	37	3	2	31	2	51
TSC1_chr9_135796748__SETD2_chr3_47205411	136	52	70	7	11	1
TSC1_chr9_135796748__SMAD4_chr18_48573460	49	14	6	1	1	18
TSC1_chr9_135796748__SMARCA4_chr19_11094819	92	311	412	47	8	62
TSC1_chr9_135796748__SMARCA4_chr19_11094851	145	13	20	112	63	75
TSC1_chr9_135796748__SMARCA4_chr19_11095011	49	40	23	17	2	14
TSC1_chr9_135796748__SMARCB1_chr22_24129339	160	20	10	32	4	82
TSC1_chr9_135796748__SMO_chr7_128845117	67	22	16	101	1	25
TSC1_chr9_135796748__SRC_chr20_36012562	10	29	41	26	2	62
TSC1_chr9_135796748__TOP1_chr20_39657693	115	91	25	23	30	29
TSC1_chr9_135796748__TP53_chr17_7578373	11	11	18	20	4	90
TSC1_chr9_135796748__TP53_chr17_7579881	63	63	19	149	65	8
TSC1_chr9_135796748__TYMS_chr18_659656	102	49	45	14	10	20
TSC1_chr9_135796748__TYMS_chr18_659665	234	18	10	36	5	30
TSC1_chr9_135796748__VHL_chr3_10183518	38	50	42	40	7	19
TSC1_chr9_135796748__WEE1_chr11_9595845	19	44	83	38	0	22
TSC1_chr9_135796796__ABL1_chr9_133589790	37	18	10	34	0	73
TSC1_chr9_135796796__ABL1_chr9_133738283	56	3	21	17	9	119
TSC1_chr9_135796796__ADA_chr20_43257696	15	30	32	30	11	42
TSC1_chr9_135796796__ADA_chr20_43257769	40	15	17	245	241	40
TSC1_chr9_135796796__AKT1_chr14_105239609	201	13	10	43	3	42
TSC1_chr9_135796796__AKT1_chr14_105239686	77	135	95	37	14	17
TSC1_chr9_135796796__AKT1_chr14_105258968	31	160	55	59	189	15
TSC1_chr9_135796796__ALK_chr2_29541171	97	3	11	21	2	1
TSC1_chr9_135796796__ALK_chr2_29541172	25	8	12	526	1033	11
TSC1_chr9_135796796__ALK_chr2_30143522	9	78	42	130	40	11
TSC1_chr9_135796796__APC_chr5_112102023	28	42	419	9	4	39
TSC1_chr9_135796796__ARID2_chr12_46123614	241	36	10	2	5	15
TSC1_chr9_135796796__ARID2_chr12_46205318	160	126	63	59	11	67
TSC1_chr9_135796796__ATM_chr11_108098350	16	9	3	24	57	56
TSC1_chr9_135796796__ATM_chr11_108098402	5	25	3	40	1	7
TSC1_chr9_135796796__BCL2_chr18_60795945	131	126	181	6	9	58
TSC1_chr9_135796796__BCL2_chr18_60985877	124	8	7	6	3	1
TSC1_chr9_135796796__BRCA2_chr13_32912006	61	33	28	31	4	29
TSC1_chr9_135796796__BRD4_chr19_15376361	44	33	51	5	3	29
TSC1_chr9_135796796__BRD4_chr19_15376403	65	87	14	272	145	61
TSC1_chr9_135796796__BRD4_chr19_15383894	159	3	11	26	4	29
TSC1_chr9_135796796__BTK_chrX_100645534	122	69	36	19	10	17
TSC1_chr9_135796796__CASP8_chr2_202134297	183	475	212	83	153	80
TSC1_chr9_135796796__CDH1_chr16_68771300	128	56	53	348	125	114
TSC1_chr9_135796796__CDH1_chr16_68772250	110	5	19	22	13	27
TSC1_chr9_135796796__CDH1_chr16_68772255	47	14	7	16	9	1
TSC1_chr9_135796796__CDK4_chr12_58143253	50	3	9	2	2	4
TSC1_chr9_135796796__CDK4_chr12_58144705	27	35	16	10	12	99
TSC1_chr9_135796796__CDK6_chr7_92252365	20	7	13	17	4	11
TSC1_chr9_135796796__CDK6_chr7_92462628	44	56	10	1	0	56
TSC1_chr9_135796796__CDK9_chr9_130548998	60	30	0	2	2	33
TSC1_chr9_135796796__CDK9_chr9_130550235	38	23	17	53	58	49
TSC1_chr9_135796796__CDKN1B_chr12_12870777	6	7	10	5	9	5
TSC1_chr9_135796796__CDKN2A_chr9_21968726	33	6	6	6	7	30
TSC1_chr9_135796796__CHEK1_chr11_125496687	22	6	6	3	2	17
TSC1_chr9_135796796__CHEK1_chr11_125499147	24	22	14	15	2	41
TSC1_chr9_135796796__CHEK2_chr22_29090029	30	7	13	6	3	0
TSC1_chr9_135796796__DHFR_chr5_79950216	163	44	75	491	3003	85
TSC1_chr9_135796796__EGFR_chr7_55209986	18	9	18	24	9	2
TSC1_chr9_135796796__ERBB2_chr17_37868292	54	149	142	52	176	23
TSC1_chr9_135796796__FGFR2_chr10_123298118	57	68	35	111	83	17
TSC1_chr9_135796796__FGFR2_chr10_123298215	43	173	141	20	5	25
TSC1_chr9_135796796__FGFR2_chr10_123353328	404	47	25	53	11	31
TSC1_chr9_135796796__FGFR3_chr4_1795655	76	9	11	1	116	34
TSC1_chr9_135796796__FGFR3_chr4_1795735	92	58	21	92	240	90
TSC1_chr9_135796796__FLT3_chr13_28636131	83	5	11	62	4	50
TSC1_chr9_135796796__FNTA_chr8_42911471	10	6	6	35	8	56
TSC1_chr9_135796796__FNTA_chr8_42914260	5	1	2	3	0	2
TSC1_chr9_135796796__FNTA_chr8_42924781	180	2	15	25	5	61
TSC1_chr9_135796796__HDAC1_chr1_32757816	55	45	21	111	259	47
TSC1_chr9_135796796__HDAC1_chr1_32792601	34	2	7	9	10	32
TSC1_chr9_135796796__HDAC1_chr1_32792637	44	15	18	16	4	40
TSC1_chr9_135796796__HDAC2_chr6_114266539	16	31	10	9	8	58
TSC1_chr9_135796796__HDAC2_chr6_114267214	7	5	9	4	4	0
TSC1_chr9_135796796__HDAC2_chr6_114292056	55	6	6	38	3	2
TSC1_chr9_135796796__HSP90AA1_chr14_102605736	125	124	42	124	73	57
TSC1_chr9_135796796__IGF1R_chr15_99434807	86	26	18	6	5	11
TSC1_chr9_135796796__JAK2_chr9_5021970	36	5	17	7	2	46
TSC1_chr9_135796796__JAK2_chr9_5050816	85	31	14	16	2	12
TSC1_chr9_135796796__KDM5C_chrX_53241021	5	3	4	2	1	36
TSC1_chr9_135796796__KDM5C_chrX_53241022	114	97	16	72	8	59
TSC1_chr9_135796796__KDM6A_chrX_44820615	93	155	46	88	39	25
TSC1_chr9_135796796__KDM6A_chrX_44820616	11	32	11	148	5	31
TSC1_chr9_135796796__KIT_chr4_55524176	17	30	19	19	4	32
TSC1_chr9_135796796__KMT2D_chr12_49448161	8	22	28	12	10	38
TSC1_chr9_135796796__KMT2D_chr12_49448168	123	16	18	32	7	77
TSC1_chr9_135796796__KMT2D_chr12_49448468	83	102	36	76	99	18
TSC1_chr9_135796796__MAP2K1_chr15_66679756	36	12	9	11	2	27
TSC1_chr9_135796796__MAP3K1_chr5_56111382	6	4	2	26	3	22
TSC1_chr9_135796796__MAP3K1_chr5_56152466	11	18	3	14	4	11
TSC1_chr9_135796796__MAP3K1_chr5_56152485	77	66	29	118	2	73
TSC1_chr9_135796796__MET_chr7_116340188	174	115	64	7	8	53
TSC1_chr9_135796796__MET_chr7_116340207	33	16	15	27	7	17
TSC1_chr9_135796796__MLH1_chr3_37035029	74	26	23	8	3	40
TSC1_chr9_135796796__MLH1_chr3_37045912	35	34	8	94	115	16
TSC1_chr9_135796796__MSH6_chr2_48010356	44	13	9	44	4	5
TSC1_chr9_135796796__NF1_chr17_29422308	194	114	157	52	17	58
TSC1_chr9_135796796__NF1_chr17_29483038	52	31	8	15	10	81
TSC1_chr9_135796796__NonTargetingControlGuideForHuman0352	96	180	336	38	17	48
TSC1_chr9_135796796__PARP1_chr1_226578301	51	7	9	24	2	63
TSC1_chr9_135796796__PBRM1_chr3_52696257	98	48	85	118	185	2
TSC1_chr9_135796796__PDGFRA_chr4_55124963	53	15	29	73	152	28
TSC1_chr9_135796796__PIK3CA_chr3_178919167	65	60	14	6	9	59
TSC1_chr9_135796796__PIK3R1_chr5_67522521	17	3	15	4	1	14
TSC1_chr9_135796796__PIK3R1_chr5_67576410	17	61	21	5	4	8
TSC1_chr9_135796796__PRKDC_chr8_48686398	7	46	13	11	5	23
TSC1_chr9_135796796__PTEN_chr10_89653786	13	6	9	55	5	1
TSC1_chr9_135796796__PTEN_chr10_89711868	186	245	867	382	1217	47
TSC1_chr9_135796796__RB1_chr13_48934148	7	7	7	6	4	3
TSC1_chr9_135796796__RB1_chr13_48936969	54	46	71	719	2047	68
TSC1_chr9_135796796__ROR1_chr1_64240072	279	56	19	204	258	53
TSC1_chr9_135796796__ROR1_chr1_64240089	150	59	52	10	10	70
TSC1_chr9_135796796__RPS6KB1_chr17_57970538	21	19	14	19	5	25
TSC1_chr9_135796796__RRM2_chr2_10262728	28	47	10	59	4	22
TSC1_chr9_135796796__RUNX1_chr21_36252860	154	25	26	7	33	10
TSC1_chr9_135796796__RUNX1_chr21_36252902	115	57	61	234	246	31
TSC1_chr9_135796796__RUNX1_chr21_36421144	242	6	19	4	12	25
TSC1_chr9_135796796__SETD2_chr3_47142972	15	46	78	22	32	25
TSC1_chr9_135796796__SETD2_chr3_47205411	40	8	11	93	834	13
TSC1_chr9_135796796__SMAD4_chr18_48575673	74	17	14	50	73	2
TSC1_chr9_135796796__SMAD4_chr18_48586241	44	80	13	8	0	72
TSC1_chr9_135796796__SMARCB1_chr22_24129339	196	8	5	9	5	22
TSC1_chr9_135796796__SMARCB1_chr22_24133949	76	5	17	133	117	41
TSC1_chr9_135796796__SMO_chr7_128828974	117	312	1186	24	20	65
TSC1_chr9_135796796__TOP1_chr20_39657693	34	126	24	24	6	60
TSC1_chr9_135796796__TOP1_chr20_39690109	307	11	5	156	41	40
TSC1_chr9_135796796__TYMS_chr18_657730	162	140	131	40	24	41
TSC1_chr9_135796796__VEGFA_chr6_43738425	64	38	76	206	336	25
TSC1_chr9_135796796__VEGFA_chr6_43742108	124	12	7	76	5	34
TSC1_chr9_135796796__VHL_chr3_10183791	25	48	3	60	3	10
TSC1_chr9_135796796__WEE1_chr11_9595845	5	212	69	2	5	27
TSC1_chr9_135804256__ABL1_chr9_133738283	44	38	26	28	12	0
TSC1_chr9_135804256__ABL1_chr9_133738356	96	54	51	20	14	37
TSC1_chr9_135804256__ADA_chr20_43257696	187	29	34	74	5	34
TSC1_chr9_135804256__AKT1_chr14_105239686	239	115	48	12	13	37
TSC1_chr9_135804256__AKT1_chr14_105258968	454	54	114	257	450	38
TSC1_chr9_135804256__ALK_chr2_30143522	69	47	29	10	7	99
TSC1_chr9_135804256__APC_chr5_112043408	141	242	135	19	4	44
TSC1_chr9_135804256__ARID1A_chr1_27022876	19	127	379	17	11	32
TSC1_chr9_135804256__ARID1A_chr1_27056286	47	107	45	375	1603	55
TSC1_chr9_135804256__ARID2_chr12_46254608	27	58	12	72	106	34
TSC1_chr9_135804256__ATM_chr11_108098350	29	54	72	3	1	13
TSC1_chr9_135804256__ATM_chr11_108098390	73	49	126	20	4	50
TSC1_chr9_135804256__ATM_chr11_108098402	9	2	1	30	0	5
TSC1_chr9_135804256__BRAF_chr7_140534469	75	228	304	170	141	54
TSC1_chr9_135804256__BRCA1_chr17_41256141	266	159	12	24	77	24
TSC1_chr9_135804256__BRCA1_chr17_41276018	32	68	30	7	1	1
TSC1_chr9_135804256__BRCA2_chr13_32890586	7	102	31	9	2	50
TSC1_chr9_135804256__BRD4_chr19_15376361	6	1	14	2	5	2
TSC1_chr9_135804256__BTK_chrX_100626613	88	13	6	16	9	5
TSC1_chr9_135804256__BTK_chrX_100629565	25	6	11	4	6	1
TSC1_chr9_135804256__BTK_chrX_100645534	23	48	35	7	8	44
TSC1_chr9_135804256__CASP8_chr2_202123033	38	174	75	12	9	22
TSC1_chr9_135804256__CASP8_chr2_202134297	49	147	426	15	14	30
TSC1_chr9_135804256__CDH1_chr16_68771300	71	88	72	103	83	42
TSC1_chr9_135804256__CDH1_chr16_68772250	120	103	25	96	4	31
TSC1_chr9_135804256__CDH1_chr16_68772255	35	100	118	1	5	20
TSC1_chr9_135804256__CDK4_chr12_58144705	59	92	389	18	12	40
TSC1_chr9_135804256__CDK4_chr12_58145497	67	11	8	4	21	12
TSC1_chr9_135804256__CDK6_chr7_92244474	54	72	82	27	11	40
TSC1_chr9_135804256__CDK6_chr7_92252365	53	18	15	30	8	6
TSC1_chr9_135804256__CDK6_chr7_92462628	27	21	3	3	2	12
TSC1_chr9_135804256__CDK9_chr9_130548409	94	56	52	116	25	7
TSC1_chr9_135804256__CDK9_chr9_130548998	5	20	3	19	0	4
TSC1_chr9_135804256__CDK9_chr9_130550235	201	28	51	23	11	22
TSC1_chr9_135804256__CDKN1B_chr12_12870777	63	13	12	4	4	8
TSC1_chr9_135804256__CDKN1B_chr12_12870931	77	3	12	26	2	11
TSC1_chr9_135804256__CDKN1B_chr12_12871196	69	66	11	9	6	76
TSC1_chr9_135804256__CHEK1_chr11_125496644	155	26	13	38	4	17
TSC1_chr9_135804256__CHEK1_chr11_125496687	20	42	20	2	2	37
TSC1_chr9_135804256__CHEK1_chr11_125499147	42	38	53	101	74	44
TSC1_chr9_135804256__CHEK2_chr22_29085137	111	133	257	142	334	5
TSC1_chr9_135804256__DHFR_chr5_79950217	51	43	21	32	4	24
TSC1_chr9_135804256__ERBB2_chr17_37855800	31	44	32	29	6	25
TSC1_chr9_135804256__ERBB2_chr17_37868221	58	55	92	44	10	35
TSC1_chr9_135804256__FGFR2_chr10_123298215	93	12	9	5	2	6
TSC1_chr9_135804256__FGFR3_chr4_1795655	16	56	58	75	230	18
TSC1_chr9_135804256__FGFR3_chr4_1795735	193	20	20	54	9	32
TSC1_chr9_135804256__FLT3_chr13_28636172	44	31	31	10	6	26
TSC1_chr9_135804256__FLT3_chr13_28674643	52	178	265	136	223	7
TSC1_chr9_135804256__GATA3_chr10_8097790	49	167	100	143	148	12
TSC1_chr9_135804256__HDAC2_chr6_114292056	57	5	84	30	1	18
TSC1_chr9_135804256__HDAC6_chrX_48661089	156	48	39	6	9	39
TSC1_chr9_135804256__HDAC6_chrX_48661385	82	116	70	14	13	85
TSC1_chr9_135804256__HDAC6_chrX_48674389	8	4	11	90	93	26
TSC1_chr9_135804256__HSP90AA1_chr14_102551760	51	6	10	9	10	19
TSC1_chr9_135804256__IGF1R_chr15_99192824	76	111	72	47	81	22
TSC1_chr9_135804256__IGF1R_chr15_99434664	67	4	9	166	108	47
TSC1_chr9_135804256__JAK2_chr9_5021970	16	25	6	59	1	21
TSC1_chr9_135804256__KDM6A_chrX_44732838	76	5	10	20	6	5
TSC1_chr9_135804256__KDM6A_chrX_44820616	48	4	8	91	61	7
TSC1_chr9_135804256__KIT_chr4_55524164	94	11	21	21	3	30
TSC1_chr9_135804256__KMT2D_chr12_49448168	34	8	24	20	30	36
TSC1_chr9_135804256__KMT2D_chr12_49448468	87	331	194	111	140	21
TSC1_chr9_135804256__MAP2K1_chr15_66679756	88	85	30	33	2	68
TSC1_chr9_135804256__MAP3K1_chr5_56152466	24	50	21	10	5	13
TSC1_chr9_135804256__MET_chr7_116340188	30	33	28	19	1	0
TSC1_chr9_135804256__MET_chr7_116340207	48	132	88	16	7	11
TSC1_chr9_135804256__MLH1_chr3_37035029	30	10	25	33	5	22
TSC1_chr9_135804256__MLH1_chr3_37038179	127	64	44	54	14	19
TSC1_chr9_135804256__MLH1_chr3_37045912	54	63	34	31	5	50
TSC1_chr9_135804256__MSH6_chr2_48010356	82	35	14	18	2	40
TSC1_chr9_135804256__MSH6_chr2_48018111	62	28	24	75	8	49
TSC1_chr9_135804256__MTOR_chr1_11317010	8	2	4	4	2	59
TSC1_chr9_135804256__MTOR_chr1_11319459	171	56	14	24	2	37
TSC1_chr9_135804256__NF1_chr17_29483039	58	2	10	7	0	8
TSC1_chr9_135804256__NonTargetingControlGuideForHuman0362	126	58	70	152	19	57
TSC1_chr9_135804256__NonTargetingControlGuideForHuman0412	123	16	18	216	64	0
TSC1_chr9_135804256__PARP1_chr1_226578249	124	80	38	55	38	55
TSC1_chr9_135804256__PARP1_chr1_226595581	53	75	135	26	2	16
TSC1_chr9_135804256__PDGFRA_chr4_55124963	158	20	27	104	19	46
TSC1_chr9_135804256__PDGFRA_chr4_55129914	170	78	64	509	5316	40
TSC1_chr9_135804256__PIK3CA_chr3_178919070	13	4	14	4	6	37
TSC1_chr9_135804256__PIK3R1_chr5_67576410	73	12	16	6	10	2
TSC1_chr9_135804256__PIK3R1_chr5_67576421	3	56	45	33	1	51
TSC1_chr9_135804256__PTEN_chr10_89653786	125	166	155	78	88	68
TSC1_chr9_135804256__PTEN_chr10_89685297	27	55	15	9	6	47
TSC1_chr9_135804256__ROR1_chr1_64240143	50	58	30	62	13	60
TSC1_chr9_135804256__RPS6KB1_chr17_57987949	34	49	15	25	13	55
TSC1_chr9_135804256__RUNX1_chr21_36252860	10	7	21	24	32	20
TSC1_chr9_135804256__RUNX1_chr21_36252902	17	23	9	14	7	20
TSC1_chr9_135804256__RUNX1_chr21_36421144	7	10	9	15	8	1
TSC1_chr9_135804256__SETD2_chr3_47142951	81	30	5	12	3	20
TSC1_chr9_135804256__SETD2_chr3_47205411	69	78	476	4	10	48
TSC1_chr9_135804256__SMAD4_chr18_48573460	67	55	114	6	0	15
TSC1_chr9_135804256__SMAD4_chr18_48575673	41	6	8	5	6	0
TSC1_chr9_135804256__SMAD4_chr18_48586241	28	112	211	72	20	24
TSC1_chr9_135804256__SMARCA4_chr19_11095011	58	153	464	35	12	56
TSC1_chr9_135804256__SMARCB1_chr22_24129339	234	32	47	42	16	58
TSC1_chr9_135804256__SMARCB1_chr22_24133993	5	15	12	9	1	13
TSC1_chr9_135804256__SMO_chr7_128828974	69	34	38	106	148	18
TSC1_chr9_135804256__SMO_chr7_128845081	27	75	126	9	7	26
TSC1_chr9_135804256__SRC_chr20_36014563	81	182	351	245	662	44
TSC1_chr9_135804256__SRC_chr20_36022600	20	29	61	23	10	76
TSC1_chr9_135804256__TOP1_chr20_39690109	107	7	6	17	0	4
TSC1_chr9_135804256__TP53_chr17_7577537	305	36	29	102	529	9
TSC1_chr9_135804256__TP53_chr17_7579881	92	19	18	17	8	25
TSC1_chr9_135804256__TYMS_chr18_657730	85	163	49	258	178	41
TSC1_chr9_135804256__TYMS_chr18_659656	8	8	15	37	13	58
TSC1_chr9_135804256__VEGFA_chr6_43738425	120	35	48	6	6	17
TSC1_chr9_135804256__VHL_chr3_10183773	20	48	19	87	102	46
TSC1_chr9_135804256__VHL_chr3_10183791	24	2	1	42	8	71
TSC1_chr9_135804256__WEE1_chr11_9595462	292	85	41	32	12	129
TSC1_chr9_135804256__WEE1_chr11_9595542	218	88	18	62	4	56
TYMS_chr18_657730__ABL1_chr9_133589790	59	7	6	40	3	1
TYMS_chr18_657730__ADA_chr20_43280245	78	129	80	88	36	28
TYMS_chr18_657730__AKT1_chr14_105258968	45	33	20	44	11	18
TYMS_chr18_657730__ALK_chr2_29541172	38	32	41	12	6	11
TYMS_chr18_657730__APC_chr5_112102933	26	89	49	112	142	27
TYMS_chr18_657730__ARID2_chr12_46205318	83	271	129	144	119	24
TYMS_chr18_657730__ATM_chr11_108098350	33	14	24	23	2	48
TYMS_chr18_657730__ATM_chr11_108098390	89	153	16	96	60	40
TYMS_chr18_657730__BCL2_chr18_60795945	194	69	67	6	12	9
TYMS_chr18_657730__BCL2_chr18_60795960	134	56	84	97	74	93
TYMS_chr18_657730__BCL2_chr18_60985877	27	9	47	11	3	11
TYMS_chr18_657730__BRAF_chr7_140508787	363	364	168	82	87	71
TYMS_chr18_657730__BRAF_chr7_140534469	153	423	196	86	48	60
TYMS_chr18_657730__BRAF_chr7_140624501	85	95	608	5	3	32
TYMS_chr18_657730__BRCA2_chr13_32912006	36	19	23	135	348	37
TYMS_chr18_657730__BRCA2_chr13_32914228	71	7	9	15	3	12
TYMS_chr18_657730__BTK_chrX_100629565	40	19	7	241	101	59
TYMS_chr18_657730__BTK_chrX_100645534	82	58	136	158	133	41
TYMS_chr18_657730__CASP8_chr2_202123033	45	106	615	63	21	47
TYMS_chr18_657730__CASP8_chr2_202131404	67	119	119	61	5	27
TYMS_chr18_657730__CDH1_chr16_68772255	39	21	3	7	0	12
TYMS_chr18_657730__CDK4_chr12_58144705	152	31	20	127	461	54
TYMS_chr18_657730__CDK4_chr12_58145497	94	149	31	18	30	36
TYMS_chr18_657730__CDK6_chr7_92244474	130	33	47	157	139	82
TYMS_chr18_657730__CDK6_chr7_92462628	53	21	2	30	0	30
TYMS_chr18_657730__CDK9_chr9_130550235	203	201	61	62	35	70
TYMS_chr18_657730__CDKN1B_chr12_12870777	59	202	242	69	6	20
TYMS_chr18_657730__CDKN1B_chr12_12871196	190	40	117	48	13	100
TYMS_chr18_657730__CDKN2A_chr9_21968726	199	93	62	12	40	10
TYMS_chr18_657730__CDKN2A_chr9_21971100	68	12	17	189	274	23
TYMS_chr18_657730__CDKN2A_chr9_21994327	414	140	133	109	293	31
TYMS_chr18_657730__CHEK1_chr11_125496687	25	95	104	11	1	110
TYMS_chr18_657730__DHFR_chr5_79949819	73	62	31	17	5	48
TYMS_chr18_657730__EGFR_chr7_55086962	123	62	80	11	5	9
TYMS_chr18_657730__EGFR_chr7_55209986	391	33	24	126	62	90
TYMS_chr18_657730__EGFR_chr7_55209992	24	10	11	7	10	19
TYMS_chr18_657730__ERBB2_chr17_37868292	56	61	12	85	7	22
TYMS_chr18_657730__FGFR2_chr10_123353328	59	185	51	81	83	46
TYMS_chr18_657730__FGFR3_chr4_1795736	71	160	10	102	161	22
TYMS_chr18_657730__FLT3_chr13_28636131	70	48	18	35	8	44
