construct_id	PGP1_MV4_d14_2_S4_trimmed53_len_filtered_counts	PGP1_MV4_d14_1_S3_trimmed53_len_filtered_counts	PGP1_MV4_d3_1_S1_trimmed53_len_filtered_counts	PGP1_MV4_d21_1_S5_trimmed53_len_filtered_counts	PGP1_MV4_d21_2_S6_trimmed53_len_filtered_counts	PGP1_MV4_d3_2_S2_trimmed53_len_filtered_counts	PGP1_MV4_d28_2_S8_trimmed53_len_filtered_counts	PGP1_MV4_d28_1_S7_trimmed53_len_filtered_counts
PKM_chr15_72523284__NonTargetingControlGuideForHuman0095	4475	1609	857	1747	4492	2354	4052	980
PKM_chr15_72523284__PCK1_chr20_56136482	403	206	630	255	1074	899	779	116
PKM_chr15_72523284__PC_chr11_66638606	115	39	382	1	70	906	73	0
PKM_chr15_72523284__PC_chr11_66639617	491	241	195	247	1343	503	1285	65
PKM_chr15_72523284__PDHA1_chrX_19362137	465	853	1189	857	696	665	736	321
PKM_chr15_72523284__PDHA1_chrX_19364716	1288	1	796	0	1189	844	1611	1
PKM_chr15_72523284__PDHA2_chr4_96761315	0	0	295	0	0	0	0	0
PKM_chr15_72523284__PDHB_chr3_58416382	401	1	144	1	1	78	0	1
PKM_chr15_72523284__PDHB_chr3_58419519	1120	1324	1282	950	1798	2745	1386	210
PKM_chr15_72523284__PDHX_chr11_34937907	207	1504	1	2987	60	803	108	1160
PKM_chr15_72523284__PFKL_chr21_45726628	720	0	165	0	233	221	150	0
PKM_chr15_72523284__PFKM_chr12_48501200	13682	2282	1734	6847	7409	1192	5392	2924
PKM_chr15_72523284__PFKM_chr12_48501913	0	0	234	1	0	864	0	0
PKM_chr15_72523284__PFKM_chr12_48528051	0	0	0	0	0	159	0	0
PKM_chr15_72523284__PGAM1_chr10_99186190	0	0	309	0	0	132	0	0
PKM_chr15_72523284__PGAM2_chr7_44102497	716	9	210	1	658	866	504	2
PKM_chr15_72523284__PGAM2_chr7_44105108	12	0	0	166	49	31	1	123
PKM_chr15_72523284__PGD_chr1_10459156	1	74	1607	131	2	160	1	93
PKM_chr15_72523284__PGD_chr1_10459684	2	0	667	0	0	886	0	0
PKM_chr15_72523284__PGK1_chrX_77369386	521	121	1034	55	214	1120	166	0
PKM_chr15_72523284__PGK2_chr6_49754854	0	1850	443	4270	178	470	174	1922
PKM_chr15_72523284__PGLS_chr19_17627020	46	2	0	1	0	897	0	0
PKM_chr15_72523284__PKLR_chr1_155264502	515	24	298	60	479	853	678	19
PKM_chr15_72523284__PKLR_chr1_155271174	1	259	490	91	140	1042	89	23
PKM_chr15_72523284__RPE_chr2_210874447	669	0	1	0	886	6	504	1
PKM_chr15_72523284__RPE_chr2_210880741	905	923	890	3333	1033	850	523	1719
PKM_chr15_72523284__RPIA_chr2_88991199	0	126	12	183	1	484	0	5
PKM_chr15_72523284__RPIA_chr2_88991329	40	86	1134	17	2	1186	2	0
PKM_chr15_72523284__TALDO1_chr11_747467	46	791	236	1544	1	335	0	501
PKM_chr15_72523284__TALDO1_chr11_755880	193	147	93	166	353	570	603	152
PKM_chr15_72523284__TKT_chr3_53263054	213	33	53	0	13	1048	160	1
PKM_chr15_72523284__TPI1_chr12_6976607	0	1	182	0	0	188	0	0
PKM_chr15_72523284__TPI1_chr12_6976836	0	322	419	680	0	679	0	262
RPE_chr2_210867486__ALDOA_chr16_30078215	691	1548	1037	3620	496	1372	676	924
RPE_chr2_210867486__ALDOA_chr16_30078583	0	0	375	0	2	209	1	0
RPE_chr2_210867486__ALDOB_chr9_104188893	0	0	978	1	2	739	0	0
RPE_chr2_210867486__ALDOC_chr17_26901140	949	352	478	753	2484	1355	1847	336
RPE_chr2_210867486__ALDOC_chr17_26902525	0	0	529	0	0	373	0	1
RPE_chr2_210867486__DLAT_chr11_111899333	0	0	539	1	1	138	0	1
RPE_chr2_210867486__ENO1_chr1_8928068	554	0	279	34	238	90	236	1
RPE_chr2_210867486__ENO1_chr1_8930510	7	0	313	5	95	368	0	0
RPE_chr2_210867486__ENO1_chr1_8934907	50	22	0	135	6	307	2	23
RPE_chr2_210867486__ENO2_chr12_7024987	7	10	146	0	2	159	2	0
RPE_chr2_210867486__ENO2_chr12_7025605	683	155	251	180	767	517	360	22
RPE_chr2_210867486__ENO3_chr17_4856118	18	0	0	3	8	297	0	0
RPE_chr2_210867486__ENO3_chr17_4856126	0	0	66	0	1	0	0	0
RPE_chr2_210867486__FBP1_chr9_97369211	1	0	255	0	0	402	0	0
RPE_chr2_210867486__FBP1_chr9_97401589	0	171	928	352	1	1203	0	63
RPE_chr2_210867486__FBP2_chr9_97333794	0	12	512	15	0	671	0	31
RPE_chr2_210867486__G6PC_chr17_41052917	0	0	335	0	1	1	0	0
RPE_chr2_210867486__G6PC_chr17_41055970	0	10	0	2	0	39	0	0
RPE_chr2_210867486__G6PC_chr17_41059636	3	6	140	31	1	573	0	26
RPE_chr2_210867486__G6PD_chrX_153775081	1169	4492	2024	3013	1862	744	2581	1116
RPE_chr2_210867486__GAPDH_chr12_6645947	79	1231	191	1636	91	121	53	655
RPE_chr2_210867486__GCK_chr7_44189577	0	0	0	0	0	0	0	0
RPE_chr2_210867486__GCK_chr7_44228532	5	855	75	98	1	523	0	33
RPE_chr2_210867486__GOT1_chr10_101163300	3612	165	1769	734	3094	1935	2883	380
RPE_chr2_210867486__GOT1_chr10_101165936	343	545	645	1013	95	897	72	553
RPE_chr2_210867486__GOT1_chr10_101190319	139	139	161	14	90	208	0	0
RPE_chr2_210867486__GOT2_chr16_58750621	425	1160	1060	1063	667	1684	718	356
RPE_chr2_210867486__GOT2_chr16_58768033	64	0	1	0	148	0	107	0
RPE_chr2_210867486__H6PD_chr1_9305104	601	204	1333	210	207	424	169	38
RPE_chr2_210867486__H6PD_chr1_9305432	619	2398	213	10745	442	1304	528	4005
RPE_chr2_210867486__HK1_chr10_71048482	1157	47	346	14	1318	590	1343	1
RPE_chr2_210867486__HK2_chr2_75061761	183	0	613	1	349	743	160	0
RPE_chr2_210867486__HK3_chr5_176318055	108	77	381	28	0	489	0	0
RPE_chr2_210867486__HK3_chr5_176318178	0	232	2	461	0	127	0	81
RPE_chr2_210867486__LDHAL6B_chr15_59499219	1704	556	809	754	1723	428	1608	406
RPE_chr2_210867486__LDHA_chr11_18418076	0	0	2	0	0	788	0	0
RPE_chr2_210867486__LDHA_chr11_18418383	1261	1627	1083	4281	1797	1208	989	1435
RPE_chr2_210867486__LDHB_chr12_21795002	26	29	416	32	3	381	0	31
RPE_chr2_210867486__LDHB_chr12_21796959	853	2	882	0	2359	548	1403	0
RPE_chr2_210867486__LDHC_chr11_18434337	180	2266	1042	3605	110	441	117	1489
RPE_chr2_210867486__LDHC_chr11_18436748	671	89	970	7	538	665	439	7
RPE_chr2_210867486__MDH1_chr2_63816486	884	1880	1	4446	894	272	600	1103
RPE_chr2_210867486__MDH1_chr2_63821628	275	1	212	0	124	158	90	4
RPE_chr2_210867486__MDH2_chr7_75686735	788	27	351	130	565	244	584	48
RPE_chr2_210867486__MDH2_chr7_75687297	560	462	1802	338	923	912	627	50
RPE_chr2_210867486__ME2_chr18_48434448	0	271	257	38	0	373	0	0
RPE_chr2_210867486__ME2_chr18_48439284	0	0	398	2	0	3	0	0
RPE_chr2_210867486__NonTargetingControlGuideForHuman0039	673	153	118	158	648	571	306	80
RPE_chr2_210867486__NonTargetingControlGuideForHuman0095	1527	3027	1346	5633	1452	1178	1185	2101
RPE_chr2_210867486__PCK1_chr20_56136482	0	0	170	0	2	539	4	0
RPE_chr2_210867486__PCK1_chr20_56137238	0	128	1124	57	0	729	0	42
RPE_chr2_210867486__PCK1_chr20_56137848	1	375	0	246	1	0	0	98
RPE_chr2_210867486__PC_chr11_66638606	0	0	225	0	2	241	0	0
RPE_chr2_210867486__PDHA2_chr4_96761286	2066	45	117	87	2419	600	2082	27
RPE_chr2_210867486__PDHA2_chr4_96761315	1648	66	257	43	317	1	285	0
RPE_chr2_210867486__PDHA2_chr4_96761496	1281	1054	754	1196	1059	969	705	412
RPE_chr2_210867486__PDHB_chr3_58416382	120	0	0	1	84	697	0	0
RPE_chr2_210867486__PDHB_chr3_58416562	0	115	178	79	0	260	0	0
RPE_chr2_210867486__PDHB_chr3_58419519	315	1063	1480	599	290	1440	136	224
RPE_chr2_210867486__PDHX_chr11_34937907	540	224	1136	723	874	790	815	107
RPE_chr2_210867486__PDHX_chr11_34938260	0	0	883	54	2	214	0	0
RPE_chr2_210867486__PFKL_chr21_45719969	0	329	223	490	0	200	1	119
RPE_chr2_210867486__PFKL_chr21_45726628	2377	52	836	54	4775	251	4143	11
RPE_chr2_210867486__PFKL_chr21_45730903	44	71	81	213	89	553	55	80
RPE_chr2_210867486__PFKM_chr12_48501913	140	0	427	0	140	435	132	0
RPE_chr2_210867486__PFKP_chr10_3109771	0	0	1	0	0	553	0	0
RPE_chr2_210867486__PGAM1_chr10_99186190	0	94	173	0	1	45	0	0
RPE_chr2_210867486__PGAM1_chr10_99186191	0	69	70	110	0	275	0	11
RPE_chr2_210867486__PGAM2_chr7_44102497	278	209	1161	926	46	591	0	328
RPE_chr2_210867486__PGAM2_chr7_44105108	170	2	263	0	55	442	120	0
RPE_chr2_210867486__PGD_chr1_10459752	160	0	248	0	63	111	24	2
RPE_chr2_210867486__PGK1_chrX_77369386	120	1	444	0	66	420	0	0
RPE_chr2_210867486__PGK2_chr6_49753783	477	1	370	3	349	184	140	0
RPE_chr2_210867486__PGK2_chr6_49754854	0	1	121	1	1	255	0	0
RPE_chr2_210867486__PGLS_chr19_17627020	88	0	588	0	228	900	208	0
RPE_chr2_210867486__PKLR_chr1_155264502	0	503	837	288	0	355	2	84
RPE_chr2_210867486__PKM_chr15_72492804	0	103	570	0	0	621	0	0
RPE_chr2_210867486__PKM_chr15_72492920	2612	1436	1627	3394	1029	1123	537	1300
RPE_chr2_210867486__PKM_chr15_72523284	759	1	538	0	351	1008	256	1
RPE_chr2_210867486__RPIA_chr2_88991199	48	20	411	93	0	323	1	56
RPE_chr2_210867486__RPIA_chr2_88991329	386	4	818	3	41	762	2	0
RPE_chr2_210867486__TALDO1_chr11_747467	25	0	396	0	0	65	0	0
RPE_chr2_210867486__TALDO1_chr11_755937	1061	569	1396	447	1764	872	1367	295
RPE_chr2_210867486__TPI1_chr12_6976607	18	544	605	688	0	458	1	162
RPE_chr2_210867486__TPI1_chr12_6976775	72	87	475	0	2	372	0	0
RPE_chr2_210874447__ALDOA_chr16_30078583	0	0	0	0	0	129	0	0
RPE_chr2_210874447__ALDOC_chr17_26901140	0	0	0	0	1	78	0	0
RPE_chr2_210874447__ALDOC_chr17_26902525	0	0	0	0	0	335	0	0
RPE_chr2_210874447__DLAT_chr11_111896198	0	0	0	0	0	111	0	0
RPE_chr2_210874447__DLAT_chr11_111899333	0	0	0	0	0	223	0	0
RPE_chr2_210874447__DLAT_chr11_111899338	0	0	0	0	0	140	0	0
RPE_chr2_210874447__DLD_chr7_107531707	58	0	933	0	139	404	71	0
RPE_chr2_210874447__DLD_chr7_107533653	0	69	784	1	0	320	0	0
RPE_chr2_210874447__DLD_chr7_107533699	0	0	0	0	0	94	0	0
RPE_chr2_210874447__ENO1_chr1_8930510	0	0	152	1	0	0	0	0
RPE_chr2_210874447__ENO1_chr1_8934907	0	22	0	30	0	131	0	21
RPE_chr2_210874447__ENO2_chr12_7024987	1	2	177	0	0	89	0	0
RPE_chr2_210874447__ENO2_chr12_7025649	0	381	67	333	1	0	0	203
RPE_chr2_210874447__FBP1_chr9_97369115	0	0	0	1	0	0	0	0
RPE_chr2_210874447__FBP1_chr9_97401589	0	0	301	0	0	70	0	0
RPE_chr2_210874447__FBP2_chr9_97355949	1349	27	235	29	1162	1	741	1
RPE_chr2_210874447__G6PC_chr17_41052917	0	0	167	0	0	565	0	0
RPE_chr2_210874447__G6PD_chrX_153775081	154	78	104	17	644	1096	349	1
RPE_chr2_210874447__GAPDHS_chr19_36027769	13	0	133	1	143	199	17	0
RPE_chr2_210874447__GAPDHS_chr19_36027833	0	0	0	0	0	310	0	0
RPE_chr2_210874447__GAPDH_chr12_6644017	0	0	0	0	1	0	0	0
RPE_chr2_210874447__GCK_chr7_44189577	0	0	0	0	0	0	0	0
RPE_chr2_210874447__GOT1_chr10_101163300	0	0	0	2	0	0	0	0
RPE_chr2_210874447__GOT1_chr10_101165936	53	0	0	0	0	666	0	0
RPE_chr2_210874447__GOT1_chr10_101190319	0	0	0	1	0	0	0	0
RPE_chr2_210874447__GOT2_chr16_58750621	312	781	418	2199	180	200	249	2249
RPE_chr2_210874447__GOT2_chr16_58768033	0	1	0	0	0	19	0	0
RPE_chr2_210874447__H6PD_chr1_9305432	0	185	0	7	0	239	0	0
RPE_chr2_210874447__HK1_chr10_71048517	0	315	180	1167	1	1	0	511
RPE_chr2_210874447__HK2_chr2_75061733	0	0	54	0	0	0	0	0
RPE_chr2_210874447__HK3_chr5_176318055	0	0	0	0	1	0	0	0
RPE_chr2_210874447__HK3_chr5_176323146	0	30	81	0	0	71	0	0
RPE_chr2_210874447__LDHAL6B_chr15_59499223	1	0	89	0	0	129	0	0
RPE_chr2_210874447__LDHAL6B_chr15_59499236	0	0	0	0	0	57	0	0
RPE_chr2_210874447__LDHA_chr11_18418383	84	1	112	0	0	193	0	1
RPE_chr2_210874447__LDHB_chr12_21794888	0	0	275	0	0	0	0	0
RPE_chr2_210874447__MDH1_chr2_63816486	38	0	0	0	0	0	60	0
RPE_chr2_210874447__MDH2_chr7_75677504	0	0	0	0	0	0	0	0
RPE_chr2_210874447__MDH2_chr7_75687297	1	98	1515	73	1	498	0	3
RPE_chr2_210874447__ME2_chr18_48434448	0	1	0	0	0	34	0	0
RPE_chr2_210874447__ME2_chr18_48439284	0	0	0	0	0	0	0	0
RPE_chr2_210874447__NonTargetingControlGuideForHuman0654	0	19	0	339	0	261	1	225
RPE_chr2_210874447__PCK1_chr20_56137848	0	1960	214	5662	0	53	1	2159
RPE_chr2_210874447__PC_chr11_66638606	311	1	193	0	230	1	98	0
RPE_chr2_210874447__PC_chr11_66638653	0	1	0	0	0	278	0	0
RPE_chr2_210874447__PC_chr11_66639617	0	0	0	0	0	0	0	0
RPE_chr2_210874447__PDHA1_chrX_19362137	117	0	0	0	79	140	21	0
RPE_chr2_210874447__PDHA1_chrX_19364716	0	0	0	0	0	211	0	0
RPE_chr2_210874447__PDHA1_chrX_19368113	1	379	391	271	1	634	0	66
RPE_chr2_210874447__PDHA2_chr4_96761496	219	593	172	1097	138	60	82	275
RPE_chr2_210874447__PDHB_chr3_58416382	107	0	143	0	48	0	152	0
RPE_chr2_210874447__PDHB_chr3_58419519	147	58	245	32	0	205	0	0
RPE_chr2_210874447__PDHX_chr11_34937907	0	0	175	1	0	0	0	0
RPE_chr2_210874447__PDHX_chr11_34938260	0	0	0	1	0	0	0	0
RPE_chr2_210874447__PDHX_chr11_34938309	388	114	0	161	259	98	399	1
RPE_chr2_210874447__PFKL_chr21_45719969	0	0	462	0	0	304	0	0
RPE_chr2_210874447__PFKL_chr21_45726628	0	0	0	0	0	0	1	0
RPE_chr2_210874447__PFKM_chr12_48501200	5	381	0	918	0	1	2	583
RPE_chr2_210874447__PFKM_chr12_48501913	0	94	254	112	0	0	0	1
RPE_chr2_210874447__PFKM_chr12_48528051	0	0	0	0	0	0	0	0
RPE_chr2_210874447__PGAM2_chr7_44102497	0	122	334	103	0	539	0	10
RPE_chr2_210874447__PGD_chr1_10459156	1	150	617	145	1	119	0	78
RPE_chr2_210874447__PGD_chr1_10459684	1	0	76	0	0	0	0	0
RPE_chr2_210874447__PGD_chr1_10459752	0	0	0	0	0	166	0	0
RPE_chr2_210874447__PGK1_chrX_77369386	20	1	383	0	41	581	0	0
RPE_chr2_210874447__PGK2_chr6_49753783	0	463	188	202	0	169	1	67
RPE_chr2_210874447__PGLS_chr19_17628116	0	0	0	0	0	0	0	0
RPE_chr2_210874447__PKLR_chr1_155271174	0	0	150	0	0	448	0	0
RPE_chr2_210874447__PKM_chr15_72492804	0	557	0	563	0	245	0	174
RPE_chr2_210874447__PKM_chr15_72492920	1	0	0	0	0	115	0	0
RPE_chr2_210874447__RPIA_chr2_88991199	0	0	1	0	0	649	0	0
RPE_chr2_210874447__RPIA_chr2_88991329	70	0	1	0	159	0	194	0
RPE_chr2_210874447__TALDO1_chr11_747467	0	0	6	0	0	0	0	0
RPE_chr2_210874447__TKT_chr3_53263293	0	0	0	0	0	0	0	0
RPE_chr2_210874447__TKT_chr3_53289952	82	0	0	1	0	0	1	0
RPE_chr2_210874447__TPI1_chr12_6976836	277	0	0	0	83	127	235	0
RPE_chr2_210880741__ALDOA_chr16_30078583	73	0	889	0	37	1320	25	0
RPE_chr2_210880741__ALDOA_chr16_30078641	971	75	424	22	1103	2550	337	8
RPE_chr2_210880741__ALDOB_chr9_104193156	42	106	625	722	240	672	178	424
RPE_chr2_210880741__ALDOC_chr17_26901145	0	31	838	1	0	85	0	0
RPE_chr2_210880741__ENO1_chr1_8928068	0	0	396	1	0	377	0	0
RPE_chr2_210880741__ENO1_chr1_8930510	1011	173	982	78	2275	2878	1960	49
RPE_chr2_210880741__ENO2_chr12_7024987	89	403	65	220	96	333	77	226
RPE_chr2_210880741__ENO2_chr12_7025605	466	806	2386	814	845	969	482	236
RPE_chr2_210880741__ENO2_chr12_7025649	2	298	336	113	1	907	0	12
RPE_chr2_210880741__ENO3_chr17_4855147	1767	6287	3060	6116	1412	3902	741	1916
RPE_chr2_210880741__ENO3_chr17_4856118	1	1536	1528	1465	1	1703	1	502
RPE_chr2_210880741__FBP1_chr9_97369115	148	312	1227	893	515	1054	379	589
RPE_chr2_210880741__G6PC_chr17_41052917	12	15	158	2	13	1015	9	0
RPE_chr2_210880741__G6PC_chr17_41055970	0	1	2	0	0	0	0	0
RPE_chr2_210880741__G6PC_chr17_41059636	13	122	993	541	11	680	11	361
RPE_chr2_210880741__G6PD_chrX_153760877	195	76	1337	54	175	1506	27	2
RPE_chr2_210880741__GAPDH_chr12_6644017	654	668	1589	2058	265	1624	217	1192
RPE_chr2_210880741__GAPDH_chr12_6645859	115	78	501	63	16	674	18	44
RPE_chr2_210880741__GCK_chr7_44189577	0	0	0	0	0	0	0	0
RPE_chr2_210880741__GCK_chr7_44189603	20	651	687	259	0	56	0	67
RPE_chr2_210880741__GCK_chr7_44228532	207	611	454	773	33	627	150	274
RPE_chr2_210880741__GOT1_chr10_101163300	2543	891	4988	1262	2359	1574	1829	299
RPE_chr2_210880741__GOT1_chr10_101190319	419	0	225	1	168	283	34	0
RPE_chr2_210880741__GOT2_chr16_58752127	126	1899	624	4358	331	584	214	1520
RPE_chr2_210880741__H6PD_chr1_9305104	1465	1139	2623	603	1134	1499	757	252
RPE_chr2_210880741__H6PD_chr1_9305432	1355	518	1126	2279	2095	1577	2119	1818
RPE_chr2_210880741__HK1_chr10_71048505	686	452	790	737	245	1176	257	284
RPE_chr2_210880741__HK1_chr10_71048517	4155	452	1328	686	4419	2145	3300	241
RPE_chr2_210880741__HK2_chr2_75061761	1434	1925	1245	2010	2020	2461	2197	1372
RPE_chr2_210880741__HK3_chr5_176323146	303	2001	1498	1852	83	917	3	934
RPE_chr2_210880741__LDHAL6B_chr15_59499219	1671	1034	3557	1176	1076	3336	554	348
RPE_chr2_210880741__LDHAL6B_chr15_59499223	1271	772	2367	721	578	2295	700	283
RPE_chr2_210880741__LDHAL6B_chr15_59499236	2192	34	655	1	2831	1335	3183	2
RPE_chr2_210880741__LDHA_chr11_18418076	104	13	554	3	70	461	31	7
RPE_chr2_210880741__LDHA_chr11_18418383	129	534	911	354	0	360	61	270
RPE_chr2_210880741__LDHA_chr11_18418499	1	842	704	747	0	767	0	364
RPE_chr2_210880741__LDHB_chr12_21795002	190	554	1822	369	483	1677	377	36
RPE_chr2_210880741__LDHC_chr11_18434337	5455	5	1100	14	2838	1195	3481	4
RPE_chr2_210880741__MDH1_chr2_63821628	25	676	1558	302	224	1126	162	274
RPE_chr2_210880741__MDH2_chr7_75677504	110	92	506	0	100	227	209	0
RPE_chr2_210880741__ME1_chr6_83947513	1458	4552	2248	5533	3602	3200	4585	2409
RPE_chr2_210880741__ME1_chr6_83947541	235	776	241	1620	180	1436	1	497
RPE_chr2_210880741__ME2_chr18_48422222	537	736	775	652	1800	2199	1651	105
RPE_chr2_210880741__ME2_chr18_48439284	27	40	652	0	38	661	42	0
RPE_chr2_210880741__NonTargetingControlGuideForHuman0654	2973	4708	4121	7943	1576	5905	1546	2826
RPE_chr2_210880741__PCK1_chr20_56137238	721	3	1493	0	700	1009	821	1
RPE_chr2_210880741__PCK1_chr20_56137848	128	19	510	39	89	422	71	26
RPE_chr2_210880741__PC_chr11_66638606	101	85	432	0	94	1963	0	0
RPE_chr2_210880741__PDHA1_chrX_19364716	2208	542	395	515	1272	599	448	316
RPE_chr2_210880741__PDHA2_chr4_96761286	147	429	120	263	101	299	72	179
RPE_chr2_210880741__PDHB_chr3_58416382	2	234	1212	55	26	1048	1	12
RPE_chr2_210880741__PDHB_chr3_58416562	102	15	1129	16	0	1046	0	9
RPE_chr2_210880741__PDHB_chr3_58419519	1638	956	1737	1255	1073	2028	749	651
RPE_chr2_210880741__PDHX_chr11_34938309	1521	692	1248	1517	3817	1496	3787	749
RPE_chr2_210880741__PFKL_chr21_45719969	0	49	616	0	1	438	0	0
RPE_chr2_210880741__PFKL_chr21_45726628	0	0	14	0	0	357	0	2
RPE_chr2_210880741__PFKM_chr12_48501200	761	3293	3183	4379	1014	2696	993	2347
RPE_chr2_210880741__PFKM_chr12_48528051	0	0	542	1	1	218	0	0
RPE_chr2_210880741__PFKP_chr10_3124604	395	714	260	1509	156	1146	76	1307
RPE_chr2_210880741__PGAM1_chr10_99186191	41	98	951	366	1	387	0	147
RPE_chr2_210880741__PGAM2_chr7_44102518	60	0	30	0	1	9	4	0
RPE_chr2_210880741__PGK1_chrX_77369291	0	1	1025	0	0	731	1	0
RPE_chr2_210880741__PGK1_chrX_77369316	1025	621	3228	236	526	2519	302	113
RPE_chr2_210880741__PGK2_chr6_49753896	2641	3395	1102	4749	1995	1002	2257	2317
RPE_chr2_210880741__PKLR_chr1_155271174	1835	975	653	1241	893	3241	1174	487
RPE_chr2_210880741__PKM_chr15_72492804	606	1430	2174	1896	388	649	462	984
RPE_chr2_210880741__PKM_chr15_72492920	2082	265	2347	402	2423	1791	1957	69
RPE_chr2_210880741__RPIA_chr2_88991246	1456	244	784	304	2719	1054	6649	94
RPE_chr2_210880741__TALDO1_chr11_747467	134	186	1142	105	63	747	22	56
RPE_chr2_210880741__TALDO1_chr11_755880	196	0	0	0	62	68	0	0
RPE_chr2_210880741__TKT_chr3_53263054	88	2	778	3	3	1702	2	0
RPE_chr2_210880741__TKT_chr3_53263293	236	23	225	26	220	178	82	1
RPE_chr2_210880741__TKT_chr3_53289952	651	827	2065	865	443	1449	801	370
RPE_chr2_210880741__TPI1_chr12_6976607	86	314	1888	918	16	1567	0	430
RPE_chr2_210880741__TPI1_chr12_6976836	3	29	336	13	3	341	5	4
RPIA_chr2_88991199__ALDOA_chr16_30078583	123	0	616	0	224	636	121	2
RPIA_chr2_88991199__ALDOB_chr9_104188886	383	1171	1409	3568	1500	1221	1702	1641
RPIA_chr2_88991199__ALDOC_chr17_26901140	4297	233	1288	290	11879	406	11820	122
RPIA_chr2_88991199__ALDOC_chr17_26901145	1559	641	997	1330	3858	1175	5451	470
RPIA_chr2_88991199__DLAT_chr11_111896198	395	200	738	2	445	1129	82	1
RPIA_chr2_88991199__DLAT_chr11_111899333	60	51	323	88	20	693	1	123
RPIA_chr2_88991199__DLAT_chr11_111899338	37	53	431	31	8	278	42	18
RPIA_chr2_88991199__DLD_chr7_107531707	1036	380	2069	561	885	2814	670	366
RPIA_chr2_88991199__DLD_chr7_107533653	608	562	820	1184	888	1122	923	657
RPIA_chr2_88991199__DLD_chr7_107533699	27	939	839	1915	2	1598	1	957
RPIA_chr2_88991199__ENO1_chr1_8930510	2	28	854	2	0	1053	0	1
RPIA_chr2_88991199__ENO1_chr1_8934907	190	324	166	616	20	241	49	91
RPIA_chr2_88991199__ENO2_chr12_7025649	1	10	1252	72	1	346	1	34
RPIA_chr2_88991199__ENO3_chr17_4855147	518	1438	934	4479	1015	1286	387	1356
RPIA_chr2_88991199__FBP1_chr9_97369115	795	189	56	695	1103	1352	1159	244
RPIA_chr2_88991199__FBP1_chr9_97401589	4	0	747	30	1	509	3	6
RPIA_chr2_88991199__FBP2_chr9_97333804	13	410	983	1100	0	355	0	641
RPIA_chr2_88991199__G6PC_chr17_41052917	204	27	921	119	236	1746	94	162
RPIA_chr2_88991199__G6PC_chr17_41059636	146	90	682	149	1	997	0	15
RPIA_chr2_88991199__G6PD_chrX_153775081	2055	296	1334	681	3219	1593	3370	343
RPIA_chr2_88991199__GAPDHS_chr19_36027769	617	632	567	1286	882	911	957	688
RPIA_chr2_88991199__GAPDH_chr12_6644017	303	42	989	65	849	1472	500	0
RPIA_chr2_88991199__GOT1_chr10_101163300	496	322	663	1118	234	1091	236	323
RPIA_chr2_88991199__GOT1_chr10_101165936	2665	1666	494	2431	1319	1113	1234	1171
RPIA_chr2_88991199__GOT2_chr16_58750621	2034	483	872	264	960	505	1371	33
RPIA_chr2_88991199__GOT2_chr16_58768033	144	620	249	476	68	1332	87	127
RPIA_chr2_88991199__H6PD_chr1_9305432	69	144	753	259	457	256	257	68
RPIA_chr2_88991199__HK1_chr10_71048517	603	1492	2115	1573	876	2322	722	1235
RPIA_chr2_88991199__HK2_chr2_75061733	243	173	480	267	28	232	1	156
RPIA_chr2_88991199__HK3_chr5_176323146	694	711	791	850	1021	1945	1082	449
RPIA_chr2_88991199__LDHAL6B_chr15_59499223	711	4277	893	3306	560	1545	309	1719
RPIA_chr2_88991199__LDHAL6B_chr15_59499236	707	195	1104	291	2034	1468	1830	150
RPIA_chr2_88991199__LDHA_chr11_18418383	493	800	1702	2334	450	434	348	684
RPIA_chr2_88991199__LDHB_chr12_21796959	1713	1397	148	879	1920	489	2512	676
RPIA_chr2_88991199__MDH1_chr2_63816486	269	287	151	224	259	173	493	241
RPIA_chr2_88991199__MDH2_chr7_75677504	38	246	3	153	0	16	0	9
RPIA_chr2_88991199__MDH2_chr7_75686735	1679	2	381	0	738	526	1052	1
RPIA_chr2_88991199__MDH2_chr7_75687297	874	348	2075	187	849	1261	865	77
RPIA_chr2_88991199__ME1_chr6_83947513	2820	1754	1067	3133	2940	1474	2230	1283
RPIA_chr2_88991199__ME2_chr18_48422222	11	0	679	0	26	546	9	0
RPIA_chr2_88991199__ME2_chr18_48439284	107	127	143	60	34	211	79	1
RPIA_chr2_88991199__NonTargetingControlGuideForHuman0039	12725	1189	649	1992	8096	1292	8032	1110
RPIA_chr2_88991199__NonTargetingControlGuideForHuman0095	6331	643	2785	1518	6765	1560	7101	467
RPIA_chr2_88991199__PCK1_chr20_56136482	95	65	191	674	323	434	447	374
RPIA_chr2_88991199__PCK1_chr20_56137848	365	200	265	286	133	321	80	57
RPIA_chr2_88991199__PC_chr11_66638606	33	58	832	269	43	482	138	35
RPIA_chr2_88991199__PC_chr11_66638653	737	101	956	183	692	788	711	81
RPIA_chr2_88991199__PC_chr11_66639617	641	90	223	104	160	305	175	23
RPIA_chr2_88991199__PDHA1_chrX_19362137	2	23	372	169	1	619	0	163
RPIA_chr2_88991199__PDHA1_chrX_19364716	504	386	1209	715	1199	1308	1229	127
RPIA_chr2_88991199__PDHA1_chrX_19368113	1006	916	481	874	787	543	1109	397
RPIA_chr2_88991199__PDHA2_chr4_96761315	120	153	523	204	169	970	428	138
RPIA_chr2_88991199__PDHA2_chr4_96761496	3	568	1244	646	2	1034	0	213
